	TS_0_0	TS_0_1	TS_0_2	TS_0_3	TS_0_4	TS_0_5	TS_0_6	TS_0_7	TS_0_8	TS_0_9	TS_0_10	TS_0_11	TS_0_12	TS_0_13	TS_0_14	TS_0_15	TS_0_16	TS_0_17	TS_0_18	TS_0_19	TS_0_20	TS_0_21	TS_0_22	TS_0_23	TS_0_24	TS_0_25	TS_0_26	TS_0_27	TS_0_28	TS_0_29	TS_0_30	TS_0_31	TS_0_32	TS_0_33	TS_0_34	TS_0_35	TS_0_36	TS_0_37	TS_0_38	TS_0_39	TS_0_40	TS_0_41	TS_0_42	TS_0_43	TS_0_44	TS_0_45	TS_0_46	TS_0_47	TS_0_48	TS_0_49	TS_0_50	TS_0_51	TS_0_52	TS_0_53	TS_0_54	TS_0_55	TS_0_56	TS_0_57	TS_0_58	TS_0_59	TS_0_60	TS_0_61	TS_0_62	TS_0_63	TS_0_64	TS_0_65	TS_0_66	TS_0_67	TS_0_68	TS_0_69	TS_0_70	TS_0_71	TS_0_72	TS_0_73	TS_0_74	TS_0_75	TS_0_76	TS_0_77	TS_0_78	TS_0_79	TS_0_80	TS_0_81	TS_0_82	TS_0_83	TS_0_84	TS_0_85	TS_0_86	TS_0_87	TS_0_88	TS_0_89	TS_0_90	TS_0_91	TS_0_92	TS_0_93	TS_0_94	TS_0_95	TS_0_96	TS_0_97	TS_0_98	TS_0_99	TS_0_100	TS_1_0	TS_1_1	TS_1_2	TS_1_3	TS_1_4	TS_1_5	TS_1_6	TS_1_7	TS_1_8
G1	0.3692256	0.7348526	0.7050013	0.7099993	0.6653403	0.647891	0.388135	0.4197768	0.3435743	0.3021194	0.2756348	0.3527332	0.343951	0.344833	0.2921334	0.3028877	0.3133132	0.2887879	0.2958659	0.2660695	0.3574741	0.2963013	0.3387725	0.338214	0.2870205	0.2616041	0.4440303	0.4120115	0.3693965	0.3647253	0.3732922	0.3376129	0.4070105	0.3728555	0.3671741	0.4160151	0.2822466	0.3104039	0.3560706	0.2942474	0.3626594	0.2337334	0.365663	0.2358241	0.3618611	0.325348	0.3978303	0.2951741	0.2714169	0.3364892	0.3511914	0.2931349	0.4401105	0.3555692	0.359582	0.3528527	0.3025111	0.3544351	0.3157019	0.3389223	0.3168465	0.2149285	0.3604229	0.3345657	0.3369523	0.3971691	0.3669734	0.5598708	0.4588432	0.4027572	0.508556	0.4468915	0.308106	0.3027747	0.4115727	0.2836352	0.3334632	0.3176504	0.3580179	0.3515081	0.397778	0.3086513	0.3664074	0.4280886	0.4733655	0.3754642	0.3632318	0.3725559	0.4685814	0.3429118	0.3276941	0.338782	0.3107384	0.34508	0.2716288	0.344474	0.3372862	0.4173927	0.2711518	0.4004813	0.3062782	0.3867043	0.3152867	0.3476348	0.3761117	0.3437483	0.3509147	0.4648618	0.3047437	0.3613618
G2	0.330772	0.2423122	0.3188545	0.297688	0.2679693	0.2491846	0.3733675	0.253713	0.2885329	0.2449698	0.2999311	0.2719261	0.1751602	0.2858474	0.1838102	0.2223298	0.2117953	0.317959	0.219988	0.273557	0.3179893	0.2730242	0.2956155	0.2655701	0.2634945	0.2351055	0.3451783	0.2470755	0.2578277	0.2025228	0.272231	0.3065712	0.2475962	0.2818956	0.2531517	0.281222	0.3216033	0.2722286	0.2733247	0.3491432	0.3256539	0.2399533	0.2222267	0.1802315	0.3386541	0.3271214	0.2769193	0.1213981	0.0823356	0.0990785	0.1370216	0.2962902	0.2617852	0.2613956	0.2476218	0.2690775	0.2223944	0.170874	0.1795139	0.1232041	0.1821817	0.2788588	0.2543986	0.2849077	0.1765336	0.2612501	0.2911994	0.2879605	0.2235333	0.2441782	0.2520502	0.1999646	0.2544844	0.2369206	0.3352954	0.2952587	0.2167854	0.2637193	0.2443174	0.3281052	0.290343	0.2671617	0.2923816	0.307605	0.2663156	0.2139123	0.2177985	0.1634669	0.3668075	0.3424354	0.2615933	0.4154364	0.3516833	0.3459951	0.3117952	0.3577685	0.351225	0.2383494	0.2484298	0.3322043	0.1715329	0.1749556	0.1418052	0.1500447	0.1532341	0.1744274	0.1344023	0.1719567	0.1674895	0.1898506
G3	0.6159868	0.7380283	0.7307209	0.7229517	0.6239063	0.6935283	0.7546864	0.6750614	0.7483055	0.7072164	0.6078617	0.7343597	0.5731173	0.4456476	0.5486937	0.5477127	0.4324065	0.6350963	0.6745948	0.5428408	0.628194	0.5712763	0.5937067	0.6607909	0.5891774	0.7578927	0.6035608	0.6427859	0.6049051	0.6724896	0.6532226	0.7525802	0.6074576	0.527669	0.5736243	0.5319725	0.6931536	0.660646	0.6533159	0.6814884	0.52528	0.6083981	0.5517567	0.6502692	0.6666262	0.6078678	0.608515	0.5967199	0.7308645	0.7701511	0.632157	0.6281924	0.6869306	0.6535721	0.5507843	0.6708115	0.585669	0.6091827	0.542955	0.572374	0.6210141	0.678932	0.5406	0.7369153	0.6844651	0.6449194	0.6645475	0.5995994	0.7540151	0.6308484	0.598353	0.6760812	0.6807185	0.6126524	0.6616667	0.6069153	0.7041873	0.8464357	0.6291656	0.6829444	0.5299865	0.5266089	0.641537	0.7203164	0.5959744	0.5805071	0.687113	0.6716377	0.6225589	0.6167972	0.6621167	0.5712743	0.652866	0.8368958	0.598913	0.7698463	0.5816316	0.5351405	0.6328856	0.6992496	0.7033693	0.6979063	0.6517614	0.6637952	0.6620558	0.6140525	0.6549853	0.7112572	0.6619842	0.8013502
G4	0.4740987	0.2051814	0.2168536	0.2048241	0.2800308	0.2212711	0.4162118	0.4742363	0.4513155	0.4205186	0.485289	0.5458469	0.4102629	0.3691325	0.3521905	0.4795842	0.3722931	0.5940402	0.4332387	0.5060706	0.3797255	0.4442491	0.5290402	0.5621679	0.4225385	0.5074914	0.5053055	0.5551303	0.4564091	0.4042834	0.3819025	0.4516671	0.3788826	0.4192722	0.4345274	0.4732937	0.5759631	0.4439735	0.4309528	0.4023353	0.4365316	0.6098618	0.5043705	0.4857885	0.398094	0.5443629	0.4511577	0.4421867	0.4581705	0.5174663	0.421843	0.507636	0.5278615	0.3105189	0.3623054	0.4505104	0.4869159	0.4165836	0.5145069	0.5437087	0.4078885	0.3415434	0.482915	0.4800772	0.4485915	0.6083348	0.368607	0.354073	0.3457071	0.4069477	0.3230939	0.425733	0.5832144	0.3937971	0.4475312	0.586687	0.5335843	0.4707675	0.4441805	0.3947902	0.4003473	0.4501995	0.5023763	0.4156995	0.4034576	0.5058875	0.4841208	0.3406934	0.3953925	0.4223879	0.4186779	0.4242352	0.5168643	0.4569751	0.4267701	0.4223122	0.4598071	0.3790581	0.364464	0.4445055	0.3530392	0.4460426	0.401535	0.5557742	0.3914151	0.4401055	0.4617413	0.4325673	0.3197917	0.4766919
G5	0.1119588	0.3210134	0.3071729	0.2758855	0.302135	0.2176108	0.1345261	0.0811599	0.0818363	0.1105041	0.1033068	0.0895557	0.0893528	0.1127765	0.0951545	0.1154328	0.0814195	0.0925979	0.1126242	0.0780987	0.1561893	0.1274358	0.1048775	0.1216849	0.1310619	0.1106483	0.0958956	0.0825265	0.085406	0.0863892	0.0969449	0.1129896	0.0986648	0.1265196	0.1380125	0.090277	0.1428438	0.104736	0.1181025	0.1094557	0.1086364	0.0611029	0.1263978	0.0831169	0.1175834	0.4419367	0.4639305	0.4902743	0.5278538	0.4353718	0.1700228	0.1202607	0.1086345	0.0896265	0.1042518	0.1291341	0.1111994	0.0925979	0.0956798	0.1240087	0.1094791	0.1421233	0.1057491	0.1568746	0.1356139	0.1019965	0.1292801	0.269146	0.2842846	0.2854948	0.2665729	0.2630079	0.1826679	0.1123251	0.0754884	0.1126361	0.0979989	0.0880537	0.15289	0.1278192	0.0735024	0.0631331	0.0797324	0.1004557	0.0813294	0.1098658	0.1065832	0.0922588	0.1142444	0.3614427	0.3240596	0.3671194	0.3586319	0.3620274	0.1545182	0.1529335	0.1351508	0.1174682	0.0889924	0.1260918	0.0860597	0.0819189	0.0911133	0.106351	0.0762468	0.1008124	0.0869069	0.1011299	0.1096125	0.0921355
G6	0.6943705	0.9020016	0.8702037	0.7436333	0.6202055	0.8065999	0.7657702	0.8042788	0.677075	0.6094995	0.5734094	0.613207	0.6812178	0.6223358	0.7510515	0.7153372	0.6924786	0.7292819	0.6200601	0.7023293	0.5260177	0.6115228	0.5952831	0.689912	0.7050867	0.6347506	0.7573693	0.7030325	0.6117371	0.6404674	0.7109125	0.7032529	0.7851046	0.5741879	0.5788879	0.6176793	0.6617983	0.679219	0.7300194	0.6670101	0.650762	0.6821805	0.6893477	0.6330291	0.7166743	0.6092168	0.6225534	0.57742	0.7064078	0.7081035	0.5446307	0.4989295	0.5854336	0.7518238	0.7357097	0.7124855	0.7184587	0.6230553	0.6873405	0.5531584	0.6088492	0.5456244	0.6127065	0.7369439	0.6626293	0.6002464	0.6919101	0.7367749	0.6001617	0.7691504	0.6529628	0.7362936	0.6152591	0.725992	0.6795198	0.6837034	0.5681554	0.7348853	0.6171005	0.560645	0.6839563	0.7840933	0.5693353	0.6022314	0.6735988	0.7336412	0.657508	0.6220501	0.6216718	0.6132503	0.5668543	0.570275	0.6430658	0.662314	0.7170746	0.6603337	0.5960499	0.6487752	0.7150436	0.7216898	0.671523	0.5726961	0.6495934	0.6736964	0.6872925	0.6898446	0.5529188	0.6019542	0.6915601	0.6678116
G7	0.6257582	0.4409848	0.4912565	0.5222535	0.5186632	0.5988048	0.5400259	0.5912236	0.50237	0.5563227	0.5534494	0.6359908	0.6779116	0.6190768	0.6722196	0.6523622	0.6747719	0.3171833	0.455057	0.5267096	0.5814206	0.6235179	0.6199294	0.4500397	0.569177	0.4862525	0.5253752	0.4140379	0.5268831	0.5553099	0.584538	0.5473595	0.5638484	0.677242	0.7073863	0.5387175	0.3546203	0.3636367	0.3317263	0.2320874	0.3708873	0.4511574	0.5672971	0.5927814	0.6072537	0.6401653	0.6502705	0.5596471	0.4406275	0.5709588	0.6642074	0.5280923	0.5725109	0.7186894	0.513729	0.7016589	0.5122425	0.5745009	0.5429626	0.4637518	0.5061424	0.5909009	0.5457086	0.4992808	0.6452344	0.5369369	0.56006	0.5013162	0.6933353	0.5214956	0.4770562	0.5300154	0.5495805	0.6192302	0.5926841	0.537868	0.5496342	0.5962037	0.623326	0.7714255	0.5800648	0.5510865	0.582606	0.509162	0.618358	0.6897511	0.4524971	0.5808761	0.6203112	0.5919568	0.4475628	0.5223938	0.5743957	0.4273965	0.4604912	0.4215149	0.4187144	0.6200625	0.5374236	0.6030528	0.5029626	0.6021727	0.5858756	0.4705251	0.5794533	0.5639243	0.6025686	0.652794	0.4834698	0.5265349
G8	0.5107389	0.5438676	0.5591226	0.4884664	0.6614176	0.3565611	0.3703083	0.4407326	0.5292896	0.5710163	0.4585626	0.613648	0.5046029	0.5045663	0.4752759	0.3817653	0.3309505	0.3716601	0.3091407	0.3281856	0.4803889	0.5128229	0.5485293	0.3778892	0.4435969	0.3238199	0.5431527	0.3735232	0.3369807	0.4846998	0.4624324	0.5166152	0.4773981	0.5390238	0.4212152	0.3752996	0.3128012	0.2471017	0.2211692	0.1783038	0.235341	0.3223659	0.5377547	0.4005578	0.4686655	0.5229265	0.6431058	0.5720112	0.4722272	0.6148924	0.5405576	0.3524563	0.4992817	0.5627931	0.4877914	0.5135	0.446466	0.4180136	0.5250885	0.4744242	0.5434008	0.370684	0.4185863	0.4496589	0.5368465	0.3940203	0.5670713	0.0425294	0.0356901	0.0153632	0.0503385	0.0329318	0.5176579	0.4023657	0.4396629	0.6123531	0.4834921	0.5500726	0.4793188	0.4506587	0.4772604	0.5210252	0.4138021	0.4560792	0.5292449	0.4991164	0.5195714	0.4890453	0.5420316	0.4440296	0.4067318	0.3071509	0.3760585	0.3763817	0.3257877	0.4084189	0.3446701	0.4687311	0.5892195	0.5966787	0.5143806	0.5871963	0.7327807	0.6419426	0.5587836	0.6220243	0.5119817	0.563105	0.3763637	0.527614
G9	0.6832262	0.7273863	0.8018373	0.80525	0.684227	0.6946445	0.6446148	0.5888012	0.7425095	0.7817176	0.7717313	0.7138382	0.4643243	0.4103173	0.3658135	0.4188702	0.4632215	0.7440106	0.768827	0.706367	0.6677454	0.7082904	0.6820288	0.6295886	0.7266155	0.804397	0.7578201	0.5944884	0.7138266	0.6169952	0.6367547	0.6374083	0.8552365	0.5775692	0.629522	0.6630819	0.6770655	0.6689469	0.8013677	0.736442	0.6601765	0.6122848	0.6948448	0.7288846	0.6695491	0.1844513	0.1706621	0.1468238	0.1611299	0.1464537	0.64301	0.7492685	0.5920015	0.7603585	0.7559541	0.7001359	0.353567	0.4729246	0.3156935	0.4658483	0.335365	0.7553322	0.5939567	0.6002972	0.7730287	0.5986862	0.7391916	0.6530444	0.7089294	0.7280666	0.6037941	0.7201246	0.7660282	0.6336993	0.6103513	0.7903922	0.7141286	0.6860978	0.1737093	0.220591	0.2444122	0.1892722	0.1857025	0.6831454	0.8275665	0.8226462	0.7995634	0.643478	0.6854567	0.6402253	0.61776	0.7985848	0.6307391	0.7053267	0.6360599	0.6274289	0.7655955	0.7067084	0.6727586	0.6478291	0.0487166	0.0225706	0.0177097	0.0204753	0.0301382	0.6909682	0.6364801	0.8011971	0.6261906	0.5057786
G10	0.2635477	0.2028977	0.2219674	0.2003592	0.2739941	0.2301216	0.2085042	0.2868327	0.1908934	0.2271418	0.2877027	0.2763336	0.361962	0.4021827	0.4242195	0.4433781	0.4644897	0.3062336	0.198761	0.1987224	0.2259534	0.2080843	0.2449169	0.2140841	0.2060868	0.2957066	0.2262097	0.2377111	0.2604357	0.2301565	0.2310931	0.2334328	0.1312522	0.2237345	0.1120897	0.1079818	0.0795887	0.0522561	0.10588	0.1908987	0.1995001	0.2604459	0.2314581	0.2397955	0.2631387	0.3743985	0.530946	0.6297956	0.7035289	0.7595584	0.3701133	0.2866612	0.195512	0.3066695	0.2361141	0.2829377	0.3604406	0.4314347	0.4609527	0.4649665	0.4750728	0.332105	0.2496302	0.1982556	0.2864209	0.2214646	0.3574722	0.2577921	0.2852525	0.1727529	0.2115228	0.2881216	0.2474364	0.2855497	0.3579613	0.2156275	0.2165742	0.2582233	0.3048538	0.5383674	0.606846	0.5706237	0.4386402	0.3192316	0.2227721	0.2206349	0.2898345	0.235155	0.2036815	0.2158317	0.2426054	0.2688107	0.2222435	0.1834679	0.2024661	0.201336	0.2462531	0.1730482	0.2652679	0.3323661	0.3796162	0.6162076	0.7529762	0.6406124	0.6635845	0.462418	0.3062623	0.2081734	0.2293953	0.3211795
