isTs	is1stLast	prevCol	del.t	condName
TRUE	f	NA	NA	TS_0_0
TRUE	m	TS_0_0	10	TS_0_1
TRUE	m	TS_0_1	10	TS_0_2
TRUE	m	TS_0_2	10	TS_0_3
TRUE	m	TS_0_3	10	TS_0_4
TRUE	m	TS_0_4	10	TS_0_5
TRUE	m	TS_0_5	10	TS_0_6
TRUE	m	TS_0_6	10	TS_0_7
TRUE	m	TS_0_7	10	TS_0_8
TRUE	m	TS_0_8	10	TS_0_9
TRUE	m	TS_0_9	10	TS_0_10
TRUE	m	TS_0_10	10	TS_0_11
TRUE	m	TS_0_11	10	TS_0_12
TRUE	m	TS_0_12	10	TS_0_13
TRUE	m	TS_0_13	10	TS_0_14
TRUE	m	TS_0_14	10	TS_0_15
TRUE	m	TS_0_15	10	TS_0_16
TRUE	m	TS_0_16	10	TS_0_17
TRUE	m	TS_0_17	10	TS_0_18
TRUE	m	TS_0_18	10	TS_0_19
TRUE	m	TS_0_19	10	TS_0_20
TRUE	m	TS_0_20	10	TS_0_21
TRUE	m	TS_0_21	10	TS_0_22
TRUE	m	TS_0_22	10	TS_0_23
TRUE	m	TS_0_23	10	TS_0_24
TRUE	m	TS_0_24	10	TS_0_25
TRUE	m	TS_0_25	10	TS_0_26
TRUE	m	TS_0_26	10	TS_0_27
TRUE	m	TS_0_27	10	TS_0_28
TRUE	m	TS_0_28	10	TS_0_29
TRUE	m	TS_0_29	10	TS_0_30
TRUE	m	TS_0_30	10	TS_0_31
TRUE	m	TS_0_31	10	TS_0_32
TRUE	m	TS_0_32	10	TS_0_33
TRUE	m	TS_0_33	10	TS_0_34
TRUE	m	TS_0_34	10	TS_0_35
TRUE	m	TS_0_35	10	TS_0_36
TRUE	m	TS_0_36	10	TS_0_37
TRUE	m	TS_0_37	10	TS_0_38
TRUE	m	TS_0_38	10	TS_0_39
TRUE	m	TS_0_39	10	TS_0_40
TRUE	m	TS_0_40	10	TS_0_41
TRUE	m	TS_0_41	10	TS_0_42
TRUE	m	TS_0_42	10	TS_0_43
TRUE	m	TS_0_43	10	TS_0_44
TRUE	m	TS_0_44	10	TS_0_45
TRUE	m	TS_0_45	10	TS_0_46
TRUE	m	TS_0_46	10	TS_0_47
TRUE	m	TS_0_47	10	TS_0_48
TRUE	m	TS_0_48	10	TS_0_49
TRUE	m	TS_0_49	10	TS_0_50
TRUE	m	TS_0_50	10	TS_0_51
TRUE	m	TS_0_51	10	TS_0_52
TRUE	m	TS_0_52	10	TS_0_53
TRUE	m	TS_0_53	10	TS_0_54
TRUE	m	TS_0_54	10	TS_0_55
TRUE	m	TS_0_55	10	TS_0_56
TRUE	m	TS_0_56	10	TS_0_57
TRUE	m	TS_0_57	10	TS_0_58
TRUE	m	TS_0_58	10	TS_0_59
TRUE	m	TS_0_59	10	TS_0_60
TRUE	m	TS_0_60	10	TS_0_61
TRUE	m	TS_0_61	10	TS_0_62
TRUE	m	TS_0_62	10	TS_0_63
TRUE	m	TS_0_63	10	TS_0_64
TRUE	m	TS_0_64	10	TS_0_65
TRUE	m	TS_0_65	10	TS_0_66
TRUE	m	TS_0_66	10	TS_0_67
TRUE	m	TS_0_67	10	TS_0_68
TRUE	m	TS_0_68	10	TS_0_69
TRUE	m	TS_0_69	10	TS_0_70
TRUE	m	TS_0_70	10	TS_0_71
TRUE	m	TS_0_71	10	TS_0_72
TRUE	m	TS_0_72	10	TS_0_73
TRUE	m	TS_0_73	10	TS_0_74
TRUE	m	TS_0_74	10	TS_0_75
TRUE	m	TS_0_75	10	TS_0_76
TRUE	m	TS_0_76	10	TS_0_77
TRUE	m	TS_0_77	10	TS_0_78
TRUE	m	TS_0_78	10	TS_0_79
TRUE	m	TS_0_79	10	TS_0_80
TRUE	m	TS_0_80	10	TS_0_81
TRUE	m	TS_0_81	10	TS_0_82
TRUE	m	TS_0_82	10	TS_0_83
TRUE	m	TS_0_83	10	TS_0_84
TRUE	m	TS_0_84	10	TS_0_85
TRUE	m	TS_0_85	10	TS_0_86
TRUE	m	TS_0_86	10	TS_0_87
TRUE	m	TS_0_87	10	TS_0_88
TRUE	m	TS_0_88	10	TS_0_89
TRUE	m	TS_0_89	10	TS_0_90
TRUE	m	TS_0_90	10	TS_0_91
TRUE	m	TS_0_91	10	TS_0_92
TRUE	m	TS_0_92	10	TS_0_93
TRUE	m	TS_0_93	10	TS_0_94
TRUE	m	TS_0_94	10	TS_0_95
TRUE	m	TS_0_95	10	TS_0_96
TRUE	m	TS_0_96	10	TS_0_97
TRUE	m	TS_0_97	10	TS_0_98
TRUE	m	TS_0_98	10	TS_0_99
TRUE	l	TS_0_99	10	TS_0_100
TRUE	f	NA	NA	TS_1_0
TRUE	m	TS_1_0	10	TS_1_1
TRUE	m	TS_1_1	10	TS_1_2
TRUE	m	TS_1_2	10	TS_1_3
TRUE	m	TS_1_3	10	TS_1_4
TRUE	m	TS_1_4	10	TS_1_5
TRUE	m	TS_1_5	10	TS_1_6
TRUE	m	TS_1_6	10	TS_1_7
TRUE	m	TS_1_7	10	TS_1_8
