edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,ss_cor,ss_ranked,edge_exist
G67_G1,0.0051038356474599,0.0,2.048881284301258,0.0162363311218697,3421.0,0.271915,0.224489715747494,1.0579263180659808,0.0,0.193372438546679,0.035846896018212,0.027165590900761056,-0.14189870404810626,0
G67_G2,0.0056630031599838,0.0,5.917655446650841,0.0214295893352779,6346.0,0.171987,0.269675596760163,1.1580382304012062,0.0,0.252840129254217,0.143825910184584,0.050658224248946164,0.0911131113111311,0
G67_G3,0.0062567114099012,0.0,0.7948102824415285,0.0084863454010346,4430.0,0.278619,0.179852121413175,0.8311286583572428,0.110155529942218,0.103283950330712,0.0395502652895306,0.006606254331973812,0.12416441644164417,0
G67_G4,0.0064121717497676,0.0,1.5399718661475987,0.0072542304634737,4722.0,0.159318,0.138252811394325,0.8787229915626633,0.0,0.154403114971947,0.0474321617326037,0.07699670250834113,0.24220894752268488,0
G67_G5,0.0037062574224303,0.0,33.65727963242592,0.0697892211491963,1300.0,0.378097,0.14935302890293,1.084081882620817,0.0,0.0695688443589118,0.132294895886217,0.021470657221518703,-0.09065706570657066,0
G67_G6,0.0044591193364474,0.0,0.330141054432742,0.0065870923727168,6249.0,0.154455,0.182899757330737,0.8889394340336141,0.0,0.149570875083959,0.0349641471346992,0.019271011464232567,-0.07449144914491448,0
G67_G7,0.0106158990259657,0.0,0.6240935775011961,0.0073710820995315,4755.0,0.149564,0.310694185664328,0.9419780431996476,0.0,0.209902035656475,0.0913746229664527,0.023449292758839422,0.17161716171617158,0
G67_G8,0.0058766944789812,0.0,0.1358790210860035,0.0026702923651188,3283.0,0.267044,0.364167615105289,0.9051856936819056,0.0,0.392043429486015,0.179924051261508,0.03164309682601337,-0.1348368059626941,0
G67_G9,0.0063311379783967,0.0,0.3146565396552973,0.0028496661629995,5578.0,0.185906,0.201652416733507,0.7444495851628352,0.0,0.0752874981038528,0.162028130885164,0.00017201010265974594,0.054281428142814274,0
G67_G10,0.0067104885618573,0.0,0.2141407939909046,0.0028412714516348,5612.0,0.119334,0.232990263860973,1.3817575704877614,0.0,0.0869044726559175,0.0777500833096346,0.00052034006155325,-0.021470147014701468,0
G67_G11,0.0047723184740676,0.0,3.107213180616692,0.0120875803581913,2719.0,0.948339,0.0873502618527185,0.8647326078710235,0.0,0.0721166298085055,0.0339132137669678,0.00010127753063304946,-0.07055505550555054,0
G67_G12,0.0092295666291758,0.0,0.829492425306461,0.0050305667151875,3036.0,0.998598,0.346530403282526,1.3569455400426704,0.0,0.373129024222045,0.115744650786064,0.0996852513301395,0.22226222622262223,0
G67_G13,0.0076762112628797,0.0,0.0611311400314384,0.0021033978019083,4782.0,0.993892,0.429714719402525,1.25305181208407,0.0,0.598718667805688,0.115556020438945,0.20706608762014664,0.3213448689504005,0
G67_G14,0.0044029696495763,0.0,0.100155671341798,0.0039012546601377,2701.0,0.41454,0.306324643598841,0.1201522745747784,0.0,0.292477963386844,0.158370577156468,0.0010488180790577352,0.0050765076507650764,0
G67_G15,0.0034138585313853,0.0,0.360200126154884,0.0038376509993994,2086.0,0.999815,0.254547401743621,1.4041347299008509,0.0,0.242599178696415,0.0781636681806785,0.022940221374096972,-0.11649564956495648,0
G67_G16,0.0085043470168376,0.0,0.1434163665748137,0.0072875559802578,2075.0,0.498853,0.361803146556618,1.551188427391448,0.0990497793737056,0.157590511441813,0.0927252790413984,0.11412771285404612,-0.2515571557155715,0
G67_G17,0.0083089065747364,0.0,0.9667949392892472,0.0080045468866369,2945.0,0.998726,0.25773413167333,0.4220216903081544,0.0,0.182552961474517,0.0786856868497077,0.03731643038213125,0.1122307910785533,0
G67_G18,0.0055034157964779,0.0,8.898382148440387,0.0279038198875397,4895.0,0.140787,0.196161798728427,0.6102574670250128,0.0,0.0681741117171894,0.173845439923133,0.011980839605490984,-0.0011041104110411039,0
G67_G19,0.0093233753439124,0.0,1.5882506758260386,0.0076803094048946,8117.0,0.659453,0.43139798993563,1.6070083432020996,0.0,0.727007255973748,0.213484268032575,0.19592182082435858,-0.12535253525352535,0
G67_G20,0.0075702891394317,0.0,0.7732040889633288,0.0064437880877614,9774.0,0.163616,0.223507512425691,1.14377864003245,0.0,0.0859949786941111,0.145559470181313,0.02014082170724654,-0.196051605160516,0
G67_G21,0.0094712356323909,0.0,0.0729654560665897,0.0020738234955911,5213.0,1.0,0.434660493973112,0.9004746581129364,0.0955831019833335,0.517110329412692,0.112452853075639,0.026658531359109845,0.15811581158115806,0
G67_G22,0.0052713447263862,0.0,0.0964588403861525,0.0011307707937269,5703.0,1.0,0.438258868391643,0.917963295110546,0.0,0.669566267726558,0.181165550905242,0.3137448441188188,0.2690525385735348,0
G67_G23,0.0087034146485185,0.0,1.977069243592644,0.0031732200788748,5048.0,0.700707,0.398913988788604,1.2780105311392371,0.0,0.451604418809429,0.155795684915638,5.4369136280703405e-05,0.004249138829186144,0
G67_G24,0.0071078626444214,0.0,6.3349192314024485,0.0153580929083992,1949.0,0.990822,0.216621546981736,1.091179162107482,0.0,0.171718577620627,0.300846454120078,0.09898502433777923,-0.17755775577557753,0
G67_G25,0.0111441975635577,0.0,2.3127454139646857,0.0108077435091864,2345.0,0.717616,0.245121784753271,1.6058107187594937,0.0,0.20747329358888,0.0612679482933395,0.05189869890426304,0.1836183618361836,0
G67_G26,0.0131147192351616,0.0,0.2960485941168476,0.0029092092120384,5136.0,0.385564,0.147566837107674,0.2922393974798313,0.0,0.040843550801829,0.0477848239647241,0.008193101497331172,0.20249716182229358,0
G67_G27,0.0048294231882519,0.0,0.4125316489898368,0.0025593546481962,2294.0,0.970722,0.227613413371731,0.716138813544015,0.0,0.170041576787095,0.0575720412104117,0.009611800379690729,-0.010532006620647653,0
G67_G28,0.0102169990339104,0.0,1.946988110339564,0.0091182194714034,1186.0,0.135401,0.252063174243012,1.1503148568521735,0.0896507254947038,0.024078813117863,0.112731430741876,0.009992038428262772,0.020474047404740472,0
G67_G29,0.0073085430557542,0.0,0.1326062002583023,0.0030099260326142,2605.0,0.999986,0.359300163067342,0.915315005035902,0.0859772187782286,0.379064119001578,0.180191016483684,0.0360886438319609,0.15404110481533345,0
G67_G30,0.0154691410583368,0.0,0.5791257162380361,0.0013296829790797,8233.0,0.234587,0.367721188074163,1.4214622860470614,0.128033758685117,0.420500213937319,0.198274145872831,0.007891264896147446,-0.015769576957695767,0
G67_G31,0.0068861093513989,0.0,0.3833077991857757,0.0025331534853773,4646.0,0.999997,0.429626636506769,0.9166432400844488,0.0984698750418238,0.510750243619096,0.180862183941086,0.008257116498176578,0.06005400540054004,0
G67_G32,0.0173713988162494,0.0,0.2373061295483261,0.0033810351126701,1995.0,0.122435,0.283926259596607,1.306284456838212,0.0,0.126711311266164,0.047337850657339,0.00890892275818533,-0.04403240324032403,0
G67_G33,0.0111567862637148,0.0,0.0,0.0071558885926927,2483.0,0.947313,0.10710971872964,1.0428549221306698,0.0,0.109509561467711,0.0419640697777579,0.018202753387059886,0.08138013801380135,0
G67_G34,0.0088295937616429,0.0,0.1180461269047658,0.0025877710152642,6770.0,0.99952,0.299955176367056,1.6601104546675862,0.0,0.240381295813572,0.0982415183450066,0.008649017390946756,0.007872787278727872,0
G67_G35,0.0110454617153682,0.0,1.2649740449048703,0.005164924313198,5808.0,0.999969,0.404414534040325,1.3180336300495197,0.0,0.316882943164411,0.0805715665808769,0.015820337631733385,0.19222275598701424,0
G67_G36,0.011920552735503,0.0,0.1309118465699994,0.0021183116080285,5197.0,0.998265,0.410292990032863,1.6488040730434856,0.11431294229564,0.735947003388169,0.10769108661622,0.2773489328083048,0.228188981725045,0
G67_G37,0.069122657925802,0.393976258216423,1.5285494705938578,0.0084206712520736,6961.0,0.322386,0.614448655931775,1.9483728951713704,0.103697414554186,0.164133023771977,0.343760832920969,0.017043930773370887,0.04882088208820882,0
G67_G38,0.0087260117279434,0.0,0.7710937891640496,0.0083472860381317,1085.0,0.136827,0.269000499588618,0.1919554516644517,0.109166750045777,0.0282559867933889,0.0595503862734196,0.04268121257935581,-0.19434541148866358,0
G67_G39,0.0106810771162093,0.0,0.6904801665613753,0.0046219157361171,2710.0,0.243361,0.0822582848503047,0.4039558150995941,0.0,0.0287241562542328,0.0266096534494741,0.024228600316282507,-0.09972997299729973,0
G67_G40,0.0276669113800211,0.0,0.6052054153896295,0.0060383860598779,2888.0,0.163687,0.479836450348836,1.8487780008562027,0.149424002487868,0.0848710157553273,0.0596957437245443,0.016011508182063632,0.002100235226496601,0
G67_G41,0.0232922391509487,0.7838712842146571,9.192465448049704,0.0317541061834061,9963.0,0.147012,0.44952410839294,1.252974692613323,0.165449325239208,0.341719308970226,0.240697816962994,0.0013962573887628268,-0.050561056105610555,0
G67_G42,0.0060625516919153,0.0,2.6985584195571843,0.0092736155931865,1707.0,0.558795,0.376818046532223,1.3765679324150004,0.0,0.431839966890716,0.0931983606405432,0.06037180244209734,0.28349234923492345,0
G67_G43,0.008461483785328,0.0,3.1040675134675686,0.0109229245822726,8611.0,0.157516,0.338399557629744,1.5019023832501628,0.0,0.390971884455683,0.0972978522551173,0.0028696542831707418,-0.0030723164486080334,0
G67_G44,0.0317513970431939,0.0,1.073098881692955,0.0050480655078159,965.0,0.124662,0.441821616037797,1.915338715326245,0.10487394264156,0.035419758530437,0.0952301644451404,0.03769521717298262,-0.17634015070316855,0
G67_G45,0.0162195430193146,0.0,0.3953001056975319,0.0047894064374786,9340.0,0.231351,0.378954187963096,1.3583934391904422,0.121130453158663,0.527030861818832,0.233845842848535,0.0006722634069816975,-0.09164478768677126,0
G67_G46,0.0071551466554528,0.0,5.73555433956496,0.0194911467651909,4949.0,0.981687,0.401605972682966,0.4610259260314879,0.0,0.550871864317437,0.244178094364242,0.014737728453176016,-0.13102910291029102,0
G67_G47,0.0180978672030427,0.0,1.0151059998784038,0.0030673060607759,9341.0,0.228389,0.366725014514984,1.436387032597454,0.0,0.528328392485939,0.170150736035143,0.002151595949949171,-0.08175217521752175,0
G67_G48,0.0091746283076995,0.0,0.1525594171176625,0.0024600262679374,899.0,0.326746,0.38289229906914,1.4006372573074763,0.0,0.271508629171579,0.0941416567410882,0.0006736015131656243,-0.08894089408940893,0
G67_G49,0.0202900852818684,0.0,10.096354725498406,0.025748880458066,8873.0,0.239331,0.377685995388006,1.5712739604279804,0.155900799892086,0.538933417401309,0.12776020931299,0.0002817155696816382,0.05006900690069006,0
G67_G50,0.0054837840254952,0.0,2.4093924447951465,0.0059322882220993,5162.0,0.163568,0.383363057543662,1.229066727714222,0.0,0.45696427615766,0.214102814056547,0.0018560308759374043,0.13185718571857186,0
G67_G51,0.0057042414366038,0.0,8.354837588417096,0.0272367883523361,5438.0,0.99266,0.317371746758214,1.8844473660941965,0.0,0.509562087018035,0.102926001835152,0.2636532378936755,0.3047664788085254,0
G67_G52,0.0071501111333217,0.0,2.831852090290996,0.0099536139321056,6318.0,0.226463,0.349907887268558,1.800100830483871,0.169188580718474,0.491869337814259,0.257311990899178,0.07106307180872351,0.0005640564056405641,0
G67_G53,0.0066120633213095,0.0,5.348614970549712,0.0261521751558602,8472.0,0.139556,0.214812875890863,1.4814872739641038,0.0,0.220318757302303,0.100317491337696,0.06136600097235672,-0.23866786678667865,0
G67_G54,0.0095773731223108,0.0,3.229519400889828,0.0087067378655309,9721.0,0.31576,0.286761280434761,0.3937123394250563,0.0,0.502574713476646,0.0731871540674075,0.0160251009007211,0.1857305730573057,0
G67_G55,0.006110216009208,0.0,1.134327730738974,0.004214918492718,5840.0,0.917537,0.379885205209005,1.7599947465404089,0.0870082214293444,0.593639927485766,0.142375145106753,0.0003851459828911523,0.09546954695469546,0
G67_G56,0.0171942452474172,0.0,0.0844447625753777,0.0029979600805732,9903.0,0.998561,0.301813199119463,1.0173179298070063,0.0,0.681165878968993,0.0758693555931782,0.05220397450174532,0.18186618661866183,0
G67_G57,0.0060610347176419,0.0,1.100852527225784,0.0023352969432922,7697.0,0.915035,0.331399514255007,0.4783148546512719,0.183842220012499,0.43909153332517,0.0800953216011431,0.022686425463593198,0.08670867086708668,0
G67_G58,0.0057648234277253,0.0,1.7771924677244284,0.0132100086147289,2027.0,0.954515,0.336768367736002,1.3527790155377275,0.0,0.23355678130473,0.0661617719158638,0.002180937435272074,-0.03006300630063006,0
G67_G59,0.0069637604222253,0.0,5.853850993426215,0.0372935211938339,809.0,0.251657,0.243850648674674,0.3618717720507259,0.0,0.0415678934280717,0.0411130153706619,0.001545626840694492,-0.10580258025802579,0
G67_G60,0.0094855197466903,0.0,0.155725081800116,0.0058390700413445,9561.0,0.455388,0.360699128206904,1.7191921893680835,0.0862037713231449,0.419629270439015,0.174204887852202,5.6927172146468276e-05,0.04950495049504951,0
G67_G61,0.005836213728266,0.0,0.2846095884581372,0.0013200700587306,1488.0,0.998504,0.3624405559882,1.3203080516062546,0.0,0.240757795207802,0.0804857054207014,0.1292147029175567,0.17303330333033304,0
G67_G62,0.0118990483335199,0.0,3.4219505836347914,0.0077228067482725,9061.0,0.180135,0.251512771487569,1.690760444972702,0.120566771115444,0.201947304357615,0.105919020773777,0.06753263635456529,0.21031566251418546,0
G67_G63,0.0174268252794887,0.0,0.98311409895893,0.0053764880021814,4741.0,0.604022,0.295147169104603,1.548235222227888,0.0939046118601641,0.144655723403456,0.101652602708282,0.024720682271341908,-0.15915991599159912,0
G67_G64,0.009052929888948,0.0,0.5543541108883541,0.0092319582884237,2603.0,0.720248,0.177402387547972,0.1893821981296801,0.0,0.107928179144426,0.044637473667031,0.03300593036350166,0.1601063625250962,0
G67_G65,0.0071668381758373,0.0,23.58378160519214,0.0666940652889274,9198.0,0.998186,0.320760331467756,1.7888508117866535,0.0,0.354591209147236,0.164665971017166,0.11133908151895149,0.1462210087969516,0
G67_G66,0.0348386604816047,0.7933287550279604,20.288017435669808,0.0683277691283675,4493.0,0.182746,0.633099551447649,1.9480565133066643,0.17326274277854,0.395252144469849,0.141822343762537,0.07992427915895559,-0.13248124812481246,0
G67_G67,0.1189585445534525,0.0,0.0,0.0,9017.0,0.166129,0.0,0.0,1.0,0.604357150514925,0.0,1.0,0.9999999999999999,0
G67_G68,0.0076953717463233,0.0,0.5439892328472657,0.0060217380247746,630.0,0.207904,0.22772379171109,0.946430381324016,0.0,0.0256860768417216,0.0638962611540554,0.01629668696185741,-0.16955295529552955,0
G67_G69,0.0071720643037702,0.0,26.981581736853443,0.0710608728309574,5395.0,0.244583,0.223761930935256,1.8498068189134995,0.0,0.22050459051796,0.0613137962810042,0.0021558253450395916,0.007332733273327332,0
G67_G70,0.006089210350291,0.0,19.36011771185372,0.0441401426735798,5149.0,0.900461,0.311764935137493,1.7966024739784103,0.0,0.385814871251948,0.117511517635249,0.17606997401338162,0.13647764776477647,0
G67_G71,0.0090307993968903,0.0,0.1351742363061123,0.0083294107219029,4364.0,0.138182,0.158267062488192,0.7286981356447682,0.0,0.0283657735094741,0.0127522826869825,0.014527252681924323,0.10521167756543491,0
G67_G72,0.0056880439643918,0.0,1.8797854640655831,0.0069954716353434,8457.0,0.571558,0.241162429847965,1.5980205837036163,0.146928586466592,0.220488300713548,0.0656195954521376,0.15633869163675201,0.283944982071855,0
G67_G73,0.0058181017657035,0.0,0.3366498050671537,0.0030558672144179,8778.0,0.247025,0.283073994075215,1.3096131286032344,0.109753422526564,0.0895399279095681,0.166242502159457,0.06447781959360768,0.06226222622262225,0
G67_G74,0.0069038065760673,0.0,0.0320072236832842,0.0090378197356797,527.0,0.122484,0.187772445092155,0.8242021597922373,0.0,0.0115145998460128,0.0248350845899683,0.022105515750608092,-0.2732461913385194,0
G67_G75,0.0043589861528892,0.0,0.2361975153828418,0.0039439609480822,3745.0,0.941679,0.135148936885625,0.7199133728747136,0.0,0.0609883434842143,0.0311738517255032,0.006988262502884747,0.06834683468346835,0
G67_G76,0.0069221796550156,0.0,3.035302180422148,0.0182536059347268,8515.0,0.19161,0.300640172142715,0.674419750249278,0.0,0.356441896146309,0.0878370104657593,0.014766165083647944,-0.09976597659765976,0
G67_G77,0.0100515113924492,0.0,0.7668916653085667,0.0064016307740866,3904.0,0.137147,0.280122898746718,1.648622935545093,0.0,0.11952028469235,0.0950135667117867,1.939807385491956e-06,-0.030903090309030903,0
G67_G78,0.0061921689748261,0.0,0.7914277647567705,0.0080217046285965,4059.0,0.389228,0.142961226941363,0.0353908581281846,0.0,0.08947721602923,0.0775234578118056,0.02407471184138136,0.18677467746774673,0
G67_G79,0.0087244382509511,0.0,1.5336317596939486,0.0066147896665252,5704.0,0.99894,0.324016227315131,0.8141551769743066,0.0,0.17255106737373,0.178142479877304,0.00010350331144753317,-0.08327555916607536,0
G67_G80,0.0040156421761225,0.0,0.3927966960599914,0.0046543680351867,9571.0,0.561101,0.247021444095324,0.7826728348217047,0.0964096835836668,0.332829432129036,0.0852402841506847,0.07232093084395277,0.258061806180618,0
G67_G81,0.0055407042856437,0.0,0.9343654629830686,0.0102057005312021,1916.0,0.999451,0.135585061260488,0.2387282468583828,0.0,0.110226710578617,0.0664328377141084,0.031577994514148375,0.1734533453345334,0
G67_G82,0.0095314408825539,0.0,0.6049935584249331,0.0057604897912186,448.0,0.133095,0.0881821704922781,1.320147636176937,0.0,0.0161279289319551,0.0814828620202179,0.03003117054411891,0.20872487248724872,0
G67_G83,0.0051224020385953,0.0,2.671298646880927,0.0072671602187531,4862.0,0.277269,0.172171749563632,1.2401118904164825,0.0,0.081449139798625,0.0245716735257051,9.559849489841941e-05,0.00396039603960396,0
G67_G84,0.0054520854533575,0.0,0.2303634787958279,0.0042415342608055,1911.0,0.946058,0.282214495775709,0.5772734060647586,0.0,0.20946759439708,0.0882711671362978,0.004575372945196692,0.07809180918091808,0
G67_G85,0.0067767311169769,0.0,0.7846640449090234,0.0030060791628936,3923.0,0.966109,0.380297282187811,1.1517645852931864,0.0,0.487220845366851,0.0891000104932823,0.267175279146261,-0.3413621362136213,0
G67_G86,0.0057262227542489,0.0,0.7187187079245279,0.0016294622029545,9390.0,0.0,0.448846911615045,1.1580659588257065,0.0955686505422838,0.921169819789198,0.143211783721725,0.20603363922617657,-0.09005700570057004,0
G67_G87,0.0033216664734893,0.0,0.7722691776488675,0.0050337473537798,8715.0,0.385239,0.160274566574341,0.8853679215018867,0.0,0.0737496339904673,0.0175256442257852,0.0754519295908511,-0.21539753975397535,0
