G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.6109358	0.0015988	0.3265976	0.3650309	0.5240515	0.7363981	0.0564763	0.7444641	0.6056510	0.1598976	0.2660502	0.1132311	0.0000000	0.4096543	0.7556602	0.2379582	0.0491488	0.1214138	0.4668067	0.6867790	0.0026681	0.0031008	0.7823875	0.7066110	0.4367475	0.0700930	0.0107193	0.3143258	0.0564453	0.0034241	0.0536419	0.4800538	0.0102493	0.1003983	0.1755792	0.0331697	0.0405579	0.6152910	0.8231274	0.2446393	0.7582400	0.0343008	0.5825965	0.3568585	0.0591765	0.6716905	0.7250674	0.4718082	0.5705674	0.3026601	0.0066105	0.7078714	0.4636317	0.2989418	0.6435673	0.2140909	0.1300169	0.0281665	0.6233140	0.6072216	0.0108450	0.1263626	0.7037268	0.0406757	0.0118284	0.7278443	0.0659813	0.5235624	0.6714597	0.0197955	0.0370538	0.0000000	0.3004584	0.8235744	0.2398866	0.3810601	0.4351607	0.0528356	0.4876585	0.0305677	0.0694921	0.0074277	0.7683450	0.0276548	0.6663526	0.6115547	0.6561643	0.5663272	0.6046532	0.7178581	0.5790635	0.7095732	0.6750040	0.0041517	0.6174309	0.1172138	0.5070089	0.5914112	0.6881127	0.0175308
0.4061938	0.2505518	0.6187952	0.5079221	0.1015011	0.7144383	0.4865103	0.6906116	0.8191828	0.2604242	0.2513144	0.1296326	0.0000000	0.0231737	0.3079003	0.2078101	0.5923010	0.2699596	0.6470988	0.7357468	0.3823792	0.0586117	0.4459455	0.6621274	0.5878723	0.4382445	0.3606913	0.4737853	0.0650407	0.0270875	0.2254797	0.3788556	0.7229254	0.3613135	0.1517496	0.0180610	0.6716069	0.4461962	0.7222498	0.3102215	0.6298515	0.0294643	0.5317227	0.0406710	0.0715887	0.7830840	0.3401297	0.2436856	0.5524740	0.6300157	0.1301352	0.6862327	0.5082229	0.2889432	0.8611348	0.4292557	0.0698406	0.0248406	0.0600681	0.7039168	0.0071560	0.0464811	0.5471110	0.4903408	0.2091958	0.5853928	0.0370572	0.0954189	0.2989567	0.0283477	0.8393658	0.3461699	0.0399999	0.0379961	0.5839304	0.0777530	0.6364267	0.3692770	0.0000000	0.0736356	0.3657436	0.2500032	0.6312464	0.0261504	0.6867670	0.5737248	0.7459983	0.7549904	0.0446370	0.0324408	0.8434224	0.7997923	0.0695293	0.5454270	0.0774606	0.5564509	0.4819907	0.7032105	0.0589161	0.6398123
0.0055547	0.5570340	0.3639644	0.6599813	0.0777878	0.0483320	0.4836767	0.0000000	0.6997442	0.1689005	0.3653270	0.1235398	0.0000000	0.0308634	0.3670465	0.2046393	0.5297775	0.1101834	0.5067538	0.7753867	0.2407728	0.0578294	0.7885031	0.6619069	0.5792150	0.3750585	0.2581362	0.5061599	0.0407142	0.0371607	0.2169424	0.4240887	0.6143627	0.2549624	0.2469419	0.0605679	0.5339494	0.3311201	0.6950459	0.2667147	0.5305403	0.0766306	0.5910636	0.0814793	0.0366208	0.7359243	0.4082095	0.2872599	0.6147397	0.5247870	0.2023115	0.5904618	0.3951522	0.2798118	0.7516024	0.5556441	0.0819309	0.0266474	0.0630659	0.5921451	0.0141670	0.1462850	0.6641972	0.4190606	0.2670826	0.6214307	0.0227514	0.0487455	0.2660409	0.0442246	0.5990679	0.3049059	0.1809428	0.0443637	0.5422916	0.0559982	0.3325081	0.2781695	0.2989490	0.3360421	0.5813733	0.5251755	0.6313065	0.0729894	0.6457254	0.6890848	0.6287192	0.6189749	0.6120668	0.6603689	0.6523773	0.6858304	0.1197849	0.4240452	0.1011416	0.4393364	0.6604328	0.6644210	0.0292725	0.5265145
0.2298720	0.2988727	0.7392733	0.4985452	0.4390994	0.6016202	0.0565263	0.7421388	0.7029699	0.2186993	0.3419712	0.1199416	0.0000000	0.0380323	0.3559788	0.2708363	0.0642837	0.1654962	0.4241706	0.6803287	0.1313575	0.0000000	0.5762438	0.7888497	0.5784403	0.1381066	0.0416318	0.3336944	0.0261621	0.0116479	0.0529348	0.4134588	0.0075848	0.1046447	0.1979326	0.0195562	0.3422430	0.7122017	0.6325567	0.2947591	0.6573380	0.0537115	0.4206607	0.2970170	0.0690957	0.6755582	0.3004248	0.4807278	0.6080220	0.6571373	0.1243901	0.7270703	0.5434040	0.2493019	0.7794488	0.1936993	0.0885514	0.0195126	0.6422265	0.6927056	0.0036112	0.0796634	0.7048606	0.0155882	0.2849533	0.6301280	0.0591890	0.0396238	0.4859836	0.0230101	0.6039416	0.3963279	0.2278341	0.0295348	0.6834802	0.0437669	0.6395274	0.1794194	0.2581917	0.0244622	0.4534957	0.3306405	0.6779307	0.0410556	0.6027487	0.5734123	0.8473980	0.7389926	0.5109984	0.7107118	0.7069310	0.6302836	0.6427722	0.0039081	0.7362839	0.1731535	0.6100640	0.6369096	0.0210912	0.4973305
0.4763200	0.0024851	0.6525917	0.3850381	0.5120915	0.6118104	0.0929095	0.7264952	0.5225688	0.2515262	0.3621899	0.1308857	0.0295931	0.5138048	0.6597979	0.3098833	0.0725468	0.3665865	0.7009409	0.5122411	0.3621562	0.0033635	0.8199692	0.5702084	0.4844334	0.1159120	0.0269612	0.3918542	0.0525043	0.0080570	0.0413255	0.3981013	0.0621994	0.1249396	0.1137964	0.0232541	0.0553933	0.6982229	0.7066719	0.3588392	0.8263066	0.0602612	0.5023143	0.4096760	0.0359838	0.5725283	0.5989923	0.4329710	0.4994866	0.3676326	0.0009845	0.6456574	0.5111432	0.4358286	0.7121220	0.1307509	0.0715977	0.0476993	0.6894945	0.7349200	0.0031917	0.0238140	0.6667153	0.0379875	0.0109368	0.8311287	0.0544064	0.5924872	0.5199284	0.0255476	0.0821836	0.0000000	0.0137524	0.4851341	0.2898772	0.3918134	0.3504765	0.1084945	0.0000000	0.0302616	0.0706735	0.0366724	0.6947435	0.0085401	0.6675871	0.7120585	0.7483155	0.7350224	0.0516041	0.0438204	0.6953207	0.7024060	0.6344069	0.0045263	0.6659960	0.1651230	0.7125688	0.7430631	0.6496953	0.3054207
0.5174976	0.0151610	0.4700628	0.0000000	0.5708751	0.7531698	0.0165267	0.6599655	0.7340437	0.2689330	0.3994358	0.1266180	0.0443762	0.5305298	0.5939729	0.3669127	0.0447991	0.1569813	0.4072117	0.5346089	0.0270477	0.0035016	0.5391863	0.5908074	0.5469144	0.1038537	0.0126874	0.2217488	0.0146634	0.0032994	0.0250393	0.3922060	0.0225132	0.0767435	0.1370136	0.0220755	0.0462890	0.8282177	0.6607030	0.2988639	0.7925743	0.0383045	0.6186248	0.5627598	0.0528941	0.7323627	0.6942203	0.4715339	0.4170985	0.3593421	0.0033340	0.6606878	0.5160993	0.2948917	0.6716550	0.1462713	0.0428394	0.0439879	0.7633640	0.7257474	0.0065541	0.0654526	0.6230793	0.0271645	0.0456459	0.7026314	0.0426375	0.2351413	0.4941761	0.0324444	0.0000000	0.0247905	0.3487061	0.6565001	0.2108858	0.3961632	0.4075885	0.0261339	0.4034146	0.0288746	0.0379182	0.0006603	0.7222106	0.0614154	0.7595880	0.7501460	0.7054868	0.7112005	0.5717992	0.8748197	0.5834133	0.6546528	0.8276688	0.0004627	0.8419437	0.0677609	0.6631813	0.7273587	0.5981496	0.0097091
0.3166851	0.0331199	0.3513651	0.3897968	0.4093036	0.5424517	0.0323679	0.0000000	0.7781371	0.2365483	0.3738974	0.1040271	0.0493945	0.5076783	0.6263557	0.3529851	0.0553100	0.3018429	0.5532876	0.6565150	0.0042179	0.0082703	0.7794309	0.6773924	0.3872040	0.0496996	0.0345483	0.3480691	0.0273144	0.0014207	0.0474467	0.3358461	0.0022056	0.0806682	0.1128634	0.0746842	0.0884588	0.6649679	0.6090912	0.2680277	0.7317822	0.0445672	0.6105504	0.4230741	0.0724182	0.7037707	0.6476383	0.4569401	0.6592847	0.3566129	0.0018111	0.8220452	0.4062614	0.2527553	0.6757243	0.1874168	0.0523203	0.0537103	0.6136945	0.7444574	0.0098763	0.0820122	0.6654178	0.0306321	0.0071620	0.6630613	0.0355359	0.5889613	0.7105167	0.0517082	0.0202873	0.0000000	0.2362618	0.7178664	0.3302889	0.4348427	0.0624610	0.0200082	0.4307107	0.2872296	0.1773628	0.0112816	0.6796337	0.0235339	0.6770957	0.6457850	0.6985349	0.7733490	0.5259486	0.6460614	0.6757449	0.6734922	0.7296823	0.0000977	0.8203360	0.1640769	0.7872422	0.7228652	0.6474266	0.0578339
0.2802378	0.2452232	0.6269549	0.4507968	0.1317322	0.6890969	0.6242913	0.6789490	0.6581731	0.2683566	0.3866056	0.1134852	0.0000000	0.0224371	0.4004603	0.3039427	0.5397224	0.2092498	0.6791123	0.7371939	0.1349670	0.0156630	0.5042011	0.7464359	0.5224389	0.2748142	0.3189344	0.5923613	0.0616709	0.0558621	0.2322108	0.4624195	0.7437010	0.2954708	0.1825670	0.0243402	0.6850762	0.5769171	0.7307898	0.3230367	0.6763899	0.0634555	0.5367657	0.0602815	0.0551707	0.6595819	0.4235466	0.3733239	0.6323025	0.6537186	0.0000000	0.6385573	0.4990360	0.2109466	0.7604122	0.6230407	0.0791685	0.0064622	0.0541456	0.7007028	0.0177404	0.1262262	0.6145134	0.4440706	0.2074326	0.6991011	0.0364251	0.0723917	0.3096952	0.0275808	0.7274076	0.3300380	0.1709994	0.0456868	0.5897566	0.0288059	0.6976977	0.2639193	0.2133006	0.0460713	0.4364419	0.2492725	0.7117027	0.0813996	0.6363877	0.5473029	0.5916992	0.6218686	0.8485562	0.5794959	0.5937302	0.5953995	0.0763400	0.5691318	0.0773027	0.5985257	0.4966711	0.6935376	0.0105964	0.5663713
0.3588730	0.3533225	0.5318029	0.5126390	0.0973841	0.6857286	0.5622132	0.8050164	0.6606134	0.2807833	0.3339054	0.1470661	0.0000000	0.0026116	0.4885931	0.1089461	0.6989732	0.0095642	0.5089044	0.6597901	0.1895191	0.2107115	0.6947237	0.7300156	0.6195914	0.7126079	0.3318089	0.5885505	0.0581398	0.0081011	0.1925566	0.3659958	0.6488789	0.3369902	0.2258244	0.1789757	0.6219602	0.0588527	0.6233685	0.3181211	0.5839255	0.0672880	0.5022904	0.0464880	0.0369081	0.6982822	0.3310786	0.3366741	0.5801614	0.5673221	0.3851234	0.5219327	0.3487727	0.5016458	0.7302124	0.4271697	0.0723502	0.0319828	0.0887092	0.7066961	0.0064160	0.1165702	0.3357331	0.4966303	0.4220447	0.4336165	0.0817629	0.0390165	0.5157960	0.1082771	0.7053858	0.6254421	0.3691326	0.0000000	0.5098876	0.0551888	0.6670490	0.4156412	0.2742832	0.3524394	0.4180950	0.2882800	0.8421909	0.0625732	0.6011076	0.6203810	0.0059694	0.5950779	0.0348503	0.7601343	0.5991814	0.6049914	0.0955561	0.5292518	0.1075229	0.5466067	0.5210660	0.7159194	0.0518411	0.6505682
0.3998875	0.2388349	0.6045075	0.4342440	0.5341429	0.7291006	0.0339286	0.5356448	0.7048498	0.2479969	0.3797544	0.1178041	0.1307611	0.3491302	0.1515966	0.2623008	0.0000000	0.2916878	0.5133453	0.4843548	0.2219916	0.1079851	0.4408445	0.5473235	0.5121090	0.3301298	0.0275244	0.4423888	0.0237576	0.0083711	0.0692027	0.3875903	0.0271513	0.1053186	0.1810983	0.1248789	0.5335286	0.3059605	0.7984663	0.2909473	0.8475061	0.0364213	0.5849811	0.6966623	0.0613581	0.6701546	0.4350653	0.3233206	0.5312127	0.5972152	0.1059879	0.7183317	0.5800940	0.5719582	0.6294092	0.1036066	0.0494196	0.0235349	0.2072087	0.6983981	0.0064247	0.0286637	0.6904358	0.0000000	0.1990393	0.6218384	0.0327267	0.0688863	0.4131714	0.0291868	0.6205066	0.3707992	0.2938291	0.0266070	0.4836430	0.0438410	0.6621540	0.4040214	0.3144138	0.1059728	0.5409141	0.2749323	0.6266647	0.0411463	0.6734317	0.8123016	0.5536717	0.6455761	0.6379377	0.7572796	0.5789360	0.5685821	0.6259684	0.0004207	0.8231738	0.0263250	0.5604901	0.8161748	0.0385065	0.6165769
