Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.016845	0.393580	-0.022424
G2	-	G1	-0.002275	0.497413	-0.003827
G3	+	G1	0.053396	0.725866	0.131086
G4	-	G1	-0.015036	0.380443	-0.019346
G5	-	G1	-0.019832	0.425651	-0.028551
G6	+	G1	0.024924	0.405593	0.034189
G7	+	G1	0.071484	0.647116	0.156453
G8	+	G1	0.007889	0.385076	0.010274
G9	+	G1	0.006921	0.404987	0.009480
G10	+	G1	0.006288	0.380701	0.008096
G11	-	G1	-0.038597	0.547766	-0.071505
G12	+	G1	0.002279	0.373185	0.002876
G13	+	G1	0.009234	0.401038	0.012525
G14	+	G1	0.025030	0.451225	0.038198
G15	+	G1	0.032974	0.491525	0.054817
G16	+	G1	0.002175	0.385583	0.002837
G17	-	G1	-0.008497	0.369001	-0.010605
G18	+	G1	0.064020	0.645845	0.139841
G19	+	G1	0.014302	0.330662	0.015994
G20	+	G1	0.019039	0.363598	0.023413
G21	-	G1	-0.013757	0.419104	-0.019499
G22	-	G1	-0.021462	0.371085	-0.026936
G23	+	G1	0.101023	0.972732	0.332357
G24	+	G1	0.050918	0.572247	0.098548
G25	+	G1	0.064138	0.693714	0.150483
G26	+	G1	0.009315	0.348125	0.010967
G27	+	G1	0.029836	0.484372	0.048878
G28	+	G1	0.005453	0.382685	0.007058
G29	+	G1	0.039500	0.465608	0.062203
G30	+	G1	0.036164	0.496128	0.060682
G31	-	G1	-0.006236	0.355712	-0.007502
G32	+	G1	0.029776	0.441616	0.044473
G33	+	G1	0.007848	0.347338	0.009220
G34	-	G1	-0.011864	0.317882	-0.012756
G35	-	G1	-0.008653	0.494165	-0.014462
G36	-	G1	-0.033156	0.386424	-0.043333
G37	+	G1	0.029038	0.409711	0.040238
G38	+	G1	0.001717	0.351594	0.002041
G39	-	G1	-0.154172	0.997890	-0.520329
G40	-	G1	-0.003352	0.324937	-0.003684
G41	-	G1	-0.012053	0.336397	-0.013713
G42	+	G1	0.055425	0.652978	0.122403
G43	+	G1	0.002316	0.390128	0.003056
G44	+	G1	0.135668	0.900845	0.413349
G45	+	G1	0.023038	0.475680	0.037063
G46	+	G1	0.102714	0.938588	0.326059
G47	-	G1	-0.013606	0.411429	-0.018933
G48	+	G1	0.000709	0.434523	0.001043
G49	-	G1	-0.017440	0.372853	-0.021993
G50	+	G1	0.008307	0.404984	0.011378
G51	+	G1	0.010204	0.408320	0.014091
G52	-	G1	-0.009442	0.384094	-0.012265
G53	+	G1	0.016239	0.319881	0.017569
G54	-	G1	-0.020701	0.397700	-0.027844
G55	-	G1	-0.010094	0.269007	-0.009184
G56	+	G1	0.108575	0.973856	0.357615
G57	-	G1	-0.044156	0.499653	-0.074618
G58	+	G1	0.071967	0.845520	0.205802
G59	-	G1	-0.000041	0.392214	-0.000054
G60	+	G1	0.037348	0.499709	0.063121
G61	-	G1	-0.037635	0.500643	-0.063725
G62	-	G1	-0.016897	0.401046	-0.022919
G63	+	G1	0.003454	0.381563	0.004458
G64	+	G1	0.006593	0.478870	0.010678
G65	-	G1	-0.016956	0.391595	-0.022457
G66	+	G1	0.040210	0.541932	0.073700
G67	-	G1	-0.003146	0.397259	-0.004227
G68	-	G1	-0.004375	0.282954	-0.004187
G69	+	G1	0.066860	0.755873	0.170924
G70	+	G1	0.072137	0.873545	0.213126
G71	+	G1	0.004142	0.492915	0.006905
G72	+	G1	0.013561	0.453510	0.020801
G73	-	G1	-0.058268	0.677782	-0.133569
G74	+	G1	0.072512	0.835033	0.204787
G75	+	G1	0.008028	0.407707	0.011069
G76	-	G1	-0.078137	0.870464	-0.230037
G77	-	G1	-0.031975	0.499942	-0.054065
G78	+	G1	0.020709	0.495390	0.034697
G79	+	G1	0.053128	0.673673	0.121050
G80	-	G1	-0.035331	0.449064	-0.053661
G81	+	G1	0.034395	0.455381	0.052975
G82	-	G1	-0.003964	0.436620	-0.005853
G83	+	G1	0.143011	0.996465	0.481971
G84	+	G1	0.059308	0.753670	0.151177
G85	+	G1	0.018614	0.440003	0.027701
G86	-	G1	-0.018137	0.424670	-0.026051
G87	-	G1	-0.057052	0.601791	-0.116120
G88	+	G1	0.017319	0.366420	0.021464
G89	-	G1	-0.023262	0.316845	-0.024928
G90	-	G1	-0.012630	0.428728	-0.018313
G91	-	G1	-0.008254	0.310410	-0.008666
G92	+	G1	0.120985	0.991802	0.405831
G93	-	G1	-0.020996	0.460266	-0.032684
G94	-	G1	-0.070311	0.611871	-0.145504
G95	-	G1	-0.002571	0.353300	-0.003072
G96	+	G1	0.069305	0.817859	0.191705
G97	+	G1	0.018136	0.316442	0.019410
G98	+	G1	0.079130	0.660323	0.176722
G99	+	G1	0.059133	0.723281	0.144654
G100	+	G1	0.042622	0.492714	0.071026
G1	+	G2	0.001449	0.352757	0.001728
G2	+	G2	0.000421	0.497197	0.000707
G3	-	G2	-0.001683	0.386602	-0.002201
G4	-	G2	-0.000688	0.349806	-0.000814
G5	-	G2	-0.001273	0.387785	-0.001670
G6	+	G2	0.001160	0.335209	0.001315
G7	+	G2	0.000355	0.450598	0.000541
G8	+	G2	0.002892	0.373692	0.003656
G9	-	G2	-0.002718	0.392390	-0.003608
G10	+	G2	0.002756	0.373037	0.003477
G11	+	G2	0.003129	0.398227	0.004215
G12	-	G2	-0.001036	0.361324	-0.001266
G13	+	G2	0.002705	0.387019	0.003540
G14	+	G2	0.001231	0.383562	0.001597
G15	+	G2	0.003602	0.400768	0.004883
G16	+	G2	0.001239	0.377068	0.001581
G17	+	G2	0.001317	0.353546	0.001574
G18	+	G2	0.000673	0.296114	0.000674
G19	+	G2	0.002363	0.295512	0.002362
G20	+	G2	0.001706	0.321188	0.001853
G21	+	G2	0.000729	0.385030	0.000949
G22	+	G2	0.001196	0.298170	0.001206
G23	-	G2	-0.000903	0.266819	-0.000815
G24	-	G2	-0.001286	0.326578	-0.001420
G25	+	G2	0.000837	0.404573	0.001145
G26	+	G2	0.003342	0.336688	0.003806
G27	+	G2	0.002435	0.409825	0.003375
G28	+	G2	0.000168	0.361428	0.000206
G29	+	G2	0.003399	0.282673	0.003250
G30	-	G2	-0.000112	0.360746	-0.000136
G31	+	G2	0.000282	0.344244	0.000328
G32	-	G2	-0.003507	0.393231	-0.004665
G33	+	G2	0.002026	0.336573	0.002306
G34	+	G2	0.004967	0.306568	0.005150
G35	-	G2	-0.001581	0.491432	-0.002628
G36	+	G2	0.000750	0.285692	0.000724
G37	+	G2	0.001854	0.340851	0.002138
G38	-	G2	-0.001015	0.343966	-0.001181
G39	+	G2	0.001589	0.343465	0.001846
G40	+	G2	0.001060	0.307496	0.001103
G41	+	G2	0.002013	0.301832	0.002055
G42	-	G2	-0.001235	0.276472	-0.001155
G43	+	G2	0.002943	0.381819	0.003800
G44	+	G2	0.001350	0.396870	0.001812
G45	+	G2	0.000262	0.422722	0.000374
G46	+	G2	0.000753	0.305521	0.000778
G47	+	G2	0.001421	0.379666	0.001824
G48	-	G2	-0.002804	0.432182	-0.004098
G49	+	G2	0.004842	0.352147	0.005766
G50	+	G2	0.005667	0.414665	0.007947
G51	+	G2	0.000137	0.386574	0.000179
G52	+	G2	0.000279	0.364800	0.000344
G53	-	G2	-0.000685	0.273926	-0.000635
G54	+	G2	0.002022	0.325182	0.002224
G55	-	G2	-0.000620	0.242768	-0.000509
G56	+	G2	0.000514	0.315202	0.000548
G57	-	G2	-0.000724	0.270783	-0.000663
G58	+	G2	0.002194	0.397238	0.002947
G59	-	G2	-0.000116	0.383827	-0.000151
G60	+	G2	0.002113	0.425726	0.003043
G61	+	G2	0.000321	0.441352	0.000479
G62	+	G2	0.001492	0.372382	0.001879
G63	-	G2	-0.000291	0.368157	-0.000362
G64	+	G2	0.001775	0.475301	0.002853
G65	+	G2	0.001267	0.341079	0.001462
G66	+	G2	0.000327	0.361825	0.000400
G67	+	G2	0.002620	0.394936	0.003500
G68	-	G2	-0.000873	0.269756	-0.000797
G69	+	G2	0.000181	0.258275	0.000158
G70	+	G2	0.001058	0.375833	0.001345
G71	+	G2	0.001798	0.492208	0.002993
G72	+	G2	0.000971	0.440050	0.001446
G73	+	G2	0.000764	0.300882	0.000777
G74	+	G2	0.002827	0.321724	0.003076
G75	-	G2	-0.001116	0.393389	-0.001484
G76	+	G2	0.001218	0.324158	0.001335
G77	+	G2	0.000586	0.365462	0.000725
G78	-	G2	-0.001716	0.480821	-0.002791
G79	+	G2	0.000904	0.316626	0.000968
G80	+	G2	0.001807	0.350285	0.002141
G81	+	G2	0.001018	0.294624	0.001015
G82	-	G2	-0.002408	0.424848	-0.003460
G83	+	G2	0.000225	0.327279	0.000250
G84	-	G2	-0.001141	0.364046	-0.001404
G85	+	G2	0.000447	0.419674	0.000634
G86	+	G2	0.005136	0.405985	0.007053
G87	+	G2	0.003601	0.353017	0.004299
G88	-	G2	-0.000076	0.328276	-0.000084
G89	+	G2	0.002539	0.256272	0.002201
G90	-	G2	-0.002005	0.416817	-0.002826
G91	-	G2	-0.000956	0.284350	-0.000919
G92	-	G2	-0.001742	0.310738	-0.001831
G93	-	G2	-0.000985	0.437396	-0.001457
G94	+	G2	0.002450	0.288938	0.002394
G95	-	G2	-0.001372	0.341735	-0.001586
G96	+	G2	0.000501	0.322235	0.000546
G97	+	G2	0.001536	0.265217	0.001377
G98	-	G2	-0.000457	0.395718	-0.000612
G99	-	G2	-0.000798	0.332655	-0.000898
G100	-	G2	-0.000012	0.361648	-0.000014
G1	+	G3	0.005390	0.376400	0.006861
G2	+	G3	0.006642	0.499817	0.011228
G3	+	G3	0.046565	0.850107	0.133883
G4	+	G3	0.018804	0.432725	0.027520
G5	+	G3	0.010229	0.416827	0.014421
G6	+	G3	0.010922	0.380120	0.014042
G7	+	G3	0.056142	0.698216	0.132577
G8	+	G3	0.042357	0.626761	0.089787
G9	+	G3	0.024306	0.499128	0.041031
G10	-	G3	-0.002053	0.384368	-0.002669
G11	+	G3	0.013686	0.448407	0.020755
G12	+	G3	0.019050	0.457675	0.029487
G13	+	G3	0.021537	0.494340	0.036008
G14	+	G3	0.042864	0.696147	0.100921
G15	+	G3	0.012537	0.431166	0.018283
G16	+	G3	0.011180	0.403520	0.015258
G17	+	G3	0.030856	0.585366	0.061088
G18	+	G3	0.024964	0.433990	0.036642
G19	+	G3	0.022020	0.439625	0.032741
G20	+	G3	0.050672	0.724524	0.124168
G21	+	G3	0.112520	0.999641	0.380421
G22	+	G3	0.020468	0.432476	0.029938
G23	+	G3	0.024006	0.438377	0.035592
G24	+	G3	0.038592	0.625575	0.081651
G25	+	G3	0.017686	0.473362	0.028314
G26	-	G3	-0.011801	0.371824	-0.014841
G27	+	G3	0.067922	0.893112	0.205167
G28	+	G3	0.020104	0.496156	0.033735
G29	+	G3	0.053724	0.858492	0.155990
G30	+	G3	0.040093	0.663588	0.089982
G31	+	G3	0.036151	0.515914	0.063079
G32	+	G3	0.001367	0.402512	0.001861
G33	+	G3	0.009872	0.367102	0.012257
G34	+	G3	0.011617	0.337465	0.013259
G35	-	G3	-0.003842	0.493090	-0.006408
G36	-	G3	-0.014712	0.339544	-0.016895
G37	+	G3	0.038320	0.560784	0.072679
G38	+	G3	0.000020	0.359117	0.000025
G39	+	G3	0.024192	0.506364	0.041431
G40	+	G3	0.009568	0.345587	0.011184
G41	+	G3	0.077467	0.988219	0.258916
G42	-	G3	-0.011549	0.329308	-0.012863
G43	+	G3	0.009366	0.403977	0.012796
G44	+	G3	0.006337	0.412834	0.008848
G45	+	G3	0.025048	0.541111	0.045841
G46	-	G3	-0.006841	0.334517	-0.007740
G47	+	G3	0.045804	0.841856	0.130417
G48	+	G3	0.030351	0.517915	0.053165
G49	-	G3	-0.020627	0.424860	-0.029640
G50	+	G3	0.054366	0.807372	0.148454
G51	+	G3	0.015281	0.461042	0.023828
G52	+	G3	0.021682	0.483290	0.035441
G53	-	G3	-0.035831	0.588243	-0.071286
G54	+	G3	0.004142	0.348343	0.004880
G55	+	G3	0.044324	0.618664	0.092744
G56	-	G3	-0.019914	0.435767	-0.029350
G57	-	G3	-0.027441	0.462178	-0.042895
G58	+	G3	0.049879	0.851660	0.143674
G59	+	G3	0.048059	0.771085	0.125334
G60	+	G3	0.001911	0.436260	0.002819
G61	+	G3	0.020175	0.483283	0.032976
G62	+	G3	0.037065	0.564937	0.070819
G63	+	G3	0.109643	0.999759	0.370737
G64	-	G3	-0.000046	0.478506	-0.000075
G65	+	G3	0.046433	0.827248	0.129912
G66	+	G3	0.037638	0.676512	0.086118
G67	+	G3	0.063244	0.960882	0.205532
G68	-	G3	-0.002589	0.291476	-0.002552
G69	+	G3	0.064169	0.947308	0.205591
G70	+	G3	0.042949	0.810938	0.117796
G71	+	G3	0.001431	0.492571	0.002384
G72	-	G3	-0.001343	0.446797	-0.002029
G73	+	G3	0.044056	0.762590	0.113628
G74	-	G3	-0.040152	0.701914	-0.095320
G75	+	G3	0.042960	0.598233	0.086921
G76	+	G3	0.092525	0.998024	0.312315
G77	+	G3	0.025108	0.550329	0.046732
G78	+	G3	0.006371	0.485729	0.010467
G79	+	G3	0.071688	0.983104	0.238362
G80	-	G3	-0.003484	0.367277	-0.004327
G81	+	G3	0.060168	0.936593	0.190592
G82	+	G3	0.009212	0.441481	0.013755
G83	+	G3	0.003217	0.351254	0.003821
G84	+	G3	0.062309	0.949461	0.200088
G85	-	G3	-0.007443	0.432472	-0.010887
G86	+	G3	0.010393	0.421373	0.014812
G87	+	G3	0.048896	0.727532	0.120313
G88	+	G3	0.018463	0.406608	0.025390
G89	+	G3	0.027292	0.425158	0.039244
G90	+	G3	0.044647	0.590011	0.089093
G91	+	G3	0.032570	0.569050	0.062683
G92	+	G3	0.001933	0.328615	0.002148
G93	+	G3	0.011980	0.458894	0.018594
G94	-	G3	-0.009576	0.321778	-0.010421
G95	+	G3	0.024967	0.433496	0.036605
G96	+	G3	0.029334	0.565928	0.056146
G97	-	G3	-0.034073	0.549678	-0.063345
G98	+	G3	0.010905	0.418677	0.015442
G99	+	G3	0.017023	0.429069	0.024703
G100	-	G3	-0.003098	0.376519	-0.003945
G1	+	G4	0.019280	0.400059	0.026087
G2	+	G4	0.001484	0.497384	0.002496
G3	+	G4	0.115137	0.994302	0.387189
G4	-	G4	-0.005424	0.363614	-0.006670
G5	+	G4	0.028858	0.454381	0.044348
G6	-	G4	-0.001999	0.345001	-0.002333
G7	+	G4	0.025475	0.485939	0.041868
G8	+	G4	0.092633	0.832732	0.260892
G9	-	G4	-0.001060	0.399570	-0.001432
G10	-	G4	-0.001332	0.376940	-0.001698
G11	+	G4	0.008772	0.405905	0.012042
G12	+	G4	0.077701	0.848879	0.223080
G13	-	G4	-0.058841	0.700327	-0.139371
G14	-	G4	-0.002794	0.391642	-0.003701
G15	+	G4	0.020776	0.443587	0.031169
G16	+	G4	0.035786	0.462645	0.055996
G17	+	G4	0.050993	0.645316	0.111294
G18	+	G4	0.041833	0.476030	0.067351
G19	+	G4	0.009433	0.318341	0.010157
G20	+	G4	0.051282	0.552253	0.095784
G21	-	G4	-0.036438	0.553518	-0.068215
G22	-	G4	-0.059124	0.710080	-0.141991
G23	+	G4	0.075017	0.855385	0.217027
G24	+	G4	0.018400	0.374238	0.023289
G25	+	G4	0.061732	0.687848	0.143613
G26	-	G4	-0.022407	0.383974	-0.029099
G27	+	G4	0.007188	0.419569	0.010200
G28	+	G4	0.010586	0.388985	0.013926
G29	+	G4	0.028770	0.385644	0.037525
G30	-	G4	-0.017482	0.401669	-0.023749
G31	-	G4	-0.026877	0.397883	-0.036169
G32	-	G4	-0.018591	0.416385	-0.026181
G33	-	G4	-0.018100	0.371500	-0.022742
G34	+	G4	0.023808	0.355698	0.028642
G35	+	G4	0.004646	0.492381	0.007736
G36	+	G4	0.001832	0.297512	0.001844
G37	-	G4	-0.004289	0.350437	-0.005083
G38	-	G4	-0.006684	0.352868	-0.007977
G39	-	G4	-0.102512	0.959773	-0.332762
G40	+	G4	0.007890	0.328319	0.008761
G41	+	G4	0.027974	0.411517	0.038934
G42	+	G4	0.016691	0.322701	0.018217
G43	-	G4	-0.039806	0.502507	-0.067652
G44	+	G4	0.057052	0.556259	0.107335
G45	+	G4	0.041193	0.571342	0.079600
G46	+	G4	0.104453	0.960510	0.339322
G47	+	G4	0.019075	0.440241	0.028401
G48	-	G4	-0.007616	0.437655	-0.011274
G49	-	G4	-0.014715	0.367370	-0.018284
G50	+	G4	0.002223	0.397921	0.002992
G51	+	G4	0.024070	0.466459	0.037974
G52	+	G4	0.033583	0.493918	0.056101
G53	+	G4	0.043646	0.523371	0.077259
G54	-	G4	-0.023144	0.405102	-0.031709
G55	+	G4	0.038034	0.395423	0.050866
G56	+	G4	0.054806	0.657500	0.121875
G57	-	G4	-0.036981	0.442281	-0.055319
G58	-	G4	-0.008917	0.412639	-0.012445
G59	+	G4	0.032265	0.497217	0.054258
G60	+	G4	0.056084	0.582055	0.110407
G61	-	G4	-0.036392	0.499557	-0.061487
G62	-	G4	-0.031611	0.448004	-0.047897
G63	+	G4	0.060169	0.779566	0.158640
G64	+	G4	0.015157	0.485327	0.024880
G65	+	G4	0.060399	0.778833	0.159098
G66	+	G4	0.051228	0.650881	0.112772
G67	+	G4	0.044308	0.653943	0.097997
G68	+	G4	0.037989	0.461189	0.059256
G69	+	G4	0.039652	0.473190	0.063459
G70	+	G4	0.068403	0.863844	0.199847
G71	+	G4	0.017524	0.501750	0.029738
G72	+	G4	0.011026	0.450424	0.016797
G73	-	G4	-0.076291	0.856238	-0.220930
G74	+	G4	0.062252	0.750287	0.157969
G75	+	G4	0.003464	0.405661	0.004753
G76	-	G4	-0.159803	0.999618	-0.540267
G77	+	G4	0.031995	0.509102	0.055091
G78	+	G4	0.021151	0.496141	0.035492
G79	+	G4	0.033652	0.488996	0.055656
G80	+	G4	0.005636	0.366245	0.006982
G81	-	G4	-0.016055	0.338354	-0.018373
G82	+	G4	0.019910	0.450145	0.030312
G83	+	G4	0.025237	0.410153	0.035009
G84	+	G4	0.077242	0.902508	0.235773
G85	+	G4	0.040493	0.493182	0.067543
G86	+	G4	0.050126	0.555002	0.094091
G87	+	G4	0.004871	0.359355	0.005921
G88	+	G4	0.058844	0.620291	0.123448
G89	-	G4	-0.000537	0.261248	-0.000474
G90	+	G4	0.002121	0.421516	0.003023
G91	+	G4	0.010283	0.311205	0.010823
G92	+	G4	0.026629	0.409324	0.036865
G93	-	G4	-0.027209	0.474601	-0.043674
G94	-	G4	-0.028685	0.366145	-0.035522
G95	+	G4	0.012169	0.365799	0.015055
G96	+	G4	0.052993	0.682117	0.122255
G97	-	G4	-0.000479	0.277933	-0.000450
G98	+	G4	0.103465	0.797324	0.279008
G99	-	G4	-0.009175	0.353716	-0.010976
G100	+	G4	0.036580	0.465702	0.057617
G1	+	G5	0.045648	0.602988	0.093093
G2	-	G5	-0.000413	0.497251	-0.000695
