Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G100	G85	0.418046775634051	6.95238809378364e-40
G85	G100	0.418046775634051	6.95238809378454e-40
G94	G86	0.340351892296658	3.61813381785903e-26
G86	G94	0.340351892296658	3.61813381785911e-26
G31	G85	0.316561632584646	1.12620318732727e-22
G85	G31	0.316561632584645	1.12620318732735e-22
G92	G51	0.308922422643504	1.28401831013282e-21
G51	G92	0.308922422643503	1.28401831013294e-21
G82	G92	0.219947473918785	1.87342704527053e-11
G92	G82	0.219947473918784	1.87342704527058e-11
G70	G12	0.202251793767426	7.12457894017768e-10
G12	G70	0.202251793767426	7.12457894017784e-10
G85	G51	0.19191639596867	5.15194303251324e-09
G51	G85	0.19191639596867	5.15194303251335e-09
G14	G28	0.186215638095896	1.46595019538422e-08
G28	G14	0.186215638095896	1.46595019538422e-08
G40	G47	0.177001143415461	7.42693163582583e-08
G47	G40	0.177001143415461	7.42693163582591e-08
G28	G31	0.171101310256746	2.00967817725979e-07
G31	G28	0.171101310256746	2.00967817725981e-07
G14	G20	0.167486153206557	3.63755839443541e-07
G20	G14	0.167486153206557	3.63755839443545e-07
G100	G70	0.16638613613397	4.34644319623777e-07
G70	G100	0.16638613613397	4.34644319623777e-07
G43	G98	0.160871523588117	1.04277118841347e-06
G98	G43	0.160871523588117	1.04277118841351e-06
G5	G99	0.15888517451542	1.4190478086704e-06
G99	G5	0.158885174515419	1.41904780867042e-06
G98	G5	0.158653914320781	1.47051584534476e-06
G5	G98	0.15865391432078	1.4705158453449e-06
G37	G70	0.155494131596234	2.3805156050396e-06
G70	G37	0.155494131596234	2.38051560503961e-06
G24	G43	0.155296584575099	2.45252669620182e-06
G43	G24	0.155296584575099	2.4525266962019e-06
G5	G12	0.154378518193591	2.81548093141913e-06
G12	G5	0.154378518193591	2.81548093141932e-06
G56	G33	0.151952773653918	4.03889703525737e-06
G33	G56	0.151952773653918	4.03889703525743e-06
G61	G28	0.150835940883234	4.75997086624901e-06
G28	G61	0.150835940883234	4.75997086624905e-06
G5	G63	0.14889121560976	6.31852342725319e-06
G63	G5	0.14889121560976	6.31852342725328e-06
G51	G45	0.148373233249806	6.80957695247718e-06
G45	G51	0.148373233249806	6.8095769524772e-06
G87	G31	0.147820806632044	7.37336671327275e-06
G31	G87	0.147820806632044	7.37336671327299e-06
G26	G94	0.145739902762053	9.92386762734649e-06
G94	G26	0.145739902762053	9.92386762734659e-06
G5	G78	0.142801011172797	1.49934560933736e-05
G78	G5	0.142801011172797	1.49934560933737e-05
G13	G31	0.142025434992468	1.66961398436743e-05
G31	G13	0.142025434992468	1.66961398436744e-05
