Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G98	G75	0.420140997706462	8.96592076752627e-15
G75	G98	0.420140997706462	8.96592076752676e-15
G34	G55	0.336902578334234	1.01879841847488e-09
G55	G34	0.336902578334233	1.01879841847499e-09
G16	G34	0.282514957812919	3.89716058079489e-07
G34	G16	0.282514957812918	3.89716058079523e-07
G20	G75	0.270598284196101	1.2262955635152e-06
G75	G20	0.270598284196101	1.22629556351522e-06
G18	G20	0.268576041473824	1.48170109549453e-06
G20	G18	0.268576041473824	1.48170109549458e-06
G62	G18	0.268038497605429	1.55771975718332e-06
G18	G62	0.268038497605429	1.55771975718332e-06
G19	G14	0.259636220446126	3.35775038336345e-06
G14	G19	0.259636220446126	3.35775038336353e-06
G56	G82	0.256290553822173	4.52594966221291e-06
G82	G56	0.256290553822173	4.52594966221295e-06
G52	G50	0.242003295555778	1.54701970803301e-05
G50	G52	0.242003295555778	1.54701970803301e-05
G8	G89	0.238600268341294	2.05086408654842e-05
G89	G8	0.238600268341294	2.05086408654847e-05
G55	G16	0.235925263205593	2.55228832579634e-05
G16	G55	0.235925263205592	2.55228832579653e-05
G43	G6	0.22827843892965	4.70370098775217e-05
G6	G43	0.228278438929649	4.70370098775236e-05
G33	G50	0.226721396011925	5.3139061898746e-05
G50	G33	0.226721396011925	5.3139061898746e-05
G80	G82	0.224430387409594	6.34883248146924e-05
G82	G80	0.224430387409594	6.34883248146931e-05
G100	G88	0.219649317585412	9.1501631270718e-05
G88	G100	0.219649317585412	9.15016312707198e-05
G72	G15	0.217558408334613	0.000107096436261777
G15	G72	0.217558408334613	0.000107096436261778
G68	G53	0.216669702633525	0.000114453069723749
G53	G68	0.216669702633525	0.000114453069723749
G6	G23	0.215882918855882	0.000121359299623724
G23	G6	0.215882918855882	0.000121359299623725
G2	G75	0.215468251350516	0.000125154657381326
G75	G2	0.215468251350516	0.000125154657381327
G20	G8	0.214202884395009	0.000137436011932316
G8	G20	0.214202884395009	0.000137436011932316
G100	G47	0.213638479498483	0.000143270674141177
G47	G100	0.213638479498483	0.000143270674141179
G69	G29	0.202467373052413	0.000319099900507259
G29	G69	0.202467373052413	0.000319099900507262
G29	G54	0.202228003897499	0.000324473592969729
G54	G29	0.202228003897499	0.000324473592969734
G89	G20	0.202150060556053	0.000326241485088191
G20	G89	0.202150060556053	0.000326241485088191
G20	G48	0.200723421721395	0.000360227629372501
G48	G20	0.200723421721395	0.000360227629372501
G100	G24	0.200005222775231	0.000378557440446992
G24	G100	0.20000522277523	0.000378557440446999
G39	G13	0.199628830736649	0.000388506615278817
G13	G39	0.199628830736648	0.000388506615278819
