Gene1	Gene2	Score
G57	G1	0.933695852434404
G1	G57	0.933695852434404
G43	G42	0.869259909450325
G42	G43	0.869259909450325
G43	G39	-0.839247273761511
G39	G43	-0.839247273761511
G53	G1	-0.838526645184142
G1	G53	-0.838526645184142
G29	G8	0.837329319386602
G8	G29	0.837329319386602
G77	G48	-0.832585247373689
G48	G77	-0.832585247373689
G42	G16	0.803516868085597
G16	G42	0.803516868085597
G30	G9	-0.791062755168108
G9	G30	-0.791062755168108
G77	G71	0.788662795592132
G71	G77	0.788662795592132
G57	G53	-0.783762999485922
G53	G57	-0.783762999485922
G71	G51	-0.770757730168739
G51	G71	-0.770757730168739
G71	G1	0.770298959969499
G1	G71	0.770298959969499
G8	G1	-0.755230925698984
G1	G8	-0.755230925698984
G50	G44	0.748120598465292
G44	G50	0.748120598465292
G74	G48	0.743891308601665
G48	G74	0.743891308601665
G77	G72	-0.742051932256426
G72	G77	-0.742051932256426
G57	G8	-0.716280313161993
G8	G57	-0.716280313161993
G91	G88	0.716194287588933
G88	G91	0.716194287588933
G9	G2	-0.713545543431899
G2	G9	-0.713545543431899
G51	G1	-0.708733329628978
G1	G51	-0.708733329628978
G71	G57	0.70615059372234
G57	G71	0.70615059372234
G65	G61	-0.699762392306275
G61	G65	-0.699762392306275
G77	G56	-0.699650289130016
G56	G77	-0.699650289130016
G67	G57	-0.695324251912849
G57	G67	-0.695324251912849
G30	G2	0.693163927233287
G2	G30	0.693163927233287
G71	G53	-0.689490832961778
G53	G71	-0.689490832961778
G67	G64	0.689244677347459
G64	G67	0.689244677347459
G29	G1	-0.686701098943022
G1	G29	-0.686701098943022
G53	G8	0.686638898771275
G8	G53	0.686638898771275
G42	G39	-0.686207029554486
G39	G42	-0.686207029554486
G71	G63	-0.684633670680626
G63	G71	-0.684633670680626
G62	G60	-0.684281418979285
G60	G62	-0.684281418979285
G67	G1	-0.68419610703162
G1	G67	-0.68419610703162
G77	G75	-0.683603884542729
G75	G77	-0.683603884542729
G77	G74	-0.676822435028581
G74	G77	-0.676822435028581
G63	G1	-0.675947203082773
G1	G63	-0.675947203082773
G71	G8	-0.673832206300862
G8	G71	-0.673832206300862
G57	G29	-0.673623582289053
G29	G57	-0.673623582289053
G72	G48	0.673358464485629
G48	G72	0.673358464485629
G61	G3	0.672533889033148
G3	G61	0.672533889033148
G88	G67	-0.67224304875699
G67	G88	-0.67224304875699
G53	G51	0.669695622249745
G51	G53	0.669695622249745
G71	G70	-0.664496393346227
G70	G71	-0.664496393346227
G75	G71	-0.662575022983153
G71	G75	-0.662575022983153
G77	G70	-0.658196902680524
G70	G77	-0.658196902680524
G88	G64	-0.657808457647095
G64	G88	-0.657808457647095
G53	G29	0.657008827819579
G29	G53	0.657008827819579
G4	G3	0.655532350155751
G3	G4	0.655532350155751
