Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.021417	0.467246	0.038991
G2	-	G1	-0.011793	0.357082	-0.016408
G3	-	G1	-0.022170	0.455463	-0.039344
G4	-	G1	-0.009950	0.464619	-0.018012
G5	-	G1	-0.001391	0.419788	-0.002275
G6	+	G1	0.021062	0.359605	0.029512
G7	+	G1	0.015718	0.366051	0.022418
G8	-	G1	-0.030299	0.469016	-0.055370
G9	+	G1	0.002037	0.411178	0.003263
G10	+	G1	0.084729	0.917651	0.302951
G11	+	G1	0.000068	0.499977	0.000132
G12	+	G1	0.032655	0.551122	0.070122
G13	-	G1	-0.010931	0.445695	-0.018983
G14	+	G1	0.002989	0.435083	0.005067
G15	+	G1	0.014149	0.440746	0.024299
G16	+	G1	0.026011	0.516768	0.052374
G17	+	G1	0.007040	0.377793	0.010363
G18	+	G1	0.002521	0.496337	0.004876
G19	-	G1	-0.006497	0.435467	-0.011024
G20	-	G1	-0.001004	0.407261	-0.001594
G21	-	G1	-0.008666	0.432531	-0.014605
G22	-	G1	-0.016168	0.477085	-0.030054
G23	-	G1	-0.008751	0.398948	-0.013603
G24	+	G1	0.011865	0.406631	0.018799
G25	+	G1	0.011349	0.499599	0.022091
G26	+	G1	0.005306	0.417694	0.008635
G27	+	G1	0.008026	0.418460	0.013086
G28	-	G1	-0.017784	0.478520	-0.033159
G29	-	G1	-0.005470	0.412284	-0.008786
G30	+	G1	0.019756	0.397520	0.030600
G31	-	G1	-0.002214	0.426525	-0.003680
G32	-	G1	-0.008759	0.480442	-0.016397
G33	+	G1	0.050737	0.563806	0.111459
G34	+	G1	0.019038	0.436935	0.032411
G35	-	G1	-0.012370	0.394817	-0.019029
G36	+	G1	0.043758	0.592555	0.101029
G37	+	G1	0.011797	0.474609	0.021815
G38	-	G1	-0.020284	0.445789	-0.035233
G39	+	G1	0.000231	0.426860	0.000385
G40	+	G1	0.033704	0.554539	0.072825
G41	-	G1	-0.029157	0.383146	-0.043529
G42	-	G1	-0.004806	0.431948	-0.008088
G43	+	G1	0.018964	0.445269	0.032901
G44	-	G1	-0.019751	0.405993	-0.031244
G45	+	G1	0.017189	0.405249	0.027142
G46	+	G1	0.025181	0.457487	0.044887
G47	-	G1	-0.000036	0.494820	-0.000069
G48	+	G1	0.032257	0.511601	0.064302
G49	-	G1	-0.017309	0.477999	-0.032238
G50	-	G1	-0.011164	0.361931	-0.015744
G51	-	G1	-0.019792	0.474036	-0.036557
G52	+	G1	0.036218	0.491101	0.069305
G53	+	G1	0.006851	0.420332	0.011221
G54	+	G1	0.023926	0.412243	0.038432
G55	+	G1	0.038706	0.609562	0.091929
G56	+	G1	0.025974	0.472463	0.047815
G57	-	G1	-0.028806	0.538450	-0.060435
G58	+	G1	0.015343	0.424765	0.025393
G59	+	G1	0.006774	0.421744	0.011131
G60	-	G1	-0.010657	0.435318	-0.018076
G61	+	G1	0.016384	0.478531	0.030549
G62	-	G1	-0.029693	0.459220	-0.053129
G63	-	G1	-0.010242	0.430989	-0.017199
G64	-	G1	-0.025683	0.476452	-0.047680
G65	+	G1	0.001607	0.390796	0.002447
G66	+	G1	0.047061	0.685983	0.125787
G67	+	G1	0.016569	0.466199	0.030097
G68	-	G1	-0.016747	0.469801	-0.030655
G69	+	G1	0.061699	0.815552	0.196062
G70	-	G1	-0.015343	0.465533	-0.027831
G71	-	G1	-0.006081	0.480509	-0.011385
G72	-	G1	-0.006560	0.372034	-0.009509
G73	+	G1	0.005087	0.430125	0.008526
G74	-	G1	-0.019838	0.471660	-0.036458
G75	+	G1	0.001804	0.356374	0.002505
G76	-	G1	-0.005369	0.391658	-0.008194
G77	+	G1	0.005388	0.407583	0.008557
G78	+	G1	0.003719	0.399506	0.005789
G79	+	G1	0.026200	0.504450	0.051498
G80	-	G1	-0.028181	0.377748	-0.041478
G81	-	G1	-0.026593	0.485048	-0.050259
G82	-	G1	-0.028959	0.471160	-0.053164
G83	+	G1	0.030501	0.475796	0.056545
G84	-	G1	-0.006014	0.429042	-0.010053
G85	-	G1	-0.015594	0.394155	-0.023949
G86	+	G1	0.006350	0.431006	0.010664
