OutPredict,Inferelator,GRNBoost,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,set_name
0.02639701718946651,0.03881796973754928,0.01954577980459041,0.020792775388327658,0.012376706596475051,0.010084220651988867,0.04023243055717185,0.022384806082819578,0.010206639316673287,0.00783833851197515,0.010553084604173467,0.026166474334104826,0.10602632479188369,0.031723464781854324,0.01277487491642217,0.012262547220723152,0.04644378123662287,0.02470392708696139,0.024340204474185292,SCRIBE,LEAP,0.010553084604173467,0.04023243055717185,dream3_100#1
0.07146641020683679,0.06813130871452049,0.06966268082250912,0.06699568614908835,0.044954149466474996,0.013710298284333032,0.06610560488829034,0.05836313217676874,0.024846957266606455,0.01738330536257259,0.044459349258502256,0.07004505765209262,0.10092643572663089,0.010035547913835277,0.025161335791200425,0.024158615629203867,0.09055212284206093,0.06071016642221725,0.06818715389941159,OutPredict,OutPredict,0.07146641020683679,0.07146641020683679,dream3_100#2
0.028086252152572405,0.10727357876379771,0.040792572305554,0.03876388917582892,0.026915482504770407,0.016468832519610246,0.03226061929322365,0.06090518441894047,0.023748475508343928,0.014728397848021851,0.02008464969402899,0.05078354427263379,0.07882931590962802,0.012049253666855456,0.019233099995013193,0.025810371728675063,0.03274576613664678,0.03693564096211999,0.026738795330481513,Inferelator,Inferelator,0.10727357876379771,0.10727357876379771,dream3_100#3
0.06587937912466864,0.113240473958419,0.0776765559450126,0.06951990120882506,0.036904334531799324,0.04264834187697386,0.07262344922172705,0.058457310720081465,0.04252221170484224,0.03367955921891682,0.07600949689551614,0.090698610569786,0.10276012227285822,0.023260820852820458,0.07555882705122693,0.05413926487533535,0.06229371823963919,0.05541960166038663,0.05341800254243467,Inferelator,Inferelator,0.113240473958419,0.113240473958419,dream3_100#4
0.08567642038281509,0.16821968782646307,0.10554754457244508,0.09954118089316771,0.07033908419003877,0.06165266311893765,0.09065456429988605,0.0954066416323528,0.05863698396274823,0.0670468973439057,0.07585754864656225,0.12076661717002117,0.12832955038815197,0.0489785767830682,0.08578381323580493,0.07706500302173487,0.08938130328087857,0.08109620992538862,0.07450536884475535,Inferelator,Inferelator,0.16821968782646307,0.16821968782646307,dream3_100#5
0.14400308990902957,0.11964607889734528,0.07519443575955335,0.09390300880492101,0.02863085096691326,0.022228743007632987,0.0912365440074643,0.07797338649557722,0.03370335732660387,0.021631259175904652,0.03724874958589701,0.10183084742411042,0.14889771936279586,0.02165423532132287,0.035287957408717034,0.03901960784313726,0.1616794695098862,0.1800860852020338,0.2685321830358294,Inferelator,OutPredict,0.11964607889734528,0.14400308990902957,dream3_50#1
0.1981843227438563,0.21984780334876103,0.14418625064912474,0.1790088234169109,0.10434490203003181,0.04485814241269928,0.22373239719856933,0.17248741918827856,0.05610316613125494,0.0771214683672804,0.09530711426110675,0.16478634499638878,0.242699972189199,0.07303366505600745,0.09183885658130844,0.04136752136752137,0.15432302151509503,0.13150622744519225,0.07103121361213954,LEAP,LEAP,0.22373239719856933,0.22373239719856933,dream3_50#2
0.05153040817373644,0.12431168552394112,0.05726679529455808,0.06363444526591533,0.04642861048779633,0.0352328108774738,0.08954565751995383,0.06341681249592002,0.05334612166882698,0.03719321715931235,0.048607895211817034,0.06673135709433399,0.09543098958452188,0.01764705882352941,0.05538977944017792,0.05704335617742243,0.0789125904685786,0.04876904358932843,0.0740148587872244,Inferelator,Inferelator,0.12431168552394112,0.12431168552394112,dream3_50#3
0.05588045834529817,0.05100336531619896,0.05236058322705985,0.04905583200747238,0.041832311331776104,0.04323462502356688,0.043148858220880555,0.060258447912668586,0.04435936667606627,0.0385947585823983,0.06009029540692109,0.05055907200714477,0.04769826148008714,0.041105124759372086,0.06024755718131074,0.05153545433481017,0.0635666064537677,0.07043250969126134,0.054402818186973914,Inferelator,PIDC,0.05100336531619896,0.060258447912668586,dream3_50#4
0.04298112718999916,0.08786828642145085,0.059272304211054914,0.06094169907992796,0.04445886256127775,0.07369621112789317,0.050279006185731806,0.05718123028407814,0.052342603179183225,0.048770099607688695,0.035626719045257285,0.05874734827040262,0.05554525999778105,0.032620198180198706,0.03369620691746779,0.04228123510476452,0.04369941880462294,0.04344831205417162,0.04338193843425793,Inferelator,Inferelator,0.08786828642145085,0.08786828642145085,dream3_50#5
