SourceGENES,TargetGENES,Interaction,Edges
G12,G61,1,activation
G12,G32,0.901884982194765,activation
G12,G35,0.754298652652764,activation
G37,G61,0.615941959635514,activation
G12,G96,0.600584910324465,activation
G12,G27,0.568970478251319,repression
G37,G32,0.567759132445685,activation
G37,G35,0.460903580544222,repression
G21,G61,0.410900401295941,repression
G12,G67,0.409387640765253,repression
G94,G32,0.399648538069547,activation
G21,G32,0.385679367779595,activation
G94,G61,0.369675503607403,activation
G37,G96,0.361919747715623,activation
G94,G35,0.346228639630045,repression
G21,G35,0.341573137266375,activation
G37,G27,0.3415513598892,activation
G12,G75,0.32570159117183,repression
G12,G58,0.299859511052207,activation
G12,G83,0.298303599596469,repression
G12,G74,0.272068691019935,repression
G37,G67,0.257156918915276,activation
G69,G32,0.254073621749114,repression
G21,G27,0.252242765139832,repression
G21,G96,0.247161107050585,activation
G69,G61,0.23787492819924,repression
G94,G27,0.233331020660049,activation
G69,G35,0.229492094521696,repression
G7,G32,0.229117578847265,repression
G12,G93,0.22348757425611,repression
G7,G35,0.222264021032716,repression
G12,G10,0.216562050722231,repression
G7,G61,0.215504324809497,activation
G37,G75,0.207197235908783,activation
G17,G79,0.205767361164384,activation
G94,G96,0.20356084241879,activation
G17,G61,0.192482867646578,repression
G37,G74,0.183209967353115,activation
G94,G67,0.179958460432807,repression
G12,G3,0.178168945501097,activation
G21,G67,0.175054640586536,activation
G94,G79,0.170835504271782,activation
G94,G36,0.167332848506853,repression
G12,G2,0.166938319383115,repression
G12,G9,0.166841947519691,repression
G22,G36,0.159025052653722,repression
G69,G27,0.157068993355805,activation
G12,G1,0.154787183174196,repression
G7,G27,0.154476032493321,repression
G37,G58,0.151967227988191,activation
G17,G32,0.150987898656751,activation
G21,G58,0.146652700020725,activation
G94,G9,0.144871571307189,activation
G94,G74,0.141591106856618,repression
G37,G10,0.14012837451813,activation
G37,G83,0.13932599545825,repression
G37,G9,0.139082838109939,repression
G26,G79,0.136614247598303,activation
G12,G25,0.136215580840851,repression
G69,G96,0.134626483939313,repression
G12,G90,0.132890976017917,repression
G22,G35,0.131029510756376,activation
G21,G83,0.1282552778729,repression
G7,G96,0.126628323180923,activation
G21,G75,0.122760933284578,repression
G17,G9,0.12114273045687,activation
G85,G79,0.121103731804181,activation
G94,G1,0.120623594450314,activation
G7,G36,0.119973897041458,repression
G22,G53,0.118487364346372,repression
G12,G73,0.118015046820305,activation
G12,G42,0.117361840264887,repression
G21,G93,0.116891084363778,repression
G37,G1,0.116876972501364,activation
G69,G67,0.114645791082082,activation
G22,G89,0.114537850387856,repression
G17,G75,0.114482716806045,repression
G69,G36,0.113608148940968,repression
G94,G10,0.113475438215537,activation
G21,G74,0.113068275212047,activation
G37,G93,0.112876156131661,repression
G94,G75,0.109681260106208,activation
G26,G84,0.109175876361093,repression
G40,G79,0.107747173670963,activation
G37,G79,0.104607771353054,activation
G7,G67,0.10369408979441,activation
G37,G3,0.102860710064887,repression
G17,G84,0.101428545765172,repression
G40,G84,0.0991001385286496,activation
G37,G90,0.0973222014368746,activation
G17,G96,0.0962545634383131,repression
G22,G32,0.096030441345347,repression
G21,G10,0.0960297460614734,repression
G17,G22,0.0958565528892709,repression
G7,G58,0.0955437237605842,repression
G37,G25,0.0937766715975382,activation
G37,G42,0.0904987226582121,repression
G94,G90,0.0895198761575602,activation
G85,G84,0.0885877844033821,activation
G94,G58,0.0879848248662434,activation
G94,G50,0.087486916599387,repression
G12,G87,0.0863621109202063,activation
G21,G36,0.0863506057954165,activation
G7,G93,0.085754463136409,repression
G12,G36,0.0854526634540582,activation
G94,G89,0.085018846457026,activation
G17,G50,0.084898839035894,activation
G66,G79,0.0848542505270024,repression
G21,G3,0.0848385336701198,activation
G69,G74,0.0843006389568912,activation
G60,G61,0.0837252227857783,activation
G17,G74,0.0835106011778438,activation
G94,G93,0.0829702912459993,repression
G12,G72,0.0823852967024647,repression
G12,G38,0.0818623748323586,repression
G37,G73,0.0809956442858365,repression
G22,G27,0.0801981859098908,activation
G37,G2,0.0797469869272469,repression
G94,G42,0.0786401423193935,activation
G94,G55,0.0781402726502562,activation
G95,G84,0.0774906193284803,activation
G94,G3,0.0772538139525746,activation
G69,G9,0.0766058846995469,repression
G12,G23,0.0765734107701147,repression
G17,G42,0.0761344859714897,repression
G69,G79,0.0760567055679136,activation
G22,G93,0.0755786639634619,activation
G60,G32,0.0751542080564226,repression
G69,G58,0.075030018426612,activation
G26,G22,0.0726067681129712,activation
G22,G58,0.0713026295139571,repression
G69,G10,0.0711196798551485,repression
G26,G9,0.0693286576053422,repression
G94,G25,0.0687952021079003,activation
G69,G1,0.0686960162104492,activation
G69,G93,0.0684894192333342,repression
G21,G1,0.0681831331594554,repression
G7,G74,0.0680420139353354,repression
G17,G55,0.0674622575080815,activation
G94,G8,0.0674314129489637,activation
G17,G67,0.0673395900662399,repression
G37,G87,0.0669434727274299,activation
G21,G9,0.0664565097737824,repression
G94,G87,0.0663190164243162,activation
G12,G19,0.0662187111883215,repression
G94,G73,0.0660185375735701,repression
G69,G75,0.0658598413219635,repression
G85,G9,0.0637003875534031,repression
G7,G10,0.0633618683464712,activation
G17,G1,0.0631554264951634,activation
G60,G35,0.062642777705231,repression
G37,G72,0.0625128349711728,activation
G85,G22,0.0623211343862073,repression
G94,G23,0.062320332993124,repression
G85,G61,0.0618581203738988,repression
G37,G23,0.0614029683080047,activation
G17,G29,0.061240179125333,activation
G37,G38,0.0601020981618596,repression
G66,G84,0.0587710346235877,activation
G7,G3,0.0579051777702823,activation
G94,G72,0.0577316713955969,repression
G37,G36,0.0576318193038447,repression
G2,G36,0.0568385883188676,activation
G17,G90,0.0566612378859183,repression
G17,G25,0.0562254223886174,repression
G26,G50,0.0561300450932218,repression
G21,G90,0.0557811370491477,repression
G7,G83,0.0555926470835934,activation
G95,G79,0.055474241234505,activation
G26,G75,0.0551193268893208,repression
G94,G76,0.0551029232093549,repression
G17,G64,0.0549988807303378,repression
G69,G3,0.0546497053046913,activation
G17,G2,0.0546268341067741,activation
G12,G76,0.0541112647724529,repression
G21,G25,0.053666793577833,activation
G26,G61,0.0534442731743494,activation
G94,G38,0.0532920550438067,repression
G12,G79,0.052863949229501,activation
G85,G75,0.0528100577790783,activation
G14,G61,0.0527820490707113,activation
G40,G9,0.0519345732721971,activation
G7,G1,0.0518644916927237,repression
G69,G89,0.0518347858081242,repression
G7,G75,0.0516552052987098,activation
G69,G90,0.0508520891278296,activation
G22,G61,0.0508481409724515,repression
G7,G89,0.0505151273496534,activation
G40,G22,0.0503758879185275,activation
G60,G96,0.0503475225568107,repression
G92,G79,0.0500786940104965,repression
G94,G48,0.0500301073938981,repression
G85,G50,0.0498557546679427,repression
G26,G64,0.0496628354727728,repression
G2,G53,0.0495568619550136,activation
G21,G73,0.0494198247506668,activation
G7,G9,0.0480963123371949,activation
G66,G61,0.0480828160582392,activation
G17,G23,0.0477096198228757,repression
G17,G20,0.0476274582021056,repression
G60,G27,0.047401743289273,repression
G17,G65,0.0470387089047599,repression
G94,G70,0.0465234222728209,repression
G15,G79,0.0465086701091921,repression
G37,G19,0.046329002513909,repression
G17,G87,0.0463274126818932,activation
G21,G2,0.0462401872324306,repression
G40,G50,0.0457371939067744,activation
G66,G9,0.0457173325369966,activation
G37,G8,0.0456442729629367,repression
G17,G59,0.045604763118099,repression
G12,G8,0.0453578316560377,activation
G2,G89,0.0450859793841854,repression
G17,G54,0.0448330935424749,repression
G26,G55,0.0446527333847427,activation
G21,G42,0.044517543668732,repression
G37,G76,0.0444281363712195,repression
G17,G72,0.0442639653683799,activation
G12,G88,0.0438891705049726,repression
G12,G41,0.0437694749148956,repression
G37,G50,0.0436146909313971,repression
G40,G64,0.0434237084290599,activation
G22,G67,0.0432611882432651,activation
G26,G42,0.043195490728747,repression
G26,G29,0.0431922642536157,repression
G94,G19,0.0420763876425195,repression
G69,G42,0.0418440919004972,repression
G85,G64,0.0414511595077488,activation
G17,G60,0.0412039971425647,activation
G22,G3,0.0408303825322671,activation
G94,G88,0.0407945212963317,repression
G69,G50,0.040501025580111,repression
G12,G48,0.0402731670513909,repression
G49,G79,0.0402488147508023,activation
G94,G65,0.0401657327110282,activation
G85,G32,0.0398104789810631,activation
G85,G42,0.0397169378223477,repression
G85,G55,0.0396703634972162,repression
G26,G7,0.0396362433706494,repression
G66,G22,0.0394893235626851,activation
G69,G25,0.0394710271935043,repression
G49,G84,0.039469802499259,activation
G17,G52,0.0393893603584393,repression
G17,G91,0.0392828320196033,repression
G69,G73,0.0389032138211694,activation
G14,G32,0.0385515229921196,activation
G17,G73,0.0384293989481731,activation
G17,G38,0.0382833464189027,activation
G22,G46,0.0382396980695132,activation
G17,G8,0.0381610753736355,repression
G26,G60,0.0381572444063989,activation
G7,G90,0.0377963512443684,activation
G85,G29,0.0377885984924981,repression
G37,G88,0.0377385492002063,activation
G37,G48,0.0374585282529755,activation
G12,G33,0.0373824885656582,repression
G40,G55,0.0372563088198232,activation
G66,G75,0.0367988422639805,activation
G69,G55,0.036663686678765,repression
G40,G7,0.0366598833313634,repression
G92,G22,0.0366043551733975,activation
G69,G87,0.0365748401979142,repression
G92,G84,0.0359788007809763,repression
G69,G8,0.0359599349413147,activation
G21,G87,0.0359099127664376,repression
G5,G61,0.0355580919658069,activation
G66,G50,0.0354797584090016,activation
G95,G7,0.0353617301301073,repression
G85,G74,0.0350978646745611,activation
G26,G74,0.0350731398099107,repression
G94,G41,0.0349637452867088,repression
G66,G32,0.0349429618369779,activation
G22,G10,0.03488866366392,activation
G2,G35,0.0348094240551703,activation
G94,G33,0.034730043401579,activation
G17,G88,0.0346252635194407,activation
G15,G61,0.0345924948783116,activation
G31,G61,0.0345880014530313,repression
G26,G91,0.0343719688008245,activation
G94,G29,0.0342688396606765,activation
G60,G67,0.0341074122933935,activation
G40,G29,0.0340096660911105,activation
G14,G96,0.0339820708366867,activation
G94,G30,0.0339102348609664,repression
G69,G23,0.0336796452921663,activation
G26,G52,0.0335874569040712,activation
G37,G55,0.0334904433144798,activation
G21,G38,0.033444528437901,repression
G17,G10,0.0334107905728931,activation
G95,G22,0.033406311896861,activation
G26,G20,0.0333280320872198,activation
G21,G72,0.0333225895036463,activation
G37,G41,0.0332894765199369,repression
G40,G60,0.0331853630968852,activation
G94,G39,0.0331063124107839,activation
G94,G20,0.0325481423878062,activation
G5,G32,0.0324833002973515,repression
G26,G59,0.0323165776591909,activation
G17,G30,0.0322748410603087,activation
G37,G70,0.0321308667415827,activation
G94,G13,0.032120193648023,repression
G37,G65,0.0320858718008798,activation
G26,G54,0.0318534014924938,activation
G40,G75,0.0318400467767331,repression
G69,G72,0.0317857242991741,repression
G85,G60,0.0317008870550257,activation
G17,G35,0.0313910585694021,activation
G37,G33,0.0313207492099724,activation
G17,G77,0.0313058983875118,repression
G17,G70,0.0312846530114013,repression
G69,G83,0.0312680046636838,activation
G21,G23,0.0312229795001877,repression
G69,G76,0.0310171500123788,repression
G31,G32,0.0309555264446666,repression
G40,G42,0.0309432805439306,repression
G7,G73,0.0309152786217917,repression
G12,G70,0.0307999838312151,activation
G95,G64,0.0306644481851481,activation
G22,G1,0.0306627675376597,activation
G95,G82,0.0306418433168138,activation
G92,G61,0.0302669297359424,repression
G17,G48,0.0302457916059572,repression
G85,G7,0.0301121961595995,repression
G26,G65,0.0300744877073153,repression
G40,G91,0.0299621805855352,activation
G69,G38,0.0299202745391958,repression
G17,G62,0.0298743174024917,activation
G26,G2,0.0298613137290252,activation
G14,G35,0.0297584437428072,repression
G26,G1,0.0295046985453767,activation
G18,G84,0.0294645371053535,repression
G7,G25,0.0292913051783614,repression
G85,G20,0.0292263551862898,activation
G26,G32,0.0290166545058618,repression
G21,G19,0.0289168932080404,repression
G85,G91,0.0288578884568584,activation
G85,G1,0.0286938780900608,activation
G66,G55,0.0285415322064791,activation
G22,G96,0.0283373449213689,activation
G85,G52,0.0282838951545371,repression
G85,G59,0.0282128494027945,repression
G12,G65,0.0281751286760873,repression
G66,G42,0.0280889198678802,repression
G66,G64,0.0280644298953938,activation
