Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.114359	0.995540	0.461751
G2	-	G1	-0.003268	0.408115	-0.005410
G3	-	G1	-0.043524	0.623952	-0.110143
G4	+	G1	0.080616	0.952579	0.311458
G5	+	G1	0.003335	0.350511	0.004741
G6	+	G1	0.076457	0.789190	0.244724
G7	+	G1	0.001109	0.499048	0.002244
G8	+	G1	0.019507	0.443555	0.035092
G9	-	G1	-0.008057	0.499420	-0.016320
G10	-	G1	-0.023210	0.385070	-0.036248
G11	+	G1	0.022281	0.439394	0.039708
G12	-	G1	-0.039239	0.433041	-0.068917
G13	-	G1	-0.006762	0.409250	-0.011225
G14	-	G1	-0.029385	0.389047	-0.046366
G15	-	G1	-0.005254	0.472957	-0.010079
G16	-	G1	-0.041075	0.485673	-0.080909
G17	+	G1	0.011869	0.376806	0.018138
G18	+	G1	0.018773	0.359092	0.027342
G19	+	G1	0.022944	0.408004	0.037967
G20	+	G1	0.043071	0.625485	0.109264
G21	-	G1	-0.020837	0.437447	-0.036969
G22	-	G1	-0.037224	0.586714	-0.088578
G23	-	G1	-0.027161	0.506251	-0.055769
G24	+	G1	0.042807	0.628071	0.109045
G25	+	G1	0.061086	0.794099	0.196742
G26	+	G1	0.058068	0.825696	0.194460
G27	+	G1	0.117547	0.997451	0.475534
G28	-	G1	-0.002049	0.456902	-0.003797
G29	-	G1	-0.003727	0.302481	-0.004573
G30	+	G1	0.011094	0.371269	0.016705
G31	+	G1	0.058720	0.784975	0.186947
G32	-	G1	-0.012406	0.389417	-0.019594
G33	+	G1	0.003112	0.399623	0.005044
G34	-	G1	-0.003256	0.364115	-0.004809
G35	+	G1	0.071783	0.790952	0.230277
G36	+	G1	0.010107	0.419343	0.017190
G37	-	G1	-0.020573	0.439311	-0.036655
G38	+	G1	0.149518	0.999966	0.606394
G39	-	G1	-0.012659	0.426860	-0.021916
G40	+	G1	0.006473	0.367633	0.009652
G41	+	G1	0.025821	0.475411	0.049787
G42	-	G1	-0.011720	0.496187	-0.023585
G43	+	G1	0.018587	0.500592	0.037737
G44	+	G1	0.035494	0.583684	0.084026
G45	+	G1	0.049345	0.686427	0.137377
G46	+	G1	0.049015	0.704884	0.140127
G47	+	G1	0.036181	0.588780	0.086400
G48	-	G1	-0.039067	0.486202	-0.077039
G49	-	G1	-0.024232	0.422889	-0.041562
G50	-	G1	-0.005085	0.329320	-0.006791
G51	+	G1	0.053621	0.770484	0.167564
G52	+	G1	0.040687	0.656923	0.108404
G53	-	G1	-0.004570	0.398065	-0.007377
G54	-	G1	-0.006834	0.352978	-0.009783
G55	+	G1	0.047174	0.723996	0.138521
G56	+	G1	0.014059	0.396983	0.022636
G57	+	G1	0.038052	0.523349	0.080770
G58	-	G1	-0.000845	0.367345	-0.001259
G59	-	G1	-0.004249	0.311639	-0.005370
G60	-	G1	-0.028292	0.458066	-0.052561
G61	-	G1	-0.018824	0.411739	-0.031435
G62	-	G1	-0.040041	0.560555	-0.091034
G63	+	G1	0.005981	0.497046	0.012058
G64	+	G1	0.027324	0.445328	0.049352
G65	-	G1	-0.018947	0.348454	-0.026778
G66	+	G1	0.061300	0.851876	0.211794
G67	+	G1	0.044543	0.564309	0.101948
G68	+	G1	0.010400	0.495447	0.020897
G69	+	G1	0.029167	0.519328	0.061435
G70	-	G1	-0.054614	0.674813	-0.149473
G71	+	G1	0.058355	0.747826	0.176992
G72	-	G1	-0.030799	0.468458	-0.058518
G73	+	G1	0.079013	0.950896	0.304725
G74	-	G1	-0.013780	0.445012	-0.024871
G75	+	G1	0.036354	0.537843	0.079302
G76	+	G1	0.031049	0.496617	0.062539
G77	+	G1	0.005420	0.387483	0.008517
G78	+	G1	0.015196	0.420345	0.025908
G79	+	G1	0.000026	0.335076	0.000036
G80	+	G1	0.082051	0.932731	0.310398
G81	-	G1	-0.025171	0.507375	-0.051797
G82	+	G1	0.058904	0.608663	0.145412
G83	-	G1	-0.027760	0.495442	-0.055781
G84	+	G1	0.028968	0.417833	0.049090
G85	+	G1	0.027756	0.407898	0.045919
G86	+	G1	0.032358	0.527055	0.069169
G87	+	G1	0.100477	0.987330	0.402351
G88	+	G1	0.042318	0.621202	0.106619
G89	-	G1	-0.014180	0.426362	-0.024520
G90	-	G1	-0.006023	0.497142	-0.012143
G91	-	G1	-0.008041	0.484641	-0.015805
G92	-	G1	-0.004014	0.429437	-0.006991
G93	-	G1	-0.004412	0.423841	-0.007585
G94	+	G1	0.014881	0.475045	0.028672
G95	-	G1	-0.043621	0.505731	-0.089473
G96	-	G1	-0.011389	0.392720	-0.018140
G97	+	G1	0.058292	0.772839	0.182715
G98	-	G1	-0.008671	0.367269	-0.012917
G99	+	G1	0.015383	0.403567	0.025178
G100	-	G1	-0.002666	0.498756	-0.005392
G1	+	G2	0.027450	0.540949	0.060225
G2	+	G2	0.038187	0.733074	0.113536
G3	+	G2	0.013210	0.462489	0.024779
G4	+	G2	0.074847	0.984381	0.298825
G5	+	G2	0.057845	0.730274	0.171328
G6	+	G2	0.048363	0.681482	0.133673
G7	-	G2	-0.000035	0.498972	-0.000071
G8	+	G2	0.001479	0.410365	0.002462
G9	-	G2	-0.001240	0.497247	-0.002501
G10	-	G2	-0.010824	0.344867	-0.015139
G11	+	G2	0.005136	0.412967	0.008602
G12	+	G2	0.011934	0.311763	0.015091
G13	+	G2	0.027280	0.601010	0.066496
G14	-	G2	-0.000639	0.292541	-0.000758
G15	-	G2	-0.001448	0.470843	-0.002766
G16	-	G2	-0.004402	0.386470	-0.006900
G17	+	G2	0.041336	0.683079	0.114518
G18	+	G2	0.015223	0.364309	0.022494
G19	-	G2	-0.004375	0.335039	-0.005945
G20	+	G2	0.046899	0.810765	0.154218
G21	+	G2	0.010445	0.422182	0.017884
G22	+	G2	0.061168	0.928396	0.230320
G23	+	G2	0.000420	0.476500	0.000811
G24	+	G2	0.049508	0.826475	0.165951
G25	+	G2	0.011888	0.362459	0.017476
G26	+	G2	0.003261	0.404723	0.005353
G27	+	G2	0.008357	0.280417	0.009505
G28	-	G2	-0.003420	0.453932	-0.006296
G29	+	G2	0.020980	0.408838	0.034789
G30	+	G2	0.008790	0.371709	0.013251
G31	+	G2	0.089418	0.995093	0.360881
G32	+	G2	0.015620	0.394605	0.024999
G33	+	G2	0.044476	0.807970	0.145745
G34	+	G2	0.020305	0.423160	0.034849
G35	+	G2	0.032328	0.549519	0.072052
G36	+	G2	0.079206	0.972680	0.312468
G37	+	G2	0.001514	0.410180	0.002519
G38	+	G2	0.033224	0.599532	0.080788
G39	-	G2	-0.007082	0.414628	-0.011910
G40	+	G2	0.002070	0.366266	0.003075
G41	+	G2	0.019384	0.470295	0.036973
G42	-	G2	-0.002403	0.491191	-0.004787
G43	+	G2	0.018000	0.508087	0.037093
G44	+	G2	0.025981	0.565326	0.059572
G45	+	G2	0.021524	0.446314	0.038962
G46	-	G2	-0.007970	0.375085	-0.012125
G47	-	G2	-0.014719	0.442288	-0.026404
G48	-	G2	-0.001371	0.384808	-0.002140
G49	-	G2	-0.011513	0.391598	-0.018285
G50	-	G2	-0.012378	0.345924	-0.017366
G51	+	G2	0.067559	0.962485	0.263728
G52	+	G2	0.043939	0.815492	0.145327
G53	+	G2	0.012380	0.440695	0.022127
G54	-	G2	-0.003916	0.346329	-0.005501
G55	+	G2	0.092611	0.997934	0.374838
G56	-	G2	-0.000512	0.367440	-0.000763
G57	+	G2	0.025055	0.498817	0.050688
G58	+	G2	0.008798	0.373271	0.013320
G59	+	G2	0.008911	0.319753	0.011557
G60	+	G2	0.026957	0.512531	0.056037
G61	+	G2	0.009693	0.382999	0.015057
G62	+	G2	0.001606	0.408847	0.002663
