Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G10	G6	0.367757626557788	6.63401400136524e-05
G6	G10	0.367757626557788	6.6340140013653e-05
G76	G58	0.366811350590276	6.94975901848187e-05
G58	G76	0.366811350590276	6.94975901848189e-05
G16	G70	0.364174073994593	7.90530106928231e-05
G70	G16	0.364174073994593	7.90530106928234e-05
G34	G29	0.332235517302054	0.000345145294540313
G29	G34	0.332235517302054	0.000345145294540322
G82	G92	0.322648580848349	0.000521314609953169
G92	G82	0.322648580848348	0.000521314609953183
G28	G82	0.318254296577063	0.000626977815119001
G82	G28	0.318254296577062	0.000626977815119018
G55	G48	0.317742165462506	0.000640494012194166
G48	G55	0.317742165462506	0.000640494012194168
G70	G83	0.312810807800828	0.00078501281120705
G83	G70	0.312810807800827	0.000785012811207057
G20	G85	0.305691030359293	0.00104669018230024
G85	G20	0.305691030359293	0.00104669018230025
G63	G15	0.29846113574939	0.00139172618028584
G15	G63	0.29846113574939	0.00139172618028585
G6	G7	0.298290472906147	0.00140099570319043
G7	G6	0.298290472906147	0.00140099570319044
G76	G18	0.297758724349219	0.0014302386720774
G18	G76	0.297758724349219	0.00143023867207742
G50	G5	0.292713369586715	0.00173660335621983
G5	G50	0.292713369586714	0.00173660335621986
G70	G67	0.291183698251876	0.00184060352288814
G67	G70	0.291183698251875	0.00184060352288816
G24	G60	0.289407957308714	0.00196839064199369
G60	G24	0.289407957308713	0.0019683906419937
G70	G77	0.287117898818828	0.00214503239983245
G77	G70	0.287117898818828	0.00214503239983246
G9	G77	0.286503012321308	0.00219484128388415
G77	G9	0.286503012321308	0.00219484128388416
G36	G10	0.285490389798123	0.00227915133027047
G10	G36	0.285490389798123	0.00227915133027048
G44	G50	0.282326803416165	0.00256173306989182
G50	G44	0.282326803416165	0.00256173306989183
G30	G77	0.282034064872936	0.00258941589367627
G77	G30	0.282034064872935	0.00258941589367629
G39	G94	0.281437716217649	0.00264664568812948
G94	G39	0.281437716217649	0.00264664568812949
G28	G52	0.28070508522112	0.00271851361031527
G52	G28	0.28070508522112	0.00271851361031528
G83	G68	0.276783509484912	0.00313395400215754
G68	G83	0.276783509484912	0.00313395400215754
G94	G87	0.276582774921733	0.00315667903871202
G87	G94	0.276582774921733	0.00315667903871202
G30	G3	0.273741016822996	0.00349467395017353
G3	G30	0.273741016822996	0.00349467395017355
G89	G46	0.27328758983192	0.00355151058851918
G46	G89	0.27328758983192	0.00355151058851919
G28	G61	0.2730909192781	0.00357641990221125
G61	G28	0.273090919278099	0.00357641990221131
G41	G85	0.269418983536963	0.00407118864372866
G85	G41	0.269418983536963	0.00407118864372869
