Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.003037	0.257276	0.002660
G2	+	G1	0.050886	0.581177	0.100678
G3	-	G1	-0.025141	0.428459	-0.036671
G4	-	G1	-0.082166	0.888571	-0.248547
G5	+	G1	0.058705	0.518728	0.103668
G6	-	G1	-0.019263	0.275278	-0.018052
G7	-	G1	-0.002775	0.496509	-0.004691
G8	-	G1	-0.031662	0.433197	-0.046694
G9	+	G1	0.018386	0.495404	0.031008
G10	-	G1	-0.052008	0.505550	-0.089507
G11	+	G1	0.004884	0.285463	0.004746
G12	-	G1	-0.008450	0.274511	-0.007897
G13	-	G1	-0.040965	0.557480	-0.077744
G14	+	G1	0.048523	0.501053	0.082767
G15	+	G1	0.031359	0.502613	0.053656
G16	+	G1	0.024174	0.431881	0.035542
G17	+	G1	0.044315	0.578679	0.087300
G18	+	G1	0.046560	0.466515	0.073944
G19	-	G1	-0.034813	0.380705	-0.045119
G20	+	G1	0.080348	0.913517	0.249873
G21	+	G1	0.045922	0.460611	0.072008
G22	+	G1	0.087511	0.934720	0.278466
G23	-	G1	-0.042038	0.425119	-0.060838
G24	+	G1	0.051807	0.626924	0.110569
G25	+	G1	0.033890	0.354463	0.040894
G26	+	G1	0.004388	0.296851	0.004434
G27	-	G1	-0.037595	0.426088	-0.054533
G28	-	G1	-0.011350	0.308593	-0.011923
G29	+	G1	0.067583	0.829365	0.190815
G30	+	G1	0.084090	0.703439	0.201372
G31	+	G1	0.062496	0.698913	0.148696
G32	+	G1	0.028341	0.339902	0.032795
G33	+	G1	0.123344	0.997164	0.418707
G34	-	G1	-0.016264	0.335853	-0.018595
G35	+	G1	0.080260	0.827754	0.226166
G36	-	G1	-0.042619	0.493158	-0.071550
G37	+	G1	0.009641	0.360667	0.011837
G38	+	G1	0.072044	0.848247	0.208041
G39	+	G1	0.018048	0.336329	0.020664
G40	+	G1	0.011896	0.344143	0.013937
G41	+	G1	0.057981	0.649173	0.128137
G42	-	G1	-0.023972	0.496653	-0.040531
G43	-	G1	-0.016543	0.473445	-0.026663
G44	+	G1	0.002085	0.318498	0.002261
G45	+	G1	0.104633	0.991154	0.353050
G46	-	G1	-0.008258	0.294475	-0.008279
G47	-	G1	-0.064748	0.777999	-0.171487
G48	+	G1	0.003312	0.296251	0.003340
G49	+	G1	0.009878	0.277025	0.009316
G50	+	G1	0.030485	0.342890	0.035585
G51	+	G1	0.071760	0.861688	0.210505
G52	-	G1	-0.127323	0.997338	-0.432290
G53	+	G1	0.032813	0.474418	0.052995
G54	+	G1	0.011379	0.222775	0.008630
G55	+	G1	0.056138	0.745585	0.142489
G56	+	G1	0.070171	0.864651	0.206550
G57	+	G1	0.104198	0.847834	0.300745
G58	+	G1	0.018913	0.379711	0.024448
G59	+	G1	0.109962	0.984371	0.368492
G60	-	G1	-0.053892	0.675719	-0.123971
G61	+	G1	0.062334	0.677769	0.143826
G62	+	G1	0.136133	0.991351	0.459428
G63	+	G1	0.011685	0.495898	0.019726
G64	+	G1	0.017186	0.412697	0.024145
G65	+	G1	0.014054	0.216189	0.010343
G66	+	G1	0.034369	0.417430	0.048841
G67	+	G1	0.043566	0.523494	0.077641
G68	-	G1	-0.009760	0.489061	-0.016249
G69	+	G1	0.113904	0.986432	0.382501
G70	-	G1	-0.003992	0.185522	-0.002521
G71	+	G1	0.041816	0.519265	0.073920
G72	-	G1	-0.012865	0.354124	-0.015509
G73	-	G1	-0.100649	0.977815	-0.335037
G74	+	G1	0.001981	0.450933	0.003041
G75	+	G1	0.022190	0.498100	0.037627
G76	-	G1	-0.053400	0.614917	-0.111786
G77	+	G1	0.023812	0.381148	0.030897
G78	+	G1	0.002795	0.312420	0.002973
G79	+	G1	0.153598	0.999933	0.522858
G80	+	G1	0.137581	0.999257	0.468018
G81	+	G1	0.007392	0.459511	0.011563
G82	+	G1	0.018528	0.301329	0.019007
G83	+	G1	0.137554	0.996320	0.466550
G84	-	G1	-0.025234	0.342535	-0.029425
G85	-	G1	-0.042890	0.469970	-0.068621
G86	+	G1	0.000761	0.292312	0.000757
G87	+	G1	0.051644	0.678032	0.119205
G88	+	G1	0.008093	0.301921	0.008319
G89	-	G1	-0.041404	0.554564	-0.078166
G90	+	G1	0.037865	0.458365	0.059085
G91	-	G1	-0.006936	0.481161	-0.011361
G92	-	G1	-0.040574	0.495131	-0.068391
G93	+	G1	0.042888	0.553066	0.080749
