SourceGENES,TargetGENES,Interaction,Edges
G29,G27,1,activation
G20,G27,0.959239077105421,repression
G53,G27,0.949806887164679,repression
G67,G27,0.907778693497322,repression
G36,G27,0.902208424022772,activation
G46,G27,0.880680397523495,repression
G19,G27,0.560094679106048,activation
G84,G27,0.48245664294987,repression
G88,G27,0.470875327867068,repression
G89,G27,0.443460810283862,activation
G63,G16,0.419192263937771,repression
G20,G16,0.414483406608892,repression
G20,G85,0.404861162274821,repression
G88,G14,0.40128226581923,activation
G45,G27,0.364391788588393,activation
G60,G27,0.361449492473227,activation
G20,G76,0.356422586164955,repression
G20,G47,0.325914845782158,activation
G68,G16,0.319035611806693,activation
G20,G45,0.318892651681973,repression
G63,G45,0.315866024610107,repression
G63,G94,0.312764774822697,repression
G29,G42,0.303062731684873,activation
G53,G42,0.296440426571309,repression
G53,G99,0.296035084236863,repression
G53,G87,0.282676756492278,repression
G67,G6,0.282374870165938,repression
G29,G99,0.282123887391645,activation
G67,G42,0.27912286981173,repression
G88,G6,0.276577193391661,repression
G20,G6,0.276572884221164,activation
G29,G87,0.272219053584799,activation
G63,G76,0.26783731495684,activation
G36,G87,0.266166068759355,activation
G20,G87,0.265896793471114,activation
G36,G42,0.265356224703833,activation
G36,G99,0.265168796145379,activation
G29,G6,0.263568055061224,activation
G20,G52,0.253749704175446,repression
G46,G85,0.251502952864303,activation
G68,G45,0.250505768783695,activation
G46,G42,0.249458944989077,repression
G67,G99,0.249347137394033,activation
G29,G85,0.248477004762201,repression
G29,G52,0.247444462163979,repression
G46,G87,0.246817608391572,activation
G67,G85,0.241915580064346,repression
G46,G99,0.23933088761434,repression
G20,G55,0.237431978223483,activation
G32,G14,0.2371686638114,repression
G67,G87,0.235182294045886,repression
G53,G52,0.233141877480884,activation
G63,G85,0.229851394735611,repression
G29,G50,0.228973860695813,activation
G20,G42,0.227826443131186,activation
G20,G89,0.227449695194301,activation
G36,G52,0.225740548832752,activation
G67,G52,0.223357718245223,activation
G20,G67,0.222792780384524,activation
G46,G52,0.222539069183743,repression
G60,G14,0.22239090864362,repression
G20,G15,0.221888314447831,activation
G68,G27,0.220507194375167,repression
G20,G13,0.220365093369543,repression
G20,G99,0.219948198820125,repression
G53,G50,0.217963781480534,activation
G46,G6,0.216393348709833,repression
G67,G47,0.212548584614379,activation
G20,G29,0.211996740806949,repression
G68,G76,0.211784320727569,repression
G20,G43,0.210694423886827,activation
G67,G50,0.20948434804934,activation
G20,G19,0.208721450521239,repression
G20,G82,0.206890050091983,activation
G20,G50,0.204747116111331,activation
G36,G50,0.203516081072999,activation
G68,G85,0.202421538116634,activation
G29,G86,0.201547620841027,repression
G29,G47,0.200219261404564,repression
G46,G76,0.199766063021235,repression
G36,G85,0.199298973619418,activation
G20,G71,0.19875699434226,repression
G46,G50,0.197155055311952,repression
G67,G15,0.196615657926624,activation
G67,G86,0.19649352782754,repression
G84,G6,0.193935443910339,activation
G88,G47,0.193891390428162,repression
G46,G47,0.19376398295187,repression
G20,G91,0.192826616982517,activation
G20,G39,0.191768226843876,repression
G20,G1,0.190687345419917,repression
G68,G94,0.190364266951395,repression
G29,G15,0.190119870138243,activation
G20,G86,0.187596262204778,activation
G19,G42,0.185201211853614,repression
G60,G6,0.183519632860597,activation
G20,G5,0.18161316387039,repression
G63,G89,0.181259436264916,repression
G76,G27,0.180302919752263,activation
G53,G100,0.17965272239905,repression
G29,G54,0.179015637352869,repression
G19,G99,0.178752006848723,activation
G67,G54,0.178413089125918,activation
G89,G42,0.178399035871267,repression
G29,G43,0.17754612600622,activation
G20,G44,0.17617840759646,activation
G88,G58,0.175809557072978,repression
G29,G76,0.175101453771848,repression
G63,G67,0.174177994418561,activation
G67,G58,0.174019848151357,activation
G89,G6,0.17295454006746,activation
G88,G15,0.172458657953547,repression
G29,G82,0.169841152267177,activation
G46,G86,0.169261823099046,repression
G29,G100,0.168423084820737,repression
G53,G64,0.16652336340866,repression
G20,G2,0.165556191953971,repression
G84,G14,0.165438098056795,activation
G46,G15,0.165117274961489,repression
G46,G43,0.164779835829609,activation
G20,G83,0.164765551985239,activation
G20,G54,0.164635396230692,repression
G36,G6,0.164265568289965,activation
G67,G43,0.16412624987552,repression
G88,G48,0.163585502108014,activation
G63,G35,0.163374736336767,repression
G53,G86,0.163363126676033,repression
G88,G85,0.16234839845637,activation
G88,G42,0.162023716166213,activation
G63,G47,0.161971100230897,activation
G29,G58,0.161456260006289,activation
G19,G87,0.161043163997942,repression
G46,G82,0.160468245512339,repression
G67,G76,0.160350756212962,activation
G36,G76,0.159184737272725,activation
G36,G86,0.158491745646234,activation
G63,G29,0.157032109924053,repression
G36,G100,0.156621931532722,repression
G68,G47,0.156523434888246,activation
G36,G43,0.15587864195508,repression
G67,G55,0.155574697201645,repression
G88,G55,0.155103681207232,repression
G63,G90,0.15471408628879,activation
G53,G85,0.154703514962397,repression
G36,G82,0.154522437662858,repression
G67,G82,0.153915358994452,activation
G60,G42,0.152723346562346,repression
G20,G48,0.152383184869334,repression
G20,G7,0.152378400771819,activation
G84,G42,0.152086430662787,repression
G20,G46,0.15203698437704,activation
G53,G43,0.15113633354429,activation
G53,G6,0.150600890183307,repression
G67,G100,0.149646200295932,repression
G53,G82,0.149609404065125,repression
G20,G53,0.149133766447486,activation
G46,G54,0.147929012319215,activation
G68,G89,0.147087025681928,activation
G67,G48,0.14697793525639,repression
G63,G88,0.146486824385421,repression
G84,G85,0.145988203203897,repression
G84,G47,0.144858038227389,repression
G89,G99,0.144286580979783,repression
G46,G16,0.143820375356026,activation
G88,G86,0.143806892833851,activation
G88,G54,0.141788546618107,activation
G29,G55,0.141702791274218,activation
G27,G27,0.140622995301396,activation
G20,G78,0.140059374915047,repression
G88,G45,0.139468933775392,activation
G89,G62,0.139095133780729,activation
G68,G67,0.138600877627086,activation
G46,G100,0.138323091824401,activation
G36,G64,0.138193664009554,activation
G29,G64,0.137671171758979,activation
G53,G54,0.137448952597671,activation
G60,G62,0.137257655976389,repression
G20,G4,0.1366177614703,activation
G29,G1,0.13638364501136,activation
G46,G55,0.136210422180101,repression
G20,G58,0.135880092645732,activation
G46,G1,0.135775992947863,activation
G63,G27,0.135752094719911,repression
G88,G96,0.135467211082764,repression
G63,G46,0.135090148751399,repression
G20,G59,0.134687331156042,activation
G19,G52,0.134681956126224,activation
G20,G25,0.13418756865955,activation
G36,G54,0.134085045864283,activation
G53,G33,0.13331605446431,activation
G60,G58,0.132903233884493,activation
G14,G27,0.132028660583927,activation
G19,G50,0.131276167263876,activation
G68,G29,0.131064487928,activation
G36,G15,0.13101884957832,repression
G29,G7,0.130578972133849,repression
G67,G19,0.130518129807173,repression
G88,G91,0.130432667695056,repression
G36,G47,0.13033626051577,repression
G67,G13,0.13020962443822,repression
G63,G60,0.130158996012294,repression
G29,G48,0.129676759648187,activation
G89,G14,0.129597936285749,repression
G84,G15,0.129090298542116,activation
G76,G14,0.129013703152219,activation
G88,G39,0.128343306311275,repression
G89,G58,0.127660556783808,repression
G36,G1,0.127498125198465,activation
