TF	target	importance
G77	G98	79.76175925279462
G48	G49	75.60165451337538
G58	G74	73.38928378045507
G98	G77	71.8225905255024
G49	G48	67.39460320196503
G82	G98	59.342953941143286
G71	G74	51.90202958716899
G49	G54	50.39608616117064
G98	G82	49.48514930944244
G49	G11	48.70325219552781
G35	G81	48.263694661896665
G50	G49	48.019260688859454
G49	G50	47.89257847953215
G20	G23	47.404079369651
G94	G81	46.66767131566265
G74	G84	43.82723063132183
G46	G11	42.36892941040712
G54	G48	40.691391087485734
G23	G20	40.62310377157217
G95	G99	40.53547668532905
G82	G77	40.329300076866275
G22	G23	40.23010482229531
G99	G95	40.219961684545716
G71	G98	40.07532742661508
G54	G49	38.643997999459394
G24	G23	37.982098404774554
G48	G54	37.77062367959835
G96	G99	37.17699210623782
G5	G6	36.98777478963619
G55	G74	36.01731566328999
G14	G16	35.998791885560074
G37	G72	35.50864586102448
G74	G98	35.39064434845772
G71	G77	35.12994762323849
G75	G16	35.091737712907836
G30	G98	34.519629472010806
G84	G99	33.90631000963601
G6	G14	33.81439883325155
G72	G98	33.49584582290301
G65	G70	33.417998384520665
G5	G72	33.135682229975686
G77	G82	33.12239558753854
G27	G67	33.09570253642586
G74	G58	32.8676911896269
G24	G20	32.7800291930098
G95	G84	32.69876474240188
G96	G95	32.35044108666767
G14	G6	32.2419854661397
G79	G12	32.22178593300934
G23	G24	31.868016146851467
G99	G96	31.2236034893839
G3	G72	31.13643824031145
G34	G79	31.01814504507297
G95	G96	30.843098047669994
G23	G21	30.48579651718239
G70	G65	30.47758045293429
G67	G27	30.13870658344576
G95	G86	30.014431835761126
G7	G48	29.389275384038577
G47	G23	29.05676764380715
G86	G95	28.874909669279443
G45	G40	28.64934406792594
G74	G71	28.512759218659834
G15	G54	28.302210317256314
G57	G45	28.066400077634857
G99	G84	27.991702952086992
G21	G23	27.85721547614576
G77	G71	27.815604832010894
G21	G16	27.730432974879854
G5	G14	27.259841580714074
G74	G77	27.22366672361024
G17	G46	27.113539661405703
G82	G74	26.896035116927063
G18	G72	26.858061241993767
G6	G5	26.815205516690686
G14	G5	26.7292832200409
G98	G30	26.709186495831712
