Gene1	Gene2	EdgeWeight
G12	G5	9999
G12	G6	9998
G2	G5	9997
G1	G4	9996
G48	G4	9995
G2	G6	9994
G48	G5	9993
G1	G5	9992
G1	G3	9991
G2	G4	9990
G12	G4	9989
G12	G7	9988
G48	G3	9987
G2	G7	9986
G4	G1	9985
G48	G6	9984
G1	G6	9983
G1	G2	9982
G48	G2	9981
G2	G3	9980
G12	G3	9979
G12	G8	9978
G4	G2	9977
G2	G8	9976
G48	G7	9975
G1	G7	9974
G1	G1	9973
G48	G1	9972
G2	G2	9971
G4	G3	9970
G54	G54	9969
G9	G1	9968
G100	G54	9967
G12	G2	9966
G12	G9	9965
G19	G54	9964
G42	G54	9963
G56	G63	9962
G32	G54	9961
G43	G94	9960
G24	G54	9959
G99	G94	9958
G16	G54	9957
G37	G54	9956
G2	G9	9955
G13	G54	9954
G5	G54	9953
G35	G92	9952
G81	G54	9951
G56	G54	9950
G97	G54	9949
G23	G54	9948
G28	G54	9947
G3	G54	9946
G29	G54	9945
G74	G98	9944
G39	G54	9943
G48	G8	9942
G45	G95	9941
G69	G54	9940
G77	G63	9939
G41	G54	9938
G45	G54	9937
G44	G69	9936
G69	G28	9935
G63	G54	9934
G86	G94	9933
G66	G32	9932
G24	G95	9931
G44	G94	9930
G43	G81	9929
G52	G95	9928
G81	G81	9927
G5	G95	9926
G92	G24	9925
G43	G69	9924
G57	G98	9923
G80	G54	9922
G28	G95	9921
G61	G54	9920
G68	G92	9919
G84	G54	9918
G8	G94	9917
G91	G95	9916
G86	G81	9915
G66	G72	9914
G10	G54	9913
G53	G32	9912
G7	G54	9911
G19	G63	9910
G62	G54	9909
G70	G81	9908
G78	G69	9907
G29	G81	9906
G69	G94	9905
G67	G66	9904
G31	G95	9903
G1	G8	9902
G84	G100	9901
G88	G69	9900
G25	G54	9899
G30	G69	9898
G79	G81	9897
G35	G95	9896
G13	G95	9895
G89	G54	9894
G22	G54	9893
G44	G28	9892
G97	G95	9891
G80	G63	9890
G99	G81	9889
G13	G51	9888
G51	G92	9887
G38	G81	9886
G76	G54	9885
G51	G94	9884
G25	G36	9883
G38	G59	9882
G28	G81	9881
G97	G94	9880
G95	G45	9879
G45	G94	9878
G86	G69	9877
G26	G54	9876
G29	G100	9875
G94	G51	9874
G32	G72	9873
G91	G63	9872
G28	G69	9871
G87	G95	9870
G9	G2	9869
G41	G36	9868
G4	G54	9867
G20	G95	9866
G10	G36	9865
G80	G72	9864
G81	G95	9863
G52	G69	9862
G70	G30	9861
G38	G85	9860
G52	G54	9859
G86	G54	9858
G77	G69	9857
G94	G28	9856
G8	G95	9855
G46	G51	9854
G46	G95	9853
G45	G69	9852
G79	G94	9851
G8	G54	9850
G19	G95	9849
G60	G100	9848
G36	G32	9847
G79	G95	9846
G80	G69	9845
G95	G14	9844
G86	G92	9843
G8	G69	9842
G92	G28	9841
G32	G63	9840
G56	G69	9839
G38	G98	9838
G37	G100	9837
G51	G69	9836
G52	G94	9835
G62	G63	9834
G72	G32	9833
G75	G51	9832
G4	G4	9831
G53	G81	9830
G97	G81	9829
G33	G89	9828
G92	G51	9827
G95	G28	9826
G3	G81	9825
G31	G66	9824
G55	G63	9823
G54	G69	9822
G21	G8	9821
G76	G66	9820
G98	G100	9819
G51	G54	9818
G87	G92	9817
G9	G32	9816
G99	G69	9815
G69	G69	9814
G78	G54	9813
G51	G81	9812
G69	G36	9811
G23	G36	9810
G76	G72	9809
G5	G94	9808
G8	G66	9807
G85	G100	9806
G81	G51	9805
G87	G63	9804
G76	G69	9803
G28	G94	9802
G60	G54	9801
G56	G95	9800
G33	G66	9799
G79	G54	9798
G7	G81	9797
G89	G14	9796
G44	G54	9795
G44	G81	9794
G14	G54	9793
G100	G95	9792
G3	G100	9791
G70	G95	9790
G99	G28	9789
G58	G14	9788
G67	G24	9787
G46	G54	9786
G14	G95	9785
G39	G94	9784
G66	G94	9783
G39	G92	9782
G71	G95	9781
G72	G54	9780
G28	G51	9779
G95	G24	9778
G74	G92	9777
G10	G69	9776
G39	G81	9775
G77	G54	9774
G94	G14	9773
G45	G81	9772
G63	G92	9771
G69	G81	9770
G43	G54	9769
G32	G69	9768
G41	G81	9767
G14	G100	9766
G99	G54	9765
G78	G14	9764
G16	G98	9763
G70	G51	9762
G5	G51	9761
G5	G92	9760
G45	G92	9759
G81	G69	9758
G25	G81	9757
G29	G85	9756
G88	G36	9755
G90	G95	9754
G20	G51	9753
G88	G88	9752
G7	G14	9751
G80	G81	9750
G94	G95	9749
G45	G63	9748
G7	G69	9747
G54	G95	9746
G21	G50	9745
G9	G66	9744
G76	G32	9743
G95	G20	9742
G97	G69	9741
G55	G30	9740
G66	G66	9739
G20	G23	9738
G52	G30	9737
G14	G14	9736
G22	G92	9735
G90	G51	9734
G42	G100	9733
G81	G94	9732
G79	G69	9731
G44	G45	9730
G29	G69	9729
G80	G94	9728
G91	G55	9727
G39	G69	9726
G72	G81	9725
G94	G81	9724
G2	G1	9723
G77	G81	9722
G49	G51	9721
G92	G81	9720
G17	G63	9719
G30	G72	9718
G45	G30	9717
G90	G72	9716
G6	G14	9715
G36	G54	9714
G20	G54	9713
G26	G20	9712
G16	G72	9711
G56	G44	9710
G87	G54	9709
G55	G54	9708
G32	G14	9707
G14	G36	9706
G63	G69	9705
G16	G94	9704
G13	G85	9703
G92	G8	9702
G24	G51	9701
G95	G91	9700
G36	G72	9699
G97	G51	9698
G15	G45	9697
G99	G92	9696
G30	G54	9695
G59	G100	9694
G44	G14	9693
G99	G45	9692
G16	G23	9691
G75	G32	9690
