Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G23	G24	0.275557903258491	1.29527334649283e-08
G24	G23	0.275557903258491	1.29527334649283e-08
G88	G25	0.247929445000826	3.45218972091891e-07
G25	G88	0.247929445000826	3.45218972091891e-07
G77	G64	0.239675071041668	8.56580748117513e-07
G64	G77	0.239675071041668	8.56580748117539e-07
G24	G74	0.219822500555481	6.68255003906347e-06
G74	G24	0.21982250055548	6.68255003906368e-06
G84	G9	0.219666961259092	6.7860799405609e-06
G9	G84	0.219666961259092	6.78607994056124e-06
G12	G100	0.21682225096101	8.97189627056456e-06
G100	G12	0.21682225096101	8.9718962705648e-06
G31	G44	0.212872033411412	1.31406970963902e-05
G44	G31	0.212872033411411	1.31406970963903e-05
G74	G1	0.203381302592116	3.19368408339385e-05
G1	G74	0.203381302592116	3.19368408339392e-05
G21	G97	0.200844955813588	4.0215511262728e-05
G97	G21	0.200844955813588	4.0215511262728e-05
G81	G64	0.200230969796359	4.25048801327867e-05
G64	G81	0.200230969796359	4.25048801327876e-05
G80	G61	0.194312116406341	7.18649940896079e-05
G61	G80	0.194312116406341	7.18649940896081e-05
G22	G12	0.191953025209649	8.82173800996054e-05
G12	G22	0.191953025209649	8.82173800996067e-05
G1	G4	0.188858204806994	0.000115014603588342
G4	G1	0.188858204806994	0.000115014603588345
G49	G53	0.182822564829582	0.000190636900838209
G53	G49	0.182822564829582	0.000190636900838209
G1	G61	0.17774231722604	0.000288152605377622
G61	G1	0.17774231722604	0.000288152605377624
G82	G4	0.177246435332193	0.000299831526072608
G4	G82	0.177246435332193	0.00029983152607261
G57	G22	0.175062601899299	0.000356715816443244
G22	G57	0.175062601899298	0.00035671581644325
G44	G64	0.17229960099182	0.000443107964401914
G64	G44	0.17229960099182	0.000443107964401921
G23	G18	0.169929089997164	0.000532346037592611
G18	G23	0.169929089997164	0.000532346037592617
G33	G6	0.169157171933954	0.000564831302720802
G6	G33	0.169157171933954	0.000564831302720807
G46	G34	0.167004299406818	0.000665406412035701
G34	G46	0.167004299406818	0.000665406412035708
G80	G91	0.166494719308248	0.000691525281690852
G91	G80	0.166494719308248	0.000691525281690859
G94	G95	0.166386308264459	0.000697203043687345
G95	G94	0.166386308264459	0.000697203043687352
G26	G96	0.165257963531081	0.000758914495072344
G96	G26	0.165257963531081	0.00075891449507235
G42	G99	0.163416388938605	0.000870582656065741
G99	G42	0.163416388938605	0.000870582656065746
G31	G64	0.163277752654312	0.000879575383343997
G64	G31	0.163277752654312	0.000879575383344009
G41	G61	0.163087802236968	0.000892035987488077
G61	G41	0.163087802236968	0.000892035987488081
G10	G75	0.162154284965252	0.000955677594647815
