SourceGENES,TargetGENES,Interaction,Edges
G33,G71,1,activation
G82,G96,0.858309864170094,activation
G98,G96,0.627802775943753,repression
G85,G96,0.594492819200856,activation
G94,G71,0.582849252561453,activation
G34,G80,0.575912024651593,activation
G20,G3,0.573272773803625,repression
G95,G96,0.566995840931254,repression
G92,G96,0.552082019973145,activation
G82,G36,0.53690806713126,repression
G85,G4,0.525039061861183,activation
G20,G96,0.506373773519957,activation
G58,G96,0.50009905983314,repression
G82,G35,0.486046517661917,repression
G33,G89,0.464782552857855,repression
G82,G74,0.463184851913842,repression
G33,G80,0.45660681748156,activation
G20,G35,0.456408849948076,activation
G69,G71,0.454461487594882,activation
G33,G57,0.443650559453705,repression
G34,G71,0.437758111685191,activation
G85,G36,0.435674011241456,activation
G98,G35,0.425079732848058,repression
G33,G83,0.421358211722868,activation
G34,G57,0.416056718742552,activation
G92,G36,0.414272648836497,activation
G33,G3,0.414053578101485,repression
G82,G4,0.394373649517669,repression
G94,G80,0.392414534229636,activation
G20,G71,0.387143810552687,activation
G69,G96,0.382860451280231,repression
G82,G10,0.382458177366321,activation
G98,G36,0.373664402144362,repression
G92,G74,0.372993501677309,repression
G20,G18,0.357834824504534,activation
G33,G63,0.356648240019875,repression
G78,G96,0.346268147182612,activation
G33,G49,0.345983488115089,repression
G92,G4,0.340238535707978,activation
G98,G74,0.338584052297049,activation
G33,G93,0.335485334743963,repression
G94,G57,0.332972548234061,activation
G61,G71,0.332496844720771,repression
G61,G96,0.32929238499347,activation
G82,G18,0.329023549804347,activation
G33,G38,0.328053123179418,activation
G82,G7,0.327028386006302,activation
G85,G74,0.323185113067562,activation
G74,G96,0.318638758921125,activation
G2,G80,0.317810851816297,repression
G100,G96,0.311166960135169,repression
G36,G96,0.308619848168506,repression
G61,G80,0.307864214930885,repression
G58,G36,0.306277504680342,activation
G98,G10,0.299035575759816,repression
G92,G35,0.29365770342094,activation
G33,G47,0.29033195375512,repression
G82,G79,0.288432840188998,repression
G95,G18,0.287114300579446,activation
G94,G89,0.283122178493284,activation
G58,G4,0.28272309903134,repression
G69,G3,0.282578831828015,repression
G85,G87,0.272551216298749,activation
G34,G63,0.27176940783921,repression
G69,G18,0.26693845634171,repression
G95,G35,0.26650992508054,repression
G61,G47,0.265349956208015,activation
G82,G70,0.263132703114007,repression
G95,G7,0.262748942269122,repression
G98,G18,0.257544179020446,activation
G20,G7,0.255132079268375,repression
G82,G87,0.254251646210141,activation
G34,G25,0.25402409466067,repression
G98,G3,0.24838969162332,repression
G20,G10,0.248076115554245,repression
G92,G10,0.245384656992875,repression
