Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.016934	0.384976	-0.020176
G2	+	G1	0.040924	0.890986	0.112845
G3	+	G1	0.021881	0.378203	0.025612
G4	-	G1	-0.000519	0.400511	-0.000643
G5	-	G1	-0.064120	0.995625	-0.197573
G6	-	G1	-0.007716	0.119719	-0.002859
G7	-	G1	-0.001593	0.194888	-0.000961
G8	+	G1	0.005949	0.181708	0.003346
G9	+	G1	0.019062	0.316016	0.018643
G10	+	G1	0.025000	0.447130	0.034595
G11	+	G1	0.001813	0.499928	0.002805
G12	-	G1	-0.011518	0.359602	-0.012818
G13	+	G1	0.034930	0.766041	0.082812
G14	-	G1	-0.017264	0.491744	-0.026274
G15	+	G1	0.015666	0.259479	0.012581
G16	+	G1	0.038995	0.610766	0.073710
G17	+	G1	0.006518	0.230471	0.004649
G18	+	G1	0.030050	0.553525	0.051477
G19	+	G1	0.005955	0.233205	0.004298
G20	-	G1	-0.060136	0.995814	-0.185331
G21	-	G1	-0.003514	0.274243	-0.002983
G22	+	G1	0.009277	0.475799	0.013661
G23	+	G1	0.009721	0.255595	0.007690
G24	-	G1	-0.073616	0.998661	-0.227525
G25	+	G1	0.025145	0.531156	0.041335
G26	-	G1	-0.013068	0.393173	-0.015901
G27	+	G1	0.034279	0.735981	0.078078
G28	+	G1	0.004681	0.310706	0.004502
G29	-	G1	-0.002747	0.217331	-0.001847
G30	-	G1	-0.008717	0.263975	-0.007121
G31	-	G1	-0.029530	0.826739	-0.075556
G32	+	G1	0.022498	0.519080	0.036142
G33	+	G1	0.023534	0.364195	0.026526
G34	+	G1	0.056907	0.952462	0.167746
G35	-	G1	-0.020018	0.327101	-0.020265
G36	+	G1	0.013036	0.184913	0.007460
G37	+	G1	0.001393	0.411986	0.001776
G38	+	G1	0.012794	0.248710	0.009847
G39	+	G1	0.007011	0.238249	0.005169
G40	+	G1	0.052274	0.986230	0.159552
G41	-	G1	-0.043796	0.814476	-0.110395
G42	+	G1	0.004220	0.225297	0.002942
G43	+	G1	0.013750	0.277799	0.011821
G44	-	G1	-0.052079	0.896283	-0.144460
G45	+	G1	0.055915	0.988311	0.171026
G46	+	G1	0.046420	0.942985	0.135471
G47	+	G1	0.006848	0.308781	0.006544
G48	+	G1	0.034468	0.686529	0.073234
G49	-	G1	-0.015580	0.426947	-0.020587
G50	+	G1	0.057966	0.995513	0.178590
G51	+	G1	0.022162	0.426700	0.029267
G52	+	G1	0.031203	0.538788	0.052030
G53	-	G1	-0.000398	0.231311	-0.000285
G54	+	G1	0.000012	0.189037	0.000007
G55	+	G1	0.019461	0.356990	0.021501
G56	-	G1	-0.004541	0.269024	-0.003781
G57	+	G1	0.006179	0.233413	0.004464
G58	+	G1	0.026093	0.404911	0.032698
G59	+	G1	0.010839	0.238102	0.007987
G60	-	G1	-0.074169	0.999919	-0.229522
G61	-	G1	-0.033969	0.524846	-0.055177
G62	+	G1	0.025331	0.441311	0.034596
G63	+	G1	0.032974	0.639289	0.065238
G64	+	G1	0.012727	0.486729	0.019171
G65	-	G1	-0.025841	0.736676	-0.058916
G66	-	G1	-0.036035	0.884056	-0.098591
G67	+	G1	0.081264	0.999925	0.251479
G68	+	G1	0.015477	0.367601	0.017607
G69	+	G1	0.007270	0.177755	0.003999
G70	+	G1	0.033740	0.557143	0.058177
G71	-	G1	-0.000982	0.372157	-0.001131
G72	-	G1	-0.005039	0.232048	-0.003619
G73	+	G1	0.043029	0.917391	0.122168
G74	-	G1	-0.011394	0.230881	-0.008142
G75	-	G1	-0.053867	0.995974	-0.166039
G76	+	G1	0.015347	0.261358	0.012413
G77	+	G1	0.057416	0.975276	0.173299
G78	-	G1	-0.016730	0.346393	-0.017936
G79	+	G1	0.010958	0.460017	0.015601
G80	-	G1	-0.011036	0.168081	-0.005741
G81	+	G1	0.004676	0.384497	0.005564
G82	-	G1	-0.018401	0.347746	-0.019803
G83	+	G1	0.059598	0.998988	0.184259
G84	-	G1	-0.013826	0.419825	-0.017963
G85	-	G1	-0.002953	0.171300	-0.001566
G86	+	G1	0.001993	0.244397	0.001508
G87	-	G1	-0.059494	0.998700	-0.183884
G88	-	G1	-0.005451	0.179642	-0.003031
G89	+	G1	0.031803	0.554691	0.054596
G90	-	G1	-0.006457	0.492857	-0.009849
G91	+	G1	0.049789	0.974733	0.150196
G92	+	G1	0.004372	0.160043	0.002166
G93	-	G1	-0.013964	0.501400	-0.021669
G94	+	G1	0.093209	0.999945	0.288450
G95	+	G1	0.002671	0.220305	0.001821
G96	-	G1	-0.012576	0.358398	-0.013949
G97	-	G1	-0.015774	0.460928	-0.022501
G98	-	G1	-0.034463	0.924703	-0.098626
G99	+	G1	0.010751	0.489217	0.016278
G100	-	G1	-0.031702	0.663085	-0.065057
G1	+	G2	0.022842	0.351332	0.024836
G2	-	G2	-0.072402	0.870659	-0.195091
G3	+	G2	0.029895	0.327596	0.030309
G4	+	G2	0.016288	0.412797	0.020809
G5	-	G2	-0.149795	0.999074	-0.463161
G6	+	G2	0.035356	0.223876	0.024497
G7	+	G2	0.073007	0.836835	0.189078
G8	-	G2	-0.026152	0.255248	-0.020659
G9	-	G2	-0.000741	0.203486	-0.000467
G10	+	G2	0.104511	0.987949	0.319545
G11	-	G2	-0.005160	0.500228	-0.007988
G12	-	G2	-0.037398	0.453712	-0.052512
G13	-	G2	-0.090297	0.977495	-0.273167
G14	-	G2	-0.088899	0.965715	-0.265695
G15	+	G2	0.074135	0.898593	0.206168
G16	+	G2	0.021658	0.449281	0.030114
G17	+	G2	0.085475	0.971231	0.256922
G18	+	G2	0.031759	0.494971	0.048650
G19	-	G2	-0.031216	0.406557	-0.039277
G20	+	G2	0.025010	0.341214	0.026411
G21	+	G2	0.039375	0.518339	0.063164
G22	-	G2	-0.063227	0.568021	-0.111150
G23	-	G2	-0.129827	0.953937	-0.383287
G24	+	G2	0.037955	0.439259	0.051597
G25	+	G2	0.054010	0.547277	0.091478
G26	+	G2	0.006939	0.238738	0.005127
G27	+	G2	0.016034	0.287932	0.014288
G28	+	G2	0.169561	0.991177	0.520134
G29	+	G2	0.026029	0.280833	0.022623
G30	+	G2	0.079866	0.949242	0.234627
G31	-	G2	-0.089279	0.971007	-0.268295
G32	+	G2	0.029623	0.494050	0.045294
G33	+	G2	0.018387	0.232897	0.013253
G34	+	G2	0.050776	0.488513	0.076766
G35	+	G2	0.034613	0.287462	0.030793
G36	+	G2	0.013203	0.154428	0.006310
G37	-	G2	-0.097703	0.687132	-0.207772
G38	+	G2	0.188055	1.000000	0.582001
G39	-	G2	-0.049626	0.619154	-0.095092
G40	+	G2	0.009917	0.221004	0.006783
G41	-	G2	-0.079556	0.724148	-0.178296
G42	-	G2	-0.070285	0.887373	-0.193023
G43	+	G2	0.075503	0.930311	0.217386
G44	-	G2	-0.008657	0.257100	-0.006888
G45	+	G2	0.017131	0.242620	0.012863
G46	+	G2	0.067717	0.819096	0.171662
G47	-	G2	-0.073437	0.616239	-0.140057
G48	+	G2	0.123060	0.999499	0.380662
G49	+	G2	0.076855	0.896371	0.213205
G50	+	G2	0.032620	0.313090	0.031607
G51	-	G2	-0.007033	0.257755	-0.005611
G52	+	G2	0.052507	0.486784	0.079103
G53	+	G2	0.034275	0.413088	0.043819
G54	+	G2	0.089668	0.974498	0.270431
G55	+	G2	0.069377	0.891577	0.191432
G56	+	G2	0.085042	0.949196	0.249819
G57	-	G2	-0.000072	0.237847	-0.000053
G58	-	G2	-0.000568	0.208272	-0.000366
G59	-	G2	-0.026677	0.294769	-0.024337
G60	+	G2	0.108839	0.994236	0.334897
G61	-	G2	-0.020342	0.259451	-0.016334
G62	+	G2	0.008744	0.244534	0.006617
G63	-	G2	-0.022546	0.295118	-0.020592
G64	+	G2	0.022967	0.485685	0.034522
G65	+	G2	0.152987	0.999980	0.473462
G66	-	G2	-0.085623	0.938634	-0.248729
G67	-	G2	-0.023610	0.320490	-0.023418
G68	-	G2	-0.081642	0.619912	-0.156632
G69	+	G2	0.003199	0.185160	0.001833
G70	+	G2	0.021881	0.331006	0.022415
G71	-	G2	-0.001902	0.385349	-0.002268
G72	+	G2	0.035374	0.393478	0.043077
G73	+	G2	0.092017	0.985705	0.280706
G74	-	G2	-0.025531	0.245440	-0.019393
G75	+	G2	0.054102	0.660253	0.110551
G76	-	G2	-0.059203	0.573654	-0.105107
G77	+	G2	0.062427	0.646228	0.124852
G78	-	G2	-0.001700	0.206651	-0.001087
G79	+	G2	0.023215	0.460419	0.033079
G80	-	G2	-0.022151	0.168559	-0.011555
G81	-	G2	-0.002680	0.383025	-0.003177
G82	-	G2	-0.026197	0.286137	-0.023198
G83	+	G2	0.106574	0.997215	0.328910
G84	-	G2	-0.020368	0.309793	-0.019528
G85	+	G2	0.001001	0.157299	0.000488
G86	-	G2	-0.072320	0.685135	-0.153347
G87	+	G2	0.116470	0.998945	0.360075
G88	-	G2	-0.068505	0.547767	-0.116133
G89	+	G2	0.025063	0.469755	0.036438
G90	+	G2	0.047952	0.537254	0.079730
G91	+	G2	0.074930	0.926739	0.214907
G92	+	G2	0.065423	0.744871	0.150816
G93	-	G2	-0.006530	0.484807	-0.009797
G94	-	G2	-0.013752	0.285742	-0.012162
G95	+	G2	0.039405	0.426840	0.052055
G96	+	G2	0.069300	0.856748	0.183749
G97	+	G2	0.044259	0.555703	0.076117
G98	+	G2	0.098692	0.992343	0.303097
G99	+	G2	0.002867	0.479435	0.004254
G100	+	G2	0.056801	0.578363	0.101671
G1	+	G3	0.015584	0.332307	0.016027
G2	+	G3	0.042713	0.482033	0.063720
G3	-	G3	-0.033613	0.371990	-0.038696
G4	+	G3	0.082939	0.654638	0.168035
G5	-	G3	-0.042699	0.400842	-0.052970
G6	+	G3	0.044692	0.313608	0.043376
G7	-	G3	-0.062627	0.716073	-0.138789
G8	-	G3	-0.043384	0.417838	-0.056102
G9	+	G3	0.026428	0.308147	0.025203
G10	+	G3	0.004325	0.222970	0.002985
G11	+	G3	0.006245	0.500537	0.009674
G12	-	G3	-0.066029	0.821546	-0.167881
G13	-	G3	-0.007853	0.261037	-0.006344
G14	+	G3	0.007064	0.253962	0.005552
G15	-	G3	-0.014116	0.225595	-0.009856
G16	+	G3	0.014669	0.441344	0.020036
G17	+	G3	0.067490	0.888124	0.185503
G18	+	G3	0.014418	0.474415	0.021168
G19	+	G3	0.085689	0.979032	0.259633
G20	-	G3	-0.033235	0.414325	-0.042616
G21	+	G3	0.067717	0.898780	0.188359
G22	-	G3	-0.013162	0.471875	-0.019222
G23	+	G3	0.002379	0.223095	0.001642
G24	-	G3	-0.039957	0.460766	-0.056978
G25	-	G3	-0.043899	0.524267	-0.071227
G26	+	G3	0.013177	0.258404	0.010538
G27	+	G3	0.083292	0.959368	0.247302
G28	-	G3	-0.126038	0.934346	-0.364458
G29	-	G3	-0.006268	0.212592	-0.004124
G30	-	G3	-0.038840	0.422229	-0.050754
G31	-	G3	-0.012773	0.266454	-0.010533
G32	+	G3	0.025332	0.489350	0.038364
G33	+	G3	0.030532	0.282241	0.026670
G34	+	G3	0.021272	0.278662	0.018345
G35	+	G3	0.047651	0.399370	0.058896
G36	+	G3	0.033866	0.271646	0.028471
G37	+	G3	0.001255	0.414687	0.001611
G38	+	G3	0.121098	0.997820	0.373962
G39	-	G3	-0.021373	0.314712	-0.020817
G40	+	G3	0.146043	0.999986	0.451975
G41	-	G3	-0.056753	0.455929	-0.080080
G42	-	G3	-0.126006	0.999583	-0.389806
G43	+	G3	0.050975	0.689728	0.108810
G44	-	G3	-0.007639	0.255498	-0.006041
G45	+	G3	0.028322	0.321137	0.028149
G46	+	G3	0.007111	0.196780	0.004330
G47	-	G3	-0.021019	0.322591	-0.020985
G48	-	G3	-0.066308	0.776075	-0.159261
G49	-	G3	-0.028960	0.366265	-0.032827
G50	+	G3	0.035540	0.341748	0.037590
G51	+	G3	0.094931	0.982572	0.288675
G52	-	G3	-0.022827	0.236222	-0.016688
G53	+	G3	0.078364	0.952453	0.230993
G54	+	G3	0.010764	0.205355	0.006841
G55	+	G3	0.088092	0.983298	0.268077
G56	-	G3	-0.085686	0.954945	-0.253237
G57	-	G3	-0.013723	0.266084	-0.011301
G58	+	G3	0.033952	0.304363	0.031981
G59	-	G3	-0.187511	1.000000	-0.580316
G60	-	G3	-0.090828	0.971533	-0.273095
G61	-	G3	-0.047420	0.386810	-0.056767
G62	-	G3	-0.017180	0.269021	-0.014303
G63	-	G3	-0.053915	0.581234	-0.096983
G64	-	G3	-0.006710	0.472568	-0.009814
G65	+	G3	0.047513	0.628597	0.092433
G66	-	G3	-0.011917	0.228917	-0.008443
G67	-	G3	-0.014517	0.270736	-0.012164
G68	-	G3	-0.070573	0.577790	-0.126197
G69	+	G3	0.034511	0.352142	0.037611
G70	+	G3	0.000554	0.297353	0.000510
G71	-	G3	-0.014289	0.392482	-0.017357
G72	+	G3	0.114537	0.999398	0.354261
G73	+	G3	0.065825	0.879829	0.179238
G74	+	G3	0.003404	0.206908	0.002179
G75	+	G3	0.174332	1.000000	0.539530
G76	+	G3	0.022413	0.241908	0.016780
G77	-	G3	-0.018584	0.249685	-0.014360
G78	-	G3	-0.085188	0.907661	-0.239298
G79	+	G3	0.000496	0.440392	0.000677
G80	-	G3	-0.003116	0.117820	-0.001136
G81	-	G3	-0.051031	0.479812	-0.075778
G82	+	G3	0.015680	0.241095	0.011699
G83	-	G3	-0.000681	0.157528	-0.000332
G84	+	G3	0.098163	0.989953	0.300746
G85	-	G3	-0.071658	0.843528	-0.187068
G86	+	G3	0.109807	0.960035	0.326253
G87	+	G3	0.179859	1.000000	0.556634
G88	-	G3	-0.082283	0.726473	-0.184997
G89	-	G3	-0.000764	0.451552	-0.001068
G90	-	G3	-0.023804	0.502190	-0.036996
G91	+	G3	0.153332	0.999998	0.474538
G92	+	G3	0.034589	0.317924	0.034033
G93	-	G3	-0.029141	0.504678	-0.045515
G94	+	G3	0.089260	0.890531	0.246005
G95	+	G3	0.050398	0.567776	0.088559
G96	+	G3	0.169581	0.999999	0.524827
G97	+	G3	0.149717	0.999978	0.463341
G98	+	G3	0.029175	0.391919	0.035387
G99	+	G3	0.064464	0.574241	0.114564
G100	-	G3	-0.065838	0.685670	-0.139710
G1	+	G4	0.002537	0.317231	0.002490
G2	+	G4	0.004075	0.187150	0.002360
G3	+	G4	0.007894	0.238859	0.005835
G4	-	G4	-0.012387	0.457088	-0.017522
G5	-	G4	-0.050193	0.999509	-0.155265
G6	+	G4	0.009340	0.165912	0.004796
G7	+	G4	0.024527	0.787076	0.059745
G8	+	G4	0.023120	0.702329	0.050254
G9	+	G4	0.035187	0.994659	0.108317
G10	+	G4	0.041946	0.997180	0.129450
G11	-	G4	-0.001008	0.499858	-0.001559
G12	+	G4	0.025208	0.835910	0.065212
G13	-	G4	-0.007377	0.368584	-0.008415
G14	-	G4	-0.009111	0.401535	-0.011322
G15	+	G4	0.014678	0.398902	0.018120
