TF	target	importance
G30	G9	126.27474480702989
G9	G30	126.18629657338437
G2	G9	97.70496003901323
G78	G84	90.33186266126008
G47	G42	87.45421894480992
G61	G65	86.79948529008261
G43	G42	75.0428044464107
G42	G43	75.02368945685689
G85	G84	69.48934919435003
G8	G29	64.38022752250617
G30	G2	62.833881024933284
G30	G5	60.338156893859704
G39	G43	60.30144311655489
G9	G2	60.241515881860416
G2	G30	59.12677023583449
G1	G71	58.796508872142134
G57	G1	58.16930914182332
G62	G60	55.4121731511866
G3	G61	54.59431778226705
G43	G39	54.52020972611351
G72	G77	53.804990186086386
G48	G74	53.60503005850184
G91	G96	52.36512791912848
G38	G41	52.257720021626724
G18	G82	50.740267311220464
G52	G60	49.04976882063464
G50	G82	48.95498737580885
G65	G61	48.50773195258853
G29	G8	48.434103915954175
G82	G50	47.3188295089832
G3	G4	46.25538000412554
G50	G44	46.13445594376318
G41	G5	45.578414721962744
G5	G9	44.303295846347886
G44	G50	44.188657007208064
G47	G16	44.15016761677209
G67	G57	43.804100534617284
G71	G51	43.74725009996493
G53	G57	43.548908538548595
G8	G5	43.521611771604995
G16	G41	43.508267207812374
G88	G1	43.13308382937578
G1	G57	42.106603128698445
G16	G42	41.64692951761114
G87	G61	41.23145378833623
G4	G3	41.196808319942804
G60	G62	40.79155861922468
G39	G42	40.2386616881645
G8	G9	40.05314659912429
G85	G22	39.71827756510691
G2	G8	39.446321666621216
G12	G82	39.00659713653132
G38	G84	38.6830431986428
G48	G77	38.53190219918026
G93	G5	38.41366522192457
G16	G43	38.12920855331204
G18	G42	37.943532195929734
G42	G39	37.84261610230865
G57	G42	37.58435967516788
G48	G60	37.29589447129563
G8	G2	36.883641116214775
G61	G3	36.592734655908174
G40	G42	36.35050121314429
G71	G53	36.02843697302729
G84	G78	35.91301748832916
G87	G64	35.64963363199499
G77	G48	35.631257256223556
G71	G1	35.486866815630044
G67	G1	35.18242055710046
G27	G94	35.06447394637124
G53	G91	34.9004759350496
G4	G61	34.5858487908553
G70	G77	34.20068660103475
G52	G44	34.11307287375206
G3	G71	33.934846585368604
G81	G94	33.907940349683024
G46	G44	33.747712910137835
G51	G4	33.72774363900039
G63	G1	33.68084128496293
G44	G46	33.62842486182911
G30	G29	33.588251860368196
G53	G1	33.469290369799054
G57	G43	33.44875586242792
G16	G47	33.27368664979549
G40	G43	33.264228538368094
G77	G65	33.16936202136617
G63	G71	32.77289023275297
G42	G16	32.707976198486925
G52	G62	32.672320010352855
G57	G10	32.59402500124417
G41	G38	32.376512353905234
G53	G71	32.285864063531406
G57	G47	32.060628538026506
G35	G5	31.97793140668195
G9	G29	31.88142414187988
G74	G48	31.812378297958723
G77	G96	31.786707973223503
G32	G55	31.766923982480847
G57	G71	31.701891740096304
G95	G84	31.591214358597234
G84	G85	31.583976839169296
G2	G57	31.451619988401053
G71	G77	31.432082602727093
G50	G5	31.204374760324214
G61	G87	31.191067232321267
G35	G41	31.025581954462925
G44	G52	31.01380726451579
G29	G2	30.66051882840227
G84	G3	30.614917044584768
G95	G3	30.580587022528544
G47	G43	30.27167990520776
G60	G2	30.223769399804375
G91	G64	29.901190159562997
G87	G88	29.893980697504198
G91	G57	29.81003783529059
G4	G51	29.63317096389581
G53	G51	29.60482728301966
G16	G65	29.33556006636551
G29	G57	29.239577185156683
G43	G16	29.12688661163747
G98	G82	28.640824078594164
G57	G53	28.514630568902295
G88	G67	28.48182935550927
G85	G55	28.21383009488671
G67	G91	28.1564191403279
G87	G91	28.133436461375666
G88	G91	27.98622311317943
G87	G10	27.961195922889036
G1	G9	27.73975708204426
G82	G60	27.71846101508971
G77	G72	27.695070224293275
G91	G1	27.641885099273814
G2	G60	27.126954430116193
G57	G63	27.115428776183222
G23	G22	27.056636627634326
G1	G3	26.99118329393524
G85	G96	26.946627334414767
G16	G38	26.876078678083967
G8	G3	26.86736151401231
G29	G9	26.77163630606732
G52	G82	26.75893727735306
G5	G30	26.72279966200937
G70	G71	26.64794269717031
G70	G65	26.5510935297066
G51	G71	26.47421418815015
G60	G52	26.178729814087518
G53	G4	26.15785957449351
G6	G39	25.99386578506897
G64	G67	25.98677434530894
G16	G6	25.964198000225213
G57	G16	25.716547462890517
G74	G60	25.70511301242333
G40	G16	25.45769781594818
G64	G22	25.445329520225496
G87	G38	25.07080721974679
G4	G71	25.027549109179965
G53	G64	24.7890170658377
G70	G75	24.761312256620243
G12	G62	24.7064415732012
G48	G96	24.666726378662126
G77	G81	24.40054364959048
G32	G47	24.288008474678342
G75	G77	24.26915307421279
G64	G41	24.223747669186448
G91	G74	24.115920979272417
G82	G44	24.078982544314826
G73	G1	23.93636134272495
G47	G6	23.857620334313204
G77	G74	23.85043757037128
G64	G88	23.774728607777252
G98	G60	23.74981564582783
G67	G64	23.564392794377856
G88	G90	23.506757079217877
G53	G41	23.296762505928406
G52	G81	23.1306506821324
G95	G78	23.03443996004165
G91	G32	22.993003669322594
G3	G57	22.95988575567325
G6	G47	22.916904929540063
G1	G4	22.751424786491462
G71	G4	22.70783035946565
G81	G65	22.62607506498511
G6	G42	22.550887066908263
G1	G51	22.528460430991068
G3	G84	22.375674046906646
G78	G38	22.37369431247719
G30	G8	22.313172582876938
G46	G43	22.300025182315505
G77	G56	22.244863585504557
G64	G87	22.203060084636483
G94	G73	22.192546446495864
G5	G41	22.103160561136203
G71	G50	22.083126055631972
G71	G84	21.962911559162112
G23	G27	21.925555893369136
G22	G55	21.8833550639565
G64	G91	21.804535074794053
G39	G50	21.792587536325367
G50	G52	21.75481084002274
G15	G56	21.661581071718473
G77	G5	21.660747592858964
G91	G87	21.491285940988863
G55	G85	21.45782664767996
G68	G30	21.453641705013734
G67	G88	21.35255883405727
G67	G66	21.34683374097576
G1	G63	21.268246453465693
G43	G40	21.225048406381575
G44	G39	21.19964041935817
G91	G88	21.04420987599847
G88	G64	21.0418036366725
G16	G73	20.94568084529145
G94	G81	20.894228140414583
G47	G32	20.86980737407811
G73	G94	20.7107132146465
G1	G53	20.709662312048447
G39	G44	20.61346097901385
G30	G4	20.590862925671534
G6	G16	20.589954702652093
G16	G5	20.58968501808407
G41	G64	20.46085687595491
G12	G81	20.376501557347705
G61	G62	20.31122460534533
G2	G1	20.266535222515344
G52	G98	20.24967134379389
G38	G42	20.15855877131591
G76	G95	20.155695190940243
G41	G4	20.14699147158964
G96	G32	20.13161415385987
G23	G10	20.119714446400906
G48	G72	20.06999528753659
G76	G50	20.052677822480362
G91	G10	20.034780522329523
G90	G1	19.972739166038707
G75	G71	19.970687814089974
G27	G50	19.955430218599755
G3	G51	19.92596064918214
G10	G30	19.777795456661682
G57	G67	19.686912989685776
G57	G6	19.6809219673254
G12	G52	19.642873330545093
G74	G47	19.62961961854109
G47	G96	19.600024333755425
G10	G22	19.599855984664973
G50	G39	19.5056527192224
G84	G95	19.48296146511614
G71	G75	19.47598994972184
G63	G3	19.423902942233855
G77	G62	19.38061902589279
G76	G39	19.287213750163538
G87	G65	19.278531468054286
G57	G2	19.2285632873958
G44	G82	19.22001926445441
G78	G4	19.198185957658303
G74	G51	19.197183038881022
G72	G68	19.18610857115238
G55	G32	19.174913261277013
G71	G8	18.92335233679827
G53	G88	18.838523012901614
G15	G94	18.809450204329952
G71	G9	18.679002037256407
G70	G56	18.667805788094885
G93	G74	18.654790212124343
G91	G48	18.557139142562054
G73	G5	18.553497714784672
G73	G91	18.549270732485052
G4	G41	18.530420820879876
G61	G81	18.478158907131842
G47	G39	18.434285590961725
G1	G91	18.37373398560833
G72	G74	18.270677998827658
G82	G2	18.229388953417537
G56	G70	18.217856151116926
G57	G39	18.19295014775352
G76	G82	18.186522718441093
G72	G60	18.14519295264928
G71	G3	18.12972673625543
G57	G51	18.115464789777825
G53	G67	18.08959973344319
G73	G57	18.082444694476514
G55	G64	18.041162487931825
G93	G41	18.034855663259712
G38	G4	17.89604698280477
G87	G41	17.876922149935307
G53	G3	17.86515576908564
G29	G88	17.864713744060257
G64	G1	17.860331789580638
G47	G10	17.850774779301183
G82	G18	17.80757159639407
G15	G77	17.805055728510073
G22	G64	17.725847361441016
G77	G61	17.692817712685443
G53	G63	17.513076869051126
G95	G81	17.478415235355943
G1	G8	17.470868716851562
G43	G44	17.4593538395294
G70	G68	17.4354292794496
G22	G10	17.419322384024746
G32	G85	17.34993185948172
G56	G77	17.328773589382667
G57	G66	17.25637954654001
G77	G3	17.092988759967337
G72	G56	16.93153026966789
G16	G39	16.89238698635678
G78	G95	16.860992491364044
G1	G30	16.854418690724387
G52	G65	16.828400848816738
G57	G3	16.811470553649187
G18	G60	16.798984406086312
G71	G82	16.77573626939665
G46	G52	16.672887689864375
G16	G18	16.59209293515572
G96	G85	16.51700023164095
G57	G91	16.462151369621836
G3	G8	16.45701005813441
G42	G47	16.3646731061033
G82	G98	16.363318771945284
G62	G52	16.339147782931533
G6	G10	16.24623512926789
G44	G5	16.23099035901864
G53	G38	16.227588494976033
G3	G1	16.19356859419994
G2	G29	16.179342251248865
G70	G72	16.168119575068012
G38	G78	16.112167839681607
G42	G18	16.104520083724776
G77	G94	16.102097395453363
G51	G3	16.10106111933219
G61	G48	16.097952436637282
G75	G72	16.09440157412833
G96	G47	16.09409132921746
G57	G8	16.018060045942804
G75	G56	15.920866214929251
G51	G61	15.884421081094033
G48	G94	15.883534837175475
G77	G75	15.840282578607962
G39	G16	15.81958785439861
G77	G71	15.818483867389494
G57	G29	15.748992460588285
G53	G87	15.74433228161039
G76	G35	15.70479875368672
G8	G10	15.587742020678704
G53	G8	15.556642113970922
G62	G3	15.538196277092903
G6	G61	15.529405260916414
G91	G85	15.508684518753192
G88	G60	15.475573907799994
G47	G18	15.387357076955565
G71	G72	15.377134462998558
G67	G53	15.353188574050739
G39	G6	15.261557917595818
G71	G70	15.19126154006263
G39	G18	15.170585942561855
G48	G56	15.166489753684251
G40	G39	15.13063794964046
G88	G57	15.121890553750449
G9	G8	15.059138133817815
G52	G46	15.05747179977336
G96	G91	14.991186436431496
G3	G62	14.979488946645894
G73	G64	14.895896346313032
G73	G88	14.856327499863974
G66	G57	14.838863430816076
G90	G64	14.80991254247098
G96	G48	14.786636919375177
G16	G32	14.751120115146037
G73	G38	14.626536684058113
G10	G8	14.62244118756277
G12	G42	14.5686014538967
