Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G14	G13	0.278845407920766	8.54521125289375e-09
G13	G14	0.278845407920766	8.54521125289407e-09
G74	G63	0.278589746323578	8.82787281307734e-09
G63	G74	0.278589746323577	8.8278728130776e-09
G57	G55	0.276809091457162	1.10635066477248e-08
G55	G57	0.276809091457162	1.10635066477249e-08
G33	G23	0.258124886500185	1.07386557758381e-07
G23	G33	0.258124886500185	1.07386557758386e-07
G62	G21	0.253991792908185	1.73452474122703e-07
G21	G62	0.253991792908185	1.73452474122712e-07
G95	G82	0.252970228803873	1.95025558934795e-07
G82	G95	0.252970228803872	1.95025558934802e-07
G2	G98	0.238019085832101	1.02388686122354e-06
G98	G2	0.2380190858321	1.02388686122355e-06
G57	G97	0.236288067399761	1.2320966780192e-06
G97	G57	0.23628806739976	1.23209667801923e-06
G26	G53	0.231895126455851	1.95846319809424e-06
G53	G26	0.231895126455851	1.95846319809431e-06
G8	G2	0.22178943702958	5.4965809347118e-06
G2	G8	0.22178943702958	5.49658093471182e-06
G79	G81	0.220295922047206	6.37661600537286e-06
G81	G79	0.220295922047206	6.37661600537301e-06
G27	G26	0.220150442676581	6.46917709541115e-06
G26	G27	0.220150442676581	6.4691770954112e-06
G90	G56	0.219150230658758	7.14111169957875e-06
G56	G90	0.219150230658758	7.14111169957888e-06
G77	G79	0.215457465022535	1.02445595782318e-05
G79	G77	0.215457465022535	1.02445595782319e-05
G11	G23	0.212741924473941	1.33053058383806e-05
G23	G11	0.212741924473941	1.33053058383808e-05
G56	G3	0.201992223786753	3.62467157157828e-05
G3	G56	0.201992223786752	3.62467157157836e-05
G12	G87	0.201305230500877	3.85762832891031e-05
G87	G12	0.201305230500876	3.85762832891041e-05
G53	G56	0.198234022304116	5.08325330575981e-05
G56	G53	0.198234022304116	5.08325330575998e-05
G14	G87	0.193935519509978	7.42680676545882e-05
G87	G14	0.193935519509978	7.42680676545893e-05
G97	G34	0.193682098534273	7.59275547661781e-05
G34	G97	0.193682098534273	7.59275547661797e-05
G65	G80	0.191218283683765	9.39870939831624e-05
G80	G65	0.191218283683764	9.39870939831657e-05
G71	G89	0.189715283178889	0.000106913338482728
G89	G71	0.189715283178888	0.000106913338482731
G47	G11	0.188922504420875	0.000114387361237567
G11	G47	0.188922504420875	0.000114387361237568
G74	G47	0.188495258162043	0.000118616186701712
G47	G74	0.188495258162043	0.000118616186701712
G72	G71	0.187815467618168	0.000125648656041368
G71	G72	0.187815467618168	0.000125648656041373
G61	G26	0.183153534929938	0.000185502908494791
G26	G61	0.183153534929937	0.000185502908494799
G69	G79	0.182952867759471	0.000188599969749936
