Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G44	G41	0.486960780645893	5.54381211875492e-20
G41	G44	0.486960780645893	5.54381211875508e-20
G6	G7	0.478987233270828	2.67307521924632e-19
G7	G6	0.478987233270828	2.67307521924632e-19
G6	G10	0.368178202636796	1.88652319198009e-11
G10	G6	0.368178202636796	1.88652319198018e-11
G29	G33	0.310262396539373	2.18025071883672e-08
G33	G29	0.310262396539372	2.18025071883702e-08
G27	G74	0.300343993933384	6.32949164620932e-08
G74	G27	0.300343993933384	6.3294916462094e-08
G92	G82	0.296685790539727	9.28460911452572e-08
G82	G92	0.296685790539727	9.28460911452572e-08
G34	G36	0.294336533188658	1.1841465206394e-07
G36	G34	0.294336533188658	1.18414652063941e-07
G58	G61	0.279819806687415	5.07461937812473e-07
G61	G58	0.279819806687415	5.07461937812483e-07
G80	G58	0.265582274615931	1.95514049608788e-06
G58	G80	0.26558227461593	1.95514049608796e-06
G47	G80	0.257183730756433	4.18089656363839e-06
G80	G47	0.257183730756432	4.18089656363843e-06
G38	G44	0.244962677357576	1.20658324602431e-05
G44	G38	0.244962677357575	1.20658324602434e-05
G58	G5	0.242466963777379	1.48824435281183e-05
G5	G58	0.242466963777379	1.48824435281183e-05
G12	G10	0.233508712555262	3.1031326540527e-05
G10	G12	0.233508712555262	3.10313265405277e-05
G81	G28	0.22317106668224	6.99578791255755e-05
G28	G81	0.223171066682239	6.99578791255794e-05
G28	G82	0.218795328971557	9.75937683001732e-05
G82	G28	0.218795328971556	9.75937683001769e-05
G2	G99	0.217159493326249	0.000110341929810131
G99	G2	0.217159493326249	0.000110341929810132
G99	G8	0.214551901022135	0.000133940232302801
G8	G99	0.214551901022134	0.000133940232302808
G33	G34	0.211187347827576	0.000171407603941219
G34	G33	0.211187347827576	0.000171407603941224
G79	G47	0.209380174653069	0.000195379106997177
G47	G79	0.209380174653069	0.00019537910699718
G77	G93	0.208870510295188	0.000202686088697478
G93	G77	0.208870510295188	0.000202686088697481
G58	G2	0.203974360038383	0.000287127867273424
G2	G58	0.203974360038383	0.000287127867273424
G25	G42	0.203049146245532	0.000306383089902549
G42	G25	0.203049146245532	0.000306383089902551
G79	G27	0.202689512607849	0.000314187276064631
G27	G79	0.202689512607849	0.000314187276064634
G49	G92	0.198438929354533	0.000421581602497784
G92	G49	0.198438929354533	0.000421581602497785
G76	G61	0.197549594925192	0.000447990442817209
G61	G76	0.197549594925192	0.000447990442817211
G33	G83	0.194660527676306	0.000544760209137114
G83	G33	0.194660527676305	0.000544760209137124
G81	G62	0.191558587398296	0.000669994250149839
G62	G81	0.191558587398296	0.000669994250149844
