SourceGENES,TargetGENES,Interaction,Edges
G24,G31,1.07273685588204,repression
G55,G31,1,activation
G53,G42,0.94446668347177,repression
G53,G96,0.925427316629178,activation
G53,G49,0.924143792219572,activation
G53,G1,0.86354712418404,repression
G24,G26,0.847624522287471,repression
G53,G28,0.798853545826051,repression
G50,G28,0.789600862661574,repression
G53,G31,0.789307761625624,repression
G53,G19,0.759940804317412,repression
G53,G35,0.754457468732473,repression
G24,G34,0.747654065877401,activation
G55,G34,0.738440940127156,activation
G55,G58,0.734106305749426,repression
G50,G42,0.655624238035972,repression
G55,G26,0.636623540065955,repression
G53,G20,0.624207752839331,activation
G51,G28,0.619665410827519,repression
G53,G34,0.591327918761839,activation
G53,G22,0.561078867208218,activation
G53,G32,0.552996679123707,activation
G53,G2,0.535903785684072,repression
G24,G2,0.535294400023086,repression
G53,G25,0.532913829362662,activation
G24,G69,0.527628663332465,activation
G12,G31,0.510025187003373,repression
G50,G20,0.503046402564032,activation
G50,G69,0.498447696205347,repression
G51,G42,0.498048954572882,repression
G55,G13,0.496672024862016,activation
G12,G58,0.493379660518114,activation
G53,G73,0.490617342647922,activation
G53,G41,0.488408212718358,repression
G24,G58,0.488377290518449,activation
G53,G4,0.482949126028199,repression
G54,G42,0.474834200823257,activation
G24,G22,0.447912446625719,repression
G54,G28,0.441976462166756,repression
G50,G96,0.441375271037123,repression
G18,G31,0.440347304530233,activation
G24,G15,0.428495975387832,repression
G12,G26,0.420927894598548,repression
G51,G69,0.418582833482524,repression
G53,G6,0.415675232832494,repression
G12,G54,0.414824275917027,activation
G24,G99,0.414413386028608,repression
G55,G80,0.409909465865536,repression
G55,G14,0.404392417784379,repression
G55,G51,0.402020162668613,activation
G55,G74,0.39654961830295,activation
G50,G41,0.391587517350467,repression
G51,G20,0.390586922591676,activation
G53,G82,0.377923770052842,activation
G55,G8,0.376352490037137,activation
G53,G57,0.376184907754435,repression
G55,G22,0.37073363072636,repression
G12,G34,0.367052026402178,activation
G55,G85,0.365746577133649,repression
G54,G96,0.363139226189686,activation
G24,G85,0.359672540366766,activation
G24,G7,0.359479915637715,activation
G12,G13,0.350472552244727,repression
G53,G43,0.342164345381177,repression
G18,G34,0.342064868059219,repression
G55,G12,0.341465275793127,activation
G53,G61,0.338174171998787,activation
G55,G54,0.335551763248047,repression
G50,G19,0.330465070037357,repression
G55,G2,0.32965100690479,activation
G55,G7,0.32929072832271,repression
G53,G76,0.326134101801352,repression
G55,G65,0.32348406757046,activation
G51,G96,0.322448412764476,activation
G53,G9,0.320016527757739,repression
G18,G58,0.314641151972727,activation
G12,G74,0.313278064112476,repression
G24,G51,0.311396107417523,activation
G24,G40,0.307619308473295,repression
G53,G94,0.307411666550206,repression
G53,G64,0.30687455039617,activation
G51,G41,0.30365412789778,repression
G54,G1,0.293891195391268,repression
G53,G72,0.29275957250716,repression
G18,G49,0.291123654061751,repression
G55,G24,0.290095903755207,repression
G92,G31,0.289750530010339,activation
G50,G15,0.288209024677646,activation
G55,G39,0.285556242340965,repression
G53,G71,0.285083967712779,repression
G55,G84,0.28439643814176,repression
G54,G20,0.282683992191687,activation
G50,G2,0.279623182242446,repression
G53,G30,0.278357699878675,repression
G18,G14,0.274788824201446,repression
G53,G60,0.269560284404279,repression
G24,G72,0.269103245017752,repression
G53,G75,0.263859185386817,repression
G24,G57,0.263037939495794,activation
G53,G39,0.262543706082098,repression
G24,G13,0.262350601718462,repression
G12,G51,0.258891819230791,repression
G24,G74,0.258592900453907,repression
G54,G19,0.256469157163985,activation
G12,G8,0.255768357155453,activation
G18,G12,0.254179132319401,repression
G74,G31,0.250096384735229,activation
G53,G44,0.247474806982512,repression
G55,G92,0.246965513958882,activation
G12,G80,0.246691787258754,repression
G55,G90,0.244314380273931,repression
G24,G8,0.242672314156803,repression
G54,G35,0.242323480667404,repression
G51,G19,0.239860513792875,repression
G24,G75,0.237639934518453,activation
G51,G15,0.236643667129984,activation
G55,G40,0.234927764817296,repression
G55,G73,0.233841961862485,activation
G55,G72,0.230226478256567,repression
G92,G26,0.229533855891947,repression
G55,G63,0.228341529501529,repression
G54,G41,0.226083581891512,activation
G12,G85,0.225448014119429,activation
G53,G81,0.22463841601855,repression
G24,G23,0.221681362357773,activation
G97,G69,0.219623223638346,repression
G18,G80,0.219478778321744,activation
G18,G13,0.218315613680302,repression
G24,G36,0.218234011980935,repression
G55,G89,0.217599556913899,repression
G83,G31,0.217478621466481,activation
G55,G50,0.216489822136042,activation
G55,G83,0.215799247770301,repression
G55,G75,0.215141811749778,activation
G24,G29,0.21495437519494,repression
G12,G24,0.214644453538263,repression
G37,G31,0.212809739316668,repression
G24,G84,0.211729625872865,activation
G24,G89,0.211539500576391,repression
G24,G77,0.211316853982569,repression
G51,G2,0.21010786217586,activation
G55,G68,0.20841839407857,repression
G54,G49,0.207545173814561,activation
G53,G79,0.205966071158652,repression
G92,G69,0.20534340713867,repression
G53,G78,0.205123473540283,activation
G53,G100,0.202876586316777,repression
G12,G7,0.201755858233308,repression
G55,G37,0.201559964054812,activation
G24,G39,0.201162446382321,activation
G53,G23,0.200336968743233,repression
G50,G31,0.198941511002692,repression
G92,G34,0.197910898050986,activation
G24,G47,0.197562005632336,repression
G53,G29,0.197298003742821,repression
G90,G31,0.196968214322589,activation
G55,G99,0.196926782501319,repression
G97,G26,0.196182889838075,repression
G55,G91,0.194344844661847,repression
G18,G50,0.19327406098031,repression
G18,G65,0.193256604385806,repression
G24,G45,0.191226840462198,activation
G53,G88,0.190756997445667,activation
G12,G12,0.189972892678848,activation
G55,G36,0.18738604349877,activation
G50,G26,0.183238495766127,repression
G55,G77,0.182922852022584,repression
G12,G14,0.18200980143091,activation
G37,G69,0.181189017344495,repression
G24,G24,0.1804718470174,activation
G18,G22,0.180247813793572,repression
G24,G19,0.180107736158798,activation
G70,G69,0.180020544663103,activation
G55,G57,0.179582172979592,activation
G53,G40,0.17738868137593,activation
G53,G48,0.177217143232744,activation
G50,G22,0.176943726712121,repression
G50,G1,0.17639746235452,repression
G18,G26,0.175784497821826,repression
G12,G99,0.17548068418345,activation
G74,G34,0.175435894008615,repression
G92,G2,0.175137475384107,repression
G53,G67,0.174705557687189,repression
G24,G73,0.174266284120739,repression
G53,G11,0.173242691772689,activation
G70,G28,0.172199857748689,activation
G53,G47,0.171858408749367,activation
G24,G65,0.171511258620495,activation
G59,G31,0.171336677829824,repression
G24,G80,0.170875877333145,activation
G90,G69,0.169935202189762,activation
G18,G51,0.169295442898916,activation
G18,G73,0.16929520321027,repression
G55,G23,0.168767688295165,repression
G18,G39,0.16832048983526,repression
G37,G28,0.167352362562436,activation
G50,G45,0.167100321399381,activation
G74,G2,0.1653443553698,activation
G90,G28,0.164138436847532,activation
G97,G31,0.164027946263524,activation
G12,G92,0.163986894174483,repression
G83,G26,0.163853289005645,repression
G55,G59,0.162240006082616,repression
G53,G65,0.162080643993552,activation
G50,G99,0.161498347041798,activation
G18,G8,0.161483351179918,repression
G74,G28,0.161114498364833,repression
G53,G5,0.160585142428695,activation
G54,G2,0.159833592867451,activation
G55,G4,0.159172527879053,repression
G24,G63,0.157968967798107,repression
G37,G26,0.156745315730899,repression
G18,G83,0.155797686422186,repression
G53,G16,0.155343988162881,repression
G53,G21,0.155251373564042,repression
G12,G90,0.154863835006144,repression
G59,G69,0.154623588922939,activation
G74,G19,0.154253211387972,repression
G53,G33,0.153860690690554,repression
G55,G25,0.153810984181385,activation
G55,G47,0.153502918511999,repression
G24,G17,0.153421489475286,activation
G53,G26,0.153226027753126,repression
G50,G78,0.153056314193111,repression
G74,G20,0.152594681317321,repression
G55,G49,0.152287054929096,repression
G53,G98,0.152194294535778,activation
G37,G2,0.151823995130652,repression
G12,G65,0.151473373508478,activation
G50,G60,0.150932085207817,repression
G53,G56,0.15048959573387,activation
G51,G26,0.150108977478777,repression
G83,G34,0.149761771807378,activation
G89,G28,0.149734227184004,activation
G59,G26,0.149626092176973,repression
G37,G20,0.149394071576855,repression
G24,G60,0.148959605132006,repression
G92,G15,0.148507776336855,repression
G50,G57,0.148412105992448,repression
G54,G31,0.147764467145882,activation
G12,G2,0.147694097547478,activation
G50,G35,0.147517084704433,repression
G74,G26,0.146970493536141,activation
G12,G22,0.146630358220704,repression
G18,G84,0.146510457478024,repression
G12,G84,0.146069078781268,repression
G24,G92,0.14550642812311,activation
G50,G82,0.14536437304516,activation
G18,G32,0.144763129204063,activation
G90,G26,0.144092025991782,activation
G37,G34,0.143846942862212,repression
G74,G22,0.1437546888391,activation
G90,G20,0.143468464442837,activation
G24,G54,0.142739951135558,repression
G54,G22,0.142626660733063,activation
G90,G2,0.142305834480479,activation
G24,G16,0.142165413639996,activation
G18,G85,0.14214670075157,repression
G24,G33,0.141455637016723,repression
G55,G87,0.141195722848208,repression
G95,G49,0.140169388947866,activation
G83,G69,0.140037378937677,activation
G18,G74,0.139878855689223,activation
G54,G25,0.139815231647304,activation
G51,G99,0.139616076526389,repression
G18,G4,0.139538542142853,activation
G92,G22,0.138152126911087,repression
G51,G45,0.137621602899644,activation
G53,G14,0.137123071893379,activation
G18,G10,0.13671075613244,activation
G97,G15,0.13668737022143,activation
G53,G52,0.136094729489483,repression
G74,G96,0.135880296125675,repression
G24,G71,0.135769249917125,repression
G74,G69,0.135050732029454,repression
G24,G82,0.134724840922,repression
G53,G15,0.134489074258205,repression
G51,G31,0.133083644288464,activation
G90,G34,0.13303227583141,activation
G24,G25,0.13291060471009,activation
G18,G25,0.132745843333698,activation
G53,G84,0.13173874199093,repression
G12,G40,0.131220507425295,repression
G55,G61,0.130829958778259,repression
G83,G2,0.130269599471129,activation
G18,G61,0.129327082885093,repression
G24,G68,0.129306205428685,activation
G24,G79,0.128953854149033,repression
G54,G32,0.128452145461294,repression
G97,G99,0.128227661743986,repression
G53,G77,0.127791493107898,repression
G61,G28,0.127621839725941,activation
G53,G38,0.12730314226334,activation
G14,G26,0.126357149755918,repression
G62,G28,0.125908745126134,repression
G24,G78,0.12550952087677,activation
G37,G19,0.125389840201096,activation
G37,G15,0.12519803702788,activation
G18,G90,0.124665797512131,activation
G12,G89,0.123910352929445,repression
G55,G9,0.123296816270516,activation
G92,G99,0.123055810867339,activation
G50,G17,0.122788149114145,activation
G91,G69,0.122787316370848,activation
G51,G22,0.122626209582568,activation
G55,G29,0.12112835200834,repression
G18,G7,0.120910185804195,repression
G12,G63,0.120906034808208,activation
G24,G81,0.120454013007586,repression
G55,G97,0.120394040827737,repression
