SourceGENES,TargetGENES,Interaction,Edges
G86,G31,1.10595407022658,repression
G6,G65,1.01613016905109,repression
G8,G31,1,activation
G94,G45,0.927939315483711,repression
G8,G45,0.920221847175352,repression
G68,G65,0.916188163470237,repression
G94,G17,0.795160613143131,repression
G36,G31,0.782832898869998,activation
G68,G97,0.780994735060079,repression
G6,G97,0.684787458986319,activation
G6,G26,0.683761083782766,repression
G59,G31,0.662318562076344,activation
G6,G40,0.621122717443889,activation
G68,G26,0.604090000612921,repression
G6,G28,0.596153163019952,repression
G59,G45,0.579956333309422,activation
G68,G40,0.548170235441223,activation
G68,G28,0.546360452946953,repression
G8,G17,0.544918110595031,repression
G68,G77,0.539097475564892,repression
G6,G18,0.537035068554111,repression
G6,G77,0.535625922373059,repression
G6,G33,0.527547151868062,activation
G94,G100,0.49343950617891,repression
G13,G31,0.475661232835643,activation
G68,G18,0.460546211002572,activation
G68,G33,0.438223239155959,activation
G86,G45,0.436446263781883,activation
G94,G25,0.433271963372353,repression
G94,G13,0.430363019212641,activation
G43,G31,0.421618114357778,repression
G94,G7,0.421170215179207,repression
G94,G11,0.388484473803127,repression
G6,G74,0.386161179016181,activation
G94,G31,0.371039565163872,repression
G8,G13,0.370175449039689,activation
G8,G100,0.367065731808954,activation
G68,G94,0.366241421454506,activation
G43,G45,0.353924473028014,activation
G13,G45,0.347274823635861,repression
G59,G17,0.337218410878847,repression
G6,G25,0.330413968335438,activation
G6,G94,0.321478229876562,activation
G68,G14,0.319606355109608,repression
G68,G72,0.3090819166027,activation
G6,G72,0.305906649251057,repression
G94,G67,0.300816231271889,repression
G6,G46,0.29826034817757,activation
G96,G31,0.289819647085784,activation
G94,G36,0.284183997725981,activation
G36,G45,0.278823792071786,activation
G94,G86,0.275213327684016,activation
G40,G17,0.265696810079488,repression
G6,G14,0.264386639907559,repression
G40,G45,0.264101624248202,repression
G8,G36,0.264018107011655,repression
G86,G51,0.259620606817658,repression
G68,G74,0.259359301857599,activation
G86,G75,0.257975474550821,repression
G8,G86,0.243774700657561,repression
G8,G38,0.242186176958213,activation
G94,G42,0.234861421377388,activation
G68,G25,0.23388340220944,repression
G86,G70,0.22871543842068,activation
G25,G45,0.228488591852599,repression
G8,G25,0.225913869219152,activation
G94,G29,0.22547882162012,activation
G8,G49,0.224972197529394,activation
G94,G77,0.223963430227065,repression
G94,G90,0.22129393265019,activation
G8,G50,0.220049751858115,activation
G86,G46,0.218770255099976,repression
G94,G49,0.217857898651863,repression
G8,G75,0.214163142393114,repression
G59,G13,0.212706712823356,repression
G36,G51,0.212237508909824,repression
G94,G96,0.208121928635827,repression
G82,G65,0.20664143238143,activation
G22,G65,0.206317390953211,repression
G86,G18,0.205289782903398,repression
G36,G21,0.201703252053127,repression
G67,G31,0.201693806928853,repression
G94,G79,0.20128889430273,activation
G59,G100,0.199831371557335,activation
G68,G46,0.19918737365912,activation
G43,G17,0.19558912539314,repression
G42,G31,0.19471943100719,repression
G36,G70,0.193014913802866,activation
G86,G21,0.192276137840497,repression
G94,G38,0.18934941256715,repression
G8,G11,0.188060438286356,repression
G88,G65,0.187927932284027,repression
G94,G5,0.187783130941137,activation
G8,G90,0.186330975593446,activation
G94,G53,0.185018199394184,repression
G8,G87,0.183783829778013,repression
G59,G11,0.183147266891466,repression
G36,G75,0.1817598183292,repression
G59,G21,0.180405697808869,repression
G22,G18,0.178922695153571,activation
G20,G65,0.178492319517764,activation
G59,G70,0.176875620335545,activation
G67,G21,0.174612976784245,activation
G59,G38,0.17317724901528,repression
G59,G51,0.172968791111852,activation
G8,G96,0.172674580172965,repression
G82,G18,0.17264623240569,repression
G40,G7,0.170216155934058,repression
G25,G17,0.170025301270779,activation
G8,G79,0.169723752557049,repression
G40,G11,0.168229284750519,activation
