G1 G2 0.091381615808577
G1 G3 0.0657628633430286
G1 G4 0.109569023295637
G1 G5 0.214289638438841
G1 G6 0.0327853068608519
G1 G7 0.0344578519228464
G1 G8 0.0768422935042776
G1 G9 0.0163964855766887
G1 G10 0.0784009505072246
G1 G11 0.0265465760862019
G1 G12 0.0731226829556037
G1 G13 0.0280337165755906
G1 G14 0.00859485693572762
G1 G15 0.0792961276749955
G1 G16 0.064591624996672
G1 G17 0.0266306211586728
G1 G18 0.0769636896335079
G1 G19 0.0160047474456194
G1 G20 0.0297281938370768
G1 G21 0.0064571677030725
G1 G22 0.0322536796735465
G1 G23 0.0427788943688914
G1 G24 0.0216612840283593
G1 G25 0.0270232028612621
G1 G26 0.0295670629225183
G1 G27 0.038333134929251
G1 G28 0.0424006630478029
G1 G29 0.137832631525132
G1 G30 0.0232475898240285
G1 G31 0.0118992666520528
G1 G32 0.0256812800509893
G1 G33 0.0282265921173163
G1 G34 0.0253427259091493
G1 G35 0.0384282854895304
G1 G36 0.0163411972489805
G1 G37 0.0231769741024567
G1 G38 0.00906863986477228
G1 G39 0.153981719600427
G1 G40 0.018847342817593
G1 G41 0.0856025350166047
G1 G42 0.0258526008817495
G1 G43 0.0227423367053485
G1 G44 0.0329449042899682
G1 G45 0.0128471073652545
G1 G46 0.0240692889808018
G1 G47 0.0243513076969995
G1 G48 0.0192603190414695
G1 G49 0.0254709595791193
G1 G50 0.0253222285588
G1 G51 0.0212942332256999
G1 G52 0.0722303229914367
G1 G53 0.0470524524068859
G1 G54 0.0140730885292838
G1 G55 0.0384219829036556
G1 G56 0.0741832847602322
G1 G57 0.042339548397158
G1 G58 0.03861437540383
G1 G59 0.016502058762777
G1 G60 0.0307624231380054
G1 G61 0.0448760423560619
G1 G62 0.0252512313768657
G1 G63 0.00943543707242749
G1 G64 0.0817857288765002
G1 G65 0.0296215168448083
G1 G66 0.0175264092360933
G1 G67 0.0311271249110034
G1 G68 0.0349019698013455
G1 G69 0.0183592248301338
G1 G70 0.018198504376386
G1 G71 0.0259337408101398
G1 G72 0.0214960415695281
G1 G73 0.0423933395722203
G1 G74 0.028072211913526
G1 G75 0.0226421132532952
G1 G76 0.0225285368964298
G1 G77 0.0634275662648877
G1 G78 0.130824223690951
G1 G79 0.0248747867018286
G1 G80 0.0143092000681578
G1 G81 0.0402750666930871
G1 G82 0.033613168985842
G1 G83 0.0281179234773727
G1 G84 0.0316281731202989
G1 G85 0.0152782440824235
G1 G86 0.0465622198226094
G1 G87 0.0225168878767037
G1 G88 0.0206738383065714
G1 G89 0.0285987190553573
G1 G90 0.0212349674538301
G1 G91 0.0249943657873254
G1 G92 0.0143718154528923
G1 G93 0.0500177006374604
G1 G94 0.0206656964220965
G1 G95 0.0533287101819383
G1 G96 0.0487110893285817
G1 G97 0.0105141311416366
G1 G98 0.112437252945437
G1 G99 0.0344301747048385
G1 G100 0.0148600706634005
G2 G1 0.0312583158183175
