	G81	G42	G53	G12	G63	G98	G13	G47	G14	G60	G7	G76	G48	G36	G52	G56	G17	G24	G77	G44	G21	G95	G40	G31	G34	G54	G43	G5	G8	G18	G41	G78	G94	G3	G16	G84	G61	G70	G20	G88	G1	G80	G11	G90	G87	G50	G22	G96	G19	G82	G66	G93	G23	G4	G58	G37	G6	G9	G25	G97	G46	G75	G28	G71	G74	G51	G68	G27	G15	G67	G79	G33	G65	G35	G32	G85	G100	G29	G83	G10	G38	G99	G89	G30	G91	G73	G49	G55	G39	G57	G86	G72	G62	G69	G92	G2	G59	G64	G45	G26
G1	0.007430998836741863	0.009025150142037265	0.006311719052809186	0.01722734108114436	0.006508334459365512	0.007988752238980126	0.006357854595967479	0.011697137600879728	0.00662350119933302	0.009344651517825433	0.006452682377283985	0.010362831480688138	0.01281771585546328	0.011169003203985403	0.006655786795397409	0.009143385796241377	0.02282791019191165	0.007420608633667523	0.008447619033212464	0.010410919208385206	0.005281080326143913	0.006984474549288972	0.008866072471730593	0.01042382549311368	0.007171195895578067	0.01221863817534732	0.009596144066651166	0.007335831701620372	0.016735902542145294	0.010411922711670447	0.010974591689085907	0.009584466860913481	0.0046749835938340685	0.005616355951648445	0.013784908659856383	0.011410804620232766	0.010065795237324846	0.005474998143407595	0.007667129183871502	0.009056170246827484	0.022896999425727066	0.006866250639077732	0.013344635649084174	0.00912637494267797	0.006911351390363814	0.014645146333202602	0.009135262117448044	0.01217878162151015	0.009997791087147257	0.011469249793408957	0.012229958944667413	0.007595042321792754	0.006878125970701207	0.01034829414472534	0.015298476641975997	0.008096908736815935	0.00963485817786233	0.010618470913581502	0.005156526879535962	0.009331239928987982	0.008476086868738103	0.008137606575868352	0.012003319055308413	0.013407848072722857	0.010113095187679666	0.010913948184424316	0.007471706283063117	0.007030738804699236	0.00839242685810087	0.011634586191268736	0.009119915070253984	0.007361513097865087	0.016749348467950703	0.007967436991799784	0.00732453062361512	0.008191638336384095	0.006232812723768344	0.007567845503295833	0.012347632369473385	0.008230639213377118	0.01695885729370043	0.0070341189118854975	0.009070867451218186	0.014910711869668261	0.007626322139973571	0.008972039682174358	0.007615239125746255	0.011849465248215374	0.01457850997774792	0.012592984267683124	0.008955700660183639	0.00907791630164547	0.011687540961771398	0.008613162144577828	0.012147772812359674	0.006889827928551524	0.025661149262753587	0.013278562704172681	0.00658536002749524	0.007900275666911951
G2	0.006153811249425215	0.007402658357865415	0.007496369872836095	0.005632072978252701	0.005636633575337743	0.006028886270119491	0.006895690355342527	0.008973137878044312	0.01300465464081075	0.005733899663080602	0.008882081986256878	0.00783275974976039	0.007763887114837296	0.008919664668948194	0.009101832111854802	0.007564452723138882	0.007118388520201157	0.009210557786779951	0.016792048598255775	0.005481383398177985	0.007001362688484948	0.007376019680035001	0.005546849165345591	0.005156877417705477	0.013306401529798279	0.006809005777533966	0.007215503508358184	0.021014807143107366	0.006321860687836538	0.01369185772294874	0.02942281796132931	0.00898010943394542	0.005748300249856196	0.026547502819838958	0.012824846172264643	0.01599711743580902	0.010459929980909497	0.0069527516159196	0.0065836881723478685	0.006413844168126918	0.008994674216559839	0.008310921426854011	0.004779479231059179	0.015821449378679606	0.0047632760133036155	0.01226206805717703	0.011334815101374789	0.00518386256987388	0.010310261419821876	0.006632443946531142	0.026184720167533586	0.010084371460604346	0.007279849314477006	0.007172797861973313	0.009276699042413891	0.0073715120788988495	0.0101100210479151	0.007541038264928472	0.006863624304578265	0.01069856568381381	0.00808226009537282	0.006727184818759698	0.011961037124498504	0.011644344833985769	0.006907396020338098	0.009308639353753347	0.007377947970567228	0.006951210953136669	0.023005474641294772	0.005208959139086714	0.008050781219755743	0.00670531514473928	0.00837609794585159	0.010203687149043274	0.009371459409435332	0.009382236679945194	0.007819013555561683	0.01183541539672514	0.010445631974802217	0.007839454042788884	0.011901742492364852	0.007234947491730359	0.006135712399695701	0.009930746009906372	0.007162557878631086	0.009944162776328183	0.013377483778045863	0.00795573573316386	0.01959366035446951	0.016542671245184798	0.016220802998852053	0.010280545129070388	0.011656353120807117	0.00863011332301423	0.013694343851830824	0.03025852614268364	0.0068711474773346555	0.011034457709080136	0.012761715567098103	0.005636251632066989
G3	0.010679975085401932	0.013547630399441022	0.014519922073127146	0.009423090320409324	0.009733777910946647	0.011591151311557071	0.011980649464157339	0.007486634128580221	0.007661407893944349	0.009037660818669304	0.009257595775470043	0.012705292995265965	0.007981545002442166	0.009714029657938258	0.006856728737192153	0.008290366460829663	0.011447524582893479	0.008574260650200111	0.009549610609406345	0.007691984299084038	0.008143648601206617	0.010503637384456945	0.008438969505654304	0.010219137081560118	0.008788039214148686	0.01273398453207826	0.008993104825180245	0.008520949656148837	0.01190780558747229	0.00800459024155222	0.009033400034829043	0.008550515137584884	0.00835734916271685	0.01858906470432998	0.008479016126518298	0.009573747682956654	0.006454436778925797	0.010303723519321762	0.0083713571372592	0.00716535725053394	0.01519265833497638	0.009999356122338307	0.007986216869200079	0.008927621064943997	0.009631548532534201	0.009964008097942076	0.009793589628213827	0.00829502992291492	0.009371012051757744	0.0110253241362034	0.011443139973892966	0.008865289881873522	0.009617458984673598	0.005648267236912177	0.008984599803322614	0.011951079786277963	0.008081364706210611	0.01290457134369561	0.008836096956976609	0.010233175066299742	0.007277202354445481	0.01072373618636392	0.008615252466113407	0.012481811537790226	0.0065556425853285985	0.010816288576907352	0.010026051264359646	0.008695733254902652	0.01086476743138897	0.00863810052525431	0.008653521083697767	0.010256449781805165	0.017293881119288566	0.011657627944777671	0.010304333134510516	0.011178899353686171	0.007900123588617797	0.007320553532564768	0.01818048149337001	0.0076215587701552075	0.0070083961947797115	0.013122396462010088	0.006750615653875079	0.008362808634486985	0.01068409571034293	0.012488607486300133	0.012273234715758473	0.007699584221196233	0.011287719269308832	0.009650548824714625	0.009479856175329988	0.012450618086700435	0.0092907139254977	0.01327780201151239	0.010929779608503146	0.013938395356813292	0.00986234966887389	0.007804978516578006	0.009914838470700295	0.013046564178837452
G4	0.006400108180147098	0.002324794217485059	0.00763506851566374	0.0032487402530979345	0.0031008865850289734	0.004818021479849817	0.006606659299969596	0.02988770469487052	0.03643090148098744	0.003992242531919297	0.006294609208317391	0.006772217069004476	0.00938207366323186	0.006265037012648285	0.005977729782554059	0.004129859000762052	0.01635355491942218	0.007218295079249198	0.008631175846166048	0.004909793058000626	0.007196789007055044	0.008932511982814612	0.01223292742732996	0.004887040662480876	0.008629332424978877	0.007436043866934497	0.00859232131248746	0.005680114715797593	0.023961727437832866	0.00609991075710228	0.023040865379868197	0.015123044256867727	0.003357475777516488	0.004827615003816119	0.00760166251116865	0.01430560975528651	0.007666214523061549	0.02126051955353889	0.007272164601808902	0.00992937473846876	0.003157561252968838	0.008520201835748696	0.005176440246702216	0.0063185445069235974	0.0039189706434385714	0.009449848951991918	0.004548443411752553	0.005677409281245245	0.005789575311837535	0.027143568170830207	0.004197284105401958	0.004962139165913963	0.016992027573735743	0.06260797444334575	0.04566878023913213	0.022406663694185657	0.013010746688459416	0.018221029482538106	0.007240459802190069	0.005460473073009926	0.02188849407799293	0.004698505887396037	0.007273472085950495	0.004042772978875359	0.011211871592488747	0.005711551651922193	0.0048502510680424665	0.005964716828687334	0.0035477561087508738	0.008344493637505649	0.003079062097354013	0.006768066724108751	0.004503291581689571	0.003834590778597302	0.009172023786674246	0.0058375351585509	0.007107558828789062	0.0076468970958838535	0.005120745700504271	0.004711713753855896	0.006251027379910433	0.0057821069913606285	0.019532972348441705	0.007747905454438189	0.01454020388898729	0.010487834566712232	0.006717982607567408	0.011626054477719748	0.02156119126364558	0.007025421591201061	0.007753705550116174	0.004463690547228352	0.005859978106786243	0.0050036561922415165	0.00889404143328977	0.0055456696706439115	0.006435392597005162	0.020009047164666484	0.004421626618797027	0.01614424066967743
G5	0.006169014508308905	0.001648191054203377	0.0019496861630337614	0.004492498820392405	0.004444269720943074	0.03818352569352047	0.08392261498766113	0.002198293552405313	0.003182243029217386	0.011153940640303775	0.0014158157806025901	0.002265034524680048	0.005677697512415499	0.005099410471968898	0.0020120245103480766	0.0007226356680988007	0.004763969772478825	0.053226839190840744	0.0012565507474795899	0.0032236752729749405	0.005212874024195642	0.004949419231882748	0.0039445478410301315	0.0034093238516182196	0.003867276206913416	0.00705607950355762	0.001805881902017102	0.1261397054611788	0.006849885786877729	0.0031469041702822274	0.05330723862207727	0.021091116293063913	0.04869433307470641	0.004868124103457482	0.006864482273330101	0.0027231975774651973	0.004091912238910993	0.004012237427030305	0.019575215133421538	0.004927705827705174	0.002097592048240553	0.0020346335117932624	0.001126986336088176	0.008134146657639868	0.0005147543577109901	0.0025607087523648476	0.0042199538262964855	0.0057345600119165525	0.013616046234182496	0.005264693389788774	0.005116646646057402	0.0018578029328502389	0.028199305856247164	0.006156956886490683	0.005367843659159136	0.00152381209846287	0.001233062684932306	0.009031760826181736	0.004802725724776191	0.009049569792600394	0.002216521871531417	0.011192547363207359	0.004927389882327285	0.0037691489418880527	0.0033170248705232486	0.003979153373548976	0.003054021245575582	0.0013429011087553182	0.009292806765283573	0.022312546919218013	0.0028533123101901732	0.0031343662556726584	0.005531572925928662	0.0010928461682930635	0.004708746987448689	0.006196664463811262	0.004465573578681449	0.08258696954560102	0.007421692400993567	0.008552564618263156	0.008053754056326553	0.0024674982541128586	0.0027719301138460994	0.00047345656417359703	0.00324586087461987	0.004720326973165508	0.0037591573547629386	0.0014485086388108261	0.0012615134017006633	0.0017013514969009675	0.010726442214386938	0.007468118355460856	0.0019105367852274996	0.0029170034475793113	0.004481295596380953	0.0040914563204687915	0.011059414751305922	0.015680775144173167	0.006439736965926436	0.022184536687548044
G6	0.0057709604234068785	0.004381372945926538	0.00649924548244643	0.00556057284933895	0.006693108344849865	0.006101276980723167	0.0045832477879623745	0.031092574901520724	0.01223366122599113	0.007095445814851682	0.010129167240128823	0.008862336527275293	0.018652163013658126	0.01232530092271725	0.006668122543349877	0.004613541348642415	0.008536070332273065	0.009664677300431515	0.007778192593766847	0.011791151803051512	0.0056754794449652	0.01295735807851886	0.006938617152073618	0.008478217512820463	0.006405442750641013	0.00847235570402373	0.007674929083015041	0.0055779838936225986	0.02499582982195311	0.006943639423256376	0.03004881589341004	0.006854643291010704	0.006379773101096251	0.007142671706165465	0.014093596111774862	0.030891107539616578	0.009616949366225381	0.013632338441486933	0.00804346343965385	0.013443614691302062	0.00613855990630792	0.007745264483603808	0.0056689222362146605	0.006318584688126793	0.005840013251075327	0.008634382034731762	0.005800106678613971	0.006695248794691426	0.006148167916223481	0.010755580705686938	0.008989848080811639	0.00496423970207343	0.017186511067855216	0.023489236373324205	0.036439301816226205	0.021787059614035383	0.020927859111656396	0.022663340027056944	0.008639045959099723	0.004624708634471554	0.00814361377264183	0.006081383264525358	0.006664131976041267	0.006547067827314367	0.01431042088336378	0.008281224991137601	0.0071453338296924105	0.007772980263503255	0.007247427100602038	0.010651239852753331	0.0038294614512486033	0.011763661674267145	0.006173481335242966	0.0058215408343720125	0.008904098153438804	0.008158102994334398	0.010694455429063925	0.005538074407031928	0.005733018983323323	0.005566579971533877	0.0059086376775165156	0.006820418372504609	0.013421780213463767	0.009811467973639826	0.010621390892082654	0.010479288539592558	0.00476834235885405	0.01031570545719737	0.01709548577822755	0.006102089354485527	0.006701703699992506	0.010128020948131113	0.007656857240693229	0.005985248800597309	0.007741418043940131	0.004337641869522507	0.007105499287349318	0.016111645817795606	0.006487525974779609	0.014617534793370529
G7	0.01603501793706278	0.006951776648845486	0.007843794831715021	0.0070930369872564125	0.006563602810997248	0.007237311262059297	0.005810193515825228	0.03609437369114572	0.01862226003207931	0.005725768728962155	0.051088784381766575	0.007228611735939621	0.007800144645135236	0.004711017384907078	0.009045039388927846	0.004183978772663206	0.007333502087887367	0.007595369380448138	0.007193066316737658	0.004190389516055362	0.007527987513297752	0.005126217575017729	0.004955132403274724	0.005401494313697849	0.008408975163234609	0.006436726850715402	0.006966386532648701	0.006131956965957837	0.008177284195866896	0.00539875839552314	0.008169444846766577	0.006731437954719314	0.0099087818339669	0.005074407752853814	0.007910248947489299	0.02583903129871594	0.013022872850494263	0.011284952163267543	0.0055985093867340335	0.011160205612711327	0.006427693064585	0.005407861659509848	0.007238129338630495	0.016319925499783713	0.008636734322486902	0.005827816770721	0.0054350310026972035	0.00665762955724683	0.008101114968881998	0.004673315558072261	0.004250719503571715	0.005291426539286074	0.026170643466845316	0.008328236587346076	0.014573118536975346	0.006374365144107754	0.009209666363132855	0.009356628359282566	0.006324038638255709	0.004749799138969963	0.04893380016415971	0.007144551411548829	0.01211553992887133	0.005342213194692555	0.021280026609982572	0.006656288155256681	0.00613500133649369	0.008840182517482411	0.005408084699164448	0.009490441444060188	0.014156589368631201	0.049780097694308544	0.0086195207786482	0.006269068806981279	0.00671895986868606	0.006145890332101602	0.007280283785049986	0.009606824675478748	0.004649077483582003	0.0046599522689147466	0.02717328557936103	0.0065035140713806255	0.00853787131074379	0.008828504208286497	0.0052090516275387294	0.007680393675191426	0.004718028581932549	0.008973153051467692	0.006595857304969075	0.007416741678362599	0.005005504220385156	0.006932027480809621	0.005358583662335192	0.006908884301041638	0.011786120104132299	0.005553150281714202	0.004183306190171264	0.032342599970443746	0.007191543745079081	0.006937737796800195
G8	0.009315841408781774	0.00336178868224525	0.01743091925539099	0.004215139831255649	0.0051728796752213485	0.004659095608411174	0.011622614331063322	0.01839843179282418	0.055499062272562384	0.0044819501284851905	0.011521383793156374	0.005209714398380684	0.00630300185103312	0.007251280767236692	0.0034835892625038316	0.007491068373469232	0.005971990079315427	0.009052927957699864	0.010130136093190436	0.009675683616344858	0.008768405349645325	0.007336096363170892	0.004698681786847405	0.00796549352927129	0.0055855552262231755	0.02123678598680086	0.005717559709193923	0.006632231574504032	0.06412215860010931	0.003279350274480049	0.007454591134795327	0.023491601867999343	0.009269360203751839	0.004901660994112484	0.006651820519524241	0.011580354160146838	0.009135574891104444	0.025606558605773464	0.010779664894692814	0.013875312380924867	0.0028481340767592543	0.01296632950983911	0.003599218843452963	0.005545278982649798	0.009389857089397066	0.010478470692883723	0.004806545704900771	0.005769817314987702	0.007576601535536873	0.010540294953787702	0.0038722965104239352	0.002930288772498299	0.02597251642281415	0.024606139368632703	0.03289497551664242	0.010557936423499847	0.009272556647452352	0.004036062861314158	0.00600397635327661	0.009100873784579692	0.017116461533738605	0.003962671747730689	0.00855295863716058	0.006008024500521243	0.005962958688447504	0.006348858233882969	0.004328602529887499	0.006151528985136283	0.005834423061337674	0.011299002235533947	0.005392341803499032	0.006008732409929056	0.0036332316180449605	0.0032828592805287517	0.012559918153520436	0.005958506796645181	0.004266550257216171	0.0056148988527595384	0.008103091526357183	0.004865243093619511	0.009240229569482172	0.006324142678662943	0.03419730834305187	0.00588175147384105	0.0034976483840083255	0.007154112008798966	0.006066808556035252	0.014509162503391597	0.014086516664429076	0.008981395218921039	0.00835458607639667	0.004189849892780715	0.010974868610235208	0.0067858521299477195	0.010074178120004572	0.0064610884993685945	0.006079812956682369	0.022491511944898655	0.00420272352166024	0.0040901003049332325
G9	0.004120692037663054	0.0018878555886646462	0.0065699767036001226	0.004736714710908493	0.003169155985798649	0.002602345612231711	0.00198114799757772	0.0517956818269494	0.023213971368478782	0.003259566542256426	0.010840715123785634	0.012146422177285355	0.017286609723483858	0.0036456081823512663	0.0014414416464667381	0.005262124335643602	0.007910535380424836	0.0056199713062287295	0.0023396305258371166	0.003527690141682987	0.0059182822432884185	0.006931653747871965	0.002334244177330163	0.004901595144095537	0.005263285747006029	0.005740829386401853	0.00512645290530122	0.008520945238773892	0.021204431312168447	0.005002330640292488	0.04574771517473468	0.009006318536143051	0.0032552821941494764	0.0032185033248260213	0.009150102662405969	0.03781385120745045	0.006494215660249746	0.015443557893547816	0.012013726701741596	0.013308660107106091	0.0017150138992456472	0.0054818950354132544	0.004784392750409029	0.0068713388013276555	0.00415907133491238	0.00370765786430654	0.002035828307515896	0.002438224442675771	0.00453663028535179	0.004539887763053778	0.010498833903427752	0.002136462760048574	0.024948932973566394	0.014755520929156255	0.08837279561542552	0.017064909966417754	0.025212988999769842	0.042414572604183035	0.019813518930957424	0.005942416398119352	0.0041293215885425906	0.0039954590374901245	0.004641134042317105	0.001608939515329462	0.03479195023365892	0.007320962151699949	0.005289108580634258	0.015021072119654352	0.0019649957984643374	0.0027602280202619327	0.0037885933371654716	0.004744941208740716	0.0064402817822100155	0.0019251632823635942	0.005127263256144891	0.0033188351389228697	0.011044088098863565	0.003956824629197505	0.00135965849682845	0.002943985830409868	0.0037336097667197716	0.0039832504277312435	0.024508176310733553	0.008843085719157324	0.004572882819660135	0.013008733967543607	0.003925415939035756	0.0071537009537388065	0.03643295281020309	0.005693255600937798	0.005162665355010048	0.015281936620197415	0.00416944236115278	0.00494860378986594	0.00736673100839676	0.00238283214245584	0.007007968441491807	0.015196670216213317	0.004754826442360521	0.004515718671006856
G10	0.01312847057133	0.0040821129536925	0.010422935632103182	0.006072740124776213	0.005627691923998524	0.008356211971275902	0.003749807603880079	0.015907711250451803	0.008481633679231684	0.003366248665380021	0.004391400310079365	0.012712765206946277	0.00575422850464205	0.014431484734806089	0.007045956850856098	0.009494570328591148	0.009215353535917055	0.006843178813255569	0.00385113621324481	0.03189672895827204	0.011874981731450391	0.0381734154030929	0.007013449615703573	0.004485406938229153	0.003998224029400423	0.04454778569887647	0.005104686335939716	0.005074900945956547	0.006184354618400085	0.008013469383256979	0.006736378001095387	0.004307448218304837	0.004861874904352353	0.003689979610864351	0.009969318901901867	0.012917963572543255	0.0059211709039204315	0.004374608571696139	0.038664220816011195	0.03746662136893105	0.005501724775106848	0.010720159483366644	0.00931071911657006	0.007337576331058217	0.015041510859813655	0.0060905934591640705	0.0033802745316148593	0.004418226150099543	0.007392748076921998	0.003601294848924292	0.01008032554945487	0.004901313992295764	0.02735953156659611	0.0033741369212990004	0.00446374959516121	0.009769908906131716	0.003357434161488767	0.005308986692267699	0.013219551004126515	0.006058694535120013	0.0069600983644525286	0.014512116038395298	0.006587489203969299	0.004677297483472045	0.006996082432279883	0.0068848393259228905	0.008804163264406938	0.009745478222113576	0.004543552084720362	0.04290759008242065	0.007002850010336089	0.011656237879677473	0.007035604691115942	0.0044971476984802545	0.030454064274144738	0.009634602395735017	0.005193156811130744	0.003906412002377802	0.004356696175551545	0.04298438417623832	0.004228919426440178	0.006883533034831409	0.003916868759769159	0.008848522692995762	0.008647919100184644	0.013353999681402393	0.004715632567353715	0.013509062401387158	0.012357883297904859	0.0032580612730983903	0.004171830502677785	0.0036743816100179797	0.003837943138774566	0.005795292799106464	0.005107824737339423	0.006614957161415397	0.0035085275484879335	0.017656052663015696	0.016100142673522833	0.005571694354093413
