Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G75	G98	0.543305584142264	6.03480868837101e-10
G98	G75	0.543305584142263	6.0348086883716e-10
G18	G62	0.362244139682175	8.68069431251493e-05
G62	G18	0.362244139682175	8.68069431251493e-05
G15	G14	0.359746127409402	9.78969668462397e-05
G14	G15	0.359746127409402	9.78969668462405e-05
G29	G64	0.338718067308119	0.000259153570661379
G64	G29	0.338718067308119	0.000259153570661383
G36	G35	0.336229405428622	0.000289503607966416
G35	G36	0.336229405428621	0.000289503607966423
G89	G6	0.335943122072697	0.000293197974804821
G6	G89	0.335943122072697	0.000293197974804822
G39	G97	0.320273297652868	0.000576202762443715
G97	G39	0.320273297652868	0.000576202762443719
G16	G34	0.316481760882701	0.000674904874733623
G34	G16	0.3164817608827	0.000674904874733647
G8	G20	0.308211469042721	0.000946109569744092
G20	G8	0.308211469042721	0.000946109569744104
G16	G88	0.306464928587455	0.00101481490030524
G88	G16	0.306464928587454	0.00101481490030528
G50	G44	0.304858348676324	0.00108200485991209
G44	G50	0.304858348676323	0.0010820048599121
G21	G33	0.30149425769411	0.00123601973008592
G33	G21	0.30149425769411	0.00123601973008592
G76	G51	0.29924879891306	0.00134966295459965
G51	G76	0.29924879891306	0.00134966295459966
G55	G34	0.290411942661207	0.00189518782220335
G34	G55	0.290411942661206	0.00189518782220343
G77	G89	0.287171475111736	0.00214074123602476
G89	G77	0.287171475111735	0.00214074123602478
G58	G16	0.283900760070853	0.00241741617941929
G16	G58	0.283900760070853	0.0024174161794193
G69	G42	0.282167531203222	0.00257676136335204
G42	G69	0.282167531203222	0.00257676136335207
G25	G38	0.280306398374367	0.00275835757914481
G38	G25	0.280306398374367	0.00275835757914482
G79	G45	0.278118100063541	0.00298656885321893
G45	G79	0.278118100063541	0.00298656885321894
G83	G42	0.276578663224572	0.00315714606568552
G42	G83	0.276578663224572	0.00315714606568556
G89	G8	0.27554793400367	0.00327619986402654
G8	G89	0.275547934003669	0.00327619986402654
G10	G58	0.272889138495217	0.00360213923959961
G58	G10	0.272889138495217	0.00360213923959966
G61	G38	0.271412488783844	0.00379546126511673
G38	G61	0.271412488783844	0.00379546126511676
G88	G31	0.271285625488381	0.00381249617328514
G31	G88	0.271285625488381	0.00381249617328519
G32	G14	0.269850128935043	0.0040100804604792
G14	G32	0.269850128935043	0.00401008046047922
G97	G18	0.266828959689646	0.00445614693171158
G18	G97	0.266828959689646	0.00445614693171158
G88	G15	0.265058066381225	0.00473776081363195
G15	G88	0.265058066381224	0.00473776081363211
G10	G49	0.261608981932101	0.00533222758870328
G49	G10	0.261608981932101	0.0053322275887033
