,TS_0_0,TS_0_1,TS_0_2,TS_0_3,TS_0_4,TS_0_5,TS_0_6,TS_0_7,TS_0_8,TS_0_9,TS_0_10,TS_0_11,TS_0_12,TS_0_13,TS_0_14,TS_0_15,TS_0_16,TS_0_17,TS_0_18,TS_0_19,TS_0_20,TS_1_0,TS_1_1,TS_1_2,TS_1_3,TS_1_4,TS_1_5,TS_1_6,TS_1_7,TS_1_8,TS_1_9,TS_1_10,TS_1_11,TS_1_12,TS_1_13,TS_1_14,TS_1_15,TS_1_16,TS_1_17,TS_1_18,TS_1_19,TS_1_20,TS_2_0,TS_2_1,TS_2_2,TS_2_3,TS_2_4,TS_2_5,TS_2_6,TS_2_7,TS_2_8,TS_2_9,TS_2_10,TS_2_11,TS_2_12,TS_2_13,TS_2_14,TS_2_15,TS_2_16,TS_2_17,TS_2_18,TS_2_19,TS_2_20,TS_3_0,TS_3_1,TS_3_2,TS_3_3,TS_3_4,TS_3_5,TS_3_6,TS_3_7,TS_3_8,TS_3_9,TS_3_10,TS_3_11,TS_3_12,TS_3_13,TS_3_14,TS_3_15,TS_3_16,TS_3_17,TS_3_18,TS_3_19,TS_3_20,TS_4_0,TS_4_1,TS_4_2,TS_4_3,TS_4_4,TS_4_5,TS_4_6,TS_4_7,TS_4_8,TS_4_9,TS_4_10,TS_4_11,TS_4_12,TS_4_13,TS_4_14,TS_4_15,TS_4_16,TS_4_17,TS_4_18,TS_4_19,TS_4_20,TS_5_0,TS_5_1,TS_5_2,TS_5_3,TS_5_4,TS_5_5,TS_5_6,TS_5_7,TS_5_8,TS_5_9,TS_5_10,TS_5_11,TS_5_12,TS_5_13,TS_5_14,TS_5_15,TS_5_16,TS_5_17,TS_5_18,TS_5_19,TS_5_20,TS_6_0,TS_6_1,TS_6_2,TS_6_3,TS_6_4,TS_6_5,TS_6_6,TS_6_7,TS_6_8,TS_6_9,TS_6_10,TS_6_11,TS_6_12,TS_6_13,TS_6_14,TS_6_15,TS_6_16,TS_6_17,TS_6_18,TS_6_19,TS_6_20,TS_7_0,TS_7_1,TS_7_2,TS_7_3,TS_7_4,TS_7_5,TS_7_6,TS_7_7,TS_7_8,TS_7_9,TS_7_10,TS_7_11,TS_7_12,TS_7_13,TS_7_14,TS_7_15,TS_7_16,TS_7_17,TS_7_18,TS_7_19,TS_7_20,TS_8_0,TS_8_1,TS_8_2,TS_8_3,TS_8_4,TS_8_5,TS_8_6,TS_8_7,TS_8_8,TS_8_9,TS_8_10,TS_8_11,TS_8_12,TS_8_13,TS_8_14,TS_8_15,TS_8_16,TS_8_17,TS_8_18,TS_8_19,TS_8_20,TS_9_0,TS_9_1,TS_9_2,TS_9_3,TS_9_4,TS_9_5,TS_9_6,TS_9_7,TS_9_8,TS_9_9,TS_9_10,TS_9_11,TS_9_12,TS_9_13,TS_9_14,TS_9_15,TS_9_16,TS_9_17,TS_9_18,TS_9_19,TS_9_20
G1,0.6425834,0.6481299,0.5759389,0.5984927,0.6768811,0.6665302,0.5847192,0.5561976,0.6322557,0.5889294,0.6313562,0.5540627,0.5265193,0.5717824,0.5621791,0.6431494,0.5728141,0.5993684,0.495134,0.7040443,0.6234362,0.5785494,0.6808241,0.647245,0.7602736,0.6702172,0.8065505,0.6939828,0.6227786,0.6853021,0.6064291,0.6620057,0.6072133,0.7172978,0.6614522,0.8374119,0.7303719,0.6473282,0.5809845,0.61303,0.6756545,0.6359398,0.6086476,0.5922579,0.6938632,0.7794043,0.659195,0.7114087,0.6924958,0.616141,0.6256812,0.5464153,0.6466558,0.7574138,0.654205,0.6122332,0.6579384,0.7073569,0.5962642,0.5652209,0.5884384,0.5936364,0.6305364,0.6379663,0.6623494,0.5945977,0.6440797,0.6968744,0.6493089,0.6580209,0.5990418,0.7502369,0.5572878,0.630863,0.682531,0.6323659,0.6439566,0.7274758,0.5852295,0.6642619,0.7576347,0.5863094,0.6094348,0.6349337,0.7049432,0.8426895,0.623089,0.5692127,0.6553962,0.6279301,0.5863025,0.6547025,0.6267209,0.7929236,0.6562918,0.583201,0.5477646,0.5926684,0.5380661,0.8000995,0.7428059,0.6583262,0.6037611,0.7162992,0.5422931,0.6490153,0.6227303,0.6001092,0.6894515,0.6441809,0.633893,0.7447722,0.6444622,0.716529,0.6658325,0.7102471,0.6885856,0.6273778,0.5992215,0.6743452,0.6972386,0.664529,0.6558076,0.6609568,0.5834869,0.6254687,0.7714263,0.7269704,0.6247823,0.6207195,0.6790229,0.7419046,0.7027965,0.7752607,0.5693013,0.6696663,0.6883326,0.6389091,0.6324278,0.6764085,0.6315756,0.6531132,0.6009704,0.6512555,0.690953,0.5655917,0.5796992,0.5334417,0.5728714,0.6774518,0.708109,0.7086066,0.7874219,0.7130916,0.7245614,0.7254349,0.5760927,0.5163362,0.6090776,0.7031105,0.7272834,0.7402551,0.7702697,0.5423087,0.5914622,0.6548328,0.6965475,0.6545867,0.5812727,0.672299,0.7272313,0.656778,0.5797488,0.5925305,0.6163447,0.6051876,0.5862701,0.6003725,0.6982693,0.651551,0.5865852,0.6382823,0.6662684,0.6103733,0.5230858,0.5539135,0.6370974,0.7123775,0.6639807,0.7449459,0.6209909,0.5607869,0.6729266,0.5219471,0.6015009,0.6685808,0.7831462,0.6605394,0.7064481,0.6090713,0.5359943,0.6970456,0.6353397,0.6445998,0.6936763,0.6906532,0.6204634,0.6437649,0.6255512,0.6878489
G2,0.0933837,0.0487739,0.049468,0.0487639,0.06391,0.0784107,0.1086099,0.0956517,0.0463838,0.0525032,0.0749683,0.0702117,0.0678401,0.0693359,0.0645481,0.0510267,0.151996,0.0921689,0.0580835,0.163259,0.1284757,0.0866914,0.0310019,0.0214718,0.0294438,0.0299249,0.0198129,0.0099013,0.0098861,0.0191886,0.0133214,0.0053353,0.0458003,0.0841934,0.0506946,0.0647639,0.0419891,0.0985322,0.0718391,0.0674283,0.0561549,0.098236,0.0838833,0.0728552,0.0469599,0.0614798,0.0990493,0.0724791,0.079944,0.0719216,0.0747295,0.0738603,0.0850156,0.1099607,0.0792607,0.0834509,0.1039332,0.0796623,0.1008602,0.0795075,0.1158112,0.082713,0.0824254,0.0753976,0.0842124,0.098462,0.0462108,0.0884365,0.0501989,0.0726471,0.1095356,0.0676115,0.0885005,0.0924914,0.0640268,0.0750602,0.0521918,0.1079144,0.0509576,0.0624206,0.0718483,0.1205536,0.0588736,0.0857656,0.0734045,0.0242407,0.0199735,0.0137441,0.022351,0.02436,0.0202032,0.015766,0.0234927,0.0308008,0.0148513,0.0394449,0.0715225,0.0594053,0.0709499,0.0616377,0.1030262,0.0589944,0.0567929,0.0324551,0.098253,0.1069796,0.0984689,0.1001848,0.1178852,0.0721182,0.0688621,0.0821342,0.0550241,0.0752937,0.0497907,0.081707,0.0336091,0.0528107,0.0715007,0.0880509,0.066382,0.0578763,0.0466709,0.0753175,0.060326,0.0579613,0.1081298,0.0385469,0.0302244,0.0189781,0.0291103,0.0222727,0.0220302,0.0373806,0.0188647,0.0332013,0.0457927,0.0836071,0.0805505,0.0408558,0.0321891,0.0697749,0.1023705,0.0436324,0.0455043,0.0864095,0.1024297,0.0827714,0.0428286,0.0354251,0.0637967,0.048405,0.0540319,0.0562642,0.0558477,0.0614303,0.0615254,0.060855,0.0841121,0.0777928,0.1281031,0.0726225,0.0663706,0.0693758,0.0646304,0.0744095,0.0355585,0.0916132,0.0741251,0.0345916,0.0221122,0.0042157,0.0015357,0.0039377,0.0004049,0.0015276,0.0005537,0.0009301,0.0044483,0.0784926,0.0626501,0.0596134,0.0800869,0.0853035,0.0489978,0.0887356,0.0667892,0.050444,0.0655048,0.0764108,0.0934751,0.0928989,0.0778592,0.0966386,0.0670818,0.0555243,0.0854736,0.0593071,0.0761094,0.0740314,0.0261507,0.0723801,0.1023325,0.0750608,0.0613053,0.0435544,0.1120626,0.0888101,0.0638492,0.1221015
G3,0.4412343,0.3875712,0.5036773,0.4908437,0.5380016,0.4363508,0.4049714,0.4855305,0.4574511,0.4116394,0.4483311,0.4757324,0.4041836,0.4375441,0.4334575,0.4693638,0.4655724,0.4718272,0.5061763,0.4583766,0.491912,0.4369061,0.4705835,0.4422293,0.3972791,0.4310256,0.4115703,0.4206992,0.5415015,0.4844867,0.3732606,0.3996373,0.4545595,0.3775508,0.4371791,0.4263417,0.4051296,0.4618914,0.4652497,0.4197736,0.463628,0.4267336,0.4759434,0.480872,0.4350311,0.461717,0.4763239,0.5060945,0.3452026,0.3500651,0.396081,0.4486249,0.4441871,0.4807657,0.5503261,0.4967016,0.4102374,0.4258152,0.4728797,0.402748,0.4470331,0.4713355,0.4774794,0.371731,0.0713476,0.0358842,0.0431673,0.082926,0.0421951,0.0398274,0.0535028,0.0366178,0.0474103,0.0470536,0.3831455,0.4695655,0.3866238,0.3854937,0.457656,0.5106242,0.3643363,0.4634997,0.4197335,0.4409318,0.475451,0.3790117,0.4949177,0.4738469,0.4937641,0.3530759,0.5249326,0.3289658,0.3532858,0.4159481,0.493355,0.6582512,0.4603855,0.4183428,0.550735,0.4747793,0.51085,0.4753961,0.4577677,0.4762114,0.5160659,0.4186542,0.2438209,0.2645027,0.2538527,0.2834216,0.280953,0.3023562,0.3863433,0.2869284,0.3596537,0.2523716,0.4728931,0.3852374,0.4095975,0.464343,0.3945102,0.5108216,0.3946716,0.4414239,0.4625666,0.5374877,0.4038959,0.4711493,0.419759,0.4026816,0.4586884,0.4774606,0.5138651,0.4636291,0.3898108,0.460056,0.4740906,0.4596164,0.4841977,0.4660154,0.3851293,0.4665247,0.5046634,0.4051135,0.6301799,0.5245665,0.4366417,0.422483,0.3814617,0.4759993,0.4314588,0.454108,0.4676972,0.400563,0.4999213,0.400669,0.4610576,0.4723735,0.5487651,0.4056797,0.3697694,0.4040506,0.521867,0.4369178,0.5224298,0.4521382,0.5637483,0.5304078,0.4335068,0.205782,0.2236317,0.263211,0.2310137,0.2716991,0.2068523,0.2412679,0.27818,0.1762051,0.1574742,0.4828185,0.5129972,0.455668,0.47062,0.489217,0.5234806,0.5119006,0.3945965,0.3671254,0.4357153,0.4728318,0.42703,0.5052313,0.4457856,0.4782577,0.3645591,0.406048,0.4817846,0.3741849,0.4854703,0.4515558,0.388525,0.4984568,0.3785189,0.4800389,0.5026974,0.4381526,0.4268929,0.4508402,0.4479888,0.4822237
G4,0.5406379,0.5535575,0.5762315,0.5176394,0.5365881,0.6081072,0.6034682,0.4725272,0.5480892,0.6044018,0.5609789,0.6489594,0.4395375,0.4420829,0.3751896,0.4925906,0.4280696,0.3190215,0.5514006,0.6442549,0.5048246,0.5111148,0.4113736,0.6096447,0.516839,0.3884217,0.5281942,0.5128368,0.4925846,0.3786753,0.4727469,0.3961346,0.3354296,0.4130623,0.3568331,0.4438642,0.3834393,0.395966,0.5053617,0.4254394,0.4209696,0.5555045,0.5069134,0.559566,0.4758295,0.5991966,0.5503037,0.4769173,0.5266696,0.5327182,0.6617976,0.5173397,0.5359521,0.5757723,0.4512912,0.425286,0.469465,0.462486,0.4955776,0.5126782,0.4928229,0.6478203,0.4848362,0.4702843,0.6579506,0.4972861,0.5911173,0.6230962,0.6166883,0.5520304,0.5463013,0.546616,0.5457495,0.6508306,0.5426732,0.5111816,0.5808123,0.4173792,0.3450604,0.3313393,0.2670502,0.2870469,0.4509197,0.4966429,0.4469763,0.392583,0.379863,0.4180942,0.5349185,0.3067172,0.3848163,0.3562624,0.4457371,0.447492,0.3375302,0.4235741,0.4118175,0.4389592,0.4581659,0.4603621,0.4780135,0.3729209,0.3962345,0.2717529,0.3629997,0.5628667,0.5787419,0.6002837,0.5818234,0.4141709,0.3402791,0.3784755,0.3268739,0.4572146,0.3721117,0.513098,0.5131405,0.5201505,0.4066081,0.465106,0.3242972,0.364823,0.3800881,0.4323748,0.5204635,0.4120534,0.542573,0.5231083,0.7516613,0.5499088,0.5908149,0.6557515,0.5720105,0.5376859,0.5289799,0.5357025,0.4376072,0.4106608,0.2483238,0.348659,0.2989003,0.4132224,0.3901834,0.5227843,0.3344863,0.4763876,0.4903171,0.5434039,0.4904341,0.5016316,0.4112346,0.4981662,0.5531235,0.507828,0.3355928,0.3572637,0.3460329,0.3033184,0.4988284,0.4822544,0.464981,0.4004967,0.4597225,0.3694475,0.3163598,0.5624262,0.4989449,0.5551697,0.5531938,0.4900351,0.5444334,0.4061928,0.2420166,0.4402328,0.4713378,0.3563,0.257663,0.4499139,0.5002694,0.5893327,0.5125457,0.4219577,0.5752135,0.5458617,0.5857092,0.4750648,0.48991,0.4616673,0.4151112,0.4872729,0.737714,0.4701752,0.4299298,0.4927426,0.4688607,0.5085017,0.5889585,0.5578476,0.4790687,0.4795343,0.4054652,0.3708591,0.3933042,0.3111371,0.3863841,0.4464889,0.3798088,0.4190036,0.4954818,0.5185273
G5,0.2776251,0.2120289,0.2760751,0.2307591,0.290554,0.2862741,0.2035139,0.2170582,0.2586156,0.2008554,0.295202,0.2499446,0.2751259,0.2893393,0.2373197,0.270434,0.2983598,0.3490071,0.4252529,0.2973303,0.3433987,0.321129,0.3049178,0.2861743,0.2725958,0.3464954,0.2878541,0.2636295,0.2102222,0.2407341,0.2027129,0.2274778,0.221758,0.2843889,0.2547214,0.2283058,0.2803936,0.2595726,0.2138859,0.3137982,0.340746,0.2164637,0.3616455,0.1767601,0.2415814,0.2462733,0.3336343,0.2253457,0.2875607,0.3631104,0.269665,0.3375593,0.274902,0.3499187,0.3101541,0.3109127,0.3076181,0.2819911,0.2398525,0.4020921,0.2435797,0.2626719,0.2851377,0.3634949,0.3406737,0.2228385,0.2899884,0.2640135,0.1923487,0.1497741,0.1561225,0.3424508,0.2565791,0.2917596,0.3151867,0.2521676,0.3272786,0.1725703,0.2095288,0.2521152,0.1935548,0.2675523,0.2465547,0.2760871,0.3036699,0.2370263,0.1803018,0.2628713,0.3036087,0.2306806,0.1918275,0.2450476,0.2430494,0.334841,0.2985262,0.3422842,0.1900187,0.2780257,0.3127181,0.3019446,0.2272977,0.3437493,0.2078028,0.1507059,0.3000542,0.2846929,0.3175441,0.2429461,0.194572,0.1858862,0.2488294,0.2454605,0.2340034,0.2473406,0.3074793,0.2438801,0.3138822,0.178123,0.2669695,0.2510102,0.2128367,0.2220513,0.2648032,0.2697717,0.3119569,0.3446012,0.2629521,0.2321641,0.2587359,0.2626785,0.2815209,0.4186012,0.2540739,0.2371947,0.1982272,0.3055623,0.2445032,0.22144,0.2190949,0.2156137,0.2332846,0.2531838,0.2204547,0.2608671,0.2502474,0.2539781,0.3536894,0.3178508,0.258603,0.2728254,0.2872499,0.3612222,0.2718906,0.1837009,0.1840233,0.223245,0.3322779,0.2885243,0.2072679,0.24031,0.3570947,0.2828203,0.2379011,0.270742,0.2831583,0.3791287,0.3227825,0.3587971,0.3011524,0.2777035,0.2598504,0.2427742,0.2369612,0.2403512,0.231968,0.2021943,0.2484325,0.2423025,0.2551812,0.2260312,0.3323699,0.2900002,0.4612064,0.3243698,0.3295611,0.3016046,0.3218083,0.298749,0.1611953,0.338302,0.3309833,0.265437,0.3350671,0.2726263,0.2815227,0.2511841,0.2574454,0.2886714,0.2326487,0.2992052,0.2895904,0.2218372,0.2897132,0.2718253,0.2809168,0.2428515,0.216461,0.2802569,0.2930988,0.2855338
G6,0.4253719,0.4083222,0.4139824,0.4239026,0.4798442,0.3137565,0.3857372,0.1970094,0.2301448,0.2516901,0.2046788,0.2106664,0.3055156,0.3903869,0.396079,0.3887323,0.4854994,0.3190638,0.4024296,0.4731785,0.3714611,0.4278824,0.3533729,0.3262293,0.4339959,0.3491783,0.430021,0.4546189,0.4585678,0.4468626,0.4258397,0.4662547,0.5406211,0.5439954,0.4235639,0.3868981,0.488193,0.4317505,0.4396935,0.3461558,0.4492021,0.3931055,0.5529787,0.4935949,0.503913,0.3559601,0.3715033,0.3565737,0.4947383,0.3631875,0.2994733,0.3287767,0.3084657,0.2374454,0.3340788,0.3417439,0.3080392,0.3502163,0.3999242,0.4704734,0.3657623,0.407134,0.2979595,0.4995842,0.3719107,0.3063575,0.2979127,0.274238,0.2572194,0.3318575,0.4908799,0.4014395,0.3967262,0.3818172,0.3903719,0.4150032,0.4358733,0.3942669,0.4181,0.5253687,0.491473,0.431353,0.5378328,0.3381127,0.487645,0.4878365,0.3772831,0.3269189,0.3529772,0.432323,0.3753857,0.3391285,0.3270395,0.35125,0.3732896,0.391509,0.4172355,0.350715,0.2721601,0.36171,0.4074269,0.5312571,0.4764947,0.4682051,0.4264645,0.4597783,0.4172989,0.399593,0.4772317,0.3555601,0.3587367,0.496927,0.3328097,0.4016501,0.3106024,0.5122473,0.4404712,0.4101617,0.4622414,0.3610144,0.4291361,0.3864694,0.5234352,0.5155973,0.4067833,0.4076584,0.5212239,0.2737987,0.2083312,0.1777162,0.2077002,0.2395786,0.1442971,0.2018953,0.2361399,0.1880842,0.1512105,0.3857982,0.4413236,0.3589695,0.4270215,0.4534412,0.5060666,0.491315,0.478901,0.4679351,0.4695126,0.4014663,0.4977177,0.4547396,0.4227943,0.3958811,0.4292098,0.3712826,0.43341,0.4809259,0.4878504,0.5043564,0.3949474,0.5171924,0.4276831,0.4451126,0.4316429,0.4850186,0.4080166,0.3307731,0.3344302,0.3912845,0.5683202,0.4279724,0.413787,0.4440293,0.4571333,0.4684615,0.4311484,0.3766423,0.4660966,0.4680157,0.4289336,0.3731598,0.4866943,0.3737213,0.4403049,0.3260242,0.3617045,0.3846733,0.4272921,0.4904143,0.5611864,0.4986554,0.3980368,0.434155,0.4747293,0.4438363,0.4655445,0.5403883,0.4530201,0.5569704,0.5555773,0.4815134,0.6114406,0.6049876,0.6060377,0.5089102,0.4719869,0.4256899,0.3999031,0.4940015,0.4589908,0.4331459
G7,0.5157007,0.4885334,0.4564407,0.5096345,0.4538758,0.4545788,0.4570072,0.4564628,0.3480882,0.3508738,0.3267611,0.3974605,0.5175777,0.4512404,0.4424416,0.4460573,0.4593987,0.5009601,0.4722834,0.3948687,0.4110016,0.475436,0.4265255,0.4233857,0.4211185,0.4760236,0.5319469,0.4645411,0.4225722,0.4369103,0.4311354,0.406081,0.4356326,0.5000054,0.5260749,0.4655024,0.3817688,0.3570515,0.4178046,0.4451221,0.4248028,0.4187796,0.3812958,0.4358942,0.4783177,0.4371728,0.4174916,0.4617871,0.4104329,0.3983648,0.3180495,0.3331779,0.2694701,0.4383218,0.4055927,0.5730679,0.6253834,0.4561495,0.4108541,0.3592703,0.3487784,0.3613587,0.6070677,0.4892132,0.4714145,0.4561785,0.4271482,0.6208278,0.4400966,0.3509517,0.4803621,0.4633509,0.4560296,0.4424504,0.4155894,0.4127389,0.4466579,0.3586982,0.5608497,0.5318966,0.4801524,0.4062863,0.3837632,0.4220022,0.4934618,0.4488749,0.4599361,0.5236822,0.4344551,0.4899575,0.3668484,0.3940722,0.4798112,0.5493351,0.4347166,0.4762936,0.4781806,0.4811617,0.4045037,0.5265613,0.4074771,0.5076878,0.4770967,0.461445,0.4966282,0.4188039,0.41977,0.3830053,0.4119278,0.4348344,0.5466537,0.4545633,0.4472669,0.4876422,0.4648756,0.4712364,0.4591313,0.411295,0.3985517,0.4972642,0.5247707,0.4844192,0.46823,0.4806581,0.4739272,0.4341036,0.4315672,0.4527187,0.3914461,0.5554537,0.4229331,0.452966,0.5797672,0.4501886,0.4948292,0.3391414,0.3376367,0.5207846,0.4116798,0.4395391,0.4954911,0.4036162,0.3847166,0.3599857,0.3552799,0.434482,0.4294919,0.4571938,0.4774768,0.4204105,0.3849286,0.4079311,0.3087609,0.3838408,0.4830103,0.3894763,0.4820822,0.4279447,0.4315082,0.4469671,0.3609512,0.3829637,0.4277252,0.368237,0.4337591,0.3824218,0.4836651,0.3361321,0.463274,0.4788272,0.3587762,0.4677598,0.5281427,0.4231699,0.500349,0.4364412,0.4091778,0.4154218,0.3243163,0.4540214,0.4533846,0.430477,0.461089,0.4295638,0.3828881,0.4281446,0.4865662,0.4617889,0.4096386,0.4183818,0.4790892,0.4778012,0.5574779,0.627037,0.6045144,0.6501337,0.5311242,0.63447,0.5124015,0.5745491,0.5227744,0.405182,0.3716869,0.42046,0.5243666,0.5415129,0.354166,0.3775478,0.2904079,0.4513738
G8,0.0800256,0.0833742,0.0861133,0.0626398,0.0957074,0.0616347,0.0294324,0.0920693,0.0978435,0.0301784,0.0704487,0.0915002,0.0595545,0.0650313,0.0597231,0.0476505,0.0703421,0.1022335,0.0842721,0.1096571,0.0811963,0.1292625,0.0644971,0.0642635,0.1087642,0.0828516,0.0576678,0.0342728,0.0957955,0.0626256,0.0398845,0.076156,0.0409226,0.0996426,0.0673098,0.0474336,0.0314751,0.0893085,0.0637117,0.0671073,0.0780273,0.0349119,0.0653762,0.0455308,0.0214994,0.0370807,0.04273,0.0512137,0.0685353,0.0688993,0.0486458,0.0540725,0.0882763,0.0767661,0.0806629,0.0926589,0.0742036,0.0759812,0.0766609,0.0744819,0.051013,0.0637947,0.1042068,0.0770317,0.0916214,0.0979282,0.0860078,0.0628687,0.0524972,0.0221841,0.040669,0.0871049,0.0613127,0.0576356,0.0557596,0.1262376,0.0542203,0.0517815,0.0618673,0.0345558,0.0389718,0.039946,0.071147,0.0548348,0.0791781,0.194875,0.2253666,0.316599,0.2919525,0.2099773,0.2879838,0.3201699,0.2241691,0.2546104,0.2414238,0.1287567,0.128736,0.1155618,0.0753258,0.0830025,0.0681615,0.0590523,0.0706607,0.0693355,0.0495706,0.05467,0.0562721,0.0435966,0.046092,0.0353121,0.1376075,0.0477783,0.028887,0.0388156,0.0251217,0.0288292,0.0336057,0.0277405,0.0753239,0.0573145,0.0722628,0.0726801,0.1092939,0.0471661,0.0204849,0.0516841,0.0598164,0.4481231,0.4466744,0.52881,0.5467357,0.5050175,0.499955,0.4732389,0.5801069,0.5590337,0.6748219,0.1654751,0.0833883,0.0693673,0.0947356,0.0823906,0.0460922,0.0561102,0.0260367,0.0335027,0.0772679,0.1065357,0.2353331,0.2083807,0.2324035,0.2429469,0.4060617,0.2332413,0.2800714,0.2755475,0.3210303,0.3068908,0.1267587,0.0670653,0.094038,0.0686924,0.0592525,0.0719929,0.0886356,0.0788155,0.0826538,0.0650914,0.097207,0.1061396,0.0650187,0.0537428,0.0642735,0.0395586,0.027431,0.0260984,0.077264,0.0817639,0.0892031,0.0780701,0.0629896,0.0608677,0.0827803,0.0766622,0.0461778,0.096712,0.0462855,0.0620039,0.0707316,0.0788777,0.0731888,0.0670951,0.033425,0.0285571,0.0286319,0.0429468,0.0326065,0.0550686,0.0224649,0.0158115,0.0293937,0.0500131,0.0852779,0.0393307,0.086592,0.045106,0.095677,0.0610283,0.0642939,0.0990197
G9,0.6102803,0.5735795,0.7181089,0.6382032,0.5741575,0.5663281,0.4640233,0.6430204,0.6868635,0.6214668,0.6597922,0.600643,0.6118724,0.6794481,0.6407629,0.4874506,0.6061906,0.6195792,0.5318382,0.5677021,0.6561489,0.6277082,0.607974,0.6995777,0.541827,0.5788864,0.5596142,0.6589501,0.6395884,0.6249364,0.564257,0.645049,0.5676617,0.5931136,0.7353581,0.6421576,0.640155,0.6026767,0.5526793,0.5269994,0.5001343,0.5579254,0.5740203,0.5855844,0.4725029,0.3170999,0.3433106,0.3137299,0.2288817,0.3734711,0.312933,0.301099,0.2652023,0.3256717,0.4749997,0.5193109,0.5741284,0.5448972,0.4216481,0.5659996,0.6021811,0.5492229,0.6455829,0.6876943,0.6629433,0.5629307,0.6631304,0.5958036,0.516815,0.5339951,0.8142059,0.6475466,0.6899293,0.5468896,0.5298076,0.4758751,0.6467129,0.6813974,0.5382687,0.5625297,0.6602523,0.5363509,0.6828741,0.6657816,0.6952621,0.5706784,0.5357752,0.6034658,0.6866871,0.5743833,0.6435472,0.671722,0.5576482,0.6191268,0.616535,0.6081605,0.6072034,0.612374,0.6149354,0.5538818,0.6611654,0.5081918,0.6608946,0.6028167,0.6022221,0.506942,0.5260205,0.4688197,0.2963949,0.3246056,0.2388356,0.3056322,0.3040612,0.3926441,0.2291536,0.4001937,0.280594,0.3645978,0.4941959,0.5041431,0.5599178,0.6603814,0.5873217,0.5829474,0.5760254,0.4907379,0.6481432,0.5773692,0.4617655,0.3444052,0.3822737,0.4033246,0.4464119,0.330661,0.4533471,0.3518,0.3930974,0.3535169,0.4532833,0.6160512,0.5144658,0.4582387,0.5700576,0.5638997,0.6687101,0.5900848,0.5514513,0.6103386,0.582057,0.4802828,0.3225204,0.3262025,0.3863966,0.3055254,0.265276,0.2895042,0.3600094,0.3097316,0.2950668,0.3849253,0.5088075,0.6649579,0.5544032,0.642236,0.5696831,0.6231636,0.5385638,0.5229085,0.6559291,0.604138,0.5121646,0.5720409,0.3590649,0.2898978,0.3956717,0.3691837,0.3629593,0.3457468,0.4288851,0.3756528,0.4068325,0.5401992,0.5089119,0.5728579,0.5421717,0.5279177,0.6621543,0.4626196,0.5537981,0.6540756,0.4584438,0.4269151,0.3206451,0.3041133,0.3319312,0.2812716,0.2803782,0.4012871,0.3361423,0.340863,0.3668313,0.4747074,0.4544447,0.5628533,0.5004212,0.5921879,0.6718124,0.5625346,0.6833026,0.6355223
G10,0.2219151,0.2211439,0.2060634,0.2010012,0.2104136,0.1953937,0.2370425,0.2200415,0.26913,0.2092517,0.1849575,0.2577978,0.1449985,0.245904,0.2761372,0.2270706,0.2368404,0.2292768,0.2421556,0.2926616,0.1561498,0.2044949,0.2806849,0.2352339,0.1822626,0.3132352,0.2146664,0.2311779,0.1380476,0.1856291,0.1735832,0.2354251,0.2265875,0.2049287,0.1899343,0.2156331,0.186375,0.1844902,0.2121313,0.2763915,0.27604,0.223918,0.2700211,0.1349022,0.1601765,0.1618211,0.2240783,0.1562728,0.1991305,0.2334271,0.1894347,0.2858416,0.2598626,0.1733577,0.187344,0.2222446,0.1665133,0.2319364,0.2980583,0.2487815,0.2159322,0.2793907,0.1975377,0.2400401,0.1354725,0.0889648,0.0327779,0.0661874,0.0331442,0.0107832,0.0355957,0.0224754,0.0234718,0.0306341,0.2163148,0.2138999,0.162588,0.1153768,0.1466284,0.1688787,0.232292,0.3068459,0.1894393,0.1942226,0.2231306,0.1001386,0.0901172,0.0887158,0.0568076,0.0392946,0.0786195,0.046492,0.0623577,0.0355153,0.069826,0.1105405,0.2421069,0.2407664,0.2353312,0.2108608,0.266572,0.2836177,0.1977666,0.192559,0.1342733,0.2301887,0.1159826,0.0637435,0.0620997,0.0357494,0.0749672,0.0608979,0.0620244,0.0490489,0.0856557,0.0446571,0.1219315,0.1311597,0.2358585,0.1942188,0.1249079,0.2063407,0.2733216,0.1823509,0.2563248,0.2127834,0.3226359,0.3036971,0.1841436,0.2047094,0.2684162,0.1809382,0.2132008,0.2260293,0.226648,0.2078974,0.1838364,0.1848766,0.1313958,0.1934813,0.2420103,0.1914873,0.1860813,0.2364018,0.2314686,0.2355696,0.2260741,0.2572822,0.1670466,0.2851814,0.2645202,0.2340398,0.2043315,0.1422501,0.1739198,0.2508882,0.222641,0.2702035,0.2679614,0.1928409,0.2017932,0.2027894,0.1683544,0.1447768,0.1967402,0.278536,0.2162013,0.1727904,0.2356884,0.2310281,0.2012038,0.2304591,0.2096607,0.1479492,0.1938817,0.1608022,0.2167681,0.2181057,0.2655746,0.2024845,0.2691897,0.2367429,0.3009873,0.255018,0.2139517,0.2055769,0.2220212,0.2403985,0.1719687,0.2710746,0.1181,0.0749876,0.0734252,0.0570363,0.0798397,0.0833679,0.0529847,0.03646,0.0684205,0.0522246,0.1402587,0.2420897,0.2303437,0.2461033,0.2625949,0.2546366,0.1985407,0.2345808,0.1845992,0.1662518
