G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.7638766	0.0829035	0.3771140	0.5064602	0.3253358	0.4935215	0.5231998	0.0231658	0.0573905	0.2070400	0.5169721	0.6942595	0.6575266	0.3731246	0.5681662	0.1644772	0.3463292	0.5434946	0.5779209	0.6241888	0.1936703	0.0101607	0.5943086	0.3553732	0.0133550	0.0134226	0.2850845	0.5343157	0.5123916	0.6508160	0.4001612	0.7071014	0.2107724	0.8217989	0.5659390	0.2904890	0.4341858	0.5425579	0.4145116	0.3156834	0.0391177	0.2000629	0.2548950	0.6511229	0.3022390	0.0164122	0.4688212	0.5644043	0.1747920	0.5709986	0.2296294	0.6454732	0.0984138	0.5614668	0.2861303	0.1228246	0.1615214	0.4611009	0.5135598	0.5962336	0.0270888	0.6543858	0.3132395	0.1859518	0.2672664	0.5979526	0.2612437	0.1592975	0.3272707	0.1758749	0.1777280	0.1411071	0.1502314	0.2817887	0.7324413	0.1485914	0.0008632	0.0181245	0.0000000	0.0000000	0.0800001	0.0681278	0.0055969	0.0189693	0.6034284	0.6799729	0.6239349	0.0721912	0.0105582	0.5484899	0.0008127	0.0859437	0.4361532	0.5721782	0.7308403	0.5218964	0.2491431	0.6454349	0.6171962	0.6564794
0.0128455	0.6549041	0.6119010	0.0546560	0.0000000	0.5978780	0.2227229	0.0191789	0.6448007	0.6510397	0.8002065	0.7091311	0.5851763	0.6984043	0.5698224	0.3582584	0.3864322	0.3944475	0.1261465	0.0089983	0.0662856	0.0165464	0.5886487	0.3582207	0.0219533	0.0258893	0.1847416	0.6884419	0.3927663	0.5631845	0.4412373	0.6117405	0.0691529	0.6754004	0.0216535	0.3319737	0.3044228	0.3729294	0.3309256	0.3602038	0.0079387	0.1954426	0.1849649	0.0567844	0.6859698	0.0234992	0.0085750	0.6008634	0.5621924	0.6327952	0.1079749	0.6873093	0.0043899	0.2222480	0.2345751	0.6053079	0.2196452	0.2759898	0.3929319	0.5041383	0.4371553	0.6448833	0.3315908	0.2098363	0.2544489	0.4305292	0.3972713	0.2314889	0.6450589	0.1960842	0.1638789	0.2321693	0.2327668	0.3619170	0.5521303	0.1831159	0.0010514	0.3006358	0.0000000	0.5833867	0.2544865	0.3415058	0.3430452	0.0369616	0.5250104	0.2245766	0.3540025	0.2867264	0.0077173	0.6215718	0.3189335	0.3955048	0.4701012	0.7561008	0.7066641	0.6337070	0.2526140	0.6594709	0.5937243	0.6047328
0.0107441	0.6438668	0.5096298	0.0334475	0.0000000	0.5002726	0.1488171	0.0188279	0.2814670	0.6303061	0.6753117	0.6178404	0.5670478	0.5802185	0.7263456	0.3517148	0.3504812	0.3845399	0.2682248	0.0060979	0.0836283	0.0313552	0.6263656	0.4430427	0.0357493	0.0256640	0.1070128	0.7176786	0.5703180	0.7141829	0.4453529	0.7086340	0.1231109	0.5782942	0.0571500	0.2011813	0.3297236	0.5137097	0.3060417	0.2473781	0.0341162	0.2553107	0.2281030	0.0714545	0.3348759	0.0335234	0.3485842	0.5931239	0.7730683	0.6124893	0.1089062	0.5939192	0.0029982	0.1625815	0.2601937	0.5645618	0.2905862	0.1548146	0.4113899	0.4837568	0.2877326	0.6505866	0.3872762	0.2035540	0.2493563	0.4082191	0.2663605	0.3163694	0.5618167	0.1535793	0.2005468	0.2422288	0.1874569	0.4093848	0.3215908	0.1998647	0.0045733	0.3904497	0.6682768	0.0000000	0.3241563	0.3101410	0.3450328	0.0162039	0.4072696	0.7680274	0.2468584	0.2970745	0.0143966	0.6092277	0.2871682	0.1740151	0.4036338	0.6762470	0.7790470	0.7341309	0.3064780	0.7175178	0.5909084	0.6236435
0.0171943	0.6476506	0.5572490	0.0080949	0.0000000	0.5449490	0.1649719	0.4786309	0.6205535	0.7138830	0.5210331	0.6476800	0.6835277	0.6253102	0.6194808	0.4288986	0.3521443	0.4135476	0.2335161	0.0111868	0.4483798	0.0096823	0.7479175	0.4115305	0.0191443	0.0411117	0.1178240	0.6812009	0.3865897	0.6919808	0.4687507	0.7032008	0.0786814	0.7037944	0.0465379	0.4396256	0.3756995	0.3562031	0.3545367	0.2840977	0.0047612	0.5123600	0.2924642	0.0297413	0.6359392	0.0185533	0.0648098	0.5563442	0.6123680	0.0000000	0.1182095	0.7285289	0.3327607	0.0001606	0.5857717	0.6245840	0.2798304	0.1096137	0.3629955	0.5078385	0.5522648	0.6094262	0.4352643	0.1811668	0.2350710	0.5233544	0.3280295	0.2516945	0.5853781	0.1989645	0.1854409	0.3191414	0.3603302	0.4240844	0.3029977	0.2252785	0.0117136	0.4136400	0.4833942	0.2216953	0.3841168	0.2175179	0.5147052	0.1620100	0.3904447	0.6791392	0.2205999	0.5797776	0.4882740	0.5379182	0.3943075	0.4066460	0.5614932	0.6204186	0.7046951	0.7189680	0.2914571	0.7319271	0.6706322	0.7360422
0.0000000	0.6641895	0.5901978	0.0375078	0.0000000	0.4944317	0.1122385	0.3115801	0.5535106	0.5855639	0.5632884	0.6552454	0.7309970	0.6711463	0.8105256	0.3367508	0.3125513	0.3981408	0.2907317	0.0067149	0.0849323	0.0126410	0.5796266	0.3896955	0.0183251	0.0243033	0.1132031	0.6696670	0.3885121	0.8156540	0.3823365	0.6547956	0.0925119	0.7690549	0.0508449	0.3498278	0.3960101	0.5841003	0.2898076	0.3216466	0.0055380	0.1677537	0.2488615	0.0595144	0.6127733	0.0199621	0.1285293	0.4020634	0.7105324	0.6285883	0.0602063	0.6710087	0.0016616	0.2224893	0.2719125	0.7066859	0.2667727	0.1685436	0.2809693	0.6491917	0.5068677	0.5825871	0.2962657	0.2679458	0.2463473	0.4443838	0.3806646	0.2577057	0.6483435	0.2187558	0.1902614	0.2812764	0.2221868	0.4152256	0.3198834	0.1747137	0.0017429	0.3133256	0.5350952	0.2408084	0.3741145	0.2261696	0.4815749	0.1188489	0.2918146	0.6065617	0.2009778	0.4564479	0.4672068	0.5352212	0.2567130	0.3608574	0.4477774	0.6585534	0.6467867	0.6150632	0.3405743	0.7197710	0.5924584	0.6731931
0.6333039	0.0682508	0.3859494	0.3087987	0.2433154	0.5259981	0.4945944	0.0281426	0.3691519	0.1722326	0.5541242	0.7390227	0.3954982	0.5228759	0.5868574	0.1521256	0.2713799	0.3755082	0.3411088	0.6987086	0.4605644	0.0794857	0.6297115	0.3418605	0.0321055	0.0369383	0.1538746	0.6441169	0.4474410	0.6399150	0.4602089	0.6839994	0.0580289	0.7036518	0.4680639	0.3722666	0.4964436	0.3783806	0.3766667	0.4103091	0.0200520	0.6554424	0.2316832	0.6497860	0.5912261	0.0085939	0.1261472	0.6647711	0.3456226	0.0000000	0.2676722	0.5953113	0.4170153	0.1503170	0.6229694	0.1367317	0.3133412	0.5026107	0.5148019	0.5445613	0.4715627	0.6095312	0.3485444	0.2376140	0.2192050	0.6471970	0.2703581	0.1963008	0.4826770	0.1308985	0.1571075	0.2465859	0.1281474	0.4537998	0.5707387	0.1850979	0.0059049	0.3593458	0.0000000	0.6340043	0.3975588	0.3617331	0.3045946	0.0378026	0.5165926	0.2954040	0.4233955	0.2466096	0.0197230	0.6653674	0.2155231	0.4159102	0.4705373	0.6335450	0.6567037	0.7184578	0.3299255	0.6514802	0.6100486	0.6162029
0.6446075	0.0758525	0.4666168	0.3820823	0.2504208	0.3747458	0.5735145	0.0029429	0.2670067	0.3167276	0.5324047	0.6654016	0.4030934	0.4746109	0.5644980	0.1306486	0.3561729	0.3669042	0.2731141	0.5618954	0.4305581	0.0370632	0.6718902	0.3944065	0.0064069	0.0825796	0.1223300	0.7940694	0.5674571	0.6409914	0.4458315	0.6346279	0.1173080	0.6397368	0.4636238	0.2460186	0.5301587	0.4003008	0.4782767	0.2815472	0.0223195	0.6257271	0.1866260	0.5927469	0.5295938	0.0080413	0.4179620	0.7619702	0.3396994	0.0000000	0.2052956	0.6303145	0.3350541	0.2204481	0.6635827	0.1133223	0.3834049	0.6179071	0.6373372	0.4820105	0.2514104	0.6205460	0.3583545	0.2292002	0.2817454	0.4774726	0.3274592	0.1970201	0.4998449	0.2223259	0.1432885	0.1399298	0.1178101	0.3193896	0.3173002	0.1174059	0.0007703	0.4550802	0.7123413	0.0000000	0.3689636	0.2487296	0.3764598	0.0165817	0.3375511	0.5810467	0.2962862	0.2360620	0.0172071	0.7718484	0.2655617	0.1778535	0.3945394	0.6782507	0.6839135	0.6114028	0.1965473	0.7503614	0.6555635	0.6833649
0.0000000	0.6482896	0.6556195	0.0299277	0.6973453	0.2685294	0.1511005	0.0133384	0.7664037	0.6678104	0.6299130	0.5509610	0.6059177	0.6181961	0.4670261	0.3562216	0.6115194	0.3710887	0.1483081	0.0041172	0.4343020	0.3500338	0.6758062	0.3834538	0.0232574	0.0462272	0.1992969	0.7335694	0.4130612	0.7067525	0.4839988	0.6199461	0.0946460	0.5549193	0.5672662	0.3490187	0.3644305	0.4243527	0.4918391	0.4322245	0.2438171	0.4748289	0.0971670	0.7403861	0.6833529	0.0167708	0.2930998	0.7125115	0.5684316	0.2372133	0.2407955	0.6155395	0.3125361	0.6153863	0.4762245	0.0900411	0.4511491	0.5436428	0.5974387	0.5572684	0.3932744	0.7559544	0.3519188	0.1706551	0.2216327	0.4252971	0.3874144	0.1988012	0.5634564	0.2240883	0.2011132	0.3312025	0.3171358	0.4076074	0.6282646	0.1822992	0.0010064	0.3339460	0.0000000	0.6849685	0.3197355	0.3098208	0.2537291	0.0284170	0.5523935	0.3182233	0.4181709	0.4587031	0.0110032	0.6833833	0.3199710	0.4465270	0.4064045	0.6316269	0.6644066	0.5974523	0.3244110	0.6619315	0.7181867	0.6587763
0.0000000	0.5221971	0.5440104	0.0290266	0.6189594	0.2894225	0.1360681	0.0086996	0.3691689	0.6063957	0.7468398	0.7430132	0.6446928	0.6163700	0.6102046	0.3708315	0.6104696	0.4089744	0.0039617	0.0011466	0.5378889	0.3656120	0.6170120	0.4100386	0.0333121	0.0271572	0.1526704	0.5597884	0.4364891	0.7127597	0.4364640	0.5309566	0.0829618	0.6818418	0.5834490	0.2890905	0.3708799	0.4694787	0.5236805	0.2688422	0.2051574	0.4578039	0.0914010	0.6909835	0.5931844	0.0021277	0.4019177	0.5157275	0.3018637	0.2648725	0.2750586	0.8460944	0.3523578	0.6418501	0.6428628	0.0714016	0.4908190	0.4988913	0.6748689	0.5454421	0.3018960	0.6883525	0.2814083	0.2235804	0.2564590	0.4959780	0.4616045	0.2943020	0.5433643	0.1569042	0.1946823	0.2568021	0.3037178	0.3843948	0.4180687	0.1849711	0.0008612	0.4678615	0.7306565	0.0000000	0.3359158	0.3611545	0.3994324	0.0177156	0.2959091	0.7845359	0.2142107	0.2541818	0.0123550	0.7129139	0.2759735	0.1546876	0.4069779	0.7812869	0.6294036	0.7309431	0.2335735	0.6500261	0.5655015	0.6213006
0.0039630	0.5414575	0.5664425	0.0282460	0.0000000	0.5226119	0.1793753	0.5170613	0.7879602	0.7010981	0.8083605	0.6736844	0.6723484	0.6869440	0.5861641	0.3240271	0.4263197	0.3885435	0.2017528	0.0355019	0.2165201	0.0206913	0.6316662	0.3205224	0.0106061	0.0127416	0.1399793	0.4993246	0.0000000	0.6719319	0.5470391	0.6950045	0.2006890	0.6314276	0.0306867	0.2911407	0.4627997	0.4589454	0.0782662	0.6166126	0.0040466	0.2127601	0.3187382	0.0376829	0.6621249	0.2809056	0.0663434	0.3957076	0.5641723	0.7152658	0.1077110	0.6597358	0.0014111	0.6453149	0.2747654	0.6152529	0.3238379	0.1817539	0.4114412	0.5947820	0.6175851	0.6237304	0.4437984	0.3322953	0.1851354	0.0682505	0.7106620	0.5213335	0.5846187	0.5773498	0.5097727	0.6668264	0.6311301	0.6668416	0.3955330	0.6360327	0.0002958	0.5496480	0.4765423	0.1713547	0.3786301	0.2691079	0.5549129	0.1680043	0.3584107	0.7474540	0.2422860	0.5902033	0.4195817	0.5736657	0.3544486	0.4561705	0.5056954	0.6769459	0.6350519	0.6159394	0.3217945	0.6562522	0.7786085	0.7194682
