Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.045273	0.741242	0.128278
G2	+	G1	0.003939	0.350785	0.005282
G3	+	G1	0.010066	0.376609	0.014491
G4	+	G1	0.035785	0.739391	0.101141
G5	-	G1	-0.021775	0.541594	-0.045081
G6	+	G1	0.007483	0.486947	0.013928
G7	-	G1	-0.043275	0.877637	-0.145180
G8	+	G1	0.043954	0.878440	0.147591
G9	+	G1	0.008755	0.410967	0.013754
G10	+	G1	0.039772	0.817676	0.124312
G11	-	G1	-0.000409	0.490327	-0.000766
G12	+	G1	0.032425	0.622434	0.077149
G13	+	G1	0.004937	0.486935	0.009190
G14	+	G1	0.017445	0.516782	0.034462
G15	-	G1	-0.000979	0.495364	-0.001854
G16	+	G1	0.000978	0.295497	0.001104
G17	-	G1	-0.005186	0.345658	-0.006852
G18	-	G1	-0.002885	0.286685	-0.003161
G19	+	G1	0.028953	0.549677	0.060836
G20	+	G1	0.010423	0.505184	0.020127
G21	+	G1	0.097013	1.000000	0.370837
G22	+	G1	0.092297	0.999745	0.352719
G23	-	G1	-0.013067	0.377659	-0.018863
G24	-	G1	-0.017913	0.400478	-0.027421
G25	+	G1	0.030170	0.554633	0.063964
G26	+	G1	0.003366	0.310305	0.003992
G27	+	G1	0.038287	0.821905	0.120288
G28	-	G1	-0.012390	0.323789	-0.015335
G29	+	G1	0.006647	0.370979	0.009426
G30	+	G1	0.027541	0.635407	0.066894
G31	-	G1	-0.078066	0.971358	-0.289864
G32	-	G1	-0.002158	0.492991	-0.004068
G33	+	G1	0.065016	0.905755	0.225103
G34	+	G1	0.050520	0.737650	0.142452
G35	+	G1	0.029736	0.739528	0.084061
G36	+	G1	0.033470	0.761364	0.097408
G37	-	G1	-0.057174	0.986267	-0.215549
G38	-	G1	-0.000742	0.443611	-0.001257
G39	-	G1	-0.016478	0.349328	-0.022004
G40	-	G1	-0.008125	0.293530	-0.009117
G41	+	G1	0.030332	0.481411	0.055817
G42	-	G1	-0.033651	0.718966	-0.092482
G43	+	G1	0.006774	0.285572	0.007395
G44	-	G1	-0.014556	0.394449	-0.021947
G45	-	G1	-0.003478	0.305846	-0.004066
G46	+	G1	0.017050	0.353683	0.023052
G47	+	G1	0.002957	0.299744	0.003388
G48	+	G1	0.025396	0.579772	0.056282
G49	+	G1	0.042883	0.808419	0.132519
G50	+	G1	0.020207	0.448821	0.034668
G51	+	G1	0.022257	0.481298	0.040947
G52	+	G1	0.044903	0.933931	0.160302
G53	-	G1	-0.075141	0.994624	-0.285686
G54	-	G1	-0.032972	0.626834	-0.079003
G55	+	G1	0.022838	0.555115	0.048461
G56	+	G1	0.050321	0.908757	0.174802
G57	+	G1	0.030593	0.582884	0.068163
G58	+	G1	0.044779	0.817056	0.139855
G59	+	G1	0.004477	0.460311	0.007878
G60	-	G1	-0.017103	0.431283	-0.028196
G61	+	G1	0.016501	0.442853	0.027934
G62	-	G1	-0.027575	0.537569	-0.056664
G63	-	G1	-0.030718	0.725774	-0.085221
G64	+	G1	0.004166	0.317098	0.005049
G65	+	G1	0.076942	0.999550	0.293983
G66	+	G1	0.030808	0.573382	0.067524
G67	-	G1	-0.021000	0.449638	-0.036094
G68	+	G1	0.042067	0.855766	0.137608
G69	-	G1	-0.009621	0.352632	-0.012969
G70	+	G1	0.007914	0.496739	0.015027
G71	+	G1	0.002281	0.345239	0.003010
G72	-	G1	-0.010005	0.411899	-0.015753
G73	-	G1	-0.009552	0.467399	-0.017066
G74	-	G1	-0.010598	0.352729	-0.014290
G75	+	G1	0.020679	0.483896	0.038249
G76	+	G1	0.026947	0.619949	0.063859
G77	-	G1	-0.014245	0.295312	-0.016080
G78	-	G1	-0.017160	0.491972	-0.032270
G79	-	G1	-0.001735	0.398341	-0.002641
G80	+	G1	0.007873	0.492635	0.014826
G81	+	G1	0.053624	0.941778	0.193045
G82	-	G1	-0.011814	0.449861	-0.020316
G83	+	G1	0.025078	0.555781	0.053278
G84	-	G1	-0.003108	0.308613	-0.003666
G85	-	G1	-0.017164	0.450891	-0.029583
G86	+	G1	0.033464	0.617715	0.079016
G87	+	G1	0.001124	0.417528	0.001794
G88	+	G1	0.026833	0.408333	0.041883
G89	+	G1	0.002100	0.256961	0.002063
G90	+	G1	0.035239	0.789996	0.106413
G91	-	G1	-0.015915	0.320786	-0.019515
G92	-	G1	-0.006952	0.323666	-0.008601
G93	+	G1	0.059076	0.993716	0.224401
G94	+	G1	0.002640	0.272217	0.002747
G95	-	G1	-0.025381	0.543467	-0.052727
G96	+	G1	0.039284	0.859318	0.129040
G97	+	G1	0.017241	0.409928	0.027015
G98	+	G1	0.025415	0.544780	0.052926
G99	-	G1	-0.054705	0.971993	-0.203254
G100	-	G1	-0.015798	0.428390	-0.025870
G1	+	G2	0.024817	0.460046	0.043642
G2	+	G2	0.009796	0.362045	0.013557
