	TS_0_0	TS_0_1	TS_0_2	TS_0_3	TS_0_4	TS_0_5	TS_0_6	TS_0_7	TS_0_8	TS_0_9	TS_0_10	TS_0_11	TS_0_12	TS_0_13	TS_0_14	TS_0_15	TS_0_16	TS_0_17	TS_0_18	TS_0_19	TS_0_20	TS_1_0	TS_1_1	TS_1_2	TS_1_3	TS_1_4	TS_1_5	TS_1_6	TS_1_7	TS_1_8	TS_1_9	TS_1_10	TS_1_11	TS_1_12	TS_1_13	TS_1_14	TS_1_15	TS_1_16	TS_1_17	TS_1_18	TS_1_19	TS_1_20	TS_2_0	TS_2_1	TS_2_2	TS_2_3	TS_2_4	TS_2_5	TS_2_6	TS_2_7	TS_2_8	TS_2_9	TS_2_10	TS_2_11	TS_2_12	TS_2_13	TS_2_14	TS_2_15	TS_2_16	TS_2_17	TS_2_18	TS_2_19	TS_2_20	TS_3_0	TS_3_1	TS_3_2	TS_3_3	TS_3_4	TS_3_5	TS_3_6	TS_3_7	TS_3_8	TS_3_9	TS_3_10	TS_3_11	TS_3_12	TS_3_13	TS_3_14	TS_3_15	TS_3_16	TS_3_17	TS_3_18	TS_3_19	TS_3_20	TS_4_0	TS_4_1	TS_4_2	TS_4_3	TS_4_4	TS_4_5	TS_4_6	TS_4_7	TS_4_8	TS_4_9	TS_4_10	TS_4_11	TS_4_12	TS_4_13	TS_4_14	TS_4_15	TS_4_16	TS_4_17	TS_4_18	TS_4_19	TS_4_20	TS_5_0	TS_5_1	TS_5_2	TS_5_3	TS_5_4	TS_5_5	TS_5_6	TS_5_7	TS_5_8	TS_5_9	TS_5_10	TS_5_11	TS_5_12	TS_5_13	TS_5_14	TS_5_15	TS_5_16	TS_5_17	TS_5_18	TS_5_19	TS_5_20	TS_6_0	TS_6_1	TS_6_2	TS_6_3	TS_6_4	TS_6_5	TS_6_6	TS_6_7	TS_6_8	TS_6_9	TS_6_10	TS_6_11	TS_6_12	TS_6_13	TS_6_14	TS_6_15	TS_6_16	TS_6_17	TS_6_18	TS_6_19	TS_6_20	TS_7_0	TS_7_1	TS_7_2	TS_7_3	TS_7_4	TS_7_5	TS_7_6	TS_7_7	TS_7_8	TS_7_9	TS_7_10	TS_7_11	TS_7_12	TS_7_13	TS_7_14	TS_7_15	TS_7_16	TS_7_17	TS_7_18	TS_7_19	TS_7_20	TS_8_0	TS_8_1	TS_8_2	TS_8_3	TS_8_4	TS_8_5	TS_8_6	TS_8_7	TS_8_8	TS_8_9	TS_8_10	TS_8_11	TS_8_12	TS_8_13	TS_8_14	TS_8_15	TS_8_16	TS_8_17	TS_8_18	TS_8_19	TS_8_20	TS_9_0	TS_9_1	TS_9_2	TS_9_3	TS_9_4	TS_9_5	TS_9_6	TS_9_7	TS_9_8	TS_9_9	TS_9_10	TS_9_11	TS_9_12	TS_9_13	TS_9_14	TS_9_15	TS_9_16	TS_9_17	TS_9_18	TS_9_19	TS_9_20
G1	0.3737138	0.5504908	0.520025	0.5027025	0.3866019	0.3835406	0.507852	0.4061195	0.3480476	0.3799226	0.4287895	0.4489195	0.4950748	0.3809844	0.3779395	0.3598337	0.4388617	0.4207944	0.4982833	0.3341503	0.3273203	0.431116	0.1330965	0.1924104	0.2137892	0.1826554	0.1972193	0.1131061	0.0516003	0.0425552	0.0316405	0.0365708	0.048882	0.2049863	0.3532965	0.4999564	0.567287	0.4457651	0.3987786	0.3419447	0.533868	0.5564057	0.4379389	0.1800985	0.1967892	0.3107412	0.2091581	0.1517547	0.0483472	0.0214807	0.0039155	0.0414946	0.0083294	0.0517884	0.073884	0.2329907	0.3746693	0.6493832	0.5882266	0.4041581	0.4352744	0.4631176	0.475603	0.4657312	0.0868494	0.0361325	0.0805205	0.0398507	0.0425267	0.029123	0.0458755	0.0245895	0.0601554	0.028044	0.5657321	0.5348437	0.437859	0.297294	0.2654575	0.4082236	0.6816478	0.5552232	0.4216896	0.3367231	0.5620372	0.4431333	0.4215957	0.3976903	0.3442653	0.3953628	0.4813977	0.4847027	0.3203044	0.3559731	0.5679283	0.364203	0.3459308	0.4436791	0.4124881	0.3698329	0.3114517	0.3775174	0.5701712	0.4770985	0.2701446	0.4276455	0.6467642	0.4416627	0.4609617	0.3737519	0.3901962	0.5545337	0.4694854	0.2873294	0.5209543	0.5443002	0.3536885	0.3028257	0.3075983	0.4794781	0.481147	0.4905481	0.4581431	0.4719842	0.3364596	0.414889	0.4404828	0.3886448	0.5772793	0.4964205	0.459552	0.4255834	0.2678991	0.1871844	0.2325666	0.2097158	0.3088862	0.164081	0.2693957	0.486426	0.7082736	0.5374921	0.4453393	0.454699	0.5611976	0.4915788	0.4256496	0.4635997	0.518693	0.525683	0.4463987	0.2923412	0.4134734	0.5128425	0.3979586	0.3607732	0.3735722	0.4201055	0.4334463	0.3850202	0.3410621	0.413982	0.349471	0.4283484	0.4305534	0.5045207	0.5300104	0.4076791	0.596518	0.349033	0.5007267	0.43871	0.4226648	0.1168989	0.0623514	0.0550397	0.032195	0.0240063	0.0356192	0.053019	0.0932363	0.2723596	0.4390397	0.6662289	0.4003386	0.4266764	0.3532334	0.438008	0.4507517	0.4428667	0.5788152	0.6431577	0.4662182	0.3727671	0.4814645	0.4640175	0.5601067	0.3989869	0.3559642	0.3555574	0.5524357	0.5018406	0.4071765	0.4184045	0.4927924	0.4926657	0.4934789	0.2739511	0.2695364	0.4065491
G2	0.1360873	0.1300418	0.0728114	0.0854916	0.0870949	0.064089	0.09574	0.0821431	0.1169866	0.1614556	0.1319489	0.0805915	0.1305972	0.1692123	0.0991108	0.138645	0.0864262	0.0864309	0.1201269	0.1046378	0.1008384	0.0831139	0.0611003	0.0432978	0.061853	0.0708915	0.0525854	0.0589056	0.0875571	0.0844606	0.1352493	0.1612009	0.2518441	0.2578986	0.238623	0.2077541	0.0806273	0.0689341	0.0892632	0.1364842	0.122889	0.1706435	0.1065438	0.1101258	0.1567346	0.1609739	0.27001	0.2440467	0.2477757	0.2093365	0.2770398	0.2388833	0.2852114	0.2940326	0.2393962	0.2425624	0.2010802	0.1358841	0.127048	0.1492662	0.0847005	0.1372078	0.1133336	0.1137918	0.0534912	0.0292571	0.0316914	0.0338644	0.0081042	0.0424011	0.040567	0.0217076	0.0271137	0.0261924	0.189794	0.0994826	0.0876368	0.1178863	0.101709	0.1003522	0.0971609	0.1025662	0.1035094	0.1018718	0.1432393	0.1039244	0.1832644	0.1315254	0.1234184	0.1135749	0.1304109	0.1700539	0.0924643	0.1418855	0.1065595	0.1112226	0.1176538	0.1657333	0.0990232	0.1061355	0.1182895	0.1105732	0.1307414	0.1011697	0.1120025	0.1200742	0.0846642	0.0906269	0.1858878	0.1629959	0.1414236	0.1958158	0.1154915	0.1193545	0.2138879	0.1800361	0.0731507	0.1090262	0.110131	0.1582031	0.1653867	0.115223	0.08581	0.1185412	0.081081	0.1428761	0.1279656	0.1650401	0.1092274	0.1626462	0.0798285	0.0605548	0.1378082	0.1187393	0.1676801	0.1526657	0.1620204	0.1573297	0.1392617	0.1220168	0.1344466	0.0737727	0.0679236	0.1070373	0.155122	0.0943975	0.0558395	0.1221536	0.1386874	0.0870652	0.0373797	0.1134767	0.1246744	0.117623	0.0716601	0.1079666	0.1261578	0.1542895	0.1023013	0.1077598	0.0792342	0.0952581	0.1206979	0.0996619	0.1238915	0.1400042	0.0911727	0.0887825	0.0927857	0.0585655	0.0956522	0.0873669	0.1019384	0.1130842	0.1612409	0.2550017	0.321341	0.2616016	0.2979578	0.2755423	0.1786588	0.19634	0.2047055	0.0975418	0.111154	0.1179948	0.1040252	0.135115	0.1247837	0.1455939	0.104171	0.1043345	0.1021422	0.0570398	0.1358212	0.1327642	0.102704	0.119399	0.0965682	0.0960017	0.1212013	0.0923932	0.1161661	0.1093371	0.1242262	0.1040614	0.1577421	0.1136412	0.1463683	0.1752493
G3	0.0833163	0.0719917	0.058267	0.1130299	0.0804461	0.0378091	0.0713008	0.1046957	0.0638168	0.0477037	0.0982988	0.1285177	0.0580056	0.0923134	0.0620389	0.0529359	0.0656154	0.0261007	0.0967779	0.1486778	0.0911273	0.0860212	0.0319584	0.0160628	0.0240394	0.0319509	0.0924087	0.1336047	0.1538827	0.2943748	0.335543	0.396187	0.239299	0.0805665	0.0606654	0.0177234	0.0469159	0.112129	0.0766995	0.0769327	0.0430422	0.0723939	0.0674612	0.0545816	0.0115458	0.008527	0.0657139	0.1713982	0.2619949	0.2820345	0.3133309	0.3115911	0.3138801	0.1928966	0.088036	0.0310309	0.0155253	0.0447148	0.0862955	0.0934041	0.0658067	0.0503813	0.0410475	0.0822917	0.011578	0.0071732	0.0029228	0.0049253	0.0006476	8.82e-05	1.26e-05	7.54e-05	0.0003213	0.000239	0.0048519	0.0545577	0.1339607	0.1102772	0.0789722	0.0217058	0.0378935	0.0482915	0.1427748	0.081121	0.1131717	0.0725765	0.0504891	0.0880085	0.087403	0.0842985	0.0606365	0.1261134	0.1410737	0.03988	0.0668045	0.1035474	0.083458	0.0595338	0.0624001	0.0883724	0.0763281	0.036933	0.084763	0.0641291	0.0560938	0.0853727	0.0673206	0.120854	0.0840075	0.0552779	0.0818413	0.0800378	0.0742654	0.0916217	0.0343754	0.0288533	0.1210973	0.0647132	0.0616001	0.044927	0.0707078	0.1133105	0.0878426	0.0813879	0.0915967	0.0698726	0.078688	0.0340995	0.0082295	0.0649593	0.0299561	0.1218683	0.1329521	0.0826231	0.1295806	0.1344031	0.0976907	0.1385242	0.0552275	0.0205839	0.0463007	0.0787138	0.0632701	0.0423993	0.0282346	0.0921746	0.1048584	0.0927197	0.053001	0.0772122	0.1004907	0.0616734	0.068871	0.0818679	0.1374828	0.1026156	0.0810754	0.1064761	0.0979085	0.0985704	0.0824633	0.0580529	0.0712018	0.0563068	0.0695086	0.0738416	0.0363042	0.0807604	0.0958698	0.0446942	0.0387579	0.1667684	0.1384088	0.2475139	0.2446561	0.2677942	0.3141608	0.3054088	0.351651	0.2308649	0.1078005	0.0276074	0.0368872	0.0381986	0.060444	0.0983136	0.0681823	0.0485388	0.1043898	0.0710298	0.0480655	0.1067838	0.1022262	0.0592804	0.0427165	0.0562629	0.0424892	0.0578606	0.0520126	0.062483	0.041751	0.0784471	0.0994536	0.0787403	0.0539909	0.1003768	0.1559148	0.1005298	0.0450421	0.0462335
G4	0.0385844	0.0044921	0.0019003	0.0021991	0.008871	0.0398791	0.0331901	0.0115166	0.0320609	0.0381147	0.0087463	0.02419	0.0085556	0.0078932	0.0088378	0.0239382	0.013559	0.0204828	0.0075094	0.0108806	0.0170624	0.0130166	0.1272146	0.1882973	0.2396052	0.1818385	0.1969026	0.2777379	0.3301754	0.4006103	0.507738	0.5910168	0.4721438	0.49514	0.2902621	0.1008574	0.0385635	0.005522	0.006467	0.00865	0.0122247	0.009994	0.0145673	0.0070207	0.0318513	0.0340141	0.0553849	0.0388039	0.1151588	0.2831773	0.542796	0.6055581	0.57214	0.5350119	0.3966111	0.2426617	0.0690777	0.0186757	0.0064702	0.0157821	0.0107698	0.014074	0.0050972	0.0147917	0.0236644	0.1039548	0.3071275	0.2969808	0.3258155	0.3087734	0.2796741	0.2799356	0.2682595	0.2701784	0.1611402	0.0805128	0.0159252	0.0430703	0.0430832	0.0374727	0.0152217	0.0005085	0.0014389	0.0115456	0.0132704	0.0237328	0.0071309	0.0103488	0.0252245	0.0086712	0.0088886	0.0071731	0.0325209	0.0208165	0.0072166	0.0139065	0.0230272	0.0166342	0.0089114	0.0034349	0.0058981	0.0050919	0.0047479	0.0061428	0.0205554	0.0208668	0.1805012	0.2450399	0.2410734	0.2673216	0.2162818	0.283368	0.2990381	0.2807371	0.2421968	0.2675796	0.0684133	0.0435184	0.0287563	0.0094055	0.0109378	0.0085862	0.0140636	0.0034301	0.0099332	0.0078009	0.0158959	0.0273244	0.002533	0.0022715	0.0014234	0.0068579	0.0181983	0.058585	0.0471855	0.1121401	0.0623847	0.0414585	0.0449348	0.0397245	0.0071107	0.0070002	0.0063691	0.0073441	0.0108636	0.020191	0.0158332	0.0146619	0.0067535	0.0086818	0.0086449	0.0085995	0.0185771	0.0029768	0.0108032	0.0286992	0.0173949	0.0079322	0.0087049	0.0118534	0.0064125	0.0049898	0.0170567	0.0216636	0.0205955	0.0014547	0.0035067	0.0076904	0.0099578	0.0043943	0.003247	0.000617	0.0020755	0.0335001	0.0887884	0.2515596	0.3401371	0.3005637	0.318356	0.3994537	0.387647	0.4771781	0.1591256	0.0532106	0.011129	0.0100021	0.0112394	0.0224823	0.0250478	0.0196424	0.0129213	0.0086732	0.0147803	0.0333839	0.0210257	0.0112292	0.0054185	0.0128628	0.0120873	0.0051848	0.0063309	0.0083383	0.0015939	0.0184529	0.0018048	0.0359189	0.0017637	0.0189254	0.0317728	0.0307311
G5	0.2421864	0.1722074	0.2511978	0.2497567	0.2379863	0.215828	0.1946391	0.1887261	0.1983076	0.1462677	0.2672151	0.1829807	0.2249219	0.2318633	0.2582525	0.2171003	0.1697468	0.2704718	0.2996214	0.1487167	0.2178614	0.2382275	0.2570512	0.2964814	0.3202826	0.2233988	0.3213588	0.3998671	0.3891799	0.4092676	0.457654	0.3405677	0.4723625	0.3644295	0.3618521	0.3271823	0.2513283	0.2117287	0.2140279	0.2779204	0.2831322	0.2250244	0.2166834	0.1661962	0.2542404	0.3068996	0.2121898	0.1934152	0.3242556	0.3533068	0.2444998	0.385606	0.3557519	0.3709727	0.3032565	0.3935972	0.3269111	0.2205948	0.1914838	0.1723527	0.2238401	0.168459	0.1631738	0.2229718	0.2906031	0.2981179	0.2985557	0.3235207	0.3537406	0.3302069	0.3704781	0.3412368	0.318932	0.3012931	0.3170392	0.1618578	0.1667807	0.1793348	0.2536728	0.2734935	0.2340728	0.1671921	0.2283065	0.2528459	0.2220534	0.2951607	0.2829133	0.2232645	0.2524947	0.2931983	0.3023118	0.2727797	0.1903642	0.2981223	0.2565608	0.2036651	0.2470161	0.1776894	0.2452972	0.2465647	0.1975773	0.1801558	0.2380407	0.2056941	0.1803691	0.2386115	0.2151547	0.2012923	0.1908111	0.2296075	0.1866853	0.1946232	0.1693772	0.2275052	0.2904246	0.219633	0.1980985	0.2079839	0.2718623	0.2538492	0.2173946	0.191591	0.2046278	0.1513171	0.2661538	0.2003724	0.1666323	0.2059848	0.2570573	0.1883168	0.2140048	0.1787665	0.2755054	0.2187495	0.2808055	0.2727731	0.2656945	0.3381215	0.3299928	0.1947205	0.2095964	0.1978546	0.2336011	0.187063	0.2242802	0.2209712	0.298746	0.2115112	0.2205943	0.1828361	0.1542521	0.1660417	0.1642462	0.2511245	0.219665	0.1944989	0.2778112	0.3015418	0.2828305	0.2393227	0.24757	0.2447893	0.1661573	0.1804071	0.1515156	0.1876191	0.2005868	0.1983718	0.193073	0.2097327	0.2566783	0.2383503	0.2069731	0.2995756	0.3163541	0.3728786	0.3685195	0.4536079	0.3913343	0.5617938	0.5950233	0.3811629	0.3878004	0.211454	0.1322459	0.1777249	0.2000716	0.2354039	0.2836524	0.1583543	0.4661504	0.3996926	0.4549728	0.4876228	0.4200098	0.4104541	0.4704869	0.4451846	0.4828633	0.5280539	0.2759002	0.106116	0.1971988	0.2694861	0.2306713	0.1665883	0.1582222	0.1888729	0.3169221	0.2278349
G6	0.5421789	0.5001577	0.6566744	0.6762768	0.5740081	0.6151918	0.5866463	0.5964746	0.5369379	0.5875739	0.5095769	0.2979729	0.2623526	0.3432156	0.5021794	0.4540673	0.4294909	0.4946351	0.4310179	0.5368168	0.480577	0.4302982	0.4555994	0.5029611	0.506972	0.5185608	0.4634082	0.438862	0.5256987	0.5614439	0.8245619	0.6104757	0.6747662	0.6059231	0.6014571	0.3887964	0.4813455	0.4487374	0.4811008	0.5617848	0.6099511	0.4713497	0.5475968	0.4227675	0.4345403	0.337585	0.3977575	0.3363506	0.3268037	0.3773961	0.4413803	0.5305414	0.5095476	0.5398614	0.5713912	0.5000685	0.4571821	0.5121978	0.4459018	0.5025287	0.4421521	0.4548273	0.4356847	0.5614668	0.4728264	0.5043267	0.6187372	0.5926527	0.6416747	0.5417531	0.6435606	0.6971044	0.6177066	0.7115676	0.4943033	0.526404	0.4544104	0.5304138	0.4988017	0.4419805	0.5617796	0.4688369	0.4208558	0.5059801	0.5072031	0.4552736	0.4978388	0.4210425	0.6170978	0.5567564	0.4637926	0.5321754	0.4553566	0.440218	0.5624725	0.5471214	0.5327622	0.5623776	0.4593461	0.4950496	0.5597312	0.5403765	0.445857	0.4252386	0.5070263	0.5366339	0.3952068	0.4016759	0.4457083	0.4785319	0.500543	0.4841471	0.4934212	0.5485769	0.5805042	0.5434343	0.476758	0.4930195	0.5242675	0.4903503	0.5072546	0.5829134	0.4616997	0.5127335	0.4429055	0.4888722	0.5319547	0.5153778	0.4465421	0.4589808	0.3948753	0.5004408	0.4362102	0.4493068	0.427503	0.4244916	0.6128864	0.5148471	0.4861065	0.5133058	0.5464782	0.5429441	0.4287793	0.4505323	0.4751813	0.5057889	0.5568557	0.4220848	0.4776594	0.3955786	0.2715463	0.3907141	0.3073762	0.3317713	0.3099204	0.3462707	0.4205986	0.3302834	0.337773	0.4385462	0.5268556	0.4141195	0.582051	0.5245777	0.5365879	0.4430946	0.4827687	0.3809062	0.4272268	0.360762	0.2921688	0.1981406	0.2334924	0.2237474	0.2207968	0.3093123	0.334476	0.3248463	0.3783328	0.4395309	0.5777936	0.6233046	0.5758944	0.4177416	0.5379667	0.5830486	0.4445229	0.4840636	0.5316413	0.5546858	0.5044713	0.6317855	0.492598	0.5793009	0.5834471	0.5616568	0.5641075	0.5427485	0.480718	0.4998342	0.4720377	0.4818907	0.5707767	0.4792375	0.4526686	0.4810901	0.4767017	0.4527125	0.4650384	0.4584482
G7	0.3225958	0.3337312	0.3336879	0.2964516	0.3560424	0.3527884	0.3039811	0.3377342	0.2628995	0.3501073	0.3416437	0.2877099	0.264584	0.2508986	0.3281885	0.2207145	0.2276886	0.2132478	0.2780005	0.2677683	0.3934937	0.277795	0.2741103	0.2780005	0.1448776	0.1324126	0.11291	0.1905986	0.2184637	0.3475552	0.3744166	0.3298036	0.3417089	0.3126171	0.2772125	0.214451	0.2187921	0.3001229	0.3089806	0.3473599	0.2284501	0.2557857	0.2749107	0.3861349	0.4562814	0.4184986	0.4846434	0.5134043	0.5520877	0.5158909	0.7304556	0.6007262	0.5406034	0.3786342	0.4120202	0.2816423	0.1781466	0.2510204	0.2105798	0.2726326	0.2823393	0.2014051	0.2436877	0.2845351	0.2516497	0.1628681	0.1166606	0.0447776	0.0402905	0.0332136	0.0408555	0.0145127	0.0206761	0.0218338	0.0427718	0.1342252	0.2675965	0.2695037	0.2699195	0.2249859	0.1828889	0.2455563	0.3752959	0.3505086	0.2702208	0.2811699	0.2453411	0.2174962	0.3456437	0.2991713	0.2793781	0.2843262	0.295519	0.2169601	0.2946003	0.2176724	0.2606066	0.2263458	0.214478	0.2197161	0.2547695	0.3030686	0.2864468	0.3629624	0.3816484	0.2533815	0.2382423	0.2905656	0.2937075	0.2716386	0.3591483	0.2534277	0.2577967	0.325588	0.3106439	0.197843	0.3278553	0.3289969	0.2316186	0.2100019	0.1818333	0.2787268	0.3462788	0.3375912	0.304651	0.3123877	0.3010615	0.3236348	0.2888481	0.2710229	0.2947861	0.2860406	0.3131969	0.2906443	0.3022012	0.2902025	0.3061215	0.2611504	0.2888536	0.2416276	0.2216838	0.2751957	0.2986704	0.3210344	0.20251	0.4146858	0.3550278	0.2861219	0.2431432	0.2687918	0.4316681	0.4588055	0.3287244	0.3162634	0.419678	0.3506903	0.2414017	0.2171626	0.282693	0.4440949	0.2762648	0.2912906	0.3020532	0.2348778	0.3270568	0.2688977	0.2450368	0.3622019	0.2987291	0.2774261	0.2487459	0.3096314	0.2715482	0.3090167	0.352683	0.4628666	0.3501879	0.4271005	0.3365785	0.415721	0.3259106	0.3426349	0.2250061	0.2611412	0.2960339	0.251894	0.4073404	0.2879075	0.2475444	0.27483	0.397863	0.5149108	0.5644478	0.6726911	0.6298071	0.5966229	0.686797	0.6085667	0.5705884	0.6072314	0.4304011	0.3486707	0.3695552	0.3257064	0.2485472	0.2240129	0.342847	0.3175304	0.2927222	0.2779017
G8	0.0455418	0.0280539	0.0438873	0.0477674	0.0219199	0.0242317	0.0541181	0.0248011	0.0277302	0.0637071	0.0399852	0.0786987	0.0299251	0.0323412	0.0414225	0.0340098	0.0269165	0.0706496	0.0135735	0.0250378	0.0854514	0.0198245	0.0239074	0.0687744	0.0634367	0.0391014	0.0593157	0.0570149	0.1180155	0.1653328	0.2466783	0.3412483	0.2661754	0.2419207	0.1346189	0.0913386	0.0444077	0.0218997	0.0437008	0.0491303	0.0336089	0.0475424	0.0324304	0.0184432	0.0514638	0.1118041	0.061708	0.0723421	0.1259275	0.273488	0.3772948	0.3471183	0.3936184	0.4058379	0.2840942	0.2697672	0.1432945	0.046192	0.044394	0.0254729	0.0236435	0.0269352	0.0490038	0.0344531	0.0623667	0.075169	0.1465811	0.2002974	0.1705264	0.2214265	0.2064416	0.16723	0.1686169	0.2105974	0.1425283	0.0829581	0.0355136	0.049809	0.0688539	0.0544482	0.0270561	0.014836	0.0181429	0.0307733	0.0356184	0.0187608	0.0370833	0.0481077	0.0375802	0.0445417	0.0631489	0.1004984	0.050822	0.0400028	0.0176173	0.04365	0.0478343	0.0428624	0.0330561	0.0157444	0.0363956	0.0173489	0.0210847	0.0321491	0.0726135	0.0299575	0.0370638	0.03978	0.0586716	0.1350015	0.0451136	0.099144	0.0965969	0.0620822	0.0819974	0.0555572	0.0444653	0.0634587	0.0364775	0.0484423	0.0458805	0.0250558	0.0228624	0.0134828	0.0358344	0.0234605	0.048474	0.0465668	0.0112879	0.0324235	0.0274931	0.0247718	0.0473619	0.0567149	0.0977662	0.0925724	0.1646106	0.1220141	0.085595	0.0369471	0.0349933	0.0387368	0.0227691	0.0203482	0.0245832	0.0414491	0.0493032	0.0309698	0.0354456	0.0217611	0.0222798	0.0356979	0.0282477	0.031738	0.0243385	0.0366443	0.0646834	0.0424458	0.0486718	0.0242377	0.0588918	0.027398	0.0400735	0.0350903	0.0225244	0.0290895	0.0410101	0.0468995	0.0362693	0.047479	0.0543466	0.0264709	0.0613821	0.0416243	0.0999361	0.1873357	0.2582648	0.3139644	0.2679009	0.3900625	0.385983	0.2730473	0.1701647	0.0575517	0.0247343	0.0367304	0.0376936	0.0699261	0.040062	0.0301083	0.0285391	0.0249741	0.0202025	0.0425751	0.0262882	0.0257011	0.0403145	0.0169493	0.0292758	0.0109104	0.0350626	0.0351742	0.0446171	0.0677804	0.0172483	0.0222956	0.0141283	0.0478453	0.0336829	0.0483903
G9	0.3471688	0.3006811	0.4239211	0.3209827	0.3337469	0.2924802	0.391862	0.3484376	0.3253829	0.269838	0.389366	0.308723	0.323921	0.3236758	0.3827599	0.3048729	0.31631	0.3439149	0.4275941	0.341757	0.2999058	0.3224687	0.1345853	0.0788368	0.0695513	0.0903029	0.0812915	0.0670649	0.0910844	0.093216	0.0773704	0.0910209	0.3485911	0.4206634	0.3521304	0.4828651	0.3637484	0.4033639	0.2446351	0.2640355	0.4464508	0.402099	0.3140283	0.4411469	0.3866426	0.3960318	0.4208563	0.43248	0.3563513	0.4292736	0.3831168	0.418484	0.4141897	0.3674235	0.501288	0.3795872	0.427397	0.3652744	0.3902501	0.3366414	0.2929139	0.291915	0.4148782	0.369569	0.5205486	0.5722629	0.6016225	0.7042354	0.6580425	0.6426346	0.6063937	0.6309504	0.6463072	0.6171465	0.5971644	0.6485963	0.4075664	0.2984037	0.3809633	0.3565134	0.3762868	0.3865158	0.304641	0.2764975	0.3296377	0.3067346	0.1771469	0.32797	0.2394513	0.2064734	0.2482037	0.1957887	0.1727314	0.3094064	0.208038	0.3631266	0.3458932	0.3319033	0.4018363	0.283202	0.2406511	0.1979067	0.3342321	0.3783028	0.3027736	0.3200988	0.3320247	0.2912859	0.2809064	0.3490657	0.3344803	0.3499361	0.347701	0.2210697	0.2961351	0.4241193	0.3461306	0.2243994	0.3595318	0.3166736	0.4997764	0.4063873	0.4191192	0.3480526	0.3149566	0.307736	0.3535662	0.1850852	0.1522834	0.1647748	0.1430094	0.09819	0.0680135	0.049363	0.0739722	0.0892413	0.090451	0.2873994	0.3436054	0.4280572	0.4407252	0.4033904	0.351696	0.3522586	0.4158233	0.2810451	0.3199137	0.3219042	0.454107	0.5733513	0.5994143	0.4529381	0.5663175	0.6412792	0.5492549	0.4847315	0.4525542	0.5923946	0.3120189	0.2297011	0.2118843	0.2531998	0.4579806	0.2635397	0.3422606	0.2679281	0.3318623	0.3045019	0.3478079	0.1588654	0.1279087	0.1154065	0.0794508	0.0736442	0.0999364	0.0934902	0.0827357	0.1213185	0.119213	0.3380427	0.45199	0.4918499	0.3816344	0.4217033	0.3775798	0.3293896	0.315496	0.3684622	0.3568953	0.3835501	0.3172801	0.2784439	0.3401947	0.2920811	0.2690804	0.2876142	0.3517864	0.4301173	0.3188549	0.3001135	0.3975662	0.3365958	0.3513796	0.349614	0.3704308	0.4207267	0.2532369	0.2122186	0.2513087	0.3451844
G10	0.1803467	0.1636274	0.1629542	0.1833875	0.2510394	0.2339849	0.1942319	0.1742109	0.1745739	0.1799289	0.2149263	0.192029	0.166268	0.188412	0.2075786	0.2106527	0.2082054	0.2313579	0.1457759	0.2289511	0.1808302	0.1648793	0.0852258	0.0415636	0.0155234	0.0088039	0.0039762	0.0021205	0.0027869	0.0003254	0.0002399	2.54e-05	0.1346984	0.1852634	0.1832013	0.2033929	0.145154	0.2206093	0.1416841	0.1242633	0.159914	0.2209707	0.1971127	0.0446284	0.0304954	0.0090704	0.016598	0.0001657	0.0004016	0.0016176	0.0001861	0.0015902	1.03e-05	0.070223	0.1372693	0.191419	0.1582267	0.1977038	0.1657769	0.1836476	0.1938428	0.156514	0.1388425	0.2451327	0.150809	0.1450949	0.177339	0.2132034	0.1711371	0.1888803	0.2575234	0.155763	0.144029	0.1452362	0.1988792	0.1958356	0.1751161	0.1876973	0.2001012	0.1431763	0.2296171	0.2176385	0.2055808	0.1682733	0.193519	0.1257706	0.1973909	0.1572635	0.1835493	0.1691448	0.1717439	0.1075601	0.1197242	0.0600797	0.0320219	0.0284461	0.0758674	0.0848181	0.0885624	0.1796111	0.1655679	0.1550872	0.1759915	0.1985003	0.2586069	0.2090499	0.2123691	0.1964669	0.193904	0.1966361	0.2375665	0.1449729	0.182493	0.1910891	0.1505014	0.1211473	0.1629193	0.2404498	0.1314149	0.2266088	0.1835347	0.2591068	0.2203715	0.2528422	0.1817692	0.1844344	0.1832129	0.077691	0.0229493	0.0265902	0.0048819	0.0013246	0.0014721	0.0003694	0.0008076	0.0001653	4.18e-05	0.1461177	0.1424482	0.2101695	0.1280369	0.1417284	0.1279607	0.1414666	0.1859115	0.2323911	0.1546184	0.2082677	0.1299238	0.0522069	0.0159227	0.0180805	0.0182843	0.0261235	0.0226042	0.0297109	0.0298109	0.0291395	0.1107987	0.1355523	0.1563841	0.1146872	0.1476857	0.2047033	0.1863838	0.1427248	0.1310283	0.1877327	0.1782918	0.069931	0.0143583	0.0018633	0.0129685	0.0040069	0.0006025	0.0001398	0.0	0.0006569	9.21e-05	0.0960391	0.1239868	0.1566806	0.1562201	0.1693517	0.1279566	0.1873488	0.2219263	0.2099235	0.1615659	0.1646972	0.190865	0.1206328	0.2203967	0.197339	0.3805598	0.4026696	0.4143806	0.2988621	0.3370403	0.3496109	0.308618	0.2234616	0.2133007	0.1749846	0.150591	0.1521127	0.1720116	0.1777509	0.2183736	0.1621661
