edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,edge_exist
G72_G33,0.0028453832177296,0.0,0.7439889904343852,0.0063594321305079,3752.0,0.404356,0.19975094168237,0.8777184503864701,0.0,0.857791223902297,0.0584394375209065,0.0,0.0,0.09705346806614354,0
G72_G23,0.0043880103169766,0.0,3.393590383288442,0.0147648158520149,806.0,0.631103,0.205065303690305,1.5551005540452434,0.0,0.157797187631478,0.0026048865746185,0.0,0.0,0.04123360707067179,0
G72_G69,0.0082993135425286,0.0,7.096932080405686,0.0244990244225886,1720.0,0.409504,0.224309429917786,0.8501533097253361,0.0,1.04000443815493,0.0436762300141208,6.6939545933013e-37,0.0,0.5267004407760029,0
G72_G58,0.0060613621480653,0.0,2.84082919992819,0.0107757232927982,2013.0,0.50396,0.30710252460076,1.80977769791924,0.0,0.372927595470506,0.0474886973225114,0.0,0.0,0.3196232016554199,0
G72_G93,0.0088645848476959,0.0,0.2733826272462601,0.0067845790154152,4566.0,0.489582,0.144494008770511,0.6038078893838223,0.0,0.341427909478204,0.0080980307619112,0.0,0.0,0.0012118061040076369,0
G72_G67,0.0025568074638116,0.0,0.9257751848495616,0.0031530462712275,9123.0,0.414725,0.252921693766794,1.077883535560226,0.0,0.6558939186657,0.0782781554231749,0.080237535972,0.0,0.0004858097034277046,0
G72_G75,0.011220247058685,0.0,6.091007344559043,0.0212716298390714,9875.0,0.492005,0.500836032371847,0.9705758122296096,0.0,0.123178183671604,0.0909744019189821,0.0,0.0,0.019429554311760203,0
G72_G61,0.0063156379828234,0.0,0.7688152728951497,0.0062121600929311,6684.0,0.581807,0.229389427713414,0.4929292418775934,0.0,0.625295618657845,0.0018176721824773,0.0048513303627111,0.0,1.2466296989089508e-06,0
G72_G76,0.0056669502212512,0.0,1.9383805446089184,0.0086856907823942,8177.0,0.450035,0.117412485903954,1.20618408263351,0.0,0.267745443065671,0.0341642352395998,0.0023702448966815,0.0,5.1520318541097885e-05,0
G72_G22,0.0051644584303922,0.0,0.080072268324252,0.0058274395228584,1304.0,0.41674,0.185540769290462,0.0013262748138452,0.0,0.0202738831149395,0.0510568761380515,0.0,0.0,0.00020620923514034494,0
G72_G78,0.0135579680946486,0.0,3.315260726699586,0.0110849183243594,431.0,0.454543,0.39098821091814,1.3869077599163124,0.0,0.29607552297738,0.0684631025202958,1.13251963302569e-36,0.0,0.0007852262388989788,0
G72_G95,0.0029978572219908,0.0,2.1284512503515822,0.0052601628211235,9161.0,0.649115,0.344675076112429,0.7233270613322295,0.0,0.731300544232991,0.0432630110083897,0.0,0.0,0.0056934159162743345,0
G72_G29,0.0044487708247922,0.0,1.1396145950475731,0.0051506902303877,5673.0,0.517874,0.236959352727028,1.812525612513464,0.0,0.0776178625321381,0.0048417476140669,0.0,0.0,0.0542186144346709,0
G72_G87,0.0024523234322963,0.0,1.1715844157791568,0.0042857531442804,7911.0,0.403888,0.177552798757273,0.4458081724383309,0.0,0.325374680648998,0.109514618506342,0.0,0.0,0.0003909409839724165,0
G72_G7,0.0146215707735605,0.0,11.932506771890225,0.0216997730674522,5646.0,0.45321,0.433942264598424,1.4538469820178863,0.0,0.488270640578712,0.0055166308861999,0.0,0.0,0.02124118364838927,0
G72_G64,0.0514852992813254,0.1979363748073885,14.430990759920926,0.0469264497177925,2441.0,0.49114,0.494817261713219,1.8414080378877984,0.0,0.0588709355816322,0.0615941686294424,0.0,0.0,0.0998742108033149,0
G72_G81,0.0104076795444493,0.0,0.2038184846201423,0.0041995057254819,903.0,0.478324,0.17933640621076,0.6015112692928855,0.0,0.0984541195692192,0.0335265171732619,0.0298563247013496,0.0,0.001687492955230021,0
G72_G17,0.0155827725715469,0.0,17.917225340654614,0.043395137839793,1444.0,0.618432,0.353004746886241,1.7422659398135096,0.0,0.503765133984206,0.0883646645430333,0.0,0.0,0.004603869378812004,0
G72_G72,0.2908298879664845,0.0,0.0,0.0,1232.0,0.422627,0.0,0.0,1.0,0.982022616370143,0.0,0.0,0.0,0.9999999999999996,0
G72_G3,0.0019633546757498,0.0,0.5950806311492094,0.0045418166356378,481.0,0.40425,0.280502771169806,0.2896535449158235,0.0,0.565396931994274,0.0306654821357398,0.0,0.0,5.5562229262177914e-05,0
G72_G98,0.0061407580338427,0.0,1.0804540115567252,0.0063858034253057,24.0,0.520099,0.180255948377248,0.2374049167884433,0.0,0.125305876079648,0.0361524241616122,0.0004247400500218,0.0,0.0028422397594469145,0
G72_G31,0.0309607107258991,0.9964110866215452,25.70328885591529,0.0647213213150352,9067.0,0.470067,0.740081855608383,1.9204229208982464,0.269314342887909,1.25164213496961,0.0103797112625638,0.0,0.0,0.7104439042356904,0
G72_G10,0.0059682984101586,0.0,1.7888618943700128,0.0080753545024008,1241.0,0.407293,0.280158474895526,1.2756188542643023,0.0,0.546737624565573,0.0646949748208154,0.0,0.0,0.0006068153102722549,0
G72_G84,0.0029647525111773,0.0,0.5302663309005407,0.0039584024936168,9886.0,0.565202,0.304065111878837,0.93983787689554,0.0,1.70794884488689,0.134968758617825,0.135134782452981,0.0,0.0015179880583412833,0
G72_G9,0.0024163504611054,0.0,1.2473153780287989,0.0033862524729884,5227.0,0.462449,0.16866339609885,0.1251531576812929,0.0,0.0444182662258548,0.0665826512763964,0.0,0.0,1.3512584354581963e-06,0
