OutPredict,Inferelator,GRNBoost,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,Ensemble_AVG,set_name
0.0607108339737275,0.028302609413331827,0.035768925990079026,0.03387040403509602,0.009157480363450307,0.006133693277033054,0.03175491240197266,0.05844238494115448,0.003676470588235294,0.008830646322853757,0.007221960844384043,0.13056871334338316,0.07310952294722561,0.008580251092603419,0.0061004972164251416,0.003676470588235294,0.06797771253169085,0.08821770123275426,0.04977382012486967,OutPredict,OutPredict,0.0607108339737275,0.0607108339737275,0.02433377072461715,dream3_100#1
0.10032174223091375,0.1339390588479401,0.06395118228030396,0.06926789369312045,0.017932493297994775,0.014999785216090161,0.0483030547339676,0.05177226917559804,0.007647058823529412,0.015200305795042208,0.015420286316098337,0.1616458613195376,0.07727773348591528,0.018058877533702285,0.014199769336927855,0.007647058823529412,0.12804329549173094,0.07155622104630724,0.05598255881164595,OutPredict,Inferelator,0.10032174223091375,0.1339390588479401,0.061650137939633566,dream3_100#2
0.025224726349479344,0.05537135625467318,0.02010580235442326,0.01916554018705546,0.015382105576377756,0.018502995630607123,0.01794845135855406,0.014719822158281671,0.016924144920022515,0.015548298689254818,0.014998472819175797,0.03597138869517791,0.020302810102811614,0.02444119745444787,0.013657849760746556,0.028708928064424544,0.026364340808940002,0.025180391445234995,0.025683569250519615,OutPredict,Inferelator,0.025224726349479344,0.05537135625467318,0.01818150878370036,dream3_100#3
0.08686458534235274,0.07177233624983434,0.06855512297698298,0.07337219462309781,0.050634658004278466,0.034743142743282836,0.06788261629323684,0.05664535583024467,0.01573529411764706,0.04326539481211551,0.03312797224992978,0.1219180140135364,0.07626010782874858,0.03117329602059185,0.031187746911725114,0.09696490086655249,0.12305589041306728,0.10271070969002183,0.055446529770934325,Inferelator,OutPredict,0.07177233624983434,0.08686458534235274,0.06912052941139693,dream3_100#4
0.08449785845209791,0.11072260483222157,0.08720715658368927,0.08886926270857193,0.05273544834404741,0.06844554098669499,0.08962881932451794,0.0996053489140118,0.04663448590315998,0.06117225975304852,0.06153974580847878,0.10914609558540134,0.10051671069898621,0.06602277656483536,0.09041689890566448,0.13073557514733986,0.09198808659759412,0.11332365186307126,0.08007536221194395,Inferelator,Inferelator,0.11072260483222157,0.11072260483222157,0.08777377097791796,dream3_100#5
0.032118233730418576,0.029115208320280545,0.03181561757217264,0.024247351907761495,0.017764975792833298,0.022318092968789303,0.03057156663915983,0.04598791907178451,0.008970588235294117,0.026873804364096116,0.02167014998640939,0.04649236431889142,0.0376107428825228,0.020314068239708778,0.014917747651844802,0.04506991321118611,0.03973731283220619,0.042809390696342285,0.03958042505088194,OutPredict,PIDC,0.032118233730418576,0.04598791907178451,0.04187173171458452,dream4_100#1
0.03645905295709026,0.10417078555101636,0.047605607646946484,0.06707728589715944,0.03776995173885534,0.023917283782798844,0.05532821498930527,0.04327826854812826,0.026094771241830066,0.047419475404308034,0.03718284026477999,0.09128216618428343,0.046785483376420155,0.019575662089366022,0.020789946358712293,0.052845830639948285,0.1326305601736649,0.0641608177301888,0.049875870641155944,Inferelator,Inferelator,0.10417078555101636,0.10417078555101636,0.08226745785082366,dream4_100#2
0.09407772280654779,0.17918274666863326,0.05833273622820129,0.09740169881267481,0.02089182137513027,0.017329271122448676,0.09487329908812056,0.026748679419457404,0.008823529411764706,0.01625666702909756,0.03354279605117379,0.2438566540967648,0.10312256462840505,0.008823529411764706,0.01678846299486216,0.06279411764705883,0.23816220795089577,0.2512036285065546,0.1812059947935901,Inferelator,Inferelator,0.17918274666863326,0.17918274666863326,0.09149021796029627,dream4_100#3
0.08841360178386186,0.04924537215596489,0.04947936184937235,0.09199639808182136,0.024237940884183205,0.01963360287210223,0.03498381697343449,0.04463442334544812,0.009705882352941177,0.021343273793220832,0.01736127308751436,0.1590485213897639,0.04844317679883884,0.012528436863033681,0.02099773245645495,0.05618552699672244,0.1644551245793487,0.1497392512998237,0.08467803325784602,OutPredict,Genie3,0.08841360178386186,0.09199639808182136,0.06961392674731096,dream4_100#4
0.09443488832551697,0.21171023850640042,0.09222421547649677,0.08132809775471066,0.027157232454940245,0.013213881386700398,0.1087108580339841,0.06364361794100355,0.007941176470588234,0.020245837803060072,0.016693438068086652,0.23116553067099402,0.10707480062724158,0.01613866543273021,0.016189921696631148,0.06255050505050504,0.17197245002405342,0.06411685720064032,0.05890711433445588,OutPredict,Inferelator,0.09443488832551697,0.21171023850640042,0.0812411817052071,dream4_100#5
