OutPredict,Inferelator,GRNBoost,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,set_name
0.0607108339737275,0.028302609413331827,0.035768925990079026,0.03387040403509602,0.009157480363450307,0.006133693277033054,0.03175491240197266,0.05844238494115448,0.003676470588235294,0.008830646322853757,0.007221960844384043,0.04172908226441292,0.10943682595738577,0.04173553998730348,0.06746197749186068,0.022941176470588236,0.07609346075957474,0.04507387951673813,0.07494468633114026,OutPredict,OutPredict,0.0607108339737275,0.0607108339737275,dream3_100#1
0.10032174223091375,0.1339390588479401,0.06395118228030396,0.06926789369312045,0.017932493297994775,0.014999785216090161,0.0483030547339676,0.05177226917559804,0.007647058823529412,0.015200305795042208,0.015420286316098337,0.10059166447912048,0.14876064821286278,0.09727830998701513,0.05314181175573326,0.05642536699097785,0.1415179362349419,0.13821030279974889,0.1189024670821033,OutPredict,Inferelator,0.10032174223091375,0.1339390588479401,dream3_100#2
0.025224726349479344,0.05537135625467318,0.02010580235442326,0.01916554018705546,0.015382105576377756,0.018502995630607123,0.01794845135855406,0.014719822158281671,0.016924144920022515,0.015548298689254818,0.014998472819175797,0.0419743453375916,0.04216773462790645,0.041949174247540286,0.018368587453305465,0.026003699593044764,0.022024346869700857,0.02674652969540786,0.02078769041291326,OutPredict,Inferelator,0.025224726349479344,0.05537135625467318,dream3_100#3
0.08686458534235274,0.07177233624983434,0.06855512297698298,0.07337219462309781,0.050634658004278466,0.034743142743282836,0.06788261629323684,0.05664535583024467,0.01573529411764706,0.04326539481211551,0.03312797224992978,0.08024940176282228,0.09143116484703585,0.02377519464427785,0.04018897873475566,0.030592499400910616,0.06411391315936149,0.08345290374650721,0.05726847543270022,Inferelator,OutPredict,0.07177233624983434,0.08686458534235274,dream3_100#4
0.08449785845209791,0.11072260483222157,0.08720715658368927,0.08886926270857193,0.05273544834404741,0.06844554098669499,0.08962881932451794,0.0996053489140118,0.04663448590315998,0.06117225975304852,0.06153974580847878,0.09761092998493145,0.10243576948750718,0.06038642742217972,0.06520388496240173,0.060572561748205425,0.0656502400953193,0.08196386607371506,0.06513623089607466,Inferelator,Inferelator,0.11072260483222157,0.11072260483222157,dream3_100#5
0.04210132201548247,0.035193804197577686,0.03185325332593247,0.03748372066241923,0.024008830198655698,0.030196732742626423,0.02483014221001109,0.026115626355501787,0.014705882352941176,0.025884426811934876,0.04458699455880079,0.026876162706349377,0.028967354702927654,0.027253493922651105,0.026544502094106786,0.023733031674208146,0.02817686567605351,0.08252936261954898,0.0717656360621878,OutPredict,SCRIBE,0.04210132201548247,0.04458699455880079,dream3_50#1
0.14199041234385773,0.1186572334768358,0.09125547847293419,0.17556222149878922,0.07019145447175862,0.03300634687797463,0.05784708148745284,0.06113680561346714,0.022941176470588236,0.0484520088895016,0.046851795826906975,0.10416464051554764,0.19327893343402666,0.03702213544331938,0.09670231785494206,0.08547757564564287,0.14359544758210258,0.07164382479587135,0.07240803879686208,Genie3,Genie3,0.17556222149878922,0.17556222149878922,dream3_50#2
0.13151800463460994,0.09263100136279569,0.09336730785636903,0.17043394739971107,0.04242465671410514,0.03238844754415191,0.08920212758497004,0.07394490019105639,0.0738471936560172,0.047195584415094916,0.03628088748937911,0.09764082545142519,0.16452369309011444,0.027125274566223042,0.09535466809893531,0.03820728291316527,0.12508224844886506,0.11238192822240639,0.1479839827570353,Genie3,Genie3,0.17043394739971107,0.17043394739971107,dream3_50#3
0.05855236681892116,0.07509678992174233,0.0661428967599388,0.05846162697399562,0.04171114197515213,0.04810004283212063,0.05336892770933223,0.05148254937739841,0.030691489361702125,0.040407463869723076,0.04955894149750155,0.06267676678632643,0.05693515008226722,0.0644313867657338,0.0840566930715532,0.052482811306340714,0.04768743281675904,0.05414488524312379,0.05309108617137332,Inferelator,Inferelator,0.07509678992174233,0.07509678992174233,dream3_50#4
0.04626371845167024,0.06752144184550375,0.04830251188880516,0.04946321575940186,0.052547067974145115,0.052936838781365875,0.05392433235911068,0.04918874334184744,0.064014044934213,0.04091567341821571,0.036776071092158684,0.052978596544225175,0.06412146827974183,0.03800355242765105,0.04001200145180333,0.028337019018133562,0.041300734885517346,0.034849826223877556,0.0435184173787218,Inferelator,Inferelator,0.06752144184550375,0.06752144184550375,dream3_50#5
