OutPredict,Inferelator,GRNBoost,Genie3,GRNVBEM,LEAP,PPCOR,SCODE,SCRIBE,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,Ensemble_AVG,set_name
0.0607108339737275,0.028302609413331827,0.035768925990079026,0.03387040403509602,0.006133693277033054,0.03175491240197266,0.003676470588235294,0.008830646322853757,0.007221960844384043,0.1329728873946561,0.12241078057463521,0.03621827798800227,0.0055325436981920545,0.0637905162064826,0.06878634539822438,0.09287042313568192,0.03555898880298268,OutPredict,OutPredict,0.0607108339737275,0.0607108339737275,0.02304174051026937,dream3_100#1
0.10032174223091375,0.1339390588479401,0.06395118228030396,0.06926789369312045,0.014999785216090161,0.0483030547339676,0.007647058823529412,0.015200305795042208,0.015420286316098337,0.1525697888987754,0.1557128337586948,0.0643514564632275,0.09454015586135864,0.12552036199095024,0.1277812564988557,0.07155622104630724,0.0714890502537906,OutPredict,Inferelator,0.10032174223091375,0.1339390588479401,0.06395191089711424,dream3_100#2
0.025224726349479344,0.05537135625467318,0.02010580235442326,0.01916554018705546,0.018502995630607123,0.01794845135855406,0.016924144920022515,0.015548298689254818,0.014998472819175797,0.03094480181368295,0.045947756707622904,0.019934396374636926,0.02335660904122654,0.007794117647058824,0.028257013622746477,0.024942642297728485,0.022892809123781457,OutPredict,Inferelator,0.025224726349479344,0.05537135625467318,0.02479802623266765,dream3_100#3
0.08686458534235274,0.07177233624983434,0.06855512297698298,0.07337219462309781,0.034743142743282836,0.06788261629323684,0.01573529411764706,0.04326539481211551,0.03312797224992978,0.12683086369952876,0.10531518594214465,0.06743010836591155,0.05959175516195047,0.05730387992070235,0.1137835691244354,0.11263039321741561,0.04033275667613628,Inferelator,OutPredict,0.07177233624983434,0.08686458534235274,0.07670289296342205,dream3_100#4
0.08449785845209791,0.11072260483222157,0.08720715658368927,0.08886926270857193,0.06844554098669499,0.08962881932451794,0.04663448590315998,0.06117225975304852,0.06153974580847878,0.09794413323967889,0.10367446667868424,0.08442741349121216,0.0665635993490717,0.062374151041314115,0.07851868358431299,0.09881548494377165,0.07048317861142299,Inferelator,Inferelator,0.11072260483222157,0.11072260483222157,0.08792828763454993,dream3_100#5
0.032118233730418576,0.029115208320280545,0.03181561757217264,0.024247351907761495,0.022318092968789303,0.03057156663915983,0.008970588235294117,0.026873804364096116,0.02167014998640939,0.040050081315740955,0.035910001245894385,0.031541783007379066,0.02715762624889747,0.026824172291867565,0.03660791449984081,0.0442359983332124,0.03133484538894571,OutPredict,OutPredict,0.032118233730418576,0.032118233730418576,0.040806501176148306,dream4_100#1
0.03645905295709026,0.10417078555101636,0.047605607646946484,0.06707728589715944,0.023917283782798844,0.05532821498930527,0.026094771241830066,0.047419475404308034,0.03718284026477999,0.08975415698101763,0.08014760969219695,0.045561114429348876,0.03226836102420891,0.10228597072631869,0.13587064593449316,0.08697403055658073,0.07972617445791672,Inferelator,Inferelator,0.10417078555101636,0.10417078555101636,0.09614454145990894,dream4_100#2
0.09407772280654779,0.17918274666863326,0.05833273622820129,0.09740169881267481,0.017329271122448676,0.09487329908812056,0.008823529411764706,0.01625666702909756,0.03354279605117379,0.24867977081233666,0.20769806791154657,0.05916153833246199,0.0931600831473375,0.07860566448801742,0.22994184356016478,0.24419037227252777,0.16921853219694208,Inferelator,Inferelator,0.17918274666863326,0.17918274666863326,0.10197369602894389,dream4_100#3
0.08841360178386186,0.04924537215596489,0.04947936184937235,0.09199639808182136,0.01963360287210223,0.03498381697343449,0.009705882352941177,0.021343273793220832,0.01736127308751436,0.15063666378717974,0.10174830137114171,0.0489742785674611,0.026711872717181485,0.05580150241914948,0.1532467378904374,0.15412913849183954,0.09886172669450409,OutPredict,Genie3,0.08841360178386186,0.09199639808182136,0.06927422465081698,dream4_100#4
0.09443488832551697,0.21171023850640042,0.09222421547649677,0.08132809775471066,0.013213881386700398,0.1087108580339841,0.007941176470588234,0.020245837803060072,0.016693438068086652,0.2281266827060386,0.2000709151352778,0.09228604980132098,0.040342236172791264,0.058005050505050504,0.17377794183067427,0.06411685720064032,0.05883683559331026,OutPredict,Inferelator,0.09443488832551697,0.21171023850640042,0.0771391622031177,dream4_100#5
