Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G7	G3	0.382946140635322	3.08283518736754e-05
G3	G7	0.382946140635321	3.08283518736763e-05
G8	G4	0.365980879542984	7.23836027298757e-05
G4	G8	0.365980879542984	7.23836027298761e-05
G33	G1	0.35077902302783	0.000149516283351472
G1	G33	0.35077902302783	0.000149516283351473
G23	G41	0.344673642351456	0.000198066458939609
G41	G23	0.344673642351455	0.00019806645893961
G20	G78	0.342165928540471	0.00022194927773937
G78	G20	0.342165928540471	0.000221949277739371
G21	G62	0.337588630047618	0.00027254303805399
G62	G21	0.337588630047618	0.000272543038053991
G87	G36	0.334147449458557	0.000317381532796613
G36	G87	0.334147449458556	0.000317381532796627
G11	G23	0.320125940790006	0.000579776763174629
G23	G11	0.320125940790006	0.000579776763174632
G46	G9	0.319358469244508	0.000598722348185507
G9	G46	0.319358469244507	0.000598722348185521
G45	G65	0.315875066849254	0.000692065633667917
G65	G45	0.315875066849254	0.000692065633667922
G56	G17	0.311571848328668	0.000825735924339845
G17	G56	0.311571848328667	0.000825735924339864
G23	G13	0.31078266802219	0.000852673554568577
G13	G23	0.310782668022189	0.000852673554568593
G23	G33	0.308806243145037	0.000923700347706879
G33	G23	0.308806243145036	0.000923700347706885
G87	G27	0.305150145942874	0.00106950766623393
G27	G87	0.305150145942874	0.00106950766623393
G33	G35	0.302753380245623	0.00117617776163218
G35	G33	0.302753380245623	0.00117617776163218
G33	G54	0.301622500246915	0.00122980037813798
G54	G33	0.301622500246915	0.001229800378138
G14	G50	0.29844519846316	0.00139258944405676
G50	G14	0.29844519846316	0.00139258944405679
G98	G52	0.296374015892093	0.00150901176552244
G52	G98	0.296374015892093	0.00150901176552244
G54	G71	0.292428498438922	0.00175555787689467
G71	G54	0.292428498438921	0.00175555787689471
G95	G9	0.288111443015673	0.00206670706200189
G9	G95	0.288111443015672	0.00206670706200192
G39	G65	0.286545984267789	0.00219132665678715
G65	G39	0.286545984267789	0.00219132665678717
G56	G19	0.281177043345238	0.00267201788591677
G19	G56	0.281177043345237	0.00267201788591686
G54	G45	0.281040610237074	0.00268538460778961
G45	G54	0.281040610237074	0.00268538460778964
G27	G69	0.280033189694371	0.00278596449202256
G69	G27	0.280033189694371	0.00278596449202256
G75	G23	0.279399090196404	0.00285099984006795
G23	G75	0.279399090196404	0.00285099984006797
G98	G62	0.279319997802341	0.0028592069802826
G62	G98	0.279319997802341	0.00285920698028263
G70	G60	0.278641824856573	0.00293045653582723
G60	G70	0.278641824856573	0.00293045653582727
G11	G94	0.277763745788498	0.00302508108334836
G94	G11	0.277763745788498	0.0030250810833484
