Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.008342	0.314411	0.010894
G2	+	G1	0.076727	0.990665	0.315710
G3	+	G1	0.051112	0.929023	0.197226
G4	+	G1	0.053501	0.912317	0.202729
G5	+	G1	0.058773	0.985642	0.240608
G6	-	G1	-0.023908	0.459922	-0.045672
G7	-	G1	-0.001646	0.162186	-0.001109
G8	+	G1	0.028090	0.537405	0.062699
G9	-	G1	-0.021142	0.362465	-0.031830
G10	-	G1	-0.003192	0.199843	-0.002649
G11	+	G1	0.025447	0.470631	0.049742
G12	-	G1	-0.001714	0.206047	-0.001467
G13	-	G1	-0.078414	0.921388	-0.300089
G14	-	G1	-0.019697	0.410553	-0.033588
G15	-	G1	-0.004292	0.322198	-0.005743
G16	+	G1	0.004076	0.273797	0.004636
G17	-	G1	-0.056926	0.940689	-0.222416
G18	+	G1	0.056609	0.961789	0.226140
G19	-	G1	-0.058694	0.714008	-0.174064
G20	-	G1	-0.027780	0.514917	-0.059414
G21	+	G1	0.029461	0.360882	0.044159
G22	-	G1	-0.036973	0.577236	-0.088643
G23	-	G1	-0.021345	0.374636	-0.033213
G24	+	G1	0.017276	0.306924	0.022024
G25	+	G1	0.022421	0.409845	0.038168
G26	+	G1	0.005242	0.240780	0.005242
G27	+	G1	0.040672	0.764002	0.129063
G28	+	G1	0.117101	0.999995	0.486372
G29	-	G1	-0.033490	0.546920	-0.076076
G30	-	G1	-0.005838	0.267403	-0.006483
G31	+	G1	0.077403	0.935729	0.300830
G32	+	G1	0.015227	0.499195	0.031571
G33	-	G1	-0.030633	0.523811	-0.066646
G34	+	G1	0.046524	0.655008	0.126573
G35	+	G1	0.052228	0.963899	0.209096
G36	+	G1	0.052811	0.960158	0.210612
G37	-	G1	-0.065764	0.994378	-0.271612
G38	+	G1	0.019057	0.414537	0.032811
G39	+	G1	0.007730	0.313789	0.010075
G40	-	G1	-0.071318	0.997503	-0.295477
G41	-	G1	-0.027447	0.338070	-0.038540
G42	+	G1	0.040221	0.847985	0.141662
