Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G55	G21	0.795963547262199	0.00195476811882653
G21	G55	0.795963547262197	0.00195476811882662
G75	G59	0.757713095213956	0.00430508836206164
G59	G75	0.757713095213956	0.00430508836206166
G16	G1	0.745730775738198	0.00536088480331661
G1	G16	0.745730775738198	0.00536088480331663
G80	G33	0.736478386083164	0.00630131129795975
G33	G80	0.736478386083162	0.00630131129795996
G59	G6	0.732500372990883	0.00674167442807491
G6	G59	0.732500372990882	0.00674167442807498
G58	G75	0.732136449262175	0.00678308355687218
G75	G58	0.732136449262173	0.00678308355687247
G80	G7	0.716761792260136	0.00871380564131733
G7	G80	0.716761792260136	0.00871380564131741
G38	G21	0.716555917547159	0.00874216381311785
G21	G38	0.716555917547154	0.00874216381311856
G1	G7	0.715354032614711	0.0089090952200315
G7	G1	0.715354032614706	0.0089090952200321
G65	G93	0.713243392386656	0.00920798873667025
G93	G65	0.713243392386655	0.00920798873667042
G82	G27	0.70816677586022	0.00995749860789004
G27	G82	0.708166775860219	0.00995749860789032
G6	G17	0.704914519322979	0.010460951657215
G17	G6	0.704914519322978	0.0104609516572151
G34	G27	0.697476207716565	0.0116833611711224
G27	G34	0.697476207716564	0.0116833611711226
G20	G27	0.696872685381296	0.0117869875747596
G27	G20	0.696872685381293	0.0117869875747601
G17	G79	0.681791698016339	0.01460442036275
G79	G17	0.681791698016338	0.0146044203627502
G66	G92	0.681643251924378	0.0146344073410365
G92	G66	0.681643251924377	0.0146344073410365
G21	G30	0.681080218589831	0.0147485561548811
G30	G21	0.681080218589831	0.0147485561548811
G81	G33	0.679028664913118	0.0151700448669974
G33	G81	0.679028664913117	0.0151700448669978
G16	G80	0.678469356665517	0.0152864770734677
G80	G16	0.678469356665515	0.0152864770734681
G33	G27	0.675531028162647	0.0159089949727001
G27	G33	0.675531028162647	0.0159089949727002
G27	G22	0.670352984354108	0.0170511289598881
G22	G27	0.670352984354108	0.0170511289598881
G59	G83	0.668180966481169	0.017547700950738
G83	G59	0.668180966481168	0.0175477009507381
G89	G36	0.667467770675476	0.017713042579148
G36	G89	0.667467770675471	0.0177130425791493
G3	G79	0.666906365152744	0.0178439956487822
G79	G3	0.666906365152743	0.0178439956487822
G1	G75	0.666700252743562	0.0178922509355628
G75	G1	0.666700252743559	0.0178922509355635
G59	G79	0.664958810512381	0.0183037862734699
G79	G59	0.664958810512379	0.0183037862734703
G86	G59	0.664589739783615	0.0183918873263251
G59	G86	0.664589739783614	0.0183918873263254
G40	G55	0.663552551690015	0.0186411377713842
G55	G40	0.663552551690011	0.0186411377713853
G58	G86	0.662516444572764	0.0188925885964129
