TF	target	importance
G55	G81	73.58049596340703
G64	G65	59.99020895192857
G65	G89	59.534467372733545
G53	G57	55.417134060727335
G96	G9	54.43043854012292
G61	G58	53.31671830829621
G65	G64	49.92267656765357
G51	G22	49.819240438221335
G23	G77	48.852091830695706
G37	G64	48.778482412193284
G65	G62	46.24553813312445
G90	G2	45.82139749065133
G23	G2	45.81811869972341
G81	G55	44.39683962401718
G1	G46	43.59122424978515
G6	G21	43.51738276104004
G41	G65	43.474916558797034
G86	G89	43.184965439188
G49	G57	42.46282508281914
G62	G64	42.04111247447065
G51	G16	41.71627352092033
G58	G57	41.70718109585291
G80	G78	41.611473314117944
G61	G57	41.39717601134745
G66	G64	41.06980866317547
G66	G65	40.4819941968228
G64	G62	40.46187149294423
G78	G80	39.7476108376991
G92	G24	39.73678833833177
G61	G46	39.67962414526413
G23	G76	39.319074641787
G76	G23	39.28538001673853
G96	G97	38.54332388660622
G97	G2	38.46941817369006
G16	G57	38.122059099536116
G77	G23	37.689863573087074
G32	G55	37.17668594236566
G64	G44	36.59455227258142
G39	G96	36.562214617675146
G32	G81	36.36773480627773
G55	G32	36.305737679787796
G61	G24	35.694518623909474
G65	G66	35.64759496019008
G74	G95	35.61990136701975
G44	G9	34.95710670515566
G44	G63	34.84312985871983
G60	G22	34.23090008082636
G97	G96	33.33297917076754
G47	G25	33.100684338687834
G20	G12	32.947217797007276
G12	G15	32.66061768970437
G97	G36	32.52765310039728
G80	G19	32.29231994708235
G97	G64	32.207606172227045
G16	G51	32.115885513860306
G49	G58	32.10672378311271
G6	G15	32.032505649819555
G25	G47	31.95629432371232
G64	G63	31.621894549951516
G19	G80	31.54768091492646
G22	G24	31.40730257872291
G60	G93	31.295002519761606
G28	G22	31.181372390410136
G37	G62	30.90607018749424
G40	G2	30.533682359785953
G79	G98	30.434391966867206
G72	G77	30.428442473989637
G2	G74	30.42159938055925
G57	G53	30.373116738314447
G93	G22	30.022521364413024
G91	G24	29.83089352235494
G24	G23	29.57650890917977
G93	G9	29.45516944656017
G31	G100	29.368654240081227
G97	G26	29.327086024932672
G6	G78	29.256096308152145
G6	G20	29.241009044148665
G12	G20	29.185030052415296
G22	G28	29.00213774604345
G72	G23	28.91351592900181
G24	G22	28.853942081765247
G58	G51	28.843103057437386
G36	G64	28.693974560143438
G100	G2	28.47231167866718
G9	G44	28.45728872966699
G2	G95	28.40079296015057
G59	G86	28.20976885429465
G63	G44	28.022805333462053
G74	G100	27.972036780613386
G46	G1	27.689853228718796
G58	G61	27.681320256490565
G36	G65	27.592354481252443
G62	G65	27.57606145683406
G22	G51	27.51730399504826
G68	G15	27.50768102966521
G47	G95	27.418786834533847
G19	G15	27.338205643176895
G86	G50	27.29501956568855
G60	G28	27.095708399850608
G41	G64	27.033333339161963
G24	G93	26.990852440734393
G57	G49	26.91276228199721
G50	G10	26.861313881941623
G52	G58	26.676444870381363
G14	G89	26.631265726981077
G40	G90	26.569203714420038
G100	G31	26.562722124432785
G57	G58	26.481041346866707
G93	G28	26.340827408456697
G89	G14	26.185560067145236
G5	G21	26.162475255378496
G37	G47	26.128052605660056
G51	G61	26.124435777593078
G37	G65	25.679473763746017
G58	G55	25.637586199049583
G60	G4	25.596607659975927
G74	G64	25.558008077404992
G22	G61	25.53653829635184
G2	G100	25.476180305300634
G6	G12	25.44631894410753
G2	G90	25.436505294984077
G19	G12	25.434105321746955
G76	G77	25.184211916123033
G62	G96	25.167610838489427
G46	G61	25.13973995758899
G51	G53	24.92717481420662
G97	G77	24.574135305107582
G83	G9	24.528245070823978
G74	G62	24.515509245898915
G12	G3	24.45512593078003
G66	G62	24.373427778552266
G95	G100	24.165121773371485
G50	G47	24.11268963372246
G3	G20	24.033348267640545
G87	G60	23.954753684450207
G53	G58	23.803776439031825
G25	G9	23.714134254203152
G25	G72	23.638626070377143
G25	G76	23.563103967567255
G15	G20	23.52110091799997
G47	G37	23.491334382063464
G75	G62	23.474150078221413
G46	G49	23.453330734317966
G62	G44	23.40041470303579
G67	G65	23.31654236190495
G80	G21	23.275550292552627
G65	G41	23.209541496355694
G65	G50	22.857029360498636
G93	G86	22.832168816303707
G22	G93	22.807865129756117
G20	G15	22.613063121522703
G20	G6	22.57534529508733
G23	G24	22.545343319257864
G5	G12	22.295791917883452
G77	G76	22.272609598691282
G47	G24	22.159772927922013
G2	G77	21.970350690809028
G20	G19	21.926057466216985
G41	G70	21.90890794204098
G91	G45	21.883876935140396
G20	G50	21.812778393386342
G98	G36	21.805125820352718
G58	G49	21.804273373281973
G34	G98	21.795224681304155
G9	G96	21.676752396990217
G61	G16	21.591300580585084
G6	G33	21.536027950759017
G37	G97	21.459107239460593
G15	G12	21.369138491812464
G74	G2	21.289550078331867
G66	G97	21.19048582169664
G61	G89	21.18459861688259
G28	G60	21.156751885317682
G4	G81	21.108191046870758
G15	G3	21.08575386820004
G57	G61	21.058339431885816
G24	G72	21.045918145376525
G17	G33	20.971548684860032
G10	G89	20.95724932105978
G10	G24	20.862049590966485
G60	G87	20.833474967097672
G12	G19	20.807734455618753
G51	G24	20.791723399114716
G56	G73	20.750482431811744
G6	G73	20.722753391412315
G100	G95	20.708874162056087
G78	G17	20.684934101702325
G64	G66	20.620363658921363
G64	G95	20.612247942171642
G23	G72	20.60010402463929
G58	G52	20.531162157908337
G6	G5	20.484542238883492
G82	G98	20.461642201563023
G47	G28	20.450074340983914
G28	G24	20.4345553723714
G20	G9	20.415740285091474
G43	G45	20.398987687125615
G61	G49	20.388864031291302
G33	G6	20.38870366232272
G51	G58	20.378097320870644
G24	G76	20.36180854009442
G97	G21	20.360800737569942
G91	G43	20.356592680996368
G28	G93	20.284388212287748
G44	G31	20.269134997410752
G46	G24	20.228082780705506
G51	G57	20.166838048096487
G46	G74	20.155849992952867
G16	G53	20.099023962472494
G94	G4	20.089678453185268
G3	G68	20.05251156397277
G58	G53	19.982203155167074
G81	G32	19.952472185207817
G26	G2	19.853483345892045
G66	G41	19.85257356153741
G16	G22	19.83007199803791
G45	G56	19.817227159972564
G90	G88	19.770702137514064
G45	G43	19.70743657629108
G15	G6	19.697098479682
G50	G95	19.6392265159771
G53	G49	19.62373924361566
G25	G62	19.563030671758284
G24	G8	19.464556714927056
G25	G65	19.408743918346573
G87	G80	19.366740687094122
G64	G47	19.324746269170497
G25	G64	19.296275238437715
G42	G2	19.264231969485255
G84	G89	19.2356736410013
G23	G90	19.19404496616773
G15	G55	19.185829260991603
G4	G55	19.1797142158662
G14	G50	19.138127547410782
G79	G36	19.12972700901491
G42	G90	19.071103761497547
G49	G16	19.02706412462636
G62	G66	19.02069800707222
G22	G100	19.003037809112065
G100	G74	18.953072836162473
G12	G98	18.94859084670597
G73	G59	18.937386663330983
G63	G80	18.929333168606682
G57	G46	18.92726596608982
G20	G21	18.926757300554943
G21	G96	18.910067218588843
G93	G24	18.87665038720766
G17	G98	18.80388417838302
G23	G70	18.741217019476583
G49	G1	18.68810747874779
G25	G23	18.67367955589153
G22	G95	18.662007558737912
G3	G15	18.622879320685787
G96	G62	18.613743319787858
G51	G28	18.607808728393707
G88	G90	18.55538591772735
G66	G36	18.515176853462254
G19	G13	18.48689862487223
G10	G91	18.47048860189449
G95	G50	18.45121150939005
G41	G26	18.40900642969194
G15	G5	18.32862707292186
G12	G6	18.28480985291468
G89	G91	18.26998602750187
G47	G92	18.24534116794456
G63	G75	18.211491259648124
G15	G21	18.18666905218153
G60	G9	18.173922279405975
G61	G22	18.133559415062955
G57	G16	18.123338251026997
G3	G12	18.027688234576935
G97	G90	17.96690332686049
G47	G64	17.94575880232458
G22	G46	17.941686535963193
G96	G36	17.919364310574256
G84	G14	17.907986788944118
G65	G70	17.815261575223293
G20	G3	17.745959468819443
G68	G3	17.681796995602458
G41	G66	17.658405895671777
G73	G6	17.64032344012763
G49	G51	17.58909535923048
G20	G1	17.551483468222052
G51	G56	17.55147536864817
G41	G2	17.488956873147437
G15	G19	17.483506517895968
G82	G59	17.48186644701151
G25	G7	17.454111137268036
G91	G8	17.45294425176782
G25	G93	17.44336585457066
G53	G51	17.287855468413486
G8	G7	17.286310203126856
G19	G20	17.27161490135906
G72	G56	17.26290581230001
G97	G41	17.23517388566152
