Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G6	G86	0.717179814364944	0.00865643671715638
G86	G6	0.717179814364942	0.00865643671715654
G78	G2	0.689502693471191	0.0131081249805454
G2	G78	0.689502693471191	0.0131081249805455
G30	G51	0.682288183023749	0.0145044566222591
G51	G30	0.682288183023748	0.0145044566222592
G89	G85	0.677753921577729	0.0154363681833487
G85	G89	0.677753921577727	0.0154363681833492
G11	G86	0.671781971379639	0.0167301074121648
G86	G11	0.671781971379637	0.0167301074121651
G57	G58	0.666507307621117	0.0179375101030108
G58	G57	0.666507307621112	0.0179375101030119
G93	G61	0.658115005196088	0.0199885061846198
G61	G93	0.658115005196084	0.0199885061846205
G12	G6	0.657292754810896	0.0201982750395468
G6	G12	0.657292754810896	0.0201982750395469
G78	G76	0.651270613912652	0.0217839382183715
G76	G78	0.651270613912651	0.0217839382183718
G58	G11	0.6408416962495	0.0247415760701431
G11	G58	0.640841696249497	0.0247415760701438
G26	G35	0.61227662091829	0.0343236993183995
G35	G26	0.612276620918289	0.0343236993184001
G58	G6	0.61202928778561	0.0344167350642372
G6	G58	0.61202928778561	0.0344167350642372
G11	G35	0.610846637978666	0.0348640912189145
G35	G11	0.610846637978665	0.0348640912189152
G2	G89	0.607817856019652	0.0360287188202177
G89	G2	0.607817856019651	0.036028718820218
G55	G11	0.605779035031974	0.0368281637891344
G11	G55	0.605779035031973	0.036828163789135
G38	G34	0.60260721698655	0.0380969089588548
G34	G38	0.60260721698655	0.0380969089588548
G58	G21	0.602482498985297	0.038147424265635
G21	G58	0.60248249898529	0.0381474242656378
G21	G29	0.597367511440039	0.0402605403069105
G29	G21	0.597367511440038	0.0402605403069111
G86	G32	0.596258480832094	0.0407294477123657
G32	G86	0.596258480832094	0.0407294477123657
G88	G86	0.579176373321998	0.0484501096320057
G86	G88	0.579176373321996	0.0484501096320064
G78	G95	0.576617040399468	0.0496895323943506
G95	G78	0.576617040399466	0.0496895323943519
G11	G12	0.574605255190098	0.050679306238375
G12	G11	0.574605255190098	0.0506793062383752
G27	G35	0.574561834466245	0.0507008200626073
G35	G27	0.574561834466242	0.050700820062609
G86	G41	0.573193567358756	0.0513820492271917
G41	G86	0.573193567358754	0.0513820492271926
G95	G79	0.570623114068721	0.0526791357988777
G79	G95	0.57062311406872	0.0526791357988781
G89	G7	0.568430434091543	0.0538035783349563
G7	G89	0.568430434091542	0.053803578334957
G21	G86	0.567092373061311	0.054497948842735
G86	G21	0.567092373061311	0.054497948842735
G32	G94	0.566768281220321	0.0546670702389962
G94	G32	0.566768281220321	0.0546670702389963
G90	G67	0.566031668882183	0.0550528217620343
