Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G8	G10	0.513112262103338	2.14911521905816e-62
G10	G8	0.513112262103338	2.14911521905865e-62
G54	G50	0.35799733553889	5.80102176173527e-29
G50	G54	0.357997335538889	5.80102176173652e-29
G98	G82	0.318415881023616	6.17151368863438e-23
G82	G98	0.318415881023616	6.1715136886351e-23
G96	G95	0.311684234592764	5.37042755266717e-22
G95	G96	0.311684234592764	5.37042755266791e-22
G5	G6	0.308700427525128	1.37665791482163e-21
G6	G5	0.308700427525126	1.37665791482224e-21
G65	G70	0.265978051953155	3.1112547435211e-16
G70	G65	0.265978051953155	3.11125474352126e-16
G81	G72	0.24714889185822	3.69634934067251e-14
G72	G81	0.247148891858219	3.69634934067304e-14
G11	G54	0.214803606462001	5.57576718441275e-11
G54	G11	0.214803606462001	5.57576718441279e-11
G81	G54	0.209437574208142	1.68986283989069e-10
G54	G81	0.209437574208141	1.68986283989095e-10
G68	G11	0.20349875772582	5.57116550752633e-10
G11	G68	0.20349875772582	5.57116550752656e-10
G77	G98	0.198594393703064	1.45252305856618e-09
G98	G77	0.198594393703064	1.45252305856628e-09
G82	G77	0.195794416294168	2.4832503884875e-09
G77	G82	0.195794416294168	2.48325038848751e-09
G17	G14	0.182937260882064	2.63620988874722e-08
G14	G17	0.182937260882064	2.63620988874729e-08
G84	G99	0.181449400056633	3.42873158216048e-08
G99	G84	0.181449400056632	3.42873158216052e-08
G85	G57	0.174137045560271	1.20923385236466e-07
G57	G85	0.174137045560271	1.20923385236467e-07
G72	G11	0.174070272118798	1.22293849800487e-07
G11	G72	0.174070272118798	1.22293849800491e-07
G30	G81	0.169816945368978	2.48485306019683e-07
G81	G30	0.169816945368978	2.48485306019692e-07
G92	G75	0.16275075691186	7.76415497300563e-07
G75	G92	0.16275075691186	7.76415497300565e-07
G83	G81	0.162414428561003	8.18704096184842e-07
G81	G83	0.162414428561002	8.18704096184902e-07
G74	G59	0.151917857563467	4.05976489322572e-06
G59	G74	0.151917857563467	4.05976489322584e-06
G59	G45	0.151658243015505	4.21819259758993e-06
G45	G59	0.151658243015505	4.21819259758993e-06
G64	G6	0.149732827044878	5.59203237968433e-06
G6	G64	0.149732827044878	5.59203237968445e-06
G81	G23	0.147524911032088	7.69340291839794e-06
G23	G81	0.147524911032088	7.69340291839803e-06
G90	G32	0.144239545207743	1.22634609435896e-05
G32	G90	0.144239545207742	1.22634609435902e-05
G95	G94	0.144092891174243	1.25184385040314e-05
G94	G95	0.144092891174243	1.25184385040314e-05
G12	G81	0.143801179986077	1.30407089085507e-05
G81	G12	0.143801179986077	1.30407089085511e-05
