Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G100	G85	0.435794625137346	1.56630928791008e-06
G85	G100	0.435794625137345	1.56630928791016e-06
G85	G31	0.410721518878335	6.85844523927916e-06
G31	G85	0.410721518878334	6.8584452392793e-06
G82	G92	0.387331398774904	2.4533057692387e-05
G92	G82	0.387331398774904	2.45330576923875e-05
G39	G24	0.335340785263236	0.000301113510695144
G24	G39	0.335340785263236	0.000301113510695148
G36	G16	0.310318428669526	0.000868892825285335
G16	G36	0.310318428669526	0.000868892825285335
G50	G71	0.308789704672319	0.000924316851969736
G71	G50	0.308789704672318	0.000924316851969739
G85	G66	0.303702720644119	0.00113281784649906
G66	G85	0.303702720644118	0.00113281784649908
G63	G98	0.302364664730063	0.00119436419297025
G98	G63	0.302364664730062	0.00119436419297025
G67	G60	0.29843705475298	0.0013930307466457
G60	G67	0.29843705475298	0.00139303074664571
G45	G51	0.298277219356612	0.00140171791151944
G51	G45	0.298277219356611	0.00140171791151945
G78	G76	0.291116102480905	0.00184532683691039
G76	G78	0.291116102480905	0.0018453268369104
G44	G39	0.290777447544029	0.00186915641346942
G39	G44	0.290777447544029	0.00186915641346943
G59	G53	0.289287238304847	0.00197736279077223
G53	G59	0.289287238304847	0.00197736279077225
G12	G83	0.286064864880927	0.00223096881125426
G83	G12	0.286064864880927	0.00223096881125427
G64	G16	0.281072625035536	0.00268224263099237
G16	G64	0.281072625035536	0.00268224263099237
G63	G65	0.280880689630821	0.00270112916266331
G65	G63	0.280880689630821	0.00270112916266331
G59	G91	0.280350187922157	0.00275395576639096
G91	G59	0.280350187922157	0.00275395576639096
G23	G57	0.278791542988995	0.00291459095589459
G57	G23	0.278791542988995	0.0029145909558946
G39	G53	0.272779769096471	0.00361614888232842
G53	G39	0.27277976909647	0.00361614888232846
G5	G91	0.271758251948676	0.00374937878604631
G91	G5	0.271758251948676	0.00374937878604634
G31	G20	0.265758000748604	0.00462460963397115
G20	G31	0.265758000748604	0.00462460963397116
G64	G21	0.265198337900102	0.00471488852930194
G21	G64	0.265198337900102	0.00471488852930199
G85	G11	0.260450235149724	0.00554635994534938
G11	G85	0.260450235149723	0.00554635994534942
G39	G32	0.26014033781394	0.00560490986108742
G32	G39	0.26014033781394	0.00560490986108742
G35	G40	0.258753419915108	0.00587373803502787
G40	G35	0.258753419915108	0.00587373803502788
G33	G89	0.25550014238213	0.00654978782519333
G89	G33	0.255500142382129	0.00654978782519337
G49	G42	0.247404714554349	0.00854024357876558
G42	G49	0.247404714554349	0.00854024357876558
G87	G71	0.247218074659213	0.00859182897660039
G71	G87	0.247218074659213	0.0085918289766004
