Gene1	Gene2	Score
G90	G56	0.933257710153431
G56	G90	0.933257710153431
G48	G44	-0.890341572033015
G44	G48	-0.890341572033015
G60	G4	0.856506367107426
G4	G60	0.856506367107426
G48	G38	-0.849817714416885
G38	G48	-0.849817714416885
G53	G26	0.833373029838099
G26	G53	0.833373029838099
G57	G55	0.803415748945928
G55	G57	0.803415748945928
G95	G82	0.79545654139212
G82	G95	0.79545654139212
G82	G46	-0.794901914905927
G46	G82	-0.794901914905927
G44	G24	-0.794832865238238
G24	G44	-0.794832865238238
G48	G24	0.787631551067885
G24	G48	0.787631551067885
G53	G52	0.778739752574177
G52	G53	0.778739752574177
G44	G38	0.775315628071342
G38	G44	0.775315628071342
G95	G46	-0.775142962391073
G46	G95	-0.775142962391073
G55	G53	0.771337117778029
G53	G55	0.771337117778029
G90	G45	-0.770360620187491
G45	G90	-0.770360620187491
G53	G51	-0.769080168560912
G51	G53	-0.769080168560912
G90	G87	0.765441769243271
G87	G90	0.765441769243271
G57	G53	0.764449783858755
G53	G57	0.764449783858755
G95	G74	0.758987354822285
G74	G95	0.758987354822285
G51	G26	-0.755924926246908
G26	G51	-0.755924926246908
G78	G46	-0.755694918475797
G46	G78	-0.755694918475797
G41	G4	0.750032000737848
G4	G41	0.750032000737848
G87	G56	0.738661557445419
G56	G87	0.738661557445419
G18	G14	-0.737902580998359
G14	G18	-0.737902580998359
G48	G45	-0.737761807384428
G45	G48	-0.737761807384428
G74	G21	0.734993048633961
G21	G74	0.734993048633961
G57	G40	-0.734240904805584
G40	G57	-0.734240904805584
G82	G78	0.732536532144888
G78	G82	0.732536532144888
G7	G3	0.726352687267388
G3	G7	0.726352687267388
G56	G45	-0.72550709516517
G45	G56	-0.72550709516517
G34	G12	0.724730232058533
G12	G34	0.724730232058533
G90	G48	0.715942572023413
G48	G90	0.715942572023413
G52	G26	0.715450418303414
G26	G52	0.715450418303414
G61	G57	0.713350597100275
G57	G61	0.713350597100275
G90	G44	-0.71170247818697
G44	G90	-0.71170247818697
G61	G53	0.709291130924652
G53	G61	0.709291130924652
G87	G36	0.706705929050529
G36	G87	0.706705929050529
