Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.000036	0.497801	-0.000067
G2	+	G1	0.001578	0.484355	0.002828
G3	-	G1	-0.000193	0.295205	-0.000211
G4	-	G1	-0.003003	0.398392	-0.004428
G5	+	G1	0.000427	0.351578	0.000555
G6	+	G1	0.001039	0.261918	0.001007
G7	+	G1	0.000318	0.251362	0.000296
G8	+	G1	0.002548	0.289412	0.002728
G9	-	G1	-0.001494	0.446485	-0.002469
G10	+	G1	0.000636	0.280769	0.000661
G11	+	G1	0.000750	0.286533	0.000795
G12	+	G1	0.002505	0.379856	0.003521
G13	+	G1	0.000457	0.250137	0.000423
G14	-	G1	-0.000517	0.221233	-0.000423
G15	-	G1	-0.000858	0.281537	-0.000893
G16	-	G1	-0.000857	0.240147	-0.000761
G17	-	G1	-0.000151	0.299326	-0.000167
G18	+	G1	0.000539	0.304779	0.000608
G19	+	G1	0.000450	0.188428	0.000314
G20	-	G1	-0.000351	0.275984	-0.000358
G21	-	G1	-0.000844	0.290956	-0.000909
G22	+	G1	0.000253	0.217383	0.000203
G23	+	G1	0.000412	0.166566	0.000254
G24	-	G1	-0.001566	0.274056	-0.001588
G25	-	G1	-0.000790	0.453244	-0.001326
G26	-	G1	-0.001292	0.351868	-0.001683
G27	+	G1	0.000638	0.290235	0.000686
G28	+	G1	0.000121	0.290500	0.000130
G29	+	G1	0.001306	0.409374	0.001979
G30	+	G1	0.000824	0.207542	0.000633
G31	+	G1	0.001870	0.415460	0.002875
G32	-	G1	-0.000485	0.283238	-0.000508
G33	-	G1	-0.000161	0.211717	-0.000126
G34	-	G1	-0.000191	0.244251	-0.000173
G35	+	G1	0.001385	0.308719	0.001582
G36	-	G1	-0.000551	0.293528	-0.000598
G37	+	G1	0.000801	0.251413	0.000745
G38	+	G1	0.000177	0.319416	0.000210
G39	-	G1	-0.001184	0.268963	-0.001179
G40	+	G1	0.001956	0.468672	0.003393
G41	-	G1	-0.000176	0.482058	-0.000315
G42	+	G1	0.001127	0.268413	0.001119
G43	+	G1	0.001352	0.346611	0.001734
G44	+	G1	0.001218	0.376066	0.001694
G45	+	G1	0.000749	0.250877	0.000695
G46	+	G1	0.000665	0.299790	0.000737
G47	+	G1	0.001136	0.339183	0.001426
G48	-	G1	-0.000678	0.320500	-0.000804
G49	+	G1	0.000255	0.267272	0.000252
