Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.051557	0.815171	0.132666
G2	+	G1	0.000817	0.324706	0.000838
G3	+	G1	0.070261	0.993236	0.220291
G4	-	G1	-0.029099	0.496364	-0.045594
G5	-	G1	-0.032518	0.495218	-0.050834
G6	+	G1	0.027858	0.528167	0.046446
G7	+	G1	0.035827	0.694309	0.078522
G8	+	G1	0.026998	0.478988	0.040821
G9	+	G1	0.026168	0.485559	0.040109
G10	-	G1	-0.098423	0.996439	-0.309582
G11	+	G1	0.059045	0.896791	0.167148
G12	+	G1	0.012464	0.357937	0.014082
G13	-	G1	-0.009620	0.330958	-0.010050
G14	-	G1	-0.014696	0.389158	-0.018053
G15	-	G1	-0.015094	0.370673	-0.017661
G16	-	G1	-0.014603	0.411063	-0.018949
G17	-	G1	-0.024593	0.542211	-0.042093
G18	+	G1	0.034267	0.563436	0.060947
G19	+	G1	0.028983	0.499708	0.045718
G20	+	G1	0.062525	0.941075	0.185741
G21	-	G1	-0.014511	0.330908	-0.015158
G22	-	G1	-0.023079	0.408386	-0.029751
G23	+	G1	0.004236	0.271700	0.003633
G24	-	G1	-0.033735	0.536451	-0.057126
G25	+	G1	0.026560	0.561307	0.047061
G26	+	G1	0.052244	0.930962	0.153530
G27	-	G1	-0.013222	0.350717	-0.014638
G28	+	G1	0.034113	0.671576	0.072317
G29	+	G1	0.027257	0.483670	0.041616
G30	-	G1	-0.014410	0.336961	-0.015327
G31	+	G1	0.030911	0.515563	0.050306
G32	+	G1	0.037760	0.695595	0.082911
G33	+	G1	0.016709	0.441471	0.023285
G34	-	G1	-0.038539	0.653126	-0.079455
G35	+	G1	0.005933	0.384858	0.007208
G36	+	G1	0.006287	0.274612	0.005450
G37	-	G1	-0.024309	0.519045	-0.039828
G38	-	G1	-0.019072	0.439633	-0.026468
G39	+	G1	0.026727	0.591870	0.049935
G40	-	G1	-0.034005	0.582866	-0.062566
G41	-	G1	-0.037149	0.725621	-0.085092
G42	+	G1	0.000905	0.365411	0.001043
G43	+	G1	0.035816	0.660263	0.074649
G44	-	G1	-0.007031	0.485478	-0.010775
G45	+	G1	0.013028	0.311206	0.012799
G46	+	G1	0.044548	0.885622	0.124540
G47	+	G1	0.003356	0.267339	0.002832
G48	-	G1	-0.020840	0.455538	-0.029967
G49	-	G1	-0.001140	0.283171	-0.001019
G50	+	G1	0.005095	0.310167	0.004989
G51	+	G1	0.037984	0.558344	0.066947
G52	+	G1	0.010591	0.335534	0.011218
G53	+	G1	0.050309	0.850382	0.135048
G54	+	G1	0.024963	0.440148	0.034683
G55	+	G1	0.043932	0.823269	0.114170
G56	+	G1	0.043407	0.781642	0.107101
G57	+	G1	0.038008	0.600153	0.072006
G58	+	G1	0.017575	0.346900	0.019245
G59	+	G1	0.009459	0.487285	0.014549
G60	-	G1	-0.008145	0.262251	-0.006743
G61	-	G1	-0.006612	0.274833	-0.005736
G62	+	G1	0.027055	0.448535	0.038307
G63	-	G1	-0.008120	0.337066	-0.008640
G64	+	G1	0.003838	0.347416	0.004209
G65	-	G1	-0.005095	0.347864	-0.005595
G66	+	G1	0.070692	0.991652	0.221287
G67	-	G1	-0.040746	0.557264	-0.071676
G68	+	G1	0.010575	0.341382	0.011396
G69	-	G1	-0.004033	0.356211	-0.004535
G70	+	G1	0.013297	0.384441	0.016137
G71	+	G1	0.006572	0.282682	0.005864
G72	-	G1	-0.018959	0.388453	-0.023248
G73	+	G1	0.024249	0.453555	0.034718
G74	+	G1	0.006165	0.396053	0.007708
G75	+	G1	0.004857	0.337005	0.005167
G76	-	G1	-0.019893	0.384405	-0.024139
G77	+	G1	0.013271	0.372323	0.015597
G78	+	G1	0.010940	0.355959	0.012292
G79	+	G1	0.037934	0.606824	0.072664
G80	-	G1	-0.004024	0.305100	-0.003876
G81	+	G1	0.042742	0.754232	0.101763
G82	+	G1	0.052838	0.793075	0.132277
G83	+	G1	0.021101	0.433652	0.028885
G84	+	G1	0.003843	0.261487	0.003172
G85	+	G1	0.021282	0.403284	0.027093
G86	+	G1	0.055062	0.940509	0.163472
G87	+	G1	0.026923	0.319520	0.027155
G88	-	G1	-0.004214	0.220086	-0.002928
G89	-	G1	-0.050375	0.680502	-0.108211
G90	+	G1	0.012942	0.278568	0.011381
G91	+	G1	0.034873	0.610171	0.067169
G92	+	G1	0.019751	0.435352	0.027143
G93	-	G1	-0.013082	0.493027	-0.020360
G94	-	G1	-0.020468	0.445500	-0.028783
G95	+	G1	0.012487	0.474155	0.018690
G96	+	G1	0.026230	0.567897	0.047022
G97	+	G1	0.002103	0.324273	0.002152
G98	+	G1	0.076651	0.998930	0.241700
G99	+	G1	0.007915	0.354163	0.008849
G100	+	G1	0.036795	0.756489	0.087866
G1	+	G2	0.005925	0.361010	0.006752
G2	+	G2	0.083483	0.840514	0.221497
G3	+	G2	0.075174	0.893112	0.211933
G4	-	G2	-0.011902	0.316448	-0.011890
G5	+	G2	0.074459	0.696413	0.163685
G6	-	G2	-0.023162	0.425569	-0.031115
G7	+	G2	0.096421	0.970759	0.295467
G8	-	G2	-0.005602	0.298808	-0.005284
G9	+	G2	0.037727	0.400076	0.047646
G10	+	G2	0.138241	0.997472	0.435277
G11	-	G2	-0.038023	0.580424	-0.069665
G12	+	G2	0.038061	0.457125	0.054921
G13	-	G2	-0.048749	0.590593	-0.090883
G14	+	G2	0.066238	0.745369	0.155850
G15	+	G2	0.005587	0.331387	0.005845
G16	+	G2	0.059150	0.656911	0.122656
G17	+	G2	0.063048	0.785937	0.156419
G18	-	G2	-0.000640	0.312567	-0.000631
G19	-	G2	-0.085827	0.952446	-0.258042
G20	-	G2	-0.080895	0.942911	-0.240778
G21	-	G2	-0.016287	0.328884	-0.016908
G22	+	G2	0.097082	0.947975	0.290510
G23	+	G2	0.003105	0.254446	0.002494
G24	+	G2	0.042783	0.437815	0.059127
G25	+	G2	0.015993	0.323308	0.016322
G26	-	G2	-0.000203	0.292468	-0.000188
G27	+	G2	0.019738	0.340950	0.021243
G28	-	G2	-0.063883	0.888795	-0.179231
G29	+	G2	0.030125	0.433945	0.041265
G30	-	G2	-0.002949	0.310393	-0.002889
G31	-	G2	-0.021836	0.352680	-0.024310
G32	+	G2	0.013835	0.381253	0.016650
G33	+	G2	0.015534	0.323016	0.015839
G34	+	G2	0.101109	0.953686	0.304384
G35	+	G2	0.033090	0.463395	0.048403
G36	+	G2	0.040106	0.440781	0.055803
G37	+	G2	0.007335	0.302633	0.007008
G38	+	G2	0.092442	0.720199	0.210158
G39	-	G2	-0.058457	0.917718	-0.169345
G40	+	G2	0.021184	0.418405	0.027978
G41	+	G2	0.061973	0.762974	0.149258
G42	+	G2	0.004979	0.363602	0.005715
G43	+	G2	0.053712	0.615593	0.104373
G44	+	G2	0.010523	0.485362	0.016123
G45	-	G2	-0.002464	0.278626	-0.002167
G46	+	G2	0.007902	0.309893	0.007730
G47	+	G2	0.033456	0.371225	0.039205
G48	+	G2	0.009336	0.385989	0.011375
G49	-	G2	-0.046407	0.656022	-0.096101
G50	-	G2	-0.040602	0.632132	-0.081017
G51	-	G2	-0.006866	0.310088	-0.006720
G52	+	G2	0.073267	0.877826	0.203023
G53	+	G2	0.001609	0.314704	0.001598
G54	-	G2	-0.109464	0.992283	-0.342874
G55	-	G2	-0.065806	0.918451	-0.190787
G56	+	G2	0.014442	0.275979	0.012582
G57	+	G2	0.008821	0.302134	0.008413
G58	+	G2	0.005565	0.290819	0.005109
G59	-	G2	-0.020427	0.496685	-0.032026
G60	-	G2	-0.022309	0.376598	-0.026521
G61	+	G2	0.011378	0.276715	0.009939
G62	-	G2	-0.014562	0.343307	-0.015780
G63	+	G2	0.039720	0.466669	0.058513
G64	+	G2	0.055905	0.681864	0.120331
G65	-	G2	-0.026271	0.418048	-0.034668
G66	-	G2	-0.051049	0.723154	-0.116531
G67	+	G2	0.024054	0.400715	0.030426
G68	+	G2	0.007734	0.329104	0.008035
G69	-	G2	-0.038780	0.527321	-0.064552
G70	+	G2	0.033623	0.442159	0.046929
G71	+	G2	0.027865	0.325136	0.028599
G72	+	G2	0.007364	0.311558	0.007242
G73	-	G2	-0.017122	0.379537	-0.020514
G74	+	G2	0.017592	0.408473	0.022683
G75	+	G2	0.043203	0.516707	0.070467
G76	+	G2	0.008102	0.328746	0.008408
G77	+	G2	0.008220	0.300974	0.007810
G78	+	G2	0.035128	0.439831	0.048771
G79	-	G2	-0.041608	0.534038	-0.070141
G80	+	G2	0.040730	0.469135	0.060317
G81	-	G2	-0.053415	0.732830	-0.123565
G82	-	G2	-0.048759	0.576590	-0.088746
G83	+	G2	0.091789	0.976728	0.283004
G84	+	G2	0.009011	0.258802	0.007361
G85	+	G2	0.034538	0.383021	0.041759
G86	-	G2	-0.030523	0.461493	-0.044465
G87	+	G2	0.007606	0.193512	0.004646
G88	-	G2	-0.055062	0.781838	-0.135893
G89	+	G2	0.062451	0.600746	0.118428
G90	+	G2	0.098313	0.986057	0.306012
G91	+	G2	0.032875	0.318871	0.033091
G92	+	G2	0.037941	0.443803	0.053153
G93	+	G2	0.022746	0.498769	0.035812
G94	+	G2	0.054485	0.663539	0.114122
G95	-	G2	-0.030903	0.504551	-0.049219
G96	+	G2	0.056699	0.708576	0.126820
G97	-	G2	-0.007924	0.341675	-0.008546
G98	-	G2	-0.011558	0.272068	-0.009926
G99	+	G2	0.013841	0.357509	0.015620
G100	+	G2	0.029028	0.404001	0.037019
G1	+	G3	0.039835	0.588327	0.073980
G2	-	G3	-0.029633	0.442277	-0.041371
G3	+	G3	0.033326	0.553751	0.058253
G4	+	G3	0.030734	0.451403	0.043793
G5	-	G3	-0.020742	0.389672	-0.025514
G6	+	G3	0.024135	0.402192	0.030641
G7	+	G3	0.017996	0.386160	0.021937
G8	+	G3	0.026063	0.413791	0.034043
G9	+	G3	0.052879	0.816913	0.136360
G10	-	G3	-0.116138	0.990939	-0.363286
G11	+	G3	0.011822	0.391867	0.014624
G12	+	G3	0.041231	0.537956	0.070016
G13	+	G3	0.005507	0.317237	0.005514
G14	+	G3	0.049715	0.690652	0.108386
G15	+	G3	0.032237	0.450316	0.045824
G16	+	G3	0.009877	0.385296	0.012013
G17	+	G3	0.025713	0.492549	0.039978
G18	+	G3	0.042198	0.567958	0.075654
G19	+	G3	0.028377	0.412011	0.036906
G20	+	G3	0.057317	0.808604	0.146300
G21	+	G3	0.023587	0.363115	0.027036
G22	-	G3	-0.001489	0.283379	-0.001332
G23	-	G3	-0.029654	0.424139	-0.039702
G24	+	G3	0.012666	0.259192	0.010363
G25	+	G3	0.014102	0.366911	0.016333
G26	+	G3	0.069897	0.957336	0.211227
G27	+	G3	0.063307	0.833682	0.166602
G28	+	G3	0.065368	0.912775	0.188346
G29	+	G3	0.012665	0.382830	0.015305
G30	+	G3	0.009696	0.320243	0.009802
G31	-	G3	-0.016874	0.320296	-0.017061
G32	+	G3	0.066698	0.883448	0.186004
G33	+	G3	0.036866	0.672827	0.078300
G34	+	G3	0.004489	0.356088	0.005046
G35	+	G3	0.010641	0.396114	0.013305
G36	+	G3	0.022342	0.339648	0.023954
G37	+	G3	0.090226	0.995992	0.283671
G38	-	G3	-0.049371	0.544594	-0.084874
G39	+	G3	0.016649	0.395599	0.020791
G40	+	G3	0.012115	0.406070	0.015529
G41	-	G3	-0.060963	0.902185	-0.173616
G42	+	G3	0.032495	0.463761	0.047571
G43	-	G3	-0.025742	0.412809	-0.033544
G44	+	G3	0.018441	0.498558	0.029023
G45	+	G3	0.049663	0.574560	0.090073
G46	+	G3	0.033047	0.598113	0.062394
G47	+	G3	0.053059	0.678073	0.113569
G48	+	G3	0.018945	0.432577	0.025869
G49	+	G3	0.017703	0.347667	0.019429
G50	+	G3	0.134197	0.999977	0.423605
G51	-	G3	-0.010422	0.314241	-0.010338
G52	+	G3	0.075710	0.977052	0.233506
G53	+	G3	0.027632	0.457733	0.039926
G54	+	G3	0.017064	0.326055	0.017563
G55	+	G3	0.023491	0.369876	0.027427
G56	+	G3	0.062868	0.888781	0.176381
G57	+	G3	0.010271	0.312814	0.010142
G58	+	G3	0.006782	0.294801	0.006311
G59	+	G3	0.048138	0.579696	0.088088
G60	-	G3	-0.004809	0.243478	-0.003696
G61	+	G3	0.043129	0.491195	0.066872
G62	+	G3	0.013241	0.344527	0.014401
G63	+	G3	0.076030	0.885547	0.212530
G64	+	G3	0.003125	0.347225	0.003426
G65	-	G3	-0.025394	0.425468	-0.034106
G66	+	G3	0.054828	0.805165	0.139353
G67	-	G3	-0.006455	0.359561	-0.007326
G68	+	G3	0.077275	0.781324	0.190589
G69	-	G3	-0.007851	0.362016	-0.008972
G70	+	G3	0.015672	0.376725	0.018637
G71	+	G3	0.045871	0.745098	0.107889
G72	+	G3	0.016794	0.356790	0.018914
G73	+	G3	0.040597	0.541040	0.069335
G74	+	G3	0.040177	0.508703	0.064517
G75	-	G3	-0.011866	0.353874	-0.013255
G76	+	G3	0.003821	0.330652	0.003988
G77	+	G3	0.029339	0.508113	0.047059
G78	+	G3	0.013367	0.359184	0.015156
G79	+	G3	0.022291	0.403537	0.028395
G80	+	G3	0.035930	0.505727	0.057359
G81	+	G3	0.010995	0.359429	0.012475
G82	+	G3	0.031302	0.439547	0.043432
G83	+	G3	0.089334	0.996921	0.281127
G84	+	G3	0.001506	0.250770	0.001192
G85	-	G3	-0.020437	0.338433	-0.021833
G86	-	G3	-0.009412	0.275457	-0.008184
G87	+	G3	0.033530	0.326620	0.034570
G88	+	G3	0.060737	0.899147	0.172390
G89	-	G3	-0.015020	0.257897	-0.012228
G90	+	G3	0.112184	0.999919	0.354098
G91	+	G3	0.027264	0.370474	0.031884
G92	+	G3	0.078656	0.988026	0.245317
G93	-	G3	-0.000491	0.480580	-0.000746
G94	-	G3	-0.055110	0.817375	-0.142193
G95	-	G3	-0.005472	0.461210	-0.007966
G96	+	G3	0.037040	0.633763	0.074102
G97	+	G3	0.043399	0.680003	0.093157
G98	+	G3	0.021072	0.327597	0.021791
G99	+	G3	0.029143	0.427841	0.039359
G100	-	G3	-0.007847	0.356420	-0.008828
G1	-	G4	-0.000291	0.363724	-0.000334
G2	+	G4	0.066930	0.660856	0.139623
G3	+	G4	0.013830	0.328336	0.014334
G4	+	G4	0.059380	0.646193	0.121124
G5	+	G4	0.019455	0.367769	0.022586
G6	-	G4	-0.041479	0.499215	-0.065365
G7	+	G4	0.019992	0.369800	0.023337
G8	+	G4	0.064995	0.708783	0.145420
G9	+	G4	0.086790	0.959776	0.262947
G10	+	G4	0.129625	0.980024	0.401006
G11	+	G4	0.074089	0.794713	0.185861
G12	-	G4	-0.029919	0.400092	-0.037786
G13	-	G4	-0.009455	0.319522	-0.009536
G14	+	G4	0.028921	0.420983	0.038434
G15	+	G4	0.029902	0.396206	0.037398
G16	+	G4	0.067961	0.697768	0.149692
G17	+	G4	0.152726	0.999816	0.482014
G18	-	G4	-0.021523	0.351740	-0.023898
G19	-	G4	-0.040806	0.449919	-0.057954
G20	-	G4	-0.004062	0.304596	-0.003905
G21	-	G4	-0.001669	0.293213	-0.001545
G22	+	G4	0.040609	0.443530	0.056856
G23	+	G4	0.066309	0.753167	0.157649
G24	+	G4	0.014734	0.257837	0.011992
G25	+	G4	0.068763	0.852493	0.185042
