Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G20	G18	0.380115641346257	1.30525952366463e-15
G18	G20	0.380115641346256	1.3052595236648e-15
G75	G98	0.323081141259402	1.83057558235595e-11
G98	G75	0.323081141259402	1.83057558235602e-11
G18	G62	0.307186585732751	1.87860764763158e-10
G62	G18	0.30718658573275	1.87860764763169e-10
G6	G8	0.262201886063259	6.63723637274708e-08
G8	G6	0.262201886063259	6.63723637274726e-08
G13	G14	0.24838210766748	3.28126632992468e-07
G14	G13	0.24838210766748	3.28126632992472e-07
G48	G64	0.240274978308138	8.02711368054447e-07
G64	G48	0.240274978308138	8.02711368054453e-07
G10	G38	0.234691794747598	1.45960780783161e-06
G38	G10	0.234691794747598	1.45960780783168e-06
G22	G100	0.226638734816541	3.36975082029054e-06
G100	G22	0.226638734816541	3.36975082029063e-06
G57	G7	0.220175948645434	6.45285689571017e-06
G7	G57	0.220175948645434	6.45285689571024e-06
G61	G18	0.217385495049219	8.49183608919653e-06
G18	G61	0.217385495049218	8.49183608919709e-06
G60	G48	0.212693657970037	1.33668676414962e-05
G48	G60	0.212693657970037	1.33668676414965e-05
G46	G39	0.21167138830281	1.47361075211158e-05
G39	G46	0.21167138830281	1.4736107521116e-05
G91	G41	0.210273292888009	1.68257431600755e-05
G41	G91	0.210273292888008	1.68257431600761e-05
G33	G88	0.205294478762768	2.67892240203396e-05
G88	G33	0.205294478762768	2.67892240203405e-05
G88	G43	0.201010820008116	3.96173536397157e-05
G43	G88	0.201010820008115	3.96173536397178e-05
G98	G2	0.200253373479968	4.24192212173381e-05
G2	G98	0.200253373479968	4.24192212173386e-05
G15	G13	0.196883756277401	5.7312212035886e-05
G13	G15	0.196883756277401	5.73122120358865e-05
G15	G62	0.194940430421866	6.80180903403346e-05
G62	G15	0.194940430421866	6.8018090340336e-05
G44	G100	0.191598840686477	9.09557629047329e-05
G100	G44	0.191598840686477	9.09557629047332e-05
G15	G48	0.191529574412629	9.1500563966356e-05
G48	G15	0.191529574412629	9.15005639663575e-05
G82	G80	0.191459291420823	9.20564996165089e-05
G80	G82	0.191459291420823	9.20564996165091e-05
G59	G20	0.191246693894184	9.37575489348876e-05
G20	G59	0.191246693894184	9.37575489348911e-05
G42	G56	0.189058949476741	0.000113066973063608
G56	G42	0.189058949476741	0.000113066973063609
G86	G100	0.185393980232195	0.000154010593448392
G100	G86	0.185393980232195	0.000154010593448394
G40	G14	0.18482682054296	0.00016147083208535
G14	G40	0.184826820542959	0.000161470832085352
G20	G6	0.183832261225501	0.00017537697311705
G6	G20	0.183832261225501	0.00017537697311705
G36	G98	0.182949541656967	0.000188651709827798
