Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.043460	0.411901	0.077371
G2	+	G1	0.059447	0.562960	0.144644
G3	+	G1	0.054211	0.499143	0.116952
G4	+	G1	0.073781	0.713207	0.227435
G5	-	G1	-0.115954	0.943801	-0.473001
G6	+	G1	0.007607	0.325591	0.010704
G7	+	G1	0.016117	0.325350	0.022664
G8	-	G1	-0.006921	0.381110	-0.011400
G9	+	G1	0.059781	0.599980	0.155022
G10	+	G1	0.023213	0.363357	0.036455
G11	+	G1	0.088354	0.881435	0.336599
G12	+	G1	0.039514	0.338466	0.057804
G13	-	G1	-0.091812	0.957496	-0.379954
G14	+	G1	0.119503	0.971278	0.501671
G15	+	G1	0.108743	0.970855	0.456299
G16	+	G1	0.108446	0.853406	0.400006
G17	-	G1	-0.009431	0.309297	-0.012607
G18	-	G1	-0.004419	0.377063	-0.007202
G19	+	G1	0.033017	0.441171	0.062956
G20	+	G1	0.074840	0.772260	0.249802
G21	+	G1	0.006870	0.333694	0.009908
G22	-	G1	-0.041875	0.428405	-0.077537
G23	+	G1	0.047849	0.472740	0.097766
G24	-	G1	-0.042354	0.635504	-0.116334
G25	+	G1	0.001737	0.268278	0.002014
G26	+	G1	0.003403	0.396837	0.005836
G27	+	G1	0.120548	0.912312	0.475333
G28	+	G1	0.040657	0.392108	0.068903
G29	+	G1	0.070246	0.724076	0.219837
G30	+	G1	0.082519	0.844612	0.301236
G31	+	G1	0.109648	0.955475	0.452808
G32	+	G1	0.050211	0.485299	0.105318
G33	+	G1	0.058509	0.565290	0.142953
G34	+	G1	0.037198	0.371258	0.059688
G35	+	G1	0.057241	0.575099	0.142280
G36	+	G1	0.030979	0.412739	0.055263
G37	-	G1	-0.156614	0.999540	-0.676592
G38	+	G1	0.184707	0.999858	0.798212
G39	+	G1	0.037447	0.386461	0.062548
G40	+	G1	0.016871	0.408917	0.029817
G41	-	G1	-0.007726	0.297730	-0.009942
G42	-	G1	-0.055286	0.620083	-0.148170
G43	-	G1	-0.016618	0.389592	-0.027983
G44	-	G1	-0.023844	0.533223	-0.054951
G45	-	G1	-0.095405	0.993637	-0.409726
G46	+	G1	0.000217	0.496926	0.000466
G47	+	G1	0.076603	0.666207	0.220573
G48	-	G1	-0.054297	0.737591	-0.173095
G49	+	G1	0.013987	0.319899	0.019339
G50	+	G1	0.006094	0.256094	0.006745
G51	+	G1	0.006780	0.404025	0.011839
G52	+	G1	0.056563	0.576303	0.140891
G53	-	G1	-0.028197	0.403682	-0.049197
G54	+	G1	0.037415	0.393038	0.063560
G55	+	G1	0.073939	0.760924	0.243170
G56	-	G1	-0.003606	0.410794	-0.006403
G57	-	G1	-0.027570	0.478707	-0.057042
G58	-	G1	-0.019126	0.441221	-0.036473
G59	+	G1	0.086671	0.876330	0.328274
G60	-	G1	-0.008240	0.384209	-0.013684
G61	-	G1	-0.092957	0.982655	-0.394801
G62	+	G1	0.017267	0.312277	0.023306
G63	+	G1	0.076109	0.744780	0.244996
G64	+	G1	0.009949	0.378204	0.016263
G65	+	G1	0.133019	0.972899	0.559340
G66	+	G1	0.020975	0.325950	0.029550
G67	+	G1	0.013437	0.303114	0.017603
G68	-	G1	-0.018484	0.430833	-0.034420
G69	+	G1	0.065016	0.663113	0.186338
G70	+	G1	0.043649	0.518725	0.097860
G71	-	G1	-0.012538	0.373216	-0.020224
G72	+	G1	0.030645	0.420725	0.055725
G73	+	G1	0.032977	0.413188	0.058891
G74	+	G1	0.125449	0.982422	0.532675
G75	-	G1	-0.013399	0.381847	-0.022114
G76	+	G1	0.009820	0.358962	0.015235
G77	-	G1	-0.042291	0.358384	-0.065508
G78	-	G1	-0.007605	0.354136	-0.011641
G79	+	G1	0.023519	0.317767	0.032301
G80	+	G1	0.014082	0.280577	0.017077
G81	-	G1	-0.064545	0.761597	-0.212464
G82	+	G1	0.028199	0.392383	0.047823
G83	+	G1	0.111263	0.965359	0.464231
G84	-	G1	-0.083120	0.755389	-0.271377
G85	+	G1	0.006460	0.321280	0.008971
G86	+	G1	0.161304	0.999908	0.697110
G87	-	G1	-0.000697	0.393476	-0.001185
G88	+	G1	0.060861	0.640911	0.168590
G89	-	G1	-0.019311	0.324889	-0.027116
G90	+	G1	0.047154	0.386024	0.078674
G91	-	G1	-0.003555	0.312386	-0.004800
G92	-	G1	-0.122660	0.995901	-0.527978
G93	+	G1	0.018311	0.296861	0.023494
G94	+	G1	0.046377	0.416209	0.083428
G95	+	G1	0.106094	0.965187	0.442586
G96	+	G1	0.023823	0.274230	0.028236
G97	-	G1	-0.009265	0.326125	-0.013059
G98	-	G1	-0.012389	0.379976	-0.020347
G99	-	G1	-0.011719	0.419112	-0.021229
G100	+	G1	0.127166	0.997617	0.548313
G1	+	G2	0.005028	0.295255	0.006416
G2	-	G2	-0.003536	0.403136	-0.006161
G3	-	G2	-0.002285	0.255582	-0.002524
G4	-	G2	-0.035728	0.635852	-0.098187
G5	+	G2	0.052027	0.811775	0.182541
G6	-	G2	-0.017322	0.432060	-0.032348
G7	+	G2	0.042957	0.828906	0.153897
G8	-	G2	-0.012425	0.387292	-0.020798
G9	-	G2	-0.033888	0.699702	-0.102485
G10	-	G2	-0.002258	0.322842	-0.003151
G11	-	G2	-0.016313	0.400169	-0.028214
G12	-	G2	-0.021173	0.370176	-0.033876
G13	-	G2	-0.002520	0.278331	-0.003032
