edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,ss_ranked,edge_exist,gc_coef
G48_G1,0.0039194571690137,0,0.905145504702685,0.0030240993827,8787,0.486202,0.271936510575529,0.416269366860347,0,0.0871035965012627,0.0148664761800983,0,0,0.00788728508740544,0.0969379807471957,0,0.99913858802009
G48_G2,0.0076340403403666,0,0.316701408011105,0.0077628250472492,4539,0.384808,0.155559269795598,0.0583504391143998,0,0.19365527926668,0.0125165723654465,0,0,0.0125370245286072,-0.0224462852330682,0,0.0025416237117606
G48_G3,0.0321280119796408,0.591127896055103,11.7994027115564,0.0375440333536696,7137,0.393544,0.571268697017143,1.87084220734357,0,0.0626961095503854,0.022526519572944,0.0065103479047448,0,0.00425760321153413,0.0264310839035816,0,0.940228003640931
G48_G4,0.0086453066909199,0,0,0.0072614282009413,4731,0.433048,0.15316387761707,1.66026854365895,0,0.0980304052712406,0.0049793874427715,6.9515861338698e-36,0,0.000184100656203847,0.00575014481543158,0,0.95181257698673
G48_G5,0.0035723570106319,0,0.170457543378603,0.0024809394688829,5575,0.395101,0.269508085201535,0.0536407901658469,0,0.276461426654532,0.0205809046877137,0,0,0.000251292986468985,0.0353135704584305,0,0.213151219877794
G48_G6,0.0037336208231123,0,0.891060827975465,0.0036978696431619,3272,0.390537,0.174717490829278,0.241395436502884,0,0.399704145903074,0.0646182870176953,0,0,0.00131350107851674,-0.0203214464344976,0,0.811251010529949
G48_G7,0.008305815333484,0,0.479824215564273,0.0085415138888695,1257,0.37861,0.13839391783232,0.745207823649704,0,0.0147069124251371,0.0452801608265218,0,0,0.00526961924244399,0.0497299249842788,0,0.945650877254624
G48_G8,0.0082677178345641,0,0.207844692282545,0.0025238969746691,8320,0.415934,0.246501747155984,0.19541824635608,0,0.216559451159618,0.0012130302202803,0.007379520823223,0,0.00736416047504503,0.0925330777240112,0,0.999725184255621
G48_G9,0.005648236397922,0,0.381973579745219,0.0051058057671676,1166,0.383617,0.156681989395993,0.076049694290447,0,0.0081176030148621,0.0526871040827272,0,0,0.0179958345915708,-0.0784097188452167,0,0.977359189875562
G48_G10,0.0066170632932778,0,0.447791722466069,0.0031871703353554,9390,0.480976,0.200331179542206,0.0759734813040238,0,0.0991201803855444,0.0639228721233515,0,0,0.0115290807391591,0.102303418760321,0,0.982683200301681
G48_G11,0.0049887753209598,0.395252817783344,3.35506400130079,0.0101788681886067,5370,0.399702,0.33292138277819,1.77569031031644,0,0.193371990893828,0.0332794936513808,0,0,0.00290611958055812,-0.0592598824850056,0,0.22071209417042
G48_G12,0.0015581981439521,0,0.187227722313219,0.0022966772820402,5777,0.391857,0.223841088302081,1.18904318758809,0,0.487506388426182,0.0148034773616828,0,0,0.000553155094104385,0.0524300519940256,0,0.785406968897956
G48_G13,0.0057849743912027,0,2.33322404896148,0.0128274180720339,5483,0.397927,0.164043242854425,0.503128901431583,0,0.015710976934614,0.0233966196166269,0.0160956597897825,0,0.00156029143642695,-0.0314484286227901,0,0.994604716530177
G48_G14,0.0068350705064611,0,0.918683159119093,0.008340570941309,7038,0.387353,0.361820033636753,1.63505907936299,0,0.46361424292809,0.0090670937759503,0,0,0.000884686945900164,-0.038776508961917,0,0.995735305857501
G48_G15,0.0062137820835343,0.197049154664997,1.27579048117898,0.0063041464624369,3856,0.394832,0.219414443587349,0.844918372809957,0,0.0782241405412506,0.0103489908681952,0,0,0.000240114360137215,-0.0812080084760407,0,0.935102584822281
G48_G16,0.0110574181482823,0,2.70094511089324,0.0116302073516739,9895,0.40955,0.413026203987708,1.5950741450751,0,0.456357008071094,0.0257285698423186,0,0,0.000810517769292658,0.0555268819881783,0,0.940087129925228
G48_G17,0.0092389307852057,0,5.71397535063599,0.0144724997146962,6305,0.425296,0.416798673968319,1.73763550569228,0,0.350593251791244,0.0028897886564717,0,0,1.02348644994035e-05,-0.0644460456771887,0,0.207904952941019
G48_G18,0.0024892389881967,0,0.18829654545958,0.0020516513121823,9443,0.527999,0.269124698304155,0.419874607336362,0,0.0657471609612147,0.0178123388362227,0,0,0.000698284896019925,0.118640153096916,0,0.95107910274344
G48_G19,0.0061016435373575,0,3.04748183012726,0.0055667492356309,5954,0.554134,0.324720656739334,1.24444054570857,0,0.463299401902889,0.0007026907640466,0,0,0.0256381488205009,0.141601951321777,0,0.0222761291053353
G48_G20,0.0030116151921936,0,0.603358735666779,0.0043681185949922,8311,0.487874,0.273481705924828,0.537816936301467,0,0.182828087170516,0.012278601205534,0.0033852671054102,0,0.00656430217832733,-0.0786690844251016,0,0.986333287255914
G48_G21,0.0014995214742096,0,0.115541791248814,0.0022420052297424,1344,0.407604,0.297812535682926,1.00341436320264,0,0.0942758900186957,0.0093164062045094,0,0,0.0010001924457427,0.00866632269681468,0,0.157068495198971
G48_G22,0.0089662115983782,0,0,0.0070817063261533,3854,0.383603,0.161558324146421,0.591974290688872,0,0.0125875636081922,0.0128770860164414,0,0,0.00642109190174388,0.0685143628163687,0,0.338064033951518
G48_G23,0.0039495297353258,0,0.424121846489186,0.0036234816689166,1036,0.387927,0.267042505174884,1.58286080399819,0,0.0652783779219383,0.0069862840454365,0,0,0.000205852030887018,-0.0372579856660842,0,0.0128401214009169
G48_G24,0.005163622758278,0,0.175107153868225,0.0024684908105348,7079,0.492365,0.254350090626054,1.42482867132425,0,0.0332066228459383,0.002797934089461,0,0,0.0065277037105161,0.0773909740077263,0,0.00617971973508544
G48_G25,0.0049771907544871,0,2.97188461533022,0.0113163975668008,5636,0.398711,0.428722803048009,1.52514922399197,0,0.30345181298445,0.0244825358019595,0,0,0.00709154610444973,0.00394905840339616,0,0.651931063894763
G48_G26,0.0084490417843407,0,0.341574568495102,0.009199541863448,4677,0.398,0.190912276073566,0.86577171362136,0,0.0630569278543116,0.000826365519075,0,0,0.0229204652168249,0.0944773212557179,0,0.973832322726236
G48_G27,0.0029507818283221,0,0.328561380425807,0.0038920378964855,5044,0.38804,0.246148681981112,0.944161047619097,0,0.381459583255115,0.007097027224125,0,0,0.000295598153527734,0.0342931910592791,0,0.999765926350566
G48_G28,0.0078657365802537,0,0.187459894732887,0.005160195912377,1588,0.383582,0.199801589077364,1.50487312661191,0,0.0996456775246834,0.0080670579569783,0,0,0.0129354212503544,-0.050233463277243,0,0.880083334439704
G48_G29,0.0026031259391994,0,0.916749795584847,0.0053156329493248,9280,0.406755,0.249768078497784,0.969698196367776,0,0.0740536615115812,0.0196900022346195,0,0,0.0142182627577761,0.0737486505197704,0,0.896504736628244
G48_G30,0.0060377799911018,0,1.83734533638079,0.0104303235185748,3547,0.441886,0.272324560999812,1.8372552908315,0,0.374768119777482,0.0490945719737481,0,0,0.0147687804063999,0.0724034051346068,0,0.950931990557879
G48_G31,0.0282008902352022,0.593593456480902,8.99710780537768,0.0280389569933852,9259,0.464544,0.509731437201179,1.83794992303037,0,0.0585502495317752,0.044414006492436,0.0064710149218255,0,0.00440832563515637,0.0134436030753912,0,0.996383763616751
G48_G32,0.0009773085067067,0,0.526595333477106,0.0015744961542822,3109,0.419764,0.22650523229665,1.62052725249044,0,0.195103279822864,0.0250706749868835,0,0,0.00913409585060547,-0.019529234110412,0,0.497845059656193
G48_G33,0.006183400537538,0,2.63431456223632,0.0104076581283664,6253,0.392885,0.216498341803934,1.51618899800401,0,0.17897478881855,0.0149365402500661,0,0,0.00513106689326234,-0.0536065280990315,1,0.36738725734116
G48_G34,0.004799864244901,0,1.60921048259852,0.0063366237701465,8263,0.390068,0.17207652487631,1.24432998384307,0,0.271825146732425,0.0258800544355015,0.0331860756484183,0,0.0020567874476976,0.0575615999773635,0,0.999970869719776
G48_G35,0.0040944944634142,0,0.303779558210245,0.0032939602896173,4569,0.430878,0.255020311086299,1.00127161662724,0,0.255672195428945,0.0553896782559319,0,0,0.0225138924652974,-0.16763143040014,0,0.692825645976962
G48_G36,0.0066456905542214,0,0.430348216819787,0.0075208288209874,1833,0.388961,0.18544126497383,0.391819494743598,0,0.0476962529296586,0.0198149045850476,0,0,0.000433537345782255,-0.0235983246841242,0,0.927967167311785
G48_G37,0.0022551450665382,0,1.12910905286099,0.0032336305952895,2681,0.423934,0.17196950752245,0.331579044596123,0,0.0258695608095524,0.0396076128105047,0,0,0.0120586265184892,0.113167688330143,0,0.995525751926604
G48_G38,0.0022926825634778,0,0.536725070353549,0.0038026910031217,7540,0.417031,0.197010770389229,0.207258773018942,0,0.0335207356390907,0.0052941149308755,0.0376119303010551,0,0.00574517269894945,-0.020009362791676,0,0.0758813583580653
G48_G39,0.0120068584023648,0,0.338040981726197,0.0059439969922358,3740,0.387372,0.141471056104539,0.283069236308673,0,0.0629229726846361,0.0031404986195217,0,0,0.0368496267436268,0.164276028294468,0,0.51370201976063
G48_G40,0.0065122703711155,0,0.333610643040289,0.0037048756821013,8171,0.427311,0.278016666346032,0.51801180301385,0,0.24633768163702,0.010293491857106,0.0126191902372171,0,0.0222277557748612,-0.0890889459892149,0,0.618736248558758
G48_G41,0.0229221874291751,0.398481527864746,5.91847767843738,0.0214715718172024,8571,0.431608,0.512695422830175,1.84735434044912,0,0.056827752938728,0.0009490311351444,0,0,3.13354407714978e-06,-0.00402107770558576,0,0.673287027908538
G48_G42,0.0077166147347156,0,0.245110631778085,0.0065362632518413,911,0.382748,0.178773042935674,1.23807527502438,0,0.0081832225838728,0.0461789470711189,0,0,0.0177876265450822,-0.0805895991501575,0,0.176565618289881
G48_G43,0.0349439194792486,0.790446931747026,11.8717662976879,0.0441089748057315,813,0.380707,0.616282207460048,1.93683683030442,0,0.0220863464832592,0.0262940905453973,2.64727044434805e-36,0,0.0114379058779466,-0.0935410703272532,0,0.726609844953811
G48_G44,0.0065550572614717,0,0.89967950610551,0.010897734019327,6095,0.451762,0.191354853008888,0.899105340179752,0,0.174404352727505,0.0194683688439515,0,0,0.0373893373365192,-0.173986630873031,0,0.360592325680312
G48_G45,0.0261482774779055,0.594082654978084,8.86559845614915,0.0458500225350846,9498,0.43205,0.672375350825064,1.70410014355361,0,0.061157539855973,0.0841805873131796,0,0,0.0494183007469532,-0.168897266851633,0,0.649224025792113
G48_G46,0.0306051054478947,0.790564339386349,15.3752549923166,0.0466917063463171,8764,0.400122,0.7285502161893,1.88563877253471,0,0.147704278004196,0.0196494615992573,0,0,0.00151334456767423,0.0912967426603748,0,0.16667896574026
