Gene1	Gene2	EdgeWeight
G24	G95	4.104343164632629
G92	G95	4.05919780440229
G24	G63	4.04825906026174
G28	G95	4.04461671881383
G97	G95	4.01795974704006
G7	G95	4.00983266580334
G92	G63	3.98846315947524
G21	G95	3.97919444300026
G34	G95	3.9688290919089706
G97	G63	3.95239613844595
G17	G95	3.9486059286161805
G28	G63	3.94747196828792
G14	G95	3.9439338151968597
G74	G95	3.93564283129727
G7	G63	3.93287077167713
G49	G95	3.92809185000235
G75	G95	3.92611321056755
G56	G95	3.9172470096393197
G80	G95	3.9110290750650094
G69	G95	3.90727997858846
G26	G95	3.8889373563756697
G21	G63	3.88720687383229
G34	G63	3.8768736859520603
G37	G95	3.87340732508158
G74	G63	3.86878209427949
G17	G63	3.86647367126599
G33	G95	3.8612610693363
G14	G63	3.85262143512353
G49	G63	3.8425636189163304
G25	G95	3.84150924092117
G56	G63	3.83681091132533
G80	G63	3.82390576861831
G66	G95	3.8209640152419
G75	G63	3.8166428573288798
G31	G95	3.8135397373175
G69	G63	3.80924688232728
G37	G63	3.80721518793996
G26	G63	3.8030278380140494
G59	G95	3.80125720647708
G70	G95	3.7863825041077996
G33	G63	3.76432790391829
G25	G63	3.7454773618751096
G54	G95	3.73302281018729
G66	G63	3.73293120917221
G89	G95	3.7318219652124602
G45	G95	3.7254132219728
G40	G95	3.72178446127365
G72	G95	3.72045615651338
G19	G95	3.7180446368470603
G31	G63	3.7010182961894
G46	G95	3.6982695246968698
G70	G63	3.6952310940318704
G24	G60	3.69521320152204
G28	G60	3.69271744319633
G59	G63	3.6779354309258103
G92	G60	3.67307857963641
G13	G95	3.67248830059461
G54	G63	3.644421295741
G72	G63	3.64321787961828
G86	G95	3.63960935838309
G89	G63	3.6370182822552697
G7	G60	3.63701304976008
G97	G60	3.63010001951712
G21	G60	3.62813818879598
G34	G60	3.61920115706195
G45	G63	3.6187169571234796
G19	G63	3.6052568741585
G40	G63	3.60306220143445
G75	G60	3.60268865648826
G46	G63	3.59634633170236
G14	G60	3.59614808990589
G17	G60	3.58890540692733
G49	G60	3.5749997940917795
G69	G60	3.57194956328922
G13	G63	3.5707443666697802
G80	G60	3.56200197481281
G56	G60	3.55964471635545
G74	G60	3.55875261810207
G86	G63	3.55535334086502
G26	G60	3.54072640825181
G33	G60	3.52978149426189
G25	G60	3.51085634116494
G59	G60	3.50897950683408
G31	G60	3.50638671963822
G37	G60	3.5031809330009707
G66	G60	3.48311311284639
G70	G60	3.45690257391671
G6	G95	3.45218999208906
G40	G60	3.43292811020806
G19	G60	3.42213679064501
G45	G60	3.42127548823051
G36	G95	3.4174435021858702
G89	G60	3.41230928596583
G54	G60	3.40604170296292
G6	G63	3.4034058724426504
G46	G60	3.39207188279741
G28	G62	3.3836036823491003
G72	G60	3.3806749332479304
G13	G60	3.3685186049869706
G24	G62	3.34221006668606
G48	G95	3.3406823953995297
G92	G62	3.3375641692377798
G83	G95	3.33187257896133
G99	G95	3.3206340177495997
G21	G62	3.31944561119224
G86	G60	3.3180048822103
G75	G62	3.3155196140636005
G34	G62	3.31215675391684
G7	G62	3.3119091100309404
G100	G95	3.31186412837226
G36	G63	3.30886095883683
G81	G95	3.30054573476456
G51	G95	3.29379369055549
G97	G62	3.2933034406739403
G14	G62	3.2902266311670094
G69	G62	3.2757600667356197
G17	G62	3.27373906327955
G48	G63	3.27068283225677
G51	G63	3.2669541004595697
G49	G62	3.2651395987737404
G81	G63	3.26354664711773
G80	G62	3.25568353625337
G83	G63	3.24913539425027
G56	G62	3.24743117318171
G59	G62	3.2459542084884303
G50	G95	3.2399437508624302
G33	G62	3.23668807019273
G26	G62	3.23465249732217
G31	G62	3.2315951556185603
G74	G62	3.2307405650189702
G25	G62	3.21792758878889
G8	G95	3.2144093332756096
G99	G63	3.21134764532182
G100	G63	3.2077378070193703
G50	G63	3.1871212736236805
G66	G62	3.18545240232716
G87	G95	3.18377186340044
G37	G62	3.18136310040067
G40	G62	3.17299299536139
G24	G71	3.1694726031549196
G70	G62	3.16677917804638
G19	G62	3.15650548705791
G87	G63	3.15591643808987
G53	G95	3.1539688481947405
G36	G60	3.15155748091717
G45	G62	3.14942653013224
G24	G79	3.1479186418463496
G89	G62	3.1288286067720197
G92	G71	3.1278864562674302
G46	G62	3.1203692084457897
G54	G62	3.11741209756421
G92	G79	3.1135083902913903
G6	G60	3.10826553831256
G28	G71	3.1035034829479997
G28	G79	3.10303008299187
G97	G71	3.09880493357163
G13	G62	3.09753748184537
G7	G71	3.08675820873816
G53	G63	3.08432736770005
G72	G62	3.0817576239444704
G97	G79	3.08160975131082
G7	G79	3.0757067047037796
G99	G60	3.06599119624533
G61	G95	3.0608584187888503
G8	G63	3.05818603991063
G29	G95	3.0567329992695
G21	G71	3.05612294696021
G21	G79	3.05256988455288
G100	G60	3.05170277842677
G34	G71	3.0475660049796303
G34	G79	3.0446637952292104
G83	G60	3.0431012403293103
G17	G71	3.03741245082898
G48	G60	3.03546264281035
G74	G71	3.03456790871724
G86	G62	3.0341450071957796
G8	G60	3.02983785284136
G14	G71	3.0291823409300798
G17	G79	3.02873274612614
G61	G63	3.0257974302731205
G14	G79	3.0254090690157502
G49	G71	3.0196663931035
G74	G79	3.0184388962212205
G44	G95	3.01638110789241
G49	G79	3.0131524940544
G56	G71	3.0124455381376998
G75	G79	3.01227062424779
G75	G71	3.0064156889603297
G80	G71	3.0052747773727
G56	G79	3.0049580582320696
G80	G79	3.0001572271708703
G69	G71	2.99754239089204
G69	G79	2.99744016999029
G26	G71	2.98950200098432
G37	G71	2.98572463400187
G26	G79	2.98296486318754
G37	G79	2.97090374391475
G33	G71	2.96259158931794
G33	G79	2.9620808537560803
G81	G60	2.9592940437680095
G25	G71	2.94849990029201
G25	G79	2.94672841823471
G51	G60	2.9406528989518703
G66	G71	2.9356588562124197
G66	G79	2.9309283390473397
G3	G95	2.92601533200523
G31	G79	2.92566199852266
G50	G60	2.92503770247107
G31	G71	2.9188134149998395
G59	G79	2.9166513705770294
G36	G62	2.9121140696009
G29	G63	2.90835014014212
G70	G71	2.90623222401928
G70	G79	2.9046750845677103
G59	G71	2.90356923277384
G44	G63	2.8988015417145
G3	G63	2.8855489066474904
G47	G95	2.88427196474322
G76	G63	2.88373513103521
G29	G60	2.88080755252186
G53	G60	2.8712447408635597
G54	G71	2.8670836208567
G47	G63	2.8657240159564
G28	G4	2.86449878511281
G76	G95	2.86433775109061
G89	G71	2.8638644334710097
G72	G71	2.8637089854002595
G54	G79	2.86346728480087
G89	G79	2.8625415931205396
G45	G79	2.85788523217507
G40	G79	2.8554917569892995
G72	G79	2.85332387384318
G45	G71	2.85332335007973
G8	G62	2.85310257050727
G19	G79	2.85234922035876
G19	G71	2.84478862684567
G87	G60	2.84446175495779
G40	G71	2.84433464668894
G39	G95	2.8399284257925
G67	G95	2.83842540643595
G46	G79	2.83748145661708
G99	G62	2.8346195962783303
G46	G71	2.8324813542184297
G75	G4	2.83110068901395
G13	G79	2.81724680564758
G100	G62	2.8157912816368698
G13	G71	2.8142281227584904
G24	G91	2.81181130819406
G6	G62	2.80824694358211
G44	G60	2.8075409147790005
G21	G4	2.80125271473588
G59	G4	2.79948784760691
G86	G71	2.79672667264638
G34	G4	2.7965993823875896
G86	G79	2.7917177373443502
G83	G62	2.7851255605727
G24	G78	2.78317867766946
G92	G91	2.77757438073002
G92	G4	2.7772349041622104
G69	G4	2.77705219265343
G14	G4	2.77617992595111
G7	G4	2.7677858926781402
G31	G4	2.76617440028477
G48	G62	2.7653755071115897
G28	G91	2.7624878030295097
G24	G4	2.7548397329875898
G97	G91	2.74990514829125
G92	G78	2.74877494819361
G39	G63	2.74834378458021
G49	G4	2.7453069706880404
G17	G4	2.74515524565611
G61	G60	2.7444819462719203
G33	G4	2.74313539084378
G7	G91	2.7421839518064304
G80	G4	2.7415472630598505
G28	G78	2.7319015905520696
G40	G4	2.73161121010135
G97	G4	2.7307835634135498
G24	G24	2.7255522220070802
G56	G4	2.72471124540175
G25	G4	2.72420695572537
G97	G78	2.7221301428119395
G67	G63	2.7213456899137003
G26	G4	2.7203497609502
G21	G91	2.7181432931068796
G7	G78	2.71357046035821
G29	G62	2.7120193345257904
G34	G91	2.71110152179516
G19	G4	2.7058430560965596
G17	G91	2.69873756739542
G64	G63	2.69480010669554
G14	G91	2.6937955550965897
G28	G82	2.69337237064959
G74	G91	2.69284481916795
G45	G4	2.6892371222180005
G21	G78	2.6890002055421003
G92	G24	2.6876892598304396
G66	G4	2.6849455665464403
G49	G91	2.68409424283115
