OutPredict,Inferelator,GRNBoost,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,SINCERITIES,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,set_name
0.053493348367682644,0.04424564415178765,0.035526445044106805,0.035092531588185635,0.010211358769525199,0.007135596543600768,0.026422526341829095,0.02855502659107096,0.018454202095557336,0.007335613987505568,0.016723208902495887,0.007842568089990683,0.03668526145163969,0.13490559040108985,0.006386094900905182,0.014133556563687642,0.04570320855614973,0.16201014153050447,0.07460540577757786,0.17239614623422522,OutPredict,OutPredict,0.053493348367682644,0.053493348367682644,dream3_100#1
0.09339784647126466,0.09162036147664875,0.05438176001946162,0.07089241261766363,0.023316629881915067,0.018623893588381436,0.07874871082595661,0.04845592778341694,0.012824895639860974,0.01712694370774087,0.016628748971926482,0.01570765159667045,0.07227815870839713,0.1299370804188087,0.010290243244065808,0.02677197421920996,0.054871839761545645,0.09843338695917157,0.0898616132806126,0.11986236535724405,OutPredict,OutPredict,0.09339784647126466,0.09339784647126466,dream3_100#2
0.02595343289876295,0.09001521252429015,0.02718448186677716,0.029442442933059726,0.01671657970139929,0.0171016628800853,0.02420055196436575,0.02766195476255104,0.043979731854315134,0.017438725613215262,0.018309859229326902,0.016871382568249473,0.045946138774542254,0.06810000916648598,0.051864602012625174,0.023614186152776422,0.014248135874067938,0.05233329746740971,0.043666240490795455,0.05178091382522513,Inferelator,Inferelator,0.09001521252429015,0.09001521252429015,dream3_100#3
0.07084574448734722,0.12466519527353863,0.06424787358441238,0.07522484016688911,0.03438944146105742,0.02493318743797778,0.06416655343343484,0.05719106242906788,0.040454009723393324,0.03154133539284634,0.05499173418740206,0.045869492113496224,0.10005784520802086,0.11604826529453731,0.08986444530393911,0.058466479482807074,0.03582172564409181,0.052196866848067514,0.03834971637687486,0.03802731846660233,Inferelator,Inferelator,0.12466519527353863,0.12466519527353863,dream3_100#4
0.07741469176966163,0.11024136762312566,0.08546539519842347,0.07798268653546275,0.0633510908463154,0.06498397090394756,0.07900425334181085,0.07857120669342747,0.06051769021220382,0.056651489962769905,0.06082385877864929,0.07553453223415657,0.09680762751726998,0.10347604772849334,0.07104745142561017,0.07391989333447033,0.08502795899288386,0.08438855676016949,0.09393049660714922,0.07376420037196718,Inferelator,Inferelator,0.11024136762312566,0.11024136762312566,dream3_100#5
0.05314580139216566,0.05544626117446351,0.02683146478995228,0.024247351907761495,0.017074451215245246,0.02373648892644617,0.02400301038595229,0.0244991744170174,0.02691769854897865,0.02718598100771534,0.021028104037530054,0.022317596073931016,0.04015913065486181,0.04568716684902668,0.039075038060632755,0.06595063610344043,0.020297386426529198,0.16967088800971294,0.13265535517378713,0.09247237657179261,Inferelator,Inferelator,0.05544626117446351,0.05544626117446351,dream4_100#1
0.09238775811877555,0.08673434053044418,0.06872221466747087,0.06707728589715944,0.02853044528607726,0.0217882809038039,0.053033135229586914,0.050411106958634606,0.03529553587340638,0.03747005150179919,0.047131385894950376,0.023432113822071023,0.07699912559918333,0.08480667835190978,0.02246587937791384,0.045998200578985404,0.03510285364145658,0.231840456047413,0.2107754447301031,0.1963083477446578,OutPredict,OutPredict,0.09238775811877555,0.09238775811877555,dream4_100#2
0.1261197636423046,0.150827518724567,0.09808942747903457,0.09740169881267481,0.020359438121279896,0.015445344795298646,0.0771002570464922,0.0984690458517217,0.023189239464258465,0.016903410638359862,0.025411662268417505,0.023068978760512032,0.15445464602054718,0.14518807004924225,0.08060046267551568,0.11466341611634777,0.09943761821175381,0.346331853425691,0.25484476718343857,0.36244508138962434,Inferelator,Inferelator,0.150827518724567,0.150827518724567,dream4_100#3
0.13433990377922353,0.16350508922496182,0.08009096261314946,0.09199639808182136,0.02472195326153196,0.021339016717604353,0.08948026652708169,0.11686380159694772,0.04656490495532593,0.01883565587047842,0.0385753166907462,0.01855873933592755,0.1817561545738413,0.16847942535129504,0.06842233987797511,0.18059397635015886,0.08229087988559575,0.33439260158015943,0.28952728569729785,0.3111625795854894,Inferelator,Inferelator,0.16350508922496182,0.16350508922496182,dream4_100#4
0.07429449127810493,0.20159326703694977,0.07272547938483427,0.08132809775471066,0.05750085980730776,0.015993098718042262,0.10179643598405358,0.06102094985269714,0.017037320297124216,0.01777246686344499,0.04462305716623208,0.018423479274566324,0.1666520530982247,0.20437567227118872,0.00999813556568351,0.022430975136275795,0.06285124427475426,0.16155532999692063,0.10830347937847372,0.14546809837894584,Inferelator,Inferelator,0.20159326703694977,0.20159326703694977,dream4_100#5
