TF	target	importance
G11	G30	0.12933458207167092
G58	G74	0.12286728386324151
G57	G77	0.12097930246248029
G95	G84	0.11924725249450774
G29	G11	0.11513346130045539
G14	G16	0.11434806650247503
G43	G48	0.11337556803282427
G95	G99	0.11163593094915787
G49	G54	0.11090509893376807
G48	G49	0.10913289472025432
G11	G29	0.10848290455402121
G60	G80	0.10693231279469118
G8	G87	0.10634647742793264
G39	G32	0.10469781302794938
G77	G57	0.1036962971877997
G85	G97	0.10329355060242305
G77	G19	0.10328759138622949
G61	G87	0.10327272451507091
G57	G98	0.10121376606872128
G45	G50	0.10116164542437366
G97	G85	0.10096036203369513
G46	G48	0.09897304453493377
G98	G82	0.09595838306817456
G96	G95	0.09580778698302264
G30	G11	0.09512963078044916
G74	G58	0.0942008812446247
G37	G38	0.09387827786522862
G38	G32	0.09331588559425597
G77	G98	0.09277904421941725
G79	G71	0.09253540994490717
G18	G20	0.09218875583045955
G84	G95	0.09167639341450078
G77	G88	0.0910671994261203
G72	G81	0.09011218947920883
G34	G35	0.08984182710089923
G76	G32	0.0891224450755414
G8	G10	0.08899000353141742
G56	G68	0.0880704359505614
G96	G84	0.08742340584646302
G59	G92	0.08702163723552486
G35	G34	0.08691028093507905
G16	G14	0.08681552823351903
G54	G49	0.08676970559848748
G30	G29	0.08602951462521911
G96	G99	0.08575951758346043
G49	G48	0.08517809821350887
G81	G72	0.0850502110300081
G37	G92	0.0845736510720101
G27	G17	0.0842710139952982
G5	G6	0.0839437690585063
G97	G60	0.0835459441598487
G84	G96	0.08272641605268062
G95	G96	0.08269291922743076
G61	G72	0.08239915547783011
G71	G79	0.08219285360563115
G60	G97	0.0819137059740169
G23	G64	0.08168398210470694
G80	G59	0.08165409120528061
G46	G49	0.08162853697176126
G47	G21	0.08160067870632928
G6	G5	0.0797957170945739
G40	G20	0.07973975167238259
G49	G76	0.07944637231351899
G76	G38	0.07930385832391898
G45	G48	0.07906243519377894
G23	G21	0.07878379542743498
G60	G85	0.07828082875770748
G98	G77	0.07780745717819108
G9	G10	0.07691771515539504
G24	G21	0.07651099918961575
G99	G96	0.0760276822055571
G10	G8	0.07572374449870074
G45	G11	0.07551872572831972
G48	G54	0.07523295939230307
G43	G49	0.07509314667002215
G24	G23	0.0747128134372289
G54	G48	0.07468507089818376
G23	G27	0.07454012397964571
G29	G30	0.07441817338603568
G20	G21	0.07439701437058355
G10	G9	0.07402937111415589
G11	G88	0.07400774175303085
G45	G49	0.07361294852681978
G40	G18	0.07312136804254266
G50	G45	0.07284011423060657
G17	G46	0.07271517745507128
G17	G27	0.0726458326846093
G20	G18	0.07260659964004365
G88	G77	0.07237352328981145
G82	G19	0.07203662589031802
G21	G24	0.07142439725350597
G28	G94	0.07128983643587482
G65	G70	0.07112274427662793
G27	G61	0.07108224340795635
G79	G84	0.07086223978466487
G84	G99	0.07078645583519771
G46	G17	0.07056156612733439
G71	G74	0.0702828294640793
G14	G72	0.07008071346544721
G37	G32	0.06963934204550143
G38	G37	0.06953725169999549
G27	G71	0.06933395077690917
G74	G71	0.06909522127188875
G59	G20	0.06889643810676409
G47	G23	0.0684248629820772
G37	G82	0.06836624751805026
G68	G56	0.06818890710120439
G99	G84	0.06804202531254919
G27	G72	0.06783675784951514
G82	G72	0.0676016952362702
G74	G88	0.06745772454770398
G81	G16	0.06715548829589765
G57	G54	0.06702553830639649
G46	G54	0.06685903087889916
G77	G82	0.06670761048653681
G5	G32	0.06616218378526229
G49	G80	0.06602879148342998
G70	G65	0.06576988250746155
G28	G27	0.0653191394945777
G32	G38	0.06531834080026523
G37	G34	0.06465848249133659
G16	G81	0.06454666578280305
G54	G50	0.06445898216251304
G76	G37	0.06443970814918067
G80	G60	0.06391133845781763
G88	G98	0.06380589523837427
G72	G61	0.06358084038468619
G87	G8	0.06354736475160222
G85	G60	0.06303276198688632
G83	G60	0.06285110234898839
G21	G23	0.06277292624104773
G98	G57	0.0626372759753558
G18	G40	0.062414585844293026
G92	G87	0.0623489582239613
G24	G20	0.06214134314298354
G21	G47	0.06211069320969406
G20	G40	0.062101135658273326
G97	G11	0.06166687621431302
G45	G41	0.061415775786389175
G99	G95	0.06104019523047784
G74	G42	0.060846533684468
G76	G1	0.060832399239755953
G92	G59	0.060709439600968335
G74	G94	0.06060257662207006
G37	G12	0.060364052002136445
G27	G28	0.06004654538859338
G84	G79	0.06001007597824995
G71	G27	0.05964778738234419
G60	G56	0.05944209599392924
G5	G38	0.058669815094172406
G12	G37	0.05848896548539997
G35	G20	0.05823020232263218
G45	G25	0.05820688041790211
G43	G46	0.05751860960290384
G43	G54	0.05748875196517831
G40	G21	0.057480793760532715
G82	G92	0.05744582196022131
G67	G41	0.057268813911742135
G29	G85	0.05714867531331268
G20	G62	0.05709350101318542
G29	G88	0.0569784140217723
G80	G46	0.05677676632620714
G83	G32	0.056765242824048295
G3	G48	0.056729897753085026
G23	G47	0.05654122961105493
G94	G71	0.05643684445716863
G24	G47	0.05641167345605332
G41	G67	0.05634528584430819
G11	G77	0.05629763872309677
G73	G64	0.05608011891439983
G49	G1	0.05596253898816442
G59	G18	0.05570717510599663
G74	G85	0.05565211364673298
G94	G74	0.05551574001017329
G10	G21	0.055420649130137986
G23	G24	0.05540160791875592
G61	G8	0.055154252121054445
G85	G29	0.054881298531673985
G79	G6	0.05466100412776583
G98	G88	0.05454124997695899
G17	G72	0.05436300768524659
G60	G64	0.05420825147317956
G59	G21	0.054021598499175406
G23	G5	0.05386392709225837
G71	G94	0.05372737026091169
G25	G50	0.05329840193223807
G46	G80	0.05326054750784489
G34	G36	0.05322610190888756
G74	G16	0.05284056800164388
G17	G71	0.05278155030156663
G25	G45	0.052645952781868885
G82	G61	0.0526397298963872
G97	G83	0.05252845698938993
