OutPredict,Inferelator,GRNBoost2,Genie3,PIDC,LEAP,SCODE,SCRIBE,SINCERITIES,PPCOR,Ensemble A,Ensemble B,Ensemble C,Ensemble D
1.0702193911088171,1.057212057555301,1.0693217486425497,1.1160769389671286,1.1170952571536965,0.9732418804152548,1.3118770247333924,1.2316994730237987,1.1694129349614144,0.9487070398611792,1.3718913083588606,1.2561250867670295,1.2577588710046086,1.3735341571846844
1.1162865035675749,0.8961725252338906,1.1148814603667916,1.1136001656737886,1.1593031684829034,0.8478436378089117,1.5218293017481939,1.329493989113576,1.0076141481663667,0.9341297982201702,1.5004693029728648,1.4162383636383717,1.416054969448455,1.5014368324632468
0.9982124627316232,0.9371011861923779,1.0000522230453521,1.028752052158496,1.1109853377346717,0.8717227125235048,1.1381523849843467,1.1841767079998216,1.0634785674769536,0.9566835268158881,1.2242980548116622,1.2469410386398379,1.2473157644306845,1.2243794308689309
1.0905604590265223,0.9866002969686133,1.0776024410620013,1.064700943053206,1.0900254135942322,0.8911848863224779,1.3298997036049436,1.196737677665744,0.974245064308999,0.968200655992731,1.4310681117314366,1.3528762874320899,1.3507576853730394,1.4307538888857776
0.9101960182251259,1.0676773687685135,0.9177905120379042,1.0168774248089743,1.0644906513420471,0.9474398431173422,1.1777367996989583,1.0476682949248897,1.355161695373687,0.9639909585749643,1.083095255920455,1.0501222497969276,1.0515569976470713,1.0836463229414064
1.098132619046672,0.9581264098673204,1.1112549319316898,1.1022212528395077,1.1226439577748695,0.8973158833184965,1.4717600639099433,1.2327407669535546,0.991050357410489,0.9337230000939097,1.5548643195243919,1.368116461599093,1.35565518457187,1.542706088468882
1.014022188612802,0.9978581902274747,1.0259728347438215,1.0233172341072259,1.0655157472910002,0.8966515091946888,1.2121221263357627,1.1492325441230784,0.9634597500042363,0.9440215645899054,1.2707737420124705,1.2252526752027693,1.1168297536724299,1.18199163898051
1.0053164489398752,1.069565338024472,1.0048657290734673,1.0539827571023312,1.0853380253566347,0.9533837849219788,1.2867464214014117,1.112620940333016,1.1914978843295523,0.9543216154512343,1.2539961501603953,1.1554136644877995,1.1553541808539773,1.2538064093048817
1.1286560695498453,0.8948357297727046,1.144105619287396,1.1438410711810958,1.14429037270704,0.9483911942571506,1.3403020615999046,1.2361740762722988,0.9144461652551723,0.9359231122867848,1.290204638573308,1.1712251997300216,1.1711109729563962,1.2900851857087745
1.1310886955777626,0.9460357540210307,1.1624184484969762,1.127811231544341,1.0988889173688325,0.9598889781474119,1.2403393415758484,1.211887678392312,1.00619602135722,0.9445268596141327,1.2592902075210377,1.1804642358730422,1.1664178830206378,1.2500435898026145
1.1006724667487207,0.8950060386535771,1.1002897086126922,1.088077221268034,1.110850074018455,0.8750109225349401,1.5104059964581653,1.2250739420276042,1.0680881169120207,0.9509515921839673,1.5822884856411787,1.3215511250036946,1.3153026851586893,1.566163023374612
0.9297831445374787,0.9939169225899296,0.9196033580766936,0.9894267597976981,1.0564382063765132,0.9491616684391319,1.253784927051357,1.0564857651178732,1.1937856933931117,0.9699507637289497,1.2280199457135759,1.1521944732900868,1.153082489171707,1.2283165678234045
1.3346390352092379,0.9642151174700525,1.336365519983735,1.2739357553621355,1.1935194796516573,0.9972530516112443,1.452059816399602,1.4050465963292682,1.0753874270924089,0.9391349675133995,1.3586082790234455,1.136057567689053,1.132693926717049,1.3567126892463226
0.8946141538391381,1.024411398636295,0.9103197307865567,0.982984496296763,1.0564219285963825,0.8987821149447522,1.1432406404642101,1.0550703713022185,1.215112838832348,0.9414936481641555,1.1265897716075866,1.0588011873097203,1.057645432881984,1.1263166637046167
0.8717369249853614,1.0246508472137004,0.8854309368899776,0.9509719274984311,1.0136696510073928,0.8972440670855704,1.1714867049086621,0.9983472982475122,1.1727937115116762,0.9526326378018326,1.0672653249936879,1.0314035443341796,1.0300147882979473,1.0663130609321247
1.0973967579496557,0.9933202249826497,1.1073599917119794,1.0984429045015782,1.1014075634026963,0.9171531272543088,1.1469694834891981,1.1770614751989696,1.0526393393130056,0.954933085685543,1.2317119571351733,1.2206024273530738,1.2010732472958063,1.223597580690865
0.9651019916233414,0.971910844482434,0.9744016642335516,1.039097762495973,1.0619728878859924,0.9549383501982426,1.2353648730301596,1.1275385639401798,1.1808471457592404,0.939754007999252,1.2181747874203943,1.079978634475669,1.0801994716377123,1.2190452518418027
1.0018249535860326,1.0850399527705794,1.0038659811155761,1.0437496497229561,1.067096099372823,0.955585193284032,1.3982323920942685,1.1294529104534963,1.0950393107007461,0.9572925344330776,1.376973092995127,1.2285662956878114,1.2287810535292134,1.3761943416428493
0.9335247802970514,0.9823428539391605,0.9333127083450934,1.0183334948060754,1.0784672333542955,0.9474888434591374,1.2467292888648505,1.1224542827796338,1.2724995240966424,0.958965978383979,1.2034864026743173,1.094472354806014,1.094365396892977,1.2039729423442573
1.0317986010301543,0.9698713243206856,1.0365359568956083,1.0817602445198031,1.0755576619294311,0.9359598482571999,1.3153648085571692,1.174246168528117,1.1149399017664436,0.9471042968685823,1.2884689512733711,1.1634927239655983,1.1637370564222447,1.2886066199571853
