G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.6650370	0.0579793	0.4395698	0.5691591	0.3259590	0.4670607	0.4754266	0.0207600	0.1056635	0.1771950	0.5496967	0.7568662	0.3980690	0.4671216	0.6704073	0.2240655	0.3057758	0.4360621	0.5698499	0.6819540	0.2766216	0.0182631	0.7161038	0.3913077	0.0602284	0.0446708	0.2102809	0.7405442	0.6345085	0.6857799	0.4669341	0.7420753	0.0979318	0.6618275	0.4379575	0.2828076	0.4487897	0.4614122	0.4765627	0.2788752	0.0262254	0.3118213	0.2632137	0.6756078	0.3525166	0.0136245	0.4673310	0.6764649	0.2054009	0.5063281	0.2254479	0.6340573	0.0926838	0.5233235	0.2899719	0.1962939	0.1799131	0.4916874	0.5459941	0.5516528	0.0172805	0.6853028	0.3649409	0.2215715	0.2769164	0.5000134	0.3110031	0.1598664	0.3360387	0.1976968	0.1709054	0.1548803	0.1238585	0.4241313	0.5956017	0.1405628	0.0039319	0.0610829	0.0000000	0.0000000	0.0623968	0.0447208	0.0156018	0.0287918	0.5927702	0.5744404	0.6423619	0.0532950	0.0175737	0.7586077	0.0080228	0.0271928	0.3433158	0.6787606	0.6901008	0.6908945	0.2608930	0.7120417	0.6510497	0.6291580
0.0034703	0.7046548	0.4922917	0.0218595	0.0000000	0.6881215	0.1576258	0.0333742	0.6636643	0.6157335	0.7348651	0.6875423	0.7449138	0.7018054	0.6292084	0.3774262	0.4645404	0.4075498	0.1761619	0.0049004	0.1217746	0.0145737	0.7141981	0.3801555	0.0369010	0.0968092	0.1444872	0.6497178	0.4754217	0.5718465	0.4287186	0.7168138	0.1318352	0.6890057	0.0147484	0.3070874	0.3650453	0.5024591	0.3343273	0.2716204	0.0074119	0.2420375	0.2359401	0.0458117	0.7645086	0.0116810	0.0043439	0.6399239	0.7419844	0.5140208	0.1655567	0.5723936	0.0042755	0.2358117	0.2340764	0.6350310	0.2110342	0.2588743	0.4006243	0.5382997	0.3748358	0.5525374	0.3435410	0.1730809	0.2688308	0.5420055	0.3958355	0.2492922	0.5509436	0.2655952	0.2432639	0.2155301	0.3103749	0.4220265	0.7326843	0.2652678	0.0014982	0.3987879	0.0000000	0.6761176	0.3794690	0.4718981	0.2904940	0.0451134	0.5986523	0.2781098	0.4306229	0.2629136	0.0051232	0.7056070	0.3177231	0.4518488	0.3324846	0.6894543	0.7070945	0.8616448	0.2918398	0.6716959	0.7031195	0.6438087
0.0230213	0.6910679	0.6181229	0.0213625	0.0000000	0.5518616	0.1142611	0.0079900	0.3472190	0.7252995	0.5609657	0.7238588	0.6887344	0.6427128	0.6886315	0.3920140	0.3513535	0.3567308	0.3583533	0.0074050	0.0718062	0.0301946	0.6729664	0.3557830	0.0160357	0.0606683	0.1674833	0.7027855	0.4819941	0.7149863	0.4933896	0.7419916	0.0746645	0.7752230	0.0181249	0.3074445	0.3777501	0.4334865	0.3157450	0.3333899	0.0225473	0.2572354	0.2889370	0.0227728	0.2693675	0.0097521	0.4466558	0.6324536	0.6804579	0.7485554	0.0973116	0.6539003	0.0044798	0.1703179	0.3774823	0.6350876	0.2457258	0.1742406	0.3937355	0.6554720	0.2837051	0.7451491	0.4123726	0.2942465	0.2357634	0.4634224	0.3615756	0.2469377	0.5229610	0.2837141	0.1543243	0.3050086	0.3486791	0.4332865	0.4562639	0.2061975	0.0012120	0.3978409	0.5625825	0.0000000	0.3430583	0.2769609	0.3654440	0.0190461	0.4377478	0.7553818	0.3053831	0.2466810	0.0034416	0.6582673	0.2956652	0.1978654	0.4164977	0.7343025	0.6198657	0.7260275	0.3305929	0.6871009	0.6764176	0.5757941
0.0064122	0.7307324	0.5590076	0.0381740	0.0000000	0.6398201	0.1256116	0.4830349	0.5452092	0.6237250	0.7350554	0.6356648	0.6256977	0.6796336	0.7785837	0.4110716	0.3168447	0.3963794	0.2365746	0.0065194	0.4351669	0.0186540	0.8537312	0.4314169	0.0192580	0.0439240	0.1803850	0.6304822	0.4156526	0.8066228	0.4481514	0.5800812	0.0685045	0.7395563	0.0234661	0.2587905	0.3653175	0.4612385	0.3226253	0.2723430	0.0161651	0.5249905	0.2922914	0.0419618	0.6604050	0.0166046	0.0772162	0.5490613	0.7642834	0.0000000	0.1278700	0.8760283	0.2718676	0.0005568	0.6037949	0.6388332	0.2960437	0.1558984	0.3826395	0.5531250	0.5419068	0.6837718	0.3436825	0.1998902	0.2235879	0.4816970	0.3497486	0.2896300	0.6372171	0.1482433	0.1745249	0.2407492	0.2933136	0.4540635	0.4053341	0.1301706	0.0099395	0.4287240	0.5043806	0.2509560	0.3633693	0.2342886	0.5962576	0.0892493	0.3281656	0.6114464	0.2272658	0.4995750	0.4205981	0.6230072	0.5131538	0.4355898	0.6095968	0.6977818	0.7927028	0.8112765	0.2640413	0.7650930	0.7608171	0.6206832
0.0000000	0.6706830	0.5408106	0.0473142	0.0000000	0.6182702	0.1037064	0.5265446	0.7583928	0.7387521	0.8662009	0.6698568	0.5717019	0.5974778	0.7331985	0.3481318	0.3656205	0.3837785	0.2532235	0.0092591	0.0916641	0.0185146	0.6369237	0.3297469	0.0531973	0.0262197	0.1468877	0.6103524	0.4576872	0.6588582	0.3770358	0.6944594	0.1035138	0.6650513	0.0513637	0.3296477	0.4021894	0.5213650	0.2467612	0.3679051	0.0114187	0.1493835	0.4237533	0.0362029	0.6598954	0.0116968	0.0817391	0.4820754	0.6719830	0.6612812	0.0785345	0.6102812	0.0008900	0.1956399	0.3362860	0.6756857	0.3357502	0.1152558	0.4063650	0.5956476	0.6859483	0.7129878	0.3899984	0.2506926	0.2681570	0.3906543	0.4957045	0.2809424	0.6999758	0.2274290	0.1475955	0.2440400	0.3974193	0.4708378	0.4054419	0.1894033	0.0038635	0.4448381	0.5314608	0.2317496	0.3080525	0.2516039	0.5121716	0.2070473	0.3606361	0.5545783	0.1936710	0.4846090	0.5141789	0.5326569	0.4311421	0.4469675	0.6501684	0.7131313	0.7196176	0.7819461	0.3498783	0.7436055	0.5863248	0.7379764
0.7367910	0.0500364	0.4908827	0.4982581	0.2081344	0.5390388	0.4452971	0.0134423	0.2602752	0.2661383	0.5256005	0.6712442	0.4650759	0.4860112	0.5754574	0.2197529	0.5189369	0.4006807	0.2966044	0.6611288	0.3808829	0.0333481	0.6100784	0.4711246	0.0291452	0.0415957	0.1559957	0.6386011	0.5523902	0.6435783	0.4470240	0.6893884	0.1154160	0.6865000	0.5140754	0.2837916	0.5516903	0.4440959	0.3767675	0.2703350	0.0211115	0.6755373	0.2040356	0.7233951	0.6558123	0.0098727	0.1909509	0.6887013	0.4704409	0.0000000	0.3314996	0.7046530	0.4731524	0.2063414	0.8046893	0.1049857	0.3801461	0.6094915	0.5065070	0.4556477	0.3490533	0.5679063	0.3335243	0.2426678	0.2244242	0.4939392	0.3348210	0.2328619	0.5302308	0.1970321	0.1745526	0.2004394	0.1910581	0.4769863	0.6260499	0.0658376	0.0008104	0.2850758	0.0000000	0.7354920	0.2781496	0.5106006	0.3422375	0.0306879	0.5617200	0.2200408	0.4257091	0.3665649	0.0138948	0.5628200	0.2143082	0.5575852	0.3645542	0.6554356	0.7242169	0.5740714	0.3052398	0.8448490	0.7262351	0.6939133
0.6666547	0.0886866	0.4212206	0.3052805	0.2448895	0.4634299	0.5171073	0.0111148	0.3933352	0.2233186	0.6255916	0.6697124	0.5349303	0.4609157	0.4844192	0.2062868	0.3721484	0.4026983	0.2131383	0.7052025	0.4089625	0.0264578	0.7149280	0.3301518	0.0253112	0.0666112	0.1758839	0.6862198	0.5903984	0.5872707	0.5157902	0.6674459	0.0791153	0.7128935	0.5949034	0.3716522	0.3631216	0.4701580	0.4488885	0.2768260	0.0206178	0.6136267	0.2342626	0.5653759	0.4481420	0.0117880	0.4217567	0.6427510	0.2946853	0.0000000	0.2193098	0.6891556	0.4521287	0.2442686	0.6792263	0.1276937	0.3468430	0.4731351	0.5075681	0.5092248	0.3061807	0.7406320	0.3903036	0.2316909	0.2899881	0.4744415	0.2687955	0.2732473	0.6878914	0.1480842	0.1746746	0.1745443	0.1263054	0.3972764	0.3978025	0.2044458	0.0002969	0.4404916	0.6709071	0.0000000	0.3860012	0.2901881	0.3793945	0.0192560	0.3001523	0.6089414	0.3087872	0.3327716	0.0214979	0.7818293	0.3029051	0.1607705	0.3012028	0.7129146	0.6971339	0.5955834	0.2721914	0.5664791	0.6800743	0.6400304
0.0000000	0.6905841	0.7823527	0.0383471	0.6498192	0.3167972	0.2227455	0.0169300	0.6252265	0.6179608	0.6658783	0.6863046	0.6837082	0.5745852	0.4091890	0.3497053	0.6835634	0.4286309	0.1967792	0.0005411	0.4785716	0.2687725	0.7415175	0.4417224	0.0149343	0.0348857	0.2052448	0.7199567	0.4603209	0.6324443	0.5140759	0.7725679	0.0823772	0.8061422	0.6210021	0.3209955	0.4177518	0.4232873	0.4678035	0.3464719	0.2173977	0.4611202	0.1203871	0.6474678	0.7327311	0.0078059	0.3271791	0.7815494	0.4116187	0.2369437	0.3350931	0.6329688	0.2749728	0.6216832	0.6490527	0.0919229	0.5919457	0.6318526	0.5214140	0.5309533	0.4594418	0.6721624	0.4188196	0.2482328	0.2746558	0.5587640	0.3761191	0.2040038	0.5459778	0.2688066	0.1888821	0.2117547	0.2030311	0.4725385	0.5710476	0.3039854	0.0017950	0.3617064	0.0000000	0.7580781	0.3844747	0.4946047	0.2794450	0.0427581	0.4226984	0.2915449	0.4271356	0.4089950	0.0167765	0.6175429	0.2747979	0.3998684	0.4508324	0.8674632	0.6971359	0.6339964	0.2847049	0.6563857	0.7856211	0.7703579
0.0000000	0.8528205	0.7941650	0.0402049	0.7563350	0.3726543	0.1641617	0.0092669	0.3042555	0.7314372	0.7153614	0.7678945	0.7143623	0.7285551	0.8048781	0.3473109	0.7524990	0.3924005	0.0009666	0.0047699	0.5312543	0.3460940	0.7397463	0.3730177	0.0285166	0.0237637	0.1542652	0.7236137	0.3747733	0.6620209	0.3654574	0.5908858	0.0834478	0.6560921	0.5277142	0.2509601	0.3644937	0.4793284	0.6989134	0.3156433	0.2155397	0.5310540	0.1126932	0.6549640	0.6384040	0.0036148	0.4396438	0.5884834	0.3376321	0.2285982	0.3541423	0.6849341	0.3374985	0.7430874	0.6235347	0.1193771	0.5071741	0.5938959	0.6751721	0.6793278	0.2613831	0.7505917	0.3681138	0.1930724	0.2832356	0.4262737	0.3728181	0.2291573	0.5046776	0.2544321	0.1955484	0.3488372	0.3420513	0.3794935	0.3251624	0.1810876	0.0010671	0.4326944	0.5485284	0.0000000	0.4811097	0.3008441	0.3611142	0.0396142	0.3141874	0.6491346	0.2616854	0.3445930	0.0104391	0.6516669	0.3037576	0.1684496	0.4469098	0.8054432	0.6208022	0.6629574	0.2647195	0.6832085	0.7017451	0.7401070
0.0116651	0.5993171	0.5509898	0.0200507	0.0000000	0.4955907	0.1460993	0.5167260	0.5536874	0.6858246	0.6722194	0.6797958	0.6558867	0.6787027	0.9264502	0.2868223	0.3743157	0.3151665	0.1893116	0.0004344	0.1954408	0.1074563	0.7998982	0.4070059	0.0089557	0.0328719	0.0868229	0.7227545	0.0000000	0.6353296	0.5403160	0.6768773	0.3034651	0.7141619	0.0330890	0.3219753	0.6207581	0.3752932	0.0940779	0.6644930	0.0104937	0.1458744	0.3879255	0.0316216	0.7694248	0.4075912	0.0833630	0.3550362	0.8129056	0.5876823	0.1306248	0.6904324	0.0063913	0.5530411	0.2971595	0.6363564	0.4247903	0.1803813	0.3782630	0.6933576	0.5907997	0.7741089	0.5028213	0.3227882	0.2389118	0.0562501	0.8113955	0.5505127	0.7218185	0.6004915	0.4883935	0.6703644	0.6042358	0.6152278	0.3912205	0.6305475	0.0025874	0.5142098	0.5205537	0.1692568	0.3131911	0.2823609	0.4337015	0.2128328	0.3709542	0.7140782	0.2015317	0.5490247	0.6367975	0.4801712	0.3556096	0.4940599	0.6440828	0.8199205	0.6445612	0.6608356	0.3689548	0.6887697	0.7496683	0.6864048
