Gene1	Gene2	Score
G68	G53	0.875271252147471
G53	G68	0.875271252147471
G56	G55	-0.860935850257958
G55	G56	-0.860935850257958
G56	G34	-0.805576731471334
G34	G56	-0.805576731471334
G98	G85	0.805450411748843
G85	G98	0.805450411748843
G79	G38	-0.79748696562258
G38	G79	-0.79748696562258
G55	G34	0.78661640836126
G34	G55	0.78661640836126
G78	G35	0.786458916910742
G35	G78	0.786458916910742
G86	G54	-0.781716796316024
G54	G86	-0.781716796316024
G91	G90	-0.78016380274173
G90	G91	-0.78016380274173
G68	G67	0.772472656321869
G67	G68	0.772472656321869
G45	G2	-0.768636279705161
G2	G45	-0.768636279705161
G54	G37	-0.766865923674422
G37	G54	-0.766865923674422
G80	G23	-0.741460532714094
G23	G80	-0.741460532714094
G76	G74	0.740438106193278
G74	G76	0.740438106193278
G41	G39	0.733208363948348
G39	G41	0.733208363948348
G67	G53	0.717674298948441
G53	G67	0.717674298948441
G8	G1	-0.717341260292804
G1	G8	-0.717341260292804
G73	G32	-0.711395619208375
G32	G73	-0.711395619208375
G85	G43	-0.710174572842811
G43	G85	-0.710174572842811
G75	G73	-0.70888823601353
G73	G75	-0.70888823601353
G40	G18	-0.708389747294464
G18	G40	-0.708389747294464
G87	G54	-0.705137157263195
G54	G87	-0.705137157263195
G92	G41	0.704571507265241
G41	G92	0.704571507265241
G65	G57	0.70180883133567
G57	G65	0.70180883133567
G78	G19	-0.700831495687968
G19	G78	-0.700831495687968
G87	G86	0.699335295108771
G86	G87	0.699335295108771
G100	G68	-0.697454178500718
G68	G100	-0.697454178500718
G33	G32	0.690278304085817
G32	G33	0.690278304085817
G79	G23	0.687204250675028
G23	G79	0.687204250675028
G86	G52	-0.685709863753663
G52	G86	-0.685709863753663
G73	G29	0.677966958297319
G29	G73	0.677966958297319
G78	G54	-0.670754417619614
G54	G78	-0.670754417619614
G75	G32	0.670201311665176
G32	G75	0.670201311665176
G95	G75	0.669605053380744
G75	G95	0.669605053380744
G37	G20	0.669008123545524
G20	G37	0.669008123545524
G77	G41	0.668468127150679
G41	G77	0.668468127150679
G73	G33	-0.668328755117722
G33	G73	-0.668328755117722
G93	G79	-0.668106615686854
G79	G93	-0.668106615686854
G95	G90	0.667360123619084
G90	G95	0.667360123619084
G100	G53	-0.662826721359531
G53	G100	-0.662826721359531
G28	G26	0.660135350851674
G26	G28	0.660135350851674
G94	G7	-0.659450592213873
G7	G94	-0.659450592213873
G55	G16	0.657391458156033
G16	G55	0.657391458156033
G65	G17	0.655761387066786
G17	G65	0.655761387066786
G54	G52	0.655342788305215
G52	G54	0.655342788305215
G20	G16	0.654379495121453
G16	G20	0.654379495121453
G76	G47	0.648159776217161
G47	G76	0.648159776217161
G74	G7	0.647466682847665
G7	G74	0.647466682847665
G53	G33	-0.640904692016579
G33	G53	-0.640904692016579
G98	G93	0.638615082904749
G93	G98	0.638615082904749
G32	G29	-0.636230641727667
G29	G32	-0.636230641727667
G99	G87	-0.632045742305097
G87	G99	-0.632045742305097
G48	G35	0.63057125851317
G35	G48	0.63057125851317
G9	G2	-0.629099499915889
G2	G9	-0.629099499915889
G74	G47	0.627120090532668
G47	G74	0.627120090532668
G68	G33	-0.626053394658942
G33	G68	-0.626053394658942
G55	G20	0.625486159754618
G20	G55	0.625486159754618
G46	G39	0.620384456683823
G39	G46	0.620384456683823
G87	G37	0.620194283560713
G37	G87	0.620194283560713
G93	G55	0.617349201156933
G55	G93	0.617349201156933
G62	G40	-0.616870059313813
G40	G62	-0.616870059313813
G65	G50	0.615543758549916
G50	G65	0.615543758549916
G56	G16	-0.612519883468712
G16	G56	-0.612519883468712
G82	G37	0.611208848871912
G37	G82	0.611208848871912
G26	G24	-0.609694565327705
G24	G26	-0.609694565327705
G100	G67	-0.60789826483266
G67	G100	-0.60789826483266
G37	G36	-0.607506257541232
G36	G37	-0.607506257541232
