TF	target	importance
G55	G81	0.140052171080955
G81	G55	0.13493987999027593
G53	G57	0.11303297902198788
G23	G77	0.11181301948882726
G64	G65	0.10989007023212996
G65	G66	0.10960301983500582
G80	G78	0.10723828783376592
G49	G57	0.10145815226094837
G66	G65	0.10062211290728483
G32	G55	0.09934485739732007
G93	G28	0.09869839155866311
G76	G23	0.09658821531640506
G62	G65	0.09610596268537121
G65	G64	0.09549482085391782
G51	G22	0.09420684897543069
G16	G51	0.09387645987694987
G44	G9	0.09361030290029218
G57	G53	0.09359101807322252
G61	G46	0.0928331488756164
G22	G51	0.09243308169087373
G44	G63	0.09152106532391216
G78	G80	0.0910753056069768
G65	G62	0.09020786282307643
G55	G32	0.08955126446100746
G2	G95	0.08772538544890453
G32	G81	0.08769718280943975
G46	G1	0.08765956229195708
G82	G98	0.08706026980881111
G6	G20	0.08678958312346537
G64	G66	0.08676458104907188
G60	G28	0.08601344749140662
G49	G58	0.08584956306963054
G62	G64	0.08554075165335995
G2	G90	0.08435347080497717
G66	G64	0.0843514174267597
G58	G61	0.08382653831825815
G39	G96	0.08372717323424968
G64	G62	0.08286406934188442
G24	G22	0.08252986321009967
G25	G47	0.08251636273003668
G23	G76	0.08186218015578232
G57	G58	0.07988389426167491
G46	G61	0.079184771137672
G28	G93	0.07881258569733719
G2	G74	0.07876876528652857
G40	G90	0.07870359055479635
G61	G58	0.07858404701247687
G77	G23	0.07793897353132637
G64	G44	0.07782489409399007
G3	G15	0.07773887963793215
G8	G7	0.07741075444093252
G89	G14	0.07695201208562
G24	G28	0.07662220303167949
G93	G22	0.07616761937540693
G61	G49	0.07599990811988419
G24	G93	0.07594186605770899
G90	G2	0.07577688522496445
G60	G87	0.07542865916221453
G97	G26	0.07485664285502694
G96	G9	0.07477224153753836
G96	G97	0.07444464478723001
G20	G15	0.07386339128242184
G43	G45	0.07340746092530281
G51	G16	0.07274341678091327
G9	G44	0.07246736039844734
G57	G49	0.07224554830214369
G58	G57	0.07211075670158547
G34	G98	0.07199303583009813
G20	G12	0.0719071756110621
G33	G73	0.07189562310805239
G97	G2	0.07175343705177571
G37	G47	0.07134190669057433
G22	G28	0.07126545999455478
G66	G62	0.07114622802737186
G14	G89	0.07111934404829624
G61	G57	0.07081252664264931
G6	G21	0.0708010697909818
G59	G86	0.07068750316843055
