Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.000231	0.499318	0.000478
G2	-	G1	-0.000415	0.476892	-0.000821
G3	+	G1	0.000416	0.372426	0.000643
G4	-	G1	-0.001536	0.473868	-0.003023
G5	+	G1	0.000375	0.498833	0.000777
G6	+	G1	0.000522	0.384391	0.000834
G7	+	G1	0.000350	0.354972	0.000516
G8	+	G1	0.000392	0.403934	0.000658
G9	+	G1	0.000163	0.498383	0.000337
G10	+	G1	0.000877	0.361343	0.001316
G11	+	G1	0.000263	0.385181	0.000421
G12	+	G1	0.000000	0.499992	0.000000
G13	+	G1	0.000184	0.300095	0.000229
G14	+	G1	0.001354	0.359543	0.002021
G15	+	G1	0.000647	0.374149	0.001005
G16	+	G1	0.000033	0.348433	0.000048
G17	+	G1	0.000421	0.374122	0.000654
G18	-	G1	-0.000182	0.374831	-0.000283
G19	-	G1	-0.000262	0.272264	-0.000296
G20	+	G1	0.000326	0.384417	0.000521
G21	-	G1	-0.000135	0.372212	-0.000209
G22	+	G1	0.000789	0.372878	0.001222
G23	+	G1	0.000390	0.289393	0.000468
G24	-	G1	-0.000456	0.428574	-0.000811
G25	+	G1	0.000001	0.497960	0.000001
G26	+	G1	0.001683	0.434801	0.003039
G27	+	G1	0.000942	0.348657	0.001363
G28	+	G1	0.001176	0.358988	0.001754
G29	-	G1	-0.000091	0.386792	-0.000146
G30	+	G1	0.000268	0.304069	0.000339
G31	+	G1	0.000792	0.454558	0.001495
G32	-	G1	-0.000408	0.377796	-0.000640
G33	-	G1	-0.000284	0.272935	-0.000322
G34	+	G1	0.000054	0.295507	0.000066
G35	+	G1	0.000268	0.377529	0.000420
G36	+	G1	0.000423	0.365137	0.000642
G37	-	G1	-0.000161	0.365590	-0.000245
G38	+	G1	0.000329	0.361887	0.000494
G39	-	G1	-0.001108	0.321681	-0.001480
G40	+	G1	0.000216	0.467477	0.000419
G41	-	G1	-0.000617	0.491667	-0.001260
G42	+	G1	0.000468	0.367853	0.000715
G43	+	G1	0.000619	0.496527	0.001275
G44	+	G1	0.000970	0.356992	0.001438
G45	-	G1	-0.000528	0.389932	-0.000854
G46	+	G1	0.000596	0.350888	0.000869
G47	+	G1	0.000024	0.382740	0.000039
G48	-	G1	-0.000175	0.498582	-0.000362
G49	-	G1	-0.000423	0.383535	-0.000674
G50	+	G1	0.000674	0.347622	0.000973
G51	-	G1	-0.000798	0.295579	-0.000980
G52	-	G1	-0.002228	0.268363	-0.002483
G53	+	G1	0.000983	0.289098	0.001180
G54	+	G1	0.000152	0.283841	0.000179
G55	+	G1	0.000378	0.383596	0.000602
G56	+	G1	0.000141	0.496508	0.000290
G57	+	G1	0.000125	0.366563	0.000190
G58	+	G1	0.001169	0.374368	0.001817
G59	+	G1	0.000193	0.397489	0.000318
G60	+	G1	0.000172	0.382656	0.000274
G61	+	G1	0.000545	0.381570	0.000864
G62	+	G1	0.000391	0.354746	0.000575
G63	+	G1	0.000137	0.496937	0.000283
G64	-	G1	-0.000228	0.372623	-0.000353
G65	+	G1	0.000010	0.240168	0.000010
G66	-	G1	-0.000113	0.369177	-0.000173
G67	+	G1	0.000749	0.360677	0.001123
G68	-	G1	-0.000262	0.384471	-0.000418
G69	+	G1	0.000647	0.322089	0.000865
G70	+	G1	0.000184	0.372599	0.000285
G71	+	G1	0.000039	0.370232	0.000060
G72	+	G1	0.000087	0.499556	0.000180
G73	+	G1	0.000458	0.349105	0.000665
G74	+	G1	0.000610	0.387671	0.000981
G75	-	G1	-0.000105	0.395921	-0.000172
G76	+	G1	0.000839	0.474465	0.001653
G77	+	G1	0.000923	0.326763	0.001253
G78	-	G1	-0.001696	0.404257	-0.002847
G79	-	G1	-0.000535	0.346827	-0.000771
G80	+	G1	0.000123	0.420626	0.000215
G81	-	G1	-0.000519	0.404026	-0.000870
G82	+	G1	0.000054	0.346282	0.000077
G83	+	G1	0.000723	0.374330	0.001124
G84	+	G1	0.000721	0.410438	0.001229
G85	-	G1	-0.000213	0.306745	-0.000271
G86	+	G1	0.001678	0.392421	0.002735
G87	+	G1	0.001106	0.443165	0.002035
G88	+	G1	0.001693	0.448533	0.003153
G89	+	G1	0.000505	0.384538	0.000806
G90	+	G1	0.001509	0.434315	0.002721
G91	+	G1	0.000512	0.451165	0.000959
G92	-	G1	-0.000786	0.345503	-0.001127
G93	-	G1	-0.000133	0.378370	-0.000208
G94	+	G1	0.001031	0.372598	0.001595
G95	-	G1	-0.000444	0.307417	-0.000567
G96	+	G1	0.000300	0.377352	0.000471
G97	+	G1	0.000297	0.348016	0.000430
G98	-	G1	-0.000014	0.351761	-0.000021
G99	-	G1	-0.001422	0.405682	-0.002396
G100	-	G1	-0.000269	0.313266	-0.000350
G1	-	G2	-0.001047	0.499411	-0.002172
G2	+	G2	0.008291	0.483872	0.016660
G3	-	G2	-0.002384	0.377353	-0.003736
G4	-	G2	-0.006815	0.478746	-0.013550
G5	+	G2	0.000436	0.498841	0.000904
G6	-	G2	-0.000742	0.385709	-0.001188
G7	-	G2	-0.022647	0.525463	-0.049419
G8	-	G2	-0.010017	0.439659	-0.018290
G9	+	G2	0.000508	0.498412	0.001052
G10	-	G2	-0.002178	0.364705	-0.003298
G11	+	G2	0.002207	0.389928	0.003574
G12	+	G2	0.000217	0.499996	0.000451
G13	+	G2	0.003870	0.310442	0.004990
G14	+	G2	0.010873	0.420368	0.018981
G15	-	G2	-0.000158	0.375032	-0.000246
G16	-	G2	-0.016296	0.486384	-0.032915
G17	-	G2	-0.021109	0.574012	-0.050320
G18	-	G2	-0.017479	0.553859	-0.040203
G19	-	G2	-0.014041	0.373305	-0.021767
G20	-	G2	-0.005236	0.397223	-0.008638
G21	+	G2	0.010343	0.426363	0.018314
G22	-	G2	-0.008916	0.419614	-0.015537
G23	+	G2	0.008838	0.330864	0.012144
G24	+	G2	0.006134	0.435399	0.011092
G25	+	G2	0.004390	0.499670	0.009109
G26	+	G2	0.011251	0.461134	0.021545
G27	+	G2	0.000615	0.349292	0.000892
G28	-	G2	-0.011913	0.407675	-0.020170
G29	+	G2	0.012418	0.423346	0.021833
G30	+	G2	0.008780	0.344350	0.012555
G31	-	G2	-0.005088	0.458897	-0.009696
G32	-	G2	-0.007513	0.411722	-0.012847
G33	+	G2	0.001032	0.276741	0.001186
G34	-	G2	-0.001386	0.299693	-0.001725
G35	-	G2	-0.003416	0.386021	-0.005476
G36	-	G2	-0.000417	0.366404	-0.000635
G37	+	G2	0.010448	0.401489	0.017421
G38	+	G2	0.014654	0.466687	0.028401
G39	-	G2	-0.005994	0.338423	-0.008424
G40	-	G2	-0.006290	0.472719	-0.012348
G41	-	G2	-0.001635	0.491990	-0.003340
G42	+	G2	0.008025	0.405449	0.013512
G43	-	G2	-0.000912	0.496613	-0.001881
G44	-	G2	-0.004755	0.364038	-0.007189
G45	-	G2	-0.007771	0.401296	-0.012951
G46	+	G2	0.005255	0.361919	0.007898
G47	-	G2	-0.005657	0.392655	-0.009225
G48	+	G2	0.002877	0.499316	0.005965
G49	+	G2	0.018822	0.563261	0.044027
G50	-	G2	-0.003812	0.356948	-0.005651
G51	+	G2	0.006041	0.310166	0.007781
G52	-	G2	-0.004906	0.274313	-0.005588
G53	+	G2	0.000571	0.290177	0.000688
G54	+	G2	0.014369	0.390396	0.023296
G55	+	G2	0.031895	0.758021	0.100405
G56	+	G2	0.002518	0.497131	0.005198
G57	+	G2	0.000550	0.368558	0.000842
G58	+	G2	0.006240	0.396138	0.010265
G59	-	G2	-0.017040	0.532150	-0.037658
G60	+	G2	0.003722	0.392120	0.006061
G61	-	G2	-0.016671	0.539745	-0.037367
G62	-	G2	-0.010636	0.406873	-0.017971
G63	+	G2	0.001955	0.497294	0.004037
G64	+	G2	0.009417	0.399439	0.015621
G65	-	G2	-0.001990	0.244155	-0.002018
G66	+	G2	0.004211	0.380797	0.006659
G67	+	G2	0.006504	0.384494	0.010385
G68	+	G2	0.008758	0.431840	0.015707
G69	-	G2	-0.009341	0.369383	-0.014330
G70	+	G2	0.022525	0.554157	0.051838
G71	+	G2	0.002566	0.375888	0.004006
G72	+	G2	0.000247	0.499563	0.000513
G73	-	G2	-0.008319	0.381490	-0.013180
G74	+	G2	0.003178	0.393330	0.005192
G75	+	G2	0.001137	0.398149	0.001880
G76	+	G2	0.000334	0.474667	0.000658
G77	-	G2	-0.000737	0.327521	-0.001002
G78	+	G2	0.000882	0.404481	0.001482
G79	+	G2	0.008068	0.374246	0.012539
G80	-	G2	-0.010674	0.458822	-0.020339
G81	+	G2	0.003754	0.407216	0.006349
G82	-	G2	-0.003743	0.356274	-0.005537
G83	+	G2	0.003138	0.380627	0.004960
G84	+	G2	0.017110	0.468086	0.033260
G85	-	G2	-0.003105	0.312060	-0.004023
G86	-	G2	-0.002990	0.395852	-0.004916
G87	-	G2	-0.001176	0.443524	-0.002165
G88	+	G2	0.004228	0.452545	0.007947
G89	+	G2	0.007043	0.411003	0.012022
G90	+	G2	0.006134	0.442109	0.011262
G91	-	G2	-0.004397	0.454922	-0.008308
G92	+	G2	0.034906	0.679518	0.098504
G93	-	G2	-0.003264	0.386587	-0.005240
G94	-	G2	-0.026862	0.588845	-0.065687
G95	+	G2	0.014828	0.385084	0.023714
G96	+	G2	0.012070	0.463586	0.023238
G97	+	G2	0.011014	0.373210	0.017070
G98	+	G2	0.009933	0.369386	0.015237
G99	+	G2	0.005520	0.411934	0.009442
G100	+	G2	0.007123	0.328613	0.009720
G1	+	G3	0.002238	0.499599	0.004643
G2	+	G3	0.005139	0.480529	0.010255
G3	+	G3	0.053031	0.899457	0.198087
G4	+	G3	0.007562	0.478813	0.015038
G5	-	G3	-0.001867	0.499057	-0.003869
G6	-	G3	-0.002191	0.403185	-0.003668
G7	+	G3	0.028530	0.512724	0.060748
G8	+	G3	0.042209	0.684915	0.120059
G9	-	G3	-0.000692	0.498485	-0.001432
G10	+	G3	0.082443	0.992564	0.339831
G11	+	G3	0.058278	0.928225	0.224651
G12	+	G3	0.000231	0.499995	0.000480
G13	+	G3	0.063917	0.943065	0.250325
G14	+	G3	0.009597	0.404090	0.016105
G15	-	G3	-0.016342	0.466426	-0.031655
G16	+	G3	0.001152	0.368762	0.001765
G17	+	G3	0.001441	0.391740	0.002344
G18	+	G3	0.063151	0.956471	0.250842
G19	+	G3	0.015622	0.342548	0.022223
G20	-	G3	-0.005640	0.406307	-0.009516
G21	+	G3	0.022051	0.503054	0.046066
G22	+	G3	0.006992	0.406605	0.011806
G23	-	G3	-0.022448	0.429768	-0.040064
G24	-	G3	-0.002147	0.433022	-0.003861
G25	+	G3	0.004633	0.499210	0.009606
G26	+	G3	0.005576	0.444785	0.010299
G27	+	G3	0.153376	1.000000	0.636949
G28	+	G3	0.015373	0.411507	0.026271
G29	+	G3	0.026316	0.475181	0.051932
G30	+	G3	0.022593	0.452341	0.042442
G31	+	G3	0.000652	0.458254	0.001240
G32	+	G3	0.011792	0.436585	0.021379
G33	+	G3	0.068319	0.861839	0.244520
G34	-	G3	-0.001306	0.322901	-0.001752
G35	+	G3	0.058491	0.932006	0.226389
G36	+	G3	0.041964	0.782065	0.136293
G37	+	G3	0.005204	0.381652	0.008247
G38	-	G3	-0.003063	0.380554	-0.004841
G39	+	G3	0.048449	0.766177	0.154157
