Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.000853	0.442561	0.001283
G2	+	G1	0.002420	0.237120	0.001951
G3	+	G1	0.014134	0.357805	0.017193
G4	-	G1	-0.003676	0.219874	-0.002748
G5	+	G1	0.023740	0.503476	0.040635
G6	-	G1	-0.039117	0.975908	-0.129787
G7	-	G1	-0.006110	0.340654	-0.007077
G8	+	G1	0.005503	0.231072	0.004323
G9	-	G1	-0.001794	0.170459	-0.001040
G10	+	G1	0.004837	0.311775	0.005127
G11	-	G1	-0.002460	0.477845	-0.003996
G12	+	G1	0.008894	0.488862	0.014782
G13	+	G1	0.005333	0.319635	0.005796
G14	+	G1	0.001922	0.304222	0.001988
G15	+	G1	0.000123	0.456124	0.000191
G16	+	G1	0.044453	0.752845	0.113777
G17	+	G1	0.034260	0.945435	0.110121
G18	+	G1	0.004234	0.470827	0.006777
G19	-	G1	-0.006349	0.349222	-0.007538
G20	-	G1	-0.002165	0.494146	-0.003637
G21	-	G1	-0.000175	0.295556	-0.000175
G22	-	G1	-0.019381	0.520909	-0.034324
G23	+	G1	0.003199	0.491918	0.005350
G24	-	G1	-0.015901	0.561044	-0.030331
G25	-	G1	-0.033698	0.949083	-0.108733
G26	+	G1	0.026013	0.807083	0.071377
G27	+	G1	0.029492	0.607270	0.060888
G28	-	G1	-0.002799	0.304202	-0.002894
G29	-	G1	-0.004014	0.245787	-0.003354
G30	+	G1	0.009074	0.253930	0.007834
G31	+	G1	0.004971	0.322447	0.005449
G32	-	G1	-0.001085	0.466824	-0.001721
G33	+	G1	0.007210	0.336769	0.008255
G34	+	G1	0.004627	0.315573	0.004964
G35	-	G1	-0.002943	0.486175	-0.004864
G36	+	G1	0.005195	0.333039	0.005882
G37	+	G1	0.004105	0.320538	0.004474
G38	-	G1	-0.023466	0.641272	-0.051161
G39	-	G1	-0.012236	0.388066	-0.016143
G40	+	G1	0.004965	0.319016	0.005385
G41	+	G1	0.017688	0.459647	0.027640
G42	+	G1	0.004199	0.491996	0.007024
G43	+	G1	0.007083	0.380670	0.009167
G44	+	G1	0.015234	0.452034	0.023413
G45	-	G1	-0.006967	0.363172	-0.008602
G46	-	G1	-0.013276	0.450715	-0.020344
G47	+	G1	0.015619	0.434330	0.023063
G48	-	G1	-0.041744	0.985263	-0.139830
G49	+	G1	0.027688	0.846589	0.079692
G50	-	G1	-0.010797	0.341212	-0.012525
G51	-	G1	-0.013818	0.409876	-0.019256
G52	-	G1	-0.011199	0.488143	-0.018585
G53	+	G1	0.009228	0.372518	0.011687
G54	+	G1	0.009263	0.375616	0.011829
G55	-	G1	-0.019207	0.493932	-0.032254
G56	+	G1	0.022022	0.697694	0.052236
G57	-	G1	-0.007184	0.493741	-0.012060
G58	-	G1	-0.006182	0.216501	-0.004551
G59	+	G1	0.003031	0.317985	0.003277
G60	+	G1	0.003970	0.326517	0.004407
G61	+	G1	0.005358	0.261183	0.004758
G62	-	G1	-0.000297	0.195424	-0.000197
G63	-	G1	-0.035357	0.936614	-0.112588
G64	-	G1	-0.002103	0.196138	-0.001402
G65	+	G1	0.000611	0.396767	0.000824
G66	+	G1	0.003265	0.275241	0.003055
G67	+	G1	0.006591	0.285969	0.006408
G68	+	G1	0.000794	0.496998	0.001342
G69	+	G1	0.033917	0.939835	0.108372
G70	+	G1	0.026314	0.804951	0.072013
G71	-	G1	-0.007447	0.366829	-0.009288
G72	-	G1	-0.003229	0.321532	-0.003530
G73	+	G1	0.063167	0.999504	0.214647
G74	+	G1	0.000443	0.296952	0.000447
G75	-	G1	-0.015265	0.538519	-0.027947
G76	-	G1	-0.002474	0.212220	-0.001785
G77	-	G1	-0.001495	0.479533	-0.002437
G78	+	G1	0.006701	0.345246	0.007865
G79	+	G1	0.005246	0.352356	0.006284
G80	+	G1	0.045021	0.993115	0.152010
G81	+	G1	0.012422	0.356303	0.015048
G82	-	G1	-0.010306	0.296068	-0.010374
G83	-	G1	-0.044589	0.994160	-0.150708
G84	+	G1	0.001113	0.461309	0.001746
G85	-	G1	-0.007997	0.366284	-0.009959
G86	+	G1	0.002811	0.277031	0.002647
G87	-	G1	-0.015353	0.458956	-0.023956
G88	-	G1	-0.008461	0.397944	-0.011448
G89	+	G1	0.011522	0.392571	0.015378
G90	-	G1	-0.012678	0.489048	-0.021080
G91	+	G1	0.016574	0.400513	0.022568
