Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G58	G59	0.425487250570284	1.51589339754637e-19
G59	G58	0.425487250570283	1.51589339754652e-19
G15	G3	0.308103161578043	1.64870714256096e-10
G3	G15	0.308103161578042	1.64870714256105e-10
G86	G89	0.275400588888229	1.32113070912097e-08
G89	G86	0.275400588888229	1.32113070912102e-08
G66	G65	0.26441775008026	5.0924145885324e-08
G65	G66	0.264417750080259	5.09241458853346e-08
G59	G56	0.249633009066949	2.85020658244292e-07
G56	G59	0.249633009066949	2.85020658244302e-07
G61	G68	0.247225098945854	3.73529124704287e-07
G68	G61	0.247225098945853	3.73529124704292e-07
G56	G66	0.220581593965622	6.19851836272536e-06
G66	G56	0.220581593965621	6.19851836272609e-06
G57	G55	0.213848639256575	1.19654980739061e-05
G55	G57	0.213848639256575	1.19654980739063e-05
G19	G88	0.212542852095056	1.35609629936278e-05
G88	G19	0.212542852095056	1.3560962993628e-05
G44	G62	0.205072919572315	2.73423782721242e-05
G62	G44	0.205072919572315	2.73423782721246e-05
G15	G4	0.201246213299588	3.87828791663261e-05
G4	G15	0.201246213299588	3.87828791663268e-05
G97	G91	0.199652839398675	4.47727057801356e-05
G91	G97	0.199652839398675	4.47727057801357e-05
G4	G11	0.19854393332867	4.94462276959638e-05
G11	G4	0.19854393332867	4.94462276959644e-05
G55	G86	0.197393944118897	5.47773076339102e-05
G86	G55	0.197393944118897	5.47773076339106e-05
G65	G56	0.196311024187117	6.02896337146763e-05
G56	G65	0.196311024187116	6.02896337146793e-05
G65	G70	0.195958235188493	6.2195652288526e-05
G70	G65	0.195958235188493	6.21956522885272e-05
G59	G82	0.194851799656436	6.85487244338292e-05
G82	G59	0.194851799656436	6.85487244338307e-05
G48	G63	0.193619657023897	7.6341774351401e-05
G63	G48	0.193619657023897	7.63417743514029e-05
G84	G82	0.191355388672967	9.28841918523962e-05
G82	G84	0.191355388672967	9.28841918523975e-05
G84	G32	0.190301589902829	0.000101683855438469
G32	G84	0.190301589902829	0.000101683855438469
G81	G59	0.190068202090625	0.000103736028359774
G59	G81	0.190068202090624	0.000103736028359775
G65	G58	0.186441128777692	0.000141078821174894
G58	G65	0.186441128777692	0.000141078821174895
G25	G67	0.184715047049756	0.000162980469984449
G67	G25	0.184715047049756	0.000162980469984451
G86	G46	0.183124151887096	0.000185953404995758
G46	G86	0.183124151887096	0.000185953404995758
G4	G3	0.182680633695274	0.000192879037171866
G3	G4	0.182680633695274	0.00019287903717187
G85	G86	0.181639987836137	0.000210088478476052
G86	G85	0.181639987836137	0.000210088478476055
G38	G61	0.179961962979688	0.000240894056276219
