Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.016749	0.470664	-0.018993
G2	+	G1	0.004485	0.478099	0.005166
G3	+	G1	0.026301	0.738636	0.046807
G4	+	G1	0.045492	0.885157	0.097017
G5	+	G1	0.014706	0.374997	0.013287
G6	-	G1	-0.005824	0.495804	-0.006957
G7	-	G1	-0.031734	0.972210	-0.074333
G8	+	G1	0.009130	0.313692	0.006900
G9	-	G1	-0.004332	0.486304	-0.005076
G10	+	G1	0.014022	0.426984	0.014425
G11	+	G1	0.009611	0.473744	0.010970
G12	+	G1	0.012534	0.388586	0.011735
G13	+	G1	0.017491	0.547287	0.023064
G14	-	G1	-0.058100	0.999979	-0.139979
G15	+	G1	0.011871	0.194591	0.005566
G16	-	G1	-0.007250	0.315282	-0.005508
G17	+	G1	0.008158	0.198670	0.003905
G18	+	G1	0.018869	0.612618	0.027851
G19	-	G1	-0.004599	0.482529	-0.005347
G20	+	G1	0.017665	0.492821	0.020975
G21	-	G1	-0.050840	0.999628	-0.122445
G22	+	G1	0.004067	0.422549	0.004140
G23	+	G1	0.013175	0.310677	0.009862
G24	-	G1	-0.020570	0.760636	-0.037698
G25	+	G1	0.002021	0.460577	0.002243
G26	+	G1	0.003035	0.493060	0.003605
G27	+	G1	0.013399	0.402627	0.012997
G28	+	G1	0.012284	0.377613	0.011176
G29	+	G1	0.003017	0.467633	0.003399
G30	+	G1	0.032292	0.732957	0.057026
G31	-	G1	-0.017868	0.604484	-0.026023
G32	-	G1	-0.001287	0.219866	-0.000682
G33	-	G1	-0.001505	0.459084	-0.001664
G34	-	G1	-0.026748	0.920375	-0.059313
G35	+	G1	0.006855	0.249487	0.004121
G36	+	G1	0.030159	0.671513	0.048795
G37	-	G1	-0.002305	0.413617	-0.002297
G38	+	G1	0.012340	0.336688	0.010010
G39	+	G1	0.052135	0.999835	0.125590
G40	-	G1	-0.018392	0.684585	-0.030336
G41	+	G1	0.009619	0.246404	0.005710
G42	+	G1	0.007803	0.284412	0.005347
G43	+	G1	0.006749	0.205281	0.003338
G44	-	G1	-0.014484	0.435609	-0.015201
G45	+	G1	0.031920	0.959173	0.073767
G46	+	G1	0.015465	0.460655	0.017164
G47	+	G1	0.005750	0.253789	0.003516
G48	-	G1	-0.029898	0.958555	-0.069049
G49	-	G1	-0.027790	0.928562	-0.062172
