edge_name,OutPredict,Infererlator,GRNBoost2,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,SINCERITIES,edge_exist
G20_G75,0.0188489660175081,0.0,0.1755264035624923,0.0089039676260592,5099.0,0.282064,0.231507676144845,0.9655017666048732,0.0,0.329374930597693,0.040947135481196,0.0,0
G83_G42,0.007029568166803,0.0,0.0,0.0084150166887607,6345.0,0.615841,0.115217196755561,1.526771276394892,0.0,0.0579225874034194,0.074598641361084,0.0,0
G92_G94,0.0198279938194605,0.1959158002319228,5.813840691730889,0.0153404927740921,5399.0,0.356057,0.282302800476704,1.813201331187392,0.0,0.616798496314869,0.0522616009750205,0.0,0
G53_G80,0.0079893716562178,0.0,1.5237129961882074,0.0216820906392856,9651.0,0.408673,0.17252283483014,1.962741532198935,0.0,0.253557461891329,0.0444821321163214,6.046573019277041e-35,0
G44_G10,0.0055609234243751,0.0,0.4459068430019323,0.0053930254787441,6544.0,0.600879,0.206036259882919,1.0790396612273634,0.0,0.105007673082037,0.0053246969705908,0.0,0
G68_G97,0.0100715308826138,0.0,1.665196106842872,0.007284580629573,78.0,0.308289,0.162944343505712,1.3987860017980376,0.0,0.018256068416042,0.0214624611390445,0.0,0
G18_G6,0.0062479401523618,0.0,1.3642848699644847,0.0033280979737177,6169.0,0.631693,0.190219084617814,0.5368995388083023,0.0,0.54515002097263,0.0014511713776419,5.41895533268043e-35,0
G9_G56,0.0044889305307989,0.0,0.4400437493470658,0.0020792937480554,9391.0,0.499537,0.187280929066476,0.4769771817396403,0.0,0.102463909934231,0.003937774506407,0.0067037749274712,0
G97_G45,0.0095298044037566,0.0,0.2426019938123608,0.0096183677250178,2699.0,0.504047,0.136210832166533,1.0405142595907513,0.0,0.0652031757737493,0.0246462411055822,0.0103450637944335,0
G84_G45,0.0062445518817179,0.0,0.4312390906745944,0.0085779788641692,4590.0,0.49753,0.123796998912079,1.4932124309657628,0.0,0.0469180572759515,0.0079591522090818,0.0,0
G65_G12,0.0046529282292326,0.0,0.2322652453999184,0.0038761620609709,3296.0,0.515832,0.204338407975528,0.7532532672529879,0.0,0.189710592173952,0.052424993850584,0.0,0
G9_G84,0.0058305829076289,0.0,0.1642018589584986,0.0038231236875125,419.0,0.495016,0.214522939133922,1.374734526623172,0.0,0.0034040380564942,0.0169698463845351,0.0,0
G13_G69,0.0174804030462217,0.0,0.277037024767121,0.0073736613061766,4712.0,0.992625,0.181180434184832,1.2428456063696336,0.0,0.0912528022280535,0.0178381055784446,2.4887738403644002e-36,0
G73_G35,0.008391842221348,0.0,0.3827392564029747,0.0127229017114259,2200.0,0.494829,0.16952456712723,1.4238604196725535,0.0,0.0263443490561948,0.0015523036065828,1.29280918206163e-35,0
G87_G71,0.012343481745539,0.0,4.192546264121746,0.0212134654435813,939.0,0.374257,0.210611372922763,1.480901009918456,0.0,0.0968080167334291,0.0395135511436546,0.0,0
G74_G44,0.0076035942369501,0.0,0.923743743145816,0.0052410475345014,5970.0,0.924202,0.159697525740442,0.4427043980673492,0.0,0.10418418136999,0.0363556278845764,0.000457951799865,0
G7_G38,0.0044015012803121,0.0,0.9591171560525336,0.0049039521737639,7019.0,0.998815,0.204118633496635,1.5243079382759055,0.0,1.13287770660614,0.0087326157403011,0.0,0
G13_G28,0.0158983333018033,0.0,0.0225711975976873,0.0081317910267407,5685.0,0.969163,0.137383744397893,1.282263579858066,0.0,0.685145030513312,0.0296745182622746,0.001434718014554,0
G3_G37,0.0081309395808493,0.0,1.7101552457281144,0.0050913423365996,2132.0,0.275689,0.177014863472995,1.405969548925837,0.0,0.0599696213351368,0.0238724646314722,0.0031197220678086,0
G66_G82,0.0054348258521234,0.0,0.4867504680974059,0.0058337801353377,461.0,0.296289,0.165946338695071,1.115156597373926,0.0,0.0575986586759059,0.0236074216555476,0.0,0
G38_G98,0.0078895874806711,0.0,0.047505719885201,0.010046613840326,2697.0,0.408829,0.16051916111721,0.9936143614693508,0.0,0.387692097342847,0.0262666467379113,1.10034610682848e-36,0
G95_G78,0.0110209600506571,0.0,0.0,0.0053988691929148,627.0,0.449665,0.194611201368991,0.5218919262554368,0.0,0.0180369771942275,0.019337467236942,0.0,0
G54_G59,0.0061967996133122,0.0,0.4598720745029774,0.0024463522158351,9475.0,0.383837,0.141982626502155,0.614716330380985,0.0,3.59585610478087,0.0254128132553922,1.53596216603705e-35,0
G93_G57,0.0022566772502908,0.0,0.398435190744939,0.0022943837222576,5550.0,0.382508,0.160543710393938,0.1213922852500609,0.0,1.20293076162429,0.0424537461451227,0.0,0
G4_G66,0.0068757603060383,0.0,3.785902471316111,0.0082833884675361,9001.0,0.451794,0.32466991743167,1.7392295397405777,0.0,0.722497190464979,0.0826794053163212,0.0,0
G63_G94,0.0284352671566581,0.0,6.1270902623252255,0.0219011693685823,5102.0,0.30552,0.249490562821277,1.6571111732810522,0.0,0.368826400076352,0.0164746007186436,0.0,0
G7_G1,0.0025996978115575,0.0,2.0785589041649284,0.006964433166172,5705.0,0.588103,0.139905228118126,0.3982946269870999,0.0,1.52382347290532,0.0031756343306546,0.0,0
G99_G83,0.0113669770041764,0.0,0.3359285656582335,0.0131142430541233,4636.0,0.532817,0.131769397991572,0.990415208118943,0.0,0.561192787519446,0.0248270900276679,0.0,0
G85_G88,0.0169533558893047,0.0,1.3812148818040115,0.0157157423234618,9741.0,0.361735,0.265444744776273,0.8405752172404889,0.0,0.552464363857576,0.0319441783582542,0.0,0
G5_G70,0.0031105040382569,0.0,1.272534371173205,0.0051591287225659,8186.0,0.334955,0.230615746798275,1.1093759359945912,0.0,0.473897299427848,0.112553496774585,0.0,0
G54_G87,0.0061335129629045,0.0,0.6112963173916955,0.0102069248133189,5378.0,0.971092,0.141462508556273,1.356745456153285,0.0,1.18880366776179,0.041431129262413,0.0,0
G67_G77,0.002384704856269,0.0,2.5075417090610537,0.0043026603737457,5640.0,0.475499,0.218183238837916,0.8035557323286479,0.0,0.0244170909139336,0.0247560888303107,0.0,0
G4_G29,0.0087333358661163,0.0,1.872779234740472,0.0145999540088038,1499.0,0.452678,0.376029960113721,1.4421635918098668,0.0,0.0164970931020074,0.0146829109502172,0.0,0
G47_G78,0.0068195398242225,0.0,0.4878569165319091,0.0072207551904522,675.0,0.262526,0.167398299070528,1.1629874957754005,0.0,0.0127932079842788,0.0133508047392914,0.0,0
G34_G94,0.003834331357155,0.0,0.1820406101990686,0.0024735355349825,4473.0,0.413755,0.166474262554391,1.0659770179222243,0.0,0.728320036272502,0.0093856688159328,0.0,0
G31_G55,0.0028633002664414,0.0,0.2428438863678506,0.0023032482904643,6663.0,0.961963,0.182302137830751,1.2829025613051694,0.0,0.276065684192505,0.0725241370100543,1.6626596422770102e-35,0
G92_G37,0.0025902752745627,0.0,0.5488573735580149,0.0033187971562851,2460.0,0.418129,0.21796965694431,0.2778872961317484,0.0,0.0704987606388075,0.0074117960053088,0.0,0
