Gene1	Gene2	EdgeWeight
G52	G41	2.0177185598669
G48	G41	2.00542497809029
G35	G41	1.9875123261751
G18	G41	1.97433540357765
G98	G41	1.96692648202599
G26	G41	1.96387771434972
G91	G41	1.94243060708793
G7	G41	1.92840099051448
G5	G41	1.92559579027303
G47	G41	1.92036682718732
G3	G41	1.90320333311119
G36	G41	1.85733383752153
G46	G41	1.85616220733253
G37	G41	1.82771973237104
G17	G41	1.82606100224391
G55	G41	1.79595307532697
G52	G17	1.74930526257687
G99	G41	1.74419881796763
G48	G17	1.73844701162668
G83	G41	1.73767324998722
G35	G17	1.73581908032003
G85	G41	1.73576555145341
G96	G41	1.73442919663404
G45	G41	1.72602920620994
G18	G17	1.71232616042587
G51	G41	1.69870421268335
G26	G17	1.68973924895988
G98	G17	1.68865058087509
G91	G17	1.68403824045803
G47	G17	1.68051125691432
G76	G41	1.68006753114036
G63	G41	1.6759848466139
G5	G17	1.67136345626274
G7	G17	1.66755605447567
G3	G17	1.64190898207567
G93	G41	1.6391180141748
G36	G17	1.62357610723626
G37	G17	1.62322052607585
G42	G41	1.61790234086899
G90	G41	1.616331209356
G46	G17	1.60267495543501
G27	G41	1.59507719147051
G100	G41	1.59422141381502
G17	G17	1.58382107650538
G55	G17	1.55912939879947
G69	G41	1.55861747792843
G92	G41	1.51939372908912
G99	G17	1.51030632745336
G30	G41	1.50436244193415
G83	G17	1.50183218673412
G45	G17	1.50145359933105
G85	G17	1.49553432569397
G96	G17	1.49191131836769
G63	G17	1.48977998443075
G52	G43	1.47177932617745
G8	G41	1.46538494311097
G48	G43	1.46516308380178
G51	G17	1.46287672255137
G98	G43	1.44780142046163
G18	G43	1.44509326855043
G44	G41	1.44444548347345
G26	G43	1.44327096312432
G76	G17	1.44208474915108
G35	G43	1.43659266785867
G68	G41	1.42974035590863
G40	G41	1.41799050524609
G91	G43	1.41505137218221
G7	G43	1.40858098039216
G93	G17	1.40459193422158
G5	G43	1.40052618524984
G3	G43	1.39926648045346
G90	G17	1.39592482529759
G81	G41	1.39230049032963
G47	G43	1.38894078831904
G67	G41	1.3807010570504
G52	G21	1.37911269673368
G35	G21	1.37622024550167
G42	G17	1.37561147427916
G100	G17	1.37549685588892
G27	G17	1.37193217895665
G48	G21	1.36937530888576
G46	G43	1.35624393941942
G69	G17	1.35244025306958
G18	G21	1.34754794787105
G43	G41	1.34616838718455
G17	G43	1.34188875599788
G36	G43	1.33902642382747
G47	G21	1.33213025410986
G91	G21	1.32853066813422
G92	G17	1.32777636165862
G26	G21	1.32556809497988
G98	G21	1.32327057510595
G5	G21	1.31989438642807
G7	G21	1.3132672829181
G55	G43	1.31008900477545
G30	G17	1.30972129838154
G98	G94	1.30764187120681
G37	G21	1.30158746595653
G37	G43	1.29624819516423
G36	G21	1.28911065832463
G3	G21	1.28821175246409
G26	G94	1.28486911453666
G53	G41	1.2829358448086
G85	G43	1.27428404511404
G99	G43	1.27350651042921
G96	G43	1.27103170811644
G83	G43	1.26658564278485
G8	G17	1.26471231829265
G46	G21	1.26180950440831
G44	G17	1.25960931593643
G45	G43	1.25196593586302
G35	G39	1.24645281182212
G68	G17	1.24504425414693
G51	G43	1.24459920259975
G52	G39	1.24405242341682
G17	G21	1.24373937551447
G52	G94	1.24284901592055
G52	G77	1.24264721246729
G48	G94	1.23811578008676
G48	G39	1.23623037430538
G48	G77	1.23514076804325
G76	G43	1.23318743191872
G55	G21	1.22937337400391
G35	G77	1.22647609677952
G40	G17	1.22305458123917
G3	G94	1.22290305826289
G18	G39	1.218555312285
G18	G94	1.21676948466372
G18	G77	1.21632147567008
G7	G94	1.21175389615416
G47	G39	1.20994006260103
G98	G77	1.20798330605318
G26	G77	1.20689639766457
G93	G43	1.20368420535483
G42	G43	1.19846850827584
G91	G39	1.19755133408467
G81	G17	1.19635021425515
G91	G77	1.19619511406086
G91	G94	1.19513505568778
G67	G17	1.19476820778423
G63	G21	1.19471434084112
G37	G39	1.19086253431684
G5	G39	1.19038994643553
G99	G21	1.18984994762675
G26	G39	1.18941699247551
G65	G41	1.18900547079661
G63	G43	1.18833553738497
G45	G21	1.1875705343785
G7	G77	1.18669305418086
G5	G77	1.18617914509368
G47	G77	1.18589136699364
G98	G39	1.18510983384836
G83	G21	1.18405884753873
G98	G37	1.1820098861066
G7	G39	1.18173385604316
G46	G94	1.17886178558277
G90	G43	1.17766731170552
G27	G43	1.17532079301363
G85	G21	1.17408303508676
G5	G94	1.17282805345622
G96	G21	1.17220536964797
G43	G17	1.17119764778564
G3	G77	1.17069342193588
G36	G39	1.16715989532743
G98	G63	1.16146591172832
G100	G43	1.16035774404366
G3	G39	1.16012144744833
G64	G41	1.1575946600516
