isTs	is1stLast	prevCol	del.t	condName
TRUE	f	NA	NA	TS_0_0
TRUE	m	TS_0_0	25	TS_0_1
TRUE	m	TS_0_1	25	TS_0_2
TRUE	m	TS_0_2	25	TS_0_3
TRUE	m	TS_0_3	25	TS_0_4
TRUE	m	TS_0_4	25	TS_0_5
TRUE	m	TS_0_5	25	TS_0_6
TRUE	m	TS_0_6	25	TS_0_7
TRUE	m	TS_0_7	25	TS_0_8
TRUE	m	TS_0_8	25	TS_0_9
TRUE	l	TS_0_9	25	TS_0_10
TRUE	m	TS_0_10	25	TS_0_11
TRUE	m	TS_0_11	25	TS_0_12
TRUE	m	TS_0_12	25	TS_0_13
TRUE	m	TS_0_13	25	TS_0_14
TRUE	m	TS_0_14	25	TS_0_15
TRUE	m	TS_0_15	25	TS_0_16
TRUE	m	TS_0_16	25	TS_0_17
TRUE	m	TS_0_17	25	TS_0_18
TRUE	m	TS_0_18	25	TS_0_19
TRUE	m	TS_0_19	25	TS_0_20
TRUE	m	TS_0_20	25	TS_0_21
TRUE	m	TS_0_21	25	TS_0_22
TRUE	m	TS_0_22	25	TS_0_23
TRUE	m	TS_0_23	25	TS_0_24
TRUE	m	TS_0_24	25	TS_0_25
TRUE	m	TS_0_25	25	TS_0_26
TRUE	m	TS_0_26	25	TS_0_27
TRUE	m	TS_0_27	25	TS_0_28
TRUE	m	TS_0_28	25	TS_0_29
TRUE	m	TS_0_29	25	TS_0_30
TRUE	m	TS_0_30	25	TS_0_31
TRUE	m	TS_0_31	25	TS_0_32
TRUE	m	TS_0_32	25	TS_0_33
TRUE	m	TS_0_33	25	TS_0_34
TRUE	m	TS_0_34	25	TS_0_35
TRUE	m	TS_0_35	25	TS_0_36
TRUE	m	TS_0_36	25	TS_0_37
TRUE	m	TS_0_37	25	TS_0_38
TRUE	m	TS_0_38	25	TS_0_39
TRUE	m	TS_0_39	25	TS_0_40
TRUE	f	NA	NA	TS_1_0
TRUE	m	TS_1_0	25	TS_1_1
TRUE	m	TS_1_1	25	TS_1_2
TRUE	m	TS_1_2	25	TS_1_3
TRUE	m	TS_1_3	25	TS_1_4
TRUE	m	TS_1_4	25	TS_1_5
TRUE	m	TS_1_5	25	TS_1_6
TRUE	m	TS_1_6	25	TS_1_7
TRUE	m	TS_1_7	25	TS_1_8
TRUE	m	TS_1_8	25	TS_1_9
TRUE	l	TS_1_9	25	TS_1_10
TRUE	m	TS_1_10	25	TS_1_11
TRUE	m	TS_1_11	25	TS_1_12
TRUE	m	TS_1_12	25	TS_1_13
TRUE	m	TS_1_13	25	TS_1_14
TRUE	m	TS_1_14	25	TS_1_15
TRUE	m	TS_1_15	25	TS_1_16
TRUE	m	TS_1_16	25	TS_1_17
TRUE	m	TS_1_17	25	TS_1_18
TRUE	m	TS_1_18	25	TS_1_19
TRUE	m	TS_1_19	25	TS_1_20
TRUE	m	TS_1_20	25	TS_1_21
TRUE	m	TS_1_21	25	TS_1_22
TRUE	m	TS_1_22	25	TS_1_23
TRUE	m	TS_1_23	25	TS_1_24
TRUE	m	TS_1_24	25	TS_1_25
TRUE	m	TS_1_25	25	TS_1_26
TRUE	m	TS_1_26	25	TS_1_27
TRUE	m	TS_1_27	25	TS_1_28
TRUE	m	TS_1_28	25	TS_1_29
TRUE	m	TS_1_29	25	TS_1_30
TRUE	m	TS_1_30	25	TS_1_31
TRUE	m	TS_1_31	25	TS_1_32
TRUE	m	TS_1_32	25	TS_1_33
TRUE	m	TS_1_33	25	TS_1_34
TRUE	m	TS_1_34	25	TS_1_35
TRUE	m	TS_1_35	25	TS_1_36
TRUE	m	TS_1_36	25	TS_1_37
TRUE	m	TS_1_37	25	TS_1_38
TRUE	m	TS_1_38	25	TS_1_39
TRUE	m	TS_1_39	25	TS_1_40
TRUE	f	NA	NA	TS_2_0
TRUE	m	TS_2_0	25	TS_2_1
TRUE	m	TS_2_1	25	TS_2_2
TRUE	m	TS_2_2	25	TS_2_3
TRUE	m	TS_2_3	25	TS_2_4
TRUE	m	TS_2_4	25	TS_2_5
TRUE	m	TS_2_5	25	TS_2_6
TRUE	m	TS_2_6	25	TS_2_7
TRUE	m	TS_2_7	25	TS_2_8
TRUE	m	TS_2_8	25	TS_2_9
TRUE	l	TS_2_9	25	TS_2_10
TRUE	m	TS_2_10	25	TS_2_11
TRUE	m	TS_2_11	25	TS_2_12
TRUE	m	TS_2_12	25	TS_2_13
TRUE	m	TS_2_13	25	TS_2_14
TRUE	m	TS_2_14	25	TS_2_15
TRUE	m	TS_2_15	25	TS_2_16
TRUE	m	TS_2_16	25	TS_2_17
TRUE	m	TS_2_17	25	TS_2_18
TRUE	m	TS_2_18	25	TS_2_19
TRUE	m	TS_2_19	25	TS_2_20
TRUE	m	TS_2_20	25	TS_2_21
TRUE	m	TS_2_21	25	TS_2_22
TRUE	m	TS_2_22	25	TS_2_23
TRUE	m	TS_2_23	25	TS_2_24
TRUE	m	TS_2_24	25	TS_2_25
TRUE	m	TS_2_25	25	TS_2_26
TRUE	m	TS_2_26	25	TS_2_27
TRUE	m	TS_2_27	25	TS_2_28
TRUE	m	TS_2_28	25	TS_2_29
TRUE	m	TS_2_29	25	TS_2_30
TRUE	m	TS_2_30	25	TS_2_31
TRUE	m	TS_2_31	25	TS_2_32
TRUE	m	TS_2_32	25	TS_2_33
TRUE	m	TS_2_33	25	TS_2_34
TRUE	m	TS_2_34	25	TS_2_35
TRUE	m	TS_2_35	25	TS_2_36
TRUE	m	TS_2_36	25	TS_2_37
TRUE	m	TS_2_37	25	TS_2_38
TRUE	m	TS_2_38	25	TS_2_39
TRUE	m	TS_2_39	25	TS_2_40
TRUE	f	NA	NA	TS_3_0
TRUE	m	TS_3_0	25	TS_3_1
TRUE	m	TS_3_1	25	TS_3_2
TRUE	m	TS_3_2	25	TS_3_3
TRUE	m	TS_3_3	25	TS_3_4
TRUE	m	TS_3_4	25	TS_3_5
TRUE	m	TS_3_5	25	TS_3_6
TRUE	m	TS_3_6	25	TS_3_7
TRUE	m	TS_3_7	25	TS_3_8
TRUE	m	TS_3_8	25	TS_3_9
TRUE	l	TS_3_9	25	TS_3_10
TRUE	m	TS_3_10	25	TS_3_11
TRUE	m	TS_3_11	25	TS_3_12
TRUE	m	TS_3_12	25	TS_3_13
TRUE	m	TS_3_13	25	TS_3_14
TRUE	m	TS_3_14	25	TS_3_15
TRUE	m	TS_3_15	25	TS_3_16
TRUE	m	TS_3_16	25	TS_3_17
TRUE	m	TS_3_17	25	TS_3_18
TRUE	m	TS_3_18	25	TS_3_19
TRUE	m	TS_3_19	25	TS_3_20
TRUE	m	TS_3_20	25	TS_3_21
TRUE	m	TS_3_21	25	TS_3_22
TRUE	m	TS_3_22	25	TS_3_23
TRUE	m	TS_3_23	25	TS_3_24
TRUE	m	TS_3_24	25	TS_3_25
TRUE	m	TS_3_25	25	TS_3_26
TRUE	m	TS_3_26	25	TS_3_27
TRUE	m	TS_3_27	25	TS_3_28
TRUE	m	TS_3_28	25	TS_3_29
TRUE	m	TS_3_29	25	TS_3_30
TRUE	m	TS_3_30	25	TS_3_31
TRUE	m	TS_3_31	25	TS_3_32
TRUE	m	TS_3_32	25	TS_3_33
TRUE	m	TS_3_33	25	TS_3_34
TRUE	m	TS_3_34	25	TS_3_35
TRUE	m	TS_3_35	25	TS_3_36
TRUE	m	TS_3_36	25	TS_3_37
TRUE	m	TS_3_37	25	TS_3_38
TRUE	m	TS_3_38	25	TS_3_39
TRUE	m	TS_3_39	25	TS_3_40
TRUE	f	NA	NA	TS_4_0
TRUE	m	TS_4_0	25	TS_4_1
TRUE	m	TS_4_1	25	TS_4_2
TRUE	m	TS_4_2	25	TS_4_3
TRUE	m	TS_4_3	25	TS_4_4
TRUE	m	TS_4_4	25	TS_4_5
TRUE	m	TS_4_5	25	TS_4_6
TRUE	m	TS_4_6	25	TS_4_7
TRUE	m	TS_4_7	25	TS_4_8
TRUE	m	TS_4_8	25	TS_4_9
TRUE	l	TS_4_9	25	TS_4_10
TRUE	m	TS_4_10	25	TS_4_11
TRUE	m	TS_4_11	25	TS_4_12
TRUE	m	TS_4_12	25	TS_4_13
TRUE	m	TS_4_13	25	TS_4_14
TRUE	m	TS_4_14	25	TS_4_15
TRUE	m	TS_4_15	25	TS_4_16
TRUE	m	TS_4_16	25	TS_4_17
TRUE	m	TS_4_17	25	TS_4_18
TRUE	m	TS_4_18	25	TS_4_19
TRUE	m	TS_4_19	25	TS_4_20
TRUE	m	TS_4_20	25	TS_4_21
TRUE	m	TS_4_21	25	TS_4_22
TRUE	m	TS_4_22	25	TS_4_23
TRUE	m	TS_4_23	25	TS_4_24
TRUE	m	TS_4_24	25	TS_4_25
TRUE	m	TS_4_25	25	TS_4_26
TRUE	m	TS_4_26	25	TS_4_27
TRUE	m	TS_4_27	25	TS_4_28
TRUE	m	TS_4_28	25	TS_4_29
TRUE	m	TS_4_29	25	TS_4_30
TRUE	m	TS_4_30	25	TS_4_31
TRUE	m	TS_4_31	25	TS_4_32
TRUE	m	TS_4_32	25	TS_4_33
TRUE	m	TS_4_33	25	TS_4_34
TRUE	m	TS_4_34	25	TS_4_35
TRUE	m	TS_4_35	25	TS_4_36
TRUE	m	TS_4_36	25	TS_4_37
TRUE	m	TS_4_37	25	TS_4_38
TRUE	m	TS_4_38	25	TS_4_39
TRUE	m	TS_4_39	25	TS_4_40
TRUE	f	NA	NA	TS_5_0
TRUE	m	TS_5_0	25	TS_5_1
TRUE	m	TS_5_1	25	TS_5_2
TRUE	m	TS_5_2	25	TS_5_3
TRUE	m	TS_5_3	25	TS_5_4
TRUE	m	TS_5_4	25	TS_5_5
TRUE	m	TS_5_5	25	TS_5_6
TRUE	m	TS_5_6	25	TS_5_7
TRUE	m	TS_5_7	25	TS_5_8
TRUE	m	TS_5_8	25	TS_5_9
TRUE	l	TS_5_9	25	TS_5_10
TRUE	m	TS_5_10	25	TS_5_11
TRUE	m	TS_5_11	25	TS_5_12
TRUE	m	TS_5_12	25	TS_5_13
TRUE	m	TS_5_13	25	TS_5_14
TRUE	m	TS_5_14	25	TS_5_15
TRUE	m	TS_5_15	25	TS_5_16
TRUE	m	TS_5_16	25	TS_5_17
TRUE	m	TS_5_17	25	TS_5_18
TRUE	m	TS_5_18	25	TS_5_19
TRUE	m	TS_5_19	25	TS_5_20
TRUE	m	TS_5_20	25	TS_5_21
TRUE	m	TS_5_21	25	TS_5_22
TRUE	m	TS_5_22	25	TS_5_23
TRUE	m	TS_5_23	25	TS_5_24
TRUE	m	TS_5_24	25	TS_5_25
TRUE	m	TS_5_25	25	TS_5_26
TRUE	m	TS_5_26	25	TS_5_27
TRUE	m	TS_5_27	25	TS_5_28
TRUE	m	TS_5_28	25	TS_5_29
TRUE	m	TS_5_29	25	TS_5_30
TRUE	m	TS_5_30	25	TS_5_31
TRUE	m	TS_5_31	25	TS_5_32
TRUE	m	TS_5_32	25	TS_5_33
TRUE	m	TS_5_33	25	TS_5_34
TRUE	m	TS_5_34	25	TS_5_35
TRUE	m	TS_5_35	25	TS_5_36
TRUE	m	TS_5_36	25	TS_5_37
TRUE	m	TS_5_37	25	TS_5_38
TRUE	m	TS_5_38	25	TS_5_39
TRUE	m	TS_5_39	25	TS_5_40
TRUE	f	NA	NA	TS_6_0
TRUE	m	TS_6_0	25	TS_6_1
TRUE	m	TS_6_1	25	TS_6_2
TRUE	m	TS_6_2	25	TS_6_3
TRUE	m	TS_6_3	25	TS_6_4
TRUE	m	TS_6_4	25	TS_6_5
TRUE	m	TS_6_5	25	TS_6_6
TRUE	m	TS_6_6	25	TS_6_7
TRUE	m	TS_6_7	25	TS_6_8
TRUE	m	TS_6_8	25	TS_6_9
TRUE	l	TS_6_9	25	TS_6_10
TRUE	m	TS_6_10	25	TS_6_11
TRUE	m	TS_6_11	25	TS_6_12
TRUE	m	TS_6_12	25	TS_6_13
TRUE	m	TS_6_13	25	TS_6_14
TRUE	m	TS_6_14	25	TS_6_15
TRUE	m	TS_6_15	25	TS_6_16
TRUE	m	TS_6_16	25	TS_6_17
TRUE	m	TS_6_17	25	TS_6_18
TRUE	m	TS_6_18	25	TS_6_19
TRUE	m	TS_6_19	25	TS_6_20
TRUE	m	TS_6_20	25	TS_6_21
TRUE	m	TS_6_21	25	TS_6_22
TRUE	m	TS_6_22	25	TS_6_23
TRUE	m	TS_6_23	25	TS_6_24
TRUE	m	TS_6_24	25	TS_6_25
TRUE	m	TS_6_25	25	TS_6_26
TRUE	m	TS_6_26	25	TS_6_27
TRUE	m	TS_6_27	25	TS_6_28
TRUE	m	TS_6_28	25	TS_6_29
TRUE	m	TS_6_29	25	TS_6_30
TRUE	m	TS_6_30	25	TS_6_31
TRUE	m	TS_6_31	25	TS_6_32
TRUE	m	TS_6_32	25	TS_6_33
TRUE	m	TS_6_33	25	TS_6_34
TRUE	m	TS_6_34	25	TS_6_35
TRUE	m	TS_6_35	25	TS_6_36
TRUE	m	TS_6_36	25	TS_6_37
TRUE	m	TS_6_37	25	TS_6_38
TRUE	m	TS_6_38	25	TS_6_39
TRUE	m	TS_6_39	25	TS_6_40
TRUE	f	NA	NA	TS_7_0
TRUE	m	TS_7_0	25	TS_7_1
TRUE	m	TS_7_1	25	TS_7_2
TRUE	m	TS_7_2	25	TS_7_3
TRUE	m	TS_7_3	25	TS_7_4
TRUE	m	TS_7_4	25	TS_7_5
TRUE	m	TS_7_5	25	TS_7_6
TRUE	m	TS_7_6	25	TS_7_7
TRUE	m	TS_7_7	25	TS_7_8
TRUE	m	TS_7_8	25	TS_7_9
TRUE	l	TS_7_9	25	TS_7_10
TRUE	m	TS_7_10	25	TS_7_11
TRUE	m	TS_7_11	25	TS_7_12
TRUE	m	TS_7_12	25	TS_7_13
TRUE	m	TS_7_13	25	TS_7_14
TRUE	m	TS_7_14	25	TS_7_15
TRUE	m	TS_7_15	25	TS_7_16
