Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G62	G74	0.33798676676775	8.31180993279028e-26
G74	G62	0.33798676676775	8.3118099327904e-26
G77	G79	0.232224890291224	1.24115826144963e-12
G79	G77	0.232224890291224	1.24115826144964e-12
G40	G13	0.228452477961176	2.90617958856141e-12
G13	G40	0.228452477961176	2.90617958856146e-12
G60	G95	0.22788412800458	3.29934454491195e-12
G95	G60	0.22788412800458	3.29934454491209e-12
G95	G74	0.224654686145156	6.74149481001998e-12
G74	G95	0.224654686145156	6.74149481002028e-12
G87	G36	0.222807021115146	1.00967014143397e-11
G36	G87	0.222807021115146	1.00967014143399e-11
G24	G55	0.212266295100153	9.45360159580185e-11
G55	G24	0.212266295100153	9.45360159580207e-11
G87	G56	0.211797253138854	1.04152611823091e-10
G56	G87	0.211797253138854	1.04152611823096e-10
G95	G88	0.209327821951681	1.72809360321474e-10
G88	G95	0.209327821951681	1.72809360321476e-10
G90	G74	0.201584041639395	8.12227714198661e-10
G74	G90	0.201584041639395	8.12227714198682e-10
G13	G19	0.199443177094548	1.23267489694876e-09
G19	G13	0.199443177094548	1.23267489694876e-09
G53	G52	0.196265794271478	2.27012947027446e-09
G52	G53	0.196265794271478	2.27012947027447e-09
G26	G14	0.191875951149611	5.19089618041246e-09
G14	G26	0.191875951149611	5.19089618041251e-09
G77	G55	0.189941752641375	7.42783554523904e-09
G55	G77	0.189941752641375	7.42783554523922e-09
G72	G71	0.182869464728299	2.66809955223184e-08
G71	G72	0.182869464728299	2.66809955223185e-08
G27	G58	0.181694479078331	3.28393887999463e-08
G58	G27	0.181694479078331	3.28393887999466e-08
G25	G24	0.177001620887048	7.42632318048968e-08
G24	G25	0.177001620887047	7.42632318048999e-08
G14	G53	0.173540413180781	1.33713529116294e-07
G53	G14	0.173540413180781	1.33713529116295e-07
G31	G71	0.171813003781614	1.78547189771709e-07
G71	G31	0.171813003781614	1.78547189771715e-07
G60	G74	0.169612511411255	2.5698539597355e-07
G74	G60	0.169612511411255	2.5698539597355e-07
G19	G75	0.169607320419687	2.57204839511754e-07
G75	G19	0.169607320419687	2.57204839511761e-07
G71	G95	0.168549046933494	3.05925513802791e-07
G95	G71	0.168549046933493	3.05925513802836e-07
G84	G62	0.167224186583656	3.79551148673035e-07
G62	G84	0.167224186583656	3.79551148673045e-07
G74	G21	0.165781334341497	4.79107229439312e-07
G21	G74	0.165781334341497	4.79107229439312e-07
G1	G62	0.165351107272694	5.13368576704653e-07
G62	G1	0.165351107272693	5.13368576704659e-07
G89	G71	0.164399654617512	5.97714170964001e-07
G71	G89	0.164399654617512	5.97714170964001e-07
